product_num,customer_num,buyer,cases
5,10007,1,0
5,12012,1,0
5,14006,1,0
5,15069,1,0
5,20014,1,0
5,20041,1,0
5,20089,1,0
5,21012,1,0
5,21014,1,0
5,21024,1,0
5,21038,1,0
5,21043,1,0
5,22006,1,0
5,22024,1,0
5,23004,1,0
5,24051,1,0
5,25046,1,0
5,25053,1,0
5,27009,1,0
5,27059,1,0
5,27093,1,0
5,27106,1,0
5,27144,1,0
5,28031,1,0
5,29010,1,0
5,29019,1,0
5,31033,1,0
5,33006,1,0
5,35001,1,0
5,36008,1,0
5,42009,1,0
5,46009,1,0
5,46033,1,0
5,49006,1,0
5,50003,1,0
5,50013,1,0
5,50029,1,0
5,52040,1,0
5,62010,1,0
5,72001,1,0
5,80029,1,0
5,80061,1,0
5,83005,1,0
5,87004,1,0
5,88005,1,0
5,150018,1,0
5,170076,1,0
5,170909,1,0
5,190216,1,0
5,190902,1,0
5,190914,1,0
5,191704,1,0
5,230110,1,0
5,231307,1,0
37,83005,1,0
101,1017,1,1
101,8006,1,2
101,12011,1,1
101,12089,1,1
101,14003,1,1
101,24019,1,4
101,36025,1,4
101,80018,1,2
101,92005,1,2
101,191209,1,2
101,191210,1,2
101,230427,1,2
101,230905,1,2
101,230917,1,3
111,1031,1,-2
111,3011,1,1
111,4007,1,1
111,5008,1,3
111,7003,1,2
111,12026,1,4
111,12036,1,1
111,15004,1,1
111,15006,1,10
111,15016,1,1
111,17002,1,1
111,20062,1,1
111,20106,1,3
111,21024,1,1
111,21043,1,5
111,23004,1,4
111,23013,1,2
111,24061,1,2
111,28012,1,14
111,29004,1,1
111,32005,1,1
111,39018,1,1
111,40005,1,1
111,41023,1,3
111,44035,1,1
111,45005,1,2
111,50020,1,2
111,60012,1,3
111,70008,1,5
111,71005,1,1
111,86002,1,1
111,190710,1,1
111,191207,1,3
111,191611,1,2
111,191710,1,12
111,230103,1,1
111,230119,1,3
111,230122,1,5
111,230407,1,2
111,230930,1,2
111,231302,1,8
111,231303,1,1
111,231305,1,4
111,231314,1,6
111,231719,1,2
111,231803,1,1
112,408,1,5
112,1009,1,3
112,1012,1,6
112,1015,1,1
112,1021,1,3
112,1023,1,6
112,1031,1,3
112,1035,1,6
112,1214,1,3
112,2003,1,5
112,3001,1,7
112,3005,1,2
112,4005,1,4
112,4009,1,10
112,5001,1,3
112,5006,1,3
112,6002,1,2
112,7001,1,2
112,8005,1,2
112,8007,1,3
112,8008,1,4
112,8009,1,3
112,10003,1,2
112,11003,1,5
112,11014,1,7
112,12005,1,5
112,12011,1,12
112,12017,1,4
112,12026,1,1
112,13001,1,3
112,13008,1,5
112,14007,1,15
112,15037,1,3
112,18001,1,7
112,19009,1,3
112,19027,1,5
112,20106,1,7
112,21033,1,4
112,21034,1,11
112,21044,1,2
112,23003,1,5
112,23004,1,2
112,23006,1,4
112,24001,1,3
112,24011,1,3
112,24016,1,5
112,24020,1,3
112,25008,1,1
112,25010,1,4
112,25012,1,3
112,25023,1,3
112,25034,1,3
112,25042,1,5
112,25045,1,6
112,26001,1,2
112,27032,1,3
112,27034,1,3
112,28007,1,1
112,28012,1,1
112,29003,1,1
112,29004,1,5
112,29009,1,3
112,29010,1,1
112,29011,1,1
112,29012,1,1
112,29013,1,1
112,31008,1,2
112,31033,1,3
112,31060,1,1
112,32005,1,2
112,32014,1,2
112,32016,1,1
112,32017,1,1
112,33002,1,1
112,34001,1,2
112,35002,1,5
112,36006,1,1
112,36007,1,6
112,36016,1,1
112,37006,1,2
112,37068,1,1
112,38007,1,3
112,38008,1,1
112,38018,1,2
112,39012,1,3
112,40001,1,2
112,40010,1,2
112,40019,1,2
112,40022,1,3
112,40027,1,1
112,40037,1,1
112,41010,1,2
112,41012,1,2
112,43001,1,3
112,43004,1,3
112,44010,1,1
112,44052,1,1
112,46019,1,1
112,47004,1,-1
112,47009,1,1
112,47011,1,2
112,49027,1,5
112,49035,1,3
112,49039,1,1
112,49044,1,3
112,49045,1,6
112,50007,1,1
112,50020,1,1
112,51012,1,1
112,52025,1,2
112,54006,1,3
112,56007,1,3
112,56008,1,1
112,56013,1,1
112,57001,1,2
112,57003,1,2
112,58001,1,2
112,59004,1,2
112,60001,1,5
112,62001,1,2
112,62006,1,1
112,62009,1,2
112,67004,1,1
112,70001,1,2
112,71003,1,5
112,71006,1,3
112,73003,1,12
112,73008,1,3
112,74005,1,3
112,74009,1,3
112,75002,1,3
112,75004,1,3
112,76006,1,2
112,76010,1,3
112,76018,1,1
112,77001,1,1
112,77002,1,1
112,77016,1,2
112,78008,1,4
112,78013,1,3
112,79002,1,3
112,79004,1,2
112,79007,1,1
112,80005,1,2
112,80026,1,7
112,81001,1,1
112,81014,1,3
112,83001,1,2
112,83010,1,6
112,84004,1,2
112,86002,1,1
112,87001,1,5
112,88005,1,4
112,89005,1,8
112,89007,1,1
112,92007,1,9
112,92008,1,13
112,93003,1,8
112,93005,1,3
112,93006,1,3
112,93009,1,6
112,94001,1,4
112,96002,1,3
112,190101,1,3
112,190207,1,7
112,190208,1,3
112,190214,1,2
112,190216,1,5
112,190302,1,3
112,190304,1,1
112,190603,1,6
112,190705,1,4
112,190723,1,1
112,190802,1,-1
112,190804,1,2
112,190907,1,3
112,190913,1,3
112,190917,1,6
112,191003,1,2
112,191007,1,1
112,191010,1,5
112,191210,1,6
112,191213,1,3
112,191302,1,2
112,191408,1,1
112,191526,1,1
112,191606,1,1
112,191608,1,3
112,191702,1,2
112,191710,1,6
112,191814,1,6
112,230105,1,8
112,230114,1,6
112,230119,1,1
112,230120,1,1
112,230121,1,4
112,230313,1,1
112,230314,1,3
112,230405,1,2
112,230412,1,5
112,230427,1,2
112,230431,1,5
112,230441,1,3
112,230902,1,2
112,230905,1,4
112,230911,1,4
112,230913,1,1
112,230920,1,2
112,230924,1,3
112,230925,1,1
112,231203,1,3
112,231211,1,1
112,231215,1,6
112,231308,1,3
112,231315,1,1
112,231316,1,3
112,231501,1,3
112,231502,1,1
112,231701,1,7
112,231703,1,3
112,231707,1,3
112,231708,1,2
112,231713,1,1
112,231715,1,5
112,231717,1,6
112,231805,1,2
113,1012,1,13
113,1029,1,1
113,1031,1,6
113,3001,1,5
113,7001,1,1
113,8005,1,3
113,8006,1,3
113,8007,1,5
113,10003,1,3
113,11003,1,8
113,12005,1,4
113,12011,1,9
113,12017,1,3
113,13001,1,4
113,14007,1,45
113,17010,1,3
113,19006,1,1
113,20106,1,3
113,21044,1,3
113,23004,1,2
113,24011,1,3
113,25008,1,5
113,25042,1,8
113,25045,1,6
113,27031,1,12
113,29010,1,1
113,29011,1,9
113,31004,1,5
113,31060,1,4
113,32017,1,2
113,36007,1,5
113,39001,1,3
113,40010,1,3
113,40022,1,4
113,46019,1,2
113,47005,1,15
113,49027,1,5
113,49033,1,5
113,49039,1,2
113,49045,1,4
113,50007,1,2
113,50020,1,4
113,51012,1,1
113,52015,1,2
113,56008,1,1
113,57003,1,1
113,58001,1,33
113,60001,1,19
113,67004,1,10
113,67005,1,10
113,70001,1,25
113,71006,1,2
113,73008,1,10
113,74005,1,2
113,74009,1,7
113,75002,1,5
113,75004,1,3
113,76010,1,14
113,77007,1,-1
113,77009,1,3
113,78008,1,7
113,80005,1,3
113,81001,1,2
113,81014,1,5
113,83010,1,20
113,86003,1,5
113,87001,1,3
113,88004,1,3
113,88005,1,7
113,89005,1,2
113,89007,1,1
113,92011,1,21
113,94001,1,13
113,190207,1,15
113,190705,1,3
113,190917,1,10
113,191010,1,8
113,191210,1,14
113,191408,1,1
113,191526,1,8
113,191606,1,1
113,191710,1,4
113,191814,1,6
113,230114,1,8
113,230412,1,8
113,230427,1,10
113,230441,1,6
113,230905,1,6
113,231203,1,3
113,231215,1,10
113,231314,1,3
113,231315,1,5
113,231316,1,5
113,231805,1,1
118,408,1,20
118,1012,1,15
118,1021,1,7
118,1214,1,10
118,2002,1,12
118,2003,1,15
118,3001,1,11
118,3005,1,5
118,3006,1,3
118,4005,1,10
118,4009,1,24
118,5001,1,10
118,5006,1,5
118,6002,1,10
118,8002,1,5
118,8007,1,5
118,8008,1,3
118,8009,1,20
118,9003,1,1
118,10003,1,2
118,11003,1,10
118,11014,1,7
118,12005,1,9
118,12011,1,23
118,12017,1,8
118,13001,1,12
118,13008,1,18
118,17010,1,3
118,17011,1,10
118,18001,1,10
118,19008,1,5
118,19027,1,10
118,20106,1,5
118,23003,1,9
118,23007,1,1
118,24011,1,3
118,24012,1,1
118,24017,1,10
118,25008,1,3
118,25017,1,7
118,28004,1,5
118,28007,1,5
118,28012,1,7
118,29004,1,3
118,29011,1,1
118,29017,1,9
118,30004,1,5
118,30005,1,3
118,31060,1,2
118,32014,1,1
118,32017,1,-1
118,35001,1,6
118,36007,1,9
118,37068,1,5
118,38007,1,3
118,38008,1,4
118,38016,1,4
118,38021,1,5
118,40010,1,8
118,40017,1,2
118,40019,1,1
118,40022,1,3
118,41005,1,15
118,41012,1,12
118,42012,1,2
118,43001,1,2
118,44010,1,4
118,46019,1,16
118,46033,1,2
118,48002,1,5
118,48006,1,4
118,49027,1,10
118,49033,1,5
118,49039,1,8
118,49045,1,3
118,50003,1,5
118,50020,1,6
118,51012,1,3
118,51018,1,2
118,52015,1,9
118,56007,1,5
118,56008,1,7
118,56013,1,1
118,57003,1,7
118,57006,1,8
118,58001,1,11
118,59003,1,3
118,62006,1,5
118,67004,1,16
118,67005,1,10
118,70001,1,10
118,73003,1,27
118,73008,1,25
118,74005,1,1
118,74009,1,3
118,75002,1,10
118,76018,1,2
118,76021,1,4
118,77007,1,1
118,77022,1,2
118,78008,1,14
118,79007,1,2
118,80005,1,6
118,80007,1,4
118,81001,1,3
