product_num,customer_num,buyer,cases
5,3002,1,0
5,3005,1,0
5,3007,1,0
5,8015,1,0
5,10007,1,0
5,11001,1,0
5,12001,1,0
5,12013,1,0
5,14001,1,0
5,17013,1,0
5,18005,1,0
5,20028,1,0
5,20037,1,0
5,20126,1,0
5,21038,1,0
5,22009,1,0
5,22021,1,0
5,22022,1,0
5,22024,1,0
5,24048,1,0
5,24051,1,0
5,25040,1,0
5,25049,1,0
5,25056,1,0
5,26013,1,0
5,27076,1,0
5,27102,1,0
5,27146,1,0
5,28009,1,0
5,30005,1,0
5,31040,1,0
5,34002,1,0
5,38019,1,0
5,39008,1,0
5,40007,1,0
5,41006,1,0
5,42004,1,0
5,42005,1,0
5,42009,1,0
5,43029,1,0
5,43031,1,0
5,44006,1,0
5,46008,1,0
5,46009,1,0
5,46033,1,0
5,49022,1,0
5,49051,1,0
5,49063,1,0
5,52040,1,0
5,56011,1,0
5,57001,1,0
5,57009,1,0
5,77013,1,0
5,80029,1,0
5,83005,1,0
5,150082,1,0
5,150084,1,0
5,150302,1,0
5,152019,1,0
5,170045,1,0
5,170049,1,0
5,170300,1,0
5,171327,1,0
5,190501,1,0
5,190902,1,0
5,190914,1,0
5,191511,1,0
5,192157,1,0
5,230110,1,0
5,230907,1,0
5,231607,1,0
5,250036,1,0
5,250157,1,0
37,18005,1,0
37,24048,1,0
101,1012,1,0
101,1017,1,2
101,11007,1,1
101,14003,1,2
101,24019,1,0
101,68002,1,2
101,80018,1,1
101,83010,1,2
101,94001,1,1
101,191210,1,4
101,191505,1,0
101,230427,1,2
111,1024,1,1
111,5008,1,5
111,7003,1,4
111,8005,1,2
111,9005,1,3
111,11011,1,1
111,12022,1,1
111,12026,1,4
111,15004,1,4
111,15006,1,5
111,15016,1,1
111,15036,1,5
111,15074,1,1
111,20062,1,1
111,21043,1,10
111,23004,1,-1
111,23013,1,4
111,24012,1,4
111,27012,1,5
111,28012,1,30
111,32005,1,2
111,57012,1,1
111,60012,1,9
111,70008,1,3
111,74004,1,1
111,77002,1,2
111,80018,1,2
111,80041,1,3
111,86002,1,2
111,88008,1,2
111,190220,1,2
111,190704,1,4
111,190710,1,2
111,190804,1,5
111,190910,1,1
111,191207,1,10
111,191213,1,6
111,191406,1,0
111,191710,1,10
111,230119,1,4
111,230122,1,10
111,230930,1,1
111,231302,1,10
111,231305,1,3
112,1003,1,0
112,1012,1,3
112,1015,1,3
112,1023,1,3
112,1031,1,3
112,1035,1,9
112,1214,1,5
112,2002,1,2
112,2003,1,8
112,3001,1,2
112,3005,1,3
112,4002,1,1
112,4005,1,1
112,4009,1,4
112,5001,1,5
112,5006,1,3
112,6004,1,3
112,7001,1,2
112,8007,1,3
112,8009,1,6
112,10003,1,2
112,11003,1,2
112,11014,1,5
112,12005,1,3
112,12007,1,-1
112,12011,1,7
112,12046,1,1
112,13001,1,2
112,13008,1,3
112,14007,1,12
112,18001,1,9
112,19027,1,3
112,20005,1,-1
112,20106,1,2
112,21033,1,2
112,21034,1,3
112,21038,1,7
112,21044,1,1
112,24001,1,3
112,24005,1,3
112,24009,1,2
112,24011,1,9
112,24016,1,6
112,25008,1,5
112,25010,1,3
112,25012,1,1
112,25017,1,2
112,25031,1,1
112,25045,1,2
112,26001,1,5
112,27031,1,1
112,27046,1,5
112,27063,1,0
112,28007,1,2
112,28012,1,7
112,29003,1,3
112,29004,1,1
112,29009,1,2
112,29012,1,5
112,29017,1,2
112,30003,1,2
112,31004,1,1
112,31008,1,2
112,32005,1,2
112,32014,1,1
112,32017,1,2
112,34003,1,1
112,35001,1,4
112,35002,1,2
112,36006,1,-2
112,36007,1,3
112,37006,1,0
112,37068,1,2
112,38007,1,-1
112,38008,1,1
112,38016,1,1
112,38017,1,1
112,38021,1,-1
112,38040,1,2
112,39001,1,1
112,39012,1,6
112,40001,1,1
112,40010,1,1
112,40022,1,2
112,41012,1,1
112,42011,1,2
112,43001,1,6
112,43004,1,3
112,44016,1,1
112,44035,1,1
112,46009,1,3
112,46019,1,2
112,47005,1,3
112,47011,1,1
112,49027,1,3
112,49033,1,3
112,49035,1,3
112,49039,1,1
112,49054,1,1
112,49056,1,1
112,50003,1,1
112,50020,1,1
112,51018,1,2
112,52015,1,5
112,54006,1,5
112,56007,1,6
112,56008,1,1
112,57003,1,3
112,58001,1,5
112,59003,1,3
112,59004,1,2
112,60003,1,2
112,62001,1,-1
112,62009,1,3
112,64002,1,-1
112,65001,1,1
112,67004,1,3
112,67005,1,5
112,68002,1,4
112,70003,1,1
112,71003,1,8
112,73003,1,6
112,73008,1,5
112,74005,1,2
112,74009,1,0
112,75002,1,3
112,75004,1,3
112,76018,1,1
112,76021,1,2
112,77002,1,5
112,77009,1,2
112,78008,1,5
112,79002,1,3
112,79004,1,1
112,80005,1,1
112,80025,1,-1
112,80026,1,7
112,80027,1,0
112,81006,1,1
112,81011,1,1
112,81014,1,2
112,83001,1,3
112,83008,1,9
112,83010,1,9
112,84003,1,1
112,86003,1,1
112,87001,1,2
112,88005,1,5
112,89005,1,3
112,89007,1,1
112,92007,1,3
112,92008,1,17
112,93003,1,6
112,93006,1,6
112,93009,1,5
112,94001,1,7
112,94008,1,3
112,190207,1,8
112,190208,1,3
112,190214,1,1
112,190216,1,1
112,190304,1,2
112,190702,1,3
112,190705,1,4
112,190706,1,2
112,190712,1,1
112,190802,1,1
112,190804,1,-1
112,190907,1,1
112,190913,1,2
112,190917,1,3
112,190923,1,-1
112,191003,1,4
112,191203,1,2
112,191213,1,3
112,191302,1,1
112,191505,1,1
112,191518,1,5
112,191526,1,1
112,191606,1,-1
112,191608,1,3
112,191702,1,3
112,191710,1,5
112,191814,1,4
112,230105,1,8
112,230106,1,3
112,230114,1,5
112,230121,1,5
112,230313,1,2
112,230427,1,3
112,230431,1,3
112,230441,1,3
112,230702,1,2
112,230902,1,3
112,230905,1,5
112,230918,1,1
112,230920,1,1
112,230924,1,3
112,231203,1,3
112,231211,1,1
112,231215,1,8
112,231304,1,6
112,231305,1,1
112,231308,1,3
112,231309,1,1
112,231315,1,1
112,231316,1,7
112,231501,1,9
112,231502,1,3
112,231701,1,1
112,231707,1,2
112,231708,1,1
112,231713,1,1
112,231714,1,2
112,231715,1,5
112,231805,1,5
113,1003,1,1
113,1012,1,5
113,1015,1,2
113,1026,1,1
113,1028,1,2
113,1031,1,6
113,2002,1,1
113,3001,1,2
113,7001,1,1
113,8002,1,-1
113,8007,1,9
113,8008,1,-1
113,10003,1,3
113,11003,1,8
113,12005,1,6
113,12007,1,-1
113,12011,1,19
113,12017,1,8
113,13001,1,7
113,14007,1,25
113,17010,1,6
113,19006,1,1
113,19027,1,3
113,20106,1,3
113,25045,1,8
113,27031,1,7
113,28011,1,3
113,29004,1,1
113,29010,1,-2
113,31004,1,8
113,32016,1,-2
113,32017,1,2
113,36007,1,5
113,39001,1,4
113,40004,1,3
113,40010,1,6
113,40022,1,1
113,46019,1,2
113,47005,1,5
113,49033,1,5
113,49039,1,1
