product_num,customer_num,buyer,cases
37,17013,1,0
37,170277,1,0
40,171014,1,0
40,250015,1,0
101,14003,1,0
101,24019,1,2
101,36025,1,2
101,80018,1,1
101,92005,1,6
101,94001,1,1
101,190709,1,1
101,191209,1,1
101,191210,1,2
101,230929,1,1
101,231715,1,1
101,231719,1,1
111,4007,1,1
111,7003,1,3
111,20062,1,2
111,21043,1,5
111,23013,1,1
111,28012,1,5
111,41010,1,1
111,50020,1,3
111,190704,1,4
111,191207,1,5
111,191710,1,10
111,231206,1,4
111,231302,1,5
111,231303,1,2
111,231305,1,1
112,1009,1,3
112,1012,1,5
112,1015,1,3
112,1021,1,6
112,1023,1,3
112,1031,1,1
112,1035,1,3
112,1214,1,11
112,2002,1,4
112,2003,1,15
112,3006,1,5
112,3011,1,3
112,4002,1,1
112,4005,1,3
112,4009,1,2
112,5001,1,1
112,5006,1,3
112,8005,1,2
112,8007,1,11
112,8008,1,2
112,8009,1,3
112,10003,1,4
112,11001,1,3
112,11003,1,6
112,11014,1,5
112,12005,1,3
112,12011,1,15
112,12017,1,1
112,13001,1,7
112,13008,1,3
112,14007,1,7
112,17010,1,3
112,18001,1,4
112,19009,1,3
112,21033,1,2
112,21034,1,10
112,21044,1,1
112,23004,1,-2
112,24001,1,3
112,24011,1,3
112,24016,1,8
112,24020,1,4
112,25008,1,3
112,25010,1,7
112,25012,1,3
112,25031,1,3
112,25045,1,3
112,27031,1,1
112,28012,1,1
112,29004,1,4
112,29017,1,1
112,31004,1,3
112,31008,1,3
112,31060,1,3
112,32005,1,2
112,32014,1,1
112,32017,1,1
112,34003,1,3
112,35001,1,3
112,35002,1,5
112,36007,1,1
112,37068,1,2
112,38007,1,2
112,38017,1,2
112,39012,1,2
112,40001,1,1
112,40010,1,2
112,40022,1,2
112,41012,1,2
112,42011,1,2
112,43004,1,3
112,44010,1,1
112,44016,1,2
112,46019,1,3
112,47004,1,1
112,47005,1,5
112,47011,1,3
112,49027,1,3
112,49039,1,1
112,49056,1,1
112,50007,1,3
112,52015,1,3
112,54006,1,5
112,56007,1,3
112,57006,1,1
112,58001,1,4
112,60001,1,6
112,60002,1,2
112,60012,1,3
112,62001,1,3
112,62009,1,3
112,64002,1,1
112,67004,1,1
112,67005,1,5
112,68002,1,3
112,70001,1,5
112,71006,1,1
112,73003,1,10
112,73008,1,8
112,74005,1,3
112,74009,1,2
112,75002,1,3
112,75004,1,4
112,76006,1,1
112,76021,1,2
112,77002,1,1
112,77009,1,2
112,77016,1,2
112,78008,1,8
112,79004,1,1
112,80005,1,4
112,80026,1,3
112,80041,1,1
112,81006,1,1
112,81011,1,2
112,81014,1,6
112,83001,1,1
112,83008,1,1
112,83010,1,5
112,84002,1,2
112,84003,1,2
112,84004,1,1
112,84010,1,3
112,86003,1,1
112,88005,1,3
112,89005,1,1
112,89007,1,1
112,92007,1,1
112,92008,1,19
112,93003,1,3
112,93006,1,3
112,93009,1,3
112,94001,1,4
112,96002,1,3
112,190207,1,4
112,190208,1,2
112,190216,1,2
112,190302,1,2
112,190304,1,5
112,190603,1,3
112,190705,1,3
112,190802,1,1
112,190804,1,1
112,190901,1,1
112,190907,1,2
112,190917,1,7
112,191003,1,2
112,191010,1,5
112,191203,1,4
112,191210,1,8
112,191213,1,1
112,191302,1,2
112,191408,1,1
112,191505,1,1
112,191511,1,1
112,191526,1,1
112,191606,1,1
112,191702,1,8
112,191803,1,3
112,191814,1,1
112,230105,1,6
112,230114,1,2
112,230119,1,1
112,230121,1,1
112,230122,1,5
112,230313,1,1
112,230314,1,5
112,230405,1,1
112,230420,1,2
112,230427,1,6
112,230431,1,6
112,230902,1,2
112,230905,1,5
112,230920,1,1
112,230924,1,6
112,231203,1,2
112,231211,1,3
112,231215,1,4
112,231304,1,5
112,231305,1,1
112,231308,1,7
112,231309,1,3
112,231316,1,3
112,231502,1,1
112,231701,1,4
112,231703,1,1
112,231707,1,2
112,231713,1,1
112,231715,1,5
112,231717,1,3
113,1012,1,9
113,1026,1,1
113,1028,1,2
113,1031,1,6
113,2002,1,5
113,5008,1,2
113,7003,1,3
113,8007,1,6
113,8016,1,2
113,10003,1,4
113,11001,1,3
113,11003,1,6
113,12011,1,19
113,12017,1,5
113,12026,1,5
113,12036,1,4
113,13001,1,10
113,14007,1,12
113,15004,1,1
113,15016,1,3
113,17002,1,1
113,17010,1,3
113,19027,1,8
113,21034,1,2
113,21043,1,10
113,21044,1,4
113,23013,1,1
113,24061,1,3
113,25045,1,3
113,28011,1,3
113,29004,1,2
113,31004,1,2
113,31008,1,1
113,31060,1,3
113,32017,1,1
113,36007,1,2
113,37068,1,3
113,39001,1,0
113,40004,1,2
113,40010,1,2
113,40022,1,2
113,46019,1,5
