Vendor,PO Num,Receive Date,Shipment Num,To Location,Status,Product,Product Name,Num Units,Ordered,Shelf Life,Expiration Date,On Hand Remaining
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,3854,Sam Adams Fall Legends Variety 2/12/12 oz Can,100.00,100.00,130,1/1/2027,100.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,7171,Dab 2/12/11.2 oz Btl,0.00,0.00,402,9/30/2027,0.00
2,0012819347,8/13/2026,0012819347,Hawthorne,<b class=pill-green>Confirmed</b>,201,Coors Light 15.5 Gal Keg,108.00,108.00,77,11/9/2026,0.00
128,83155860,8/13/2026,83155860,Hawthorne,<b class=pill-green>Confirmed</b>,2415,Corona Extra 1/12/24 oz Can,840.00,840.00,219,3/31/2027,840.00
2,,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,7150,Pilsner Urquell 7.75 Gal Keg,11.00,11.00,119,12/21/2026,11.00
133,S863555,8/13/2026,S863555,Hawthorne,<b class=pill-green>Confirmed</b>,8596,White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,2093.00,2093.00,342,8/1/2027,2093.00
118,7000215172,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,200676,Sun Cruiser Blueberry Lemonade 3/8/12 oz Can,208.00,0.00,342,8/1/2027,208.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,9420,Clausthaler Non-Alcoholic 4/6/11.2 oz Btl,252.00,252.00,501,1/7/2028,252.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10751,Bell's Amber Ale 4/6/12 oz Btl,24.00,24.00,132,1/3/2027,24.00
128,83157190,8/13/2026,83157190,Hawthorne,<b class=pill-green>Confirmed</b>,2802,Modelo Especial 15.5 Gal Keg,72.00,72.00,219,3/31/2027,72.00
2,0012819287,8/13/2026,0012819287,Hawthorne,<b class=pill-green>Confirmed</b>,501,Miller Lite 15.5 Gal Keg,264.00,264.00,77,11/9/2026,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,3953,Sam Adams Jack-O Pumpkin Ale 4/6/12 oz Btl,120.00,120.00,161,2/1/2027,96.00
143,01380500,8/13/2026,01380500,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,22.00,0.00,,,0.00
128,83151072,8/13/2026,83151072,Hawthorne,<b class=pill-green>Confirmed</b>,2808,Modelo Especial 1/24/12 oz Loose Btl,1400.00,1400.00,219,3/31/2027,1400.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,3813,Sam Adams Octoberfest 15.5 Gal Keg,40.00,40.00,167,2/7/2027,40.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,213,Coors Light 2/12/12 oz Btl,504.00,504.00,98,11/30/2026,0.00
128,83142536,8/13/2026,83142536,Hawthorne,<b class=pill-green>Confirmed</b>,2826,Modelo Chelada Mango y Chile 1/12/24 oz Can,756.00,756.00,169,3/31/2027,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,200664,Sun Cruiser Lemonade Variety 3/8/12 oz Can,0.00,104.00,354,8/13/2027,0.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10706,Bell's Two Hearted 7.75 Gal Keg,8.00,8.00,132,1/3/2027,5.00
2,0012819347,8/13/2026,0012819347,Hawthorne,<b class=pill-green>Confirmed</b>,900012,KEGBOARD,35.00,0.00,,,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,8700,Truly Hard Seltzer Celebrations Variety 2/12/12 oz Can,0.00,104.00,99,12/1/2026,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,4026,Sam Adams Just the Haze NA 2/12/12 oz Can,100.00,0.00,161,2/1/2027,100.00
128,83142536,8/13/2026,83142536,Hawthorne,<b class=pill-green>Confirmed</b>,2811,Modelo Especial 2/12/12 oz Can,450.00,450.00,219,3/31/2027,450.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,3862,Sam Adams Octoberfest 5.2 Gal Keg,72.00,72.00,167,2/7/2027,72.00
143,01380500,8/13/2026,01380500,Hawthorne,<b class=pill-green>Confirmed</b>,4720,Yuengling Black & Tan 2/12/12 oz Can,99.00,99.00,96,11/28/2026,99.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,200678,Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,0.00,208.00,354,8/13/2027,0.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,4039,Sam Adams American Light 4/6/12 oz Btl,60.00,0.00,69,11/1/2026,60.00
128,83157190,8/13/2026,83157190,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,270.00,270.00,169,3/31/2027,0.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,520,Miller Lite 2/12/12 oz Can,315.00,315.00,154,1/25/2027,0.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,18.00,0.00,,,0.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,8143,Angry Orchard Thriller Variety 2/12/12 oz Can,300.00,500.00,161,2/1/2027,105.00
2,0012819685,8/13/2026,0012819685,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,5.00,0.00,,,0.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,8384,Twisted Tea Extreme Lemon 1/12/24 oz Can,0.00,0.00,342,8/1/2027,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,3919,Sam Adams Octoberfest 4/6/12 oz Btl,60.00,60.00,161,2/1/2027,5.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,9426,Clausthaler Grapefruit Non-Alcoholic 4/6/12 oz Can,100.00,100.00,395,9/23/2027,100.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,4038,Sam Adams Jack-O Pumpkin 2/12/12 oz Can,100.00,100.00,161,2/1/2027,94.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,7419,Schlitz Malt Liquor 1/15/25 oz Can,72.00,72.00,1803,8/1/2031,72.00
11490,RGUSA626C,8/13/2026,RGUSA626C,Hawthorne,<b class=pill-green>Confirmed</b>,7179,Dab Strong Lager 6/4/16.9 oz Can,63.00,63.00,379,9/7/2027,63.00
2,0012819287,8/13/2026,0012819287,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,1.00,0.00,,,0.00
11490,RGUSA626C,8/13/2026,RGUSA626C,Hawthorne,<b class=pill-green>Confirmed</b>,3174,Schofferhofer Grapefruit 6/4/16.9 oz Can,63.00,63.00,383,9/11/2027,63.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10705,Bell's Two Hearted Keg 15.5BBL,16.00,16.00,132,1/3/2027,16.00
143,01380500,8/13/2026,01380500,Hawthorne,<b class=pill-green>Confirmed</b>,4784,Yuengling Lager 1/28/12 oz Loose Btl,560.00,560.00,106,12/8/2026,560.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,212,Coors Light 4/6/12 oz Btl,128.00,128.00,98,11/30/2026,0.00
203209,745806-0,8/13/2026,745806-0,Hawthorne,<b class=pill-green>Confirmed</b>,2516,Corona Light 15.5 Gal Keg,8.00,8.00,188,2/28/2027,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,200634,Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,104.00,104.00,342,8/1/2027,104.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,522,Miller Lite 1/24/12 oz Loose Can,196.00,196.00,154,1/25/2027,0.00
2,0012816467,8/13/2026,0012816467,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,2.00,0.00,,,0.00
105,31136859,8/13/2026,31136859,Hawthorne,<b class=pill-green>Confirmed</b>,7313,Pabst 1/30/12 oz Can,1716.00,1716.00,165,2/5/2027,1716.00
128,83151067,8/13/2026,83151067,Hawthorne,<b class=pill-green>Confirmed</b>,2808,Modelo Especial 1/24/12 oz Loose Btl,1400.00,1400.00,219,3/31/2027,1400.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,8692,Truly Hard Seltzer Berry Variety 2/12/12 oz Can,0.00,0.00,250,5/1/2027,0.00
2,,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,7149,Pilsner Urquell 13.2 Gal Keg,8.00,8.00,161,2/1/2027,5.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,100.00,0.00,220,4/1/2027,100.00
133,S863555,8/13/2026,S863555,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,1.00,0.00,,,0.00
2,0012819685,8/13/2026,0012819685,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,8340,Twisted Tea 1/12/24 oz Can,102.00,102.00,342,8/1/2027,102.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,6.00,0.00,,,0.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,200679,Sun Cruiser Pink Lemonade 1/24/12 oz Can,0.00,104.00,349,8/8/2027,0.00
128,83142536,8/13/2026,83142536,Hawthorne,<b class=pill-green>Confirmed</b>,2425,Corona Extra 1/24/12 oz Loose Can,924.00,924.00,219,3/31/2027,924.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,7170,Dab 13.2 Gal Keg,0.00,0.00,247,4/28/2027,0.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,7180,Radeberger 4/6/11.2 oz Btl,252.00,252.00,291,6/11/2027,252.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,8684,Truly Hard Seltzer Citrus Variety 2/12/12 oz Can,0.00,104.00,99,12/1/2026,0.00
128,83157190,8/13/2026,83157190,Hawthorne,<b class=pill-green>Confirmed</b>,2416,Corona Familiar 1/12/32 oz Btl,400.00,400.00,219,3/31/2027,400.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,107006,Bell's Big Hearted 4/6/12 oz Can,30.00,30.00,118,12/20/2026,30.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,7370,Colt 45 1/15/25 oz Can,144.00,144.00,1803,8/1/2031,144.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,12142,Dogfish Head Punkin Ale 4/6/12 oz Can,600.00,0.00,161,2/1/2027,367.00
2,0012816467,8/13/2026,0012816467,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,12.00,0.00,,,0.00
2,0012819347,8/13/2026,0012819347,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,1.00,0.00,,,0.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10732,Bell's Light Hearted Ale 2/12/12 oz Can,0.00,0.00,,,0.00
128,83157188,8/13/2026,83157188,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,1350.00,1350.00,219,3/31/2027,1350.00
11490,RGUSA626C,8/13/2026,RGUSA626C,Hawthorne,<b class=pill-green>Confirmed</b>,7170,Dab 13.2 Gal Keg,72.00,72.00,247,4/28/2027,72.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,8384,Twisted Tea Extreme Lemon 1/12/24 oz Can,102.00,0.00,342,8/1/2027,102.00
128,83155860,8/13/2026,83155860,Hawthorne,<b class=pill-green>Confirmed</b>,2425,Corona Extra 1/24/12 oz Loose Can,1260.00,1260.00,219,3/31/2027,1260.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,3817,Sam Adams Boston Lager 2/12/12 oz Btl,120.00,180.00,130,1/1/2027,9.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10702,Bell's Two Hearted 2/12/12 oz Can,250.00,250.00,132,1/3/2027,250.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,4040,Sam Adams American Light 2/12/12 oz Can,100.00,50.00,161,2/1/2027,100.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,401,High Life 15.5 Gal Keg,24.00,24.00,70,11/2/2026,0.00
2,0012819287,8/13/2026,0012819287,Hawthorne,<b class=pill-green>Confirmed</b>,900012,KEGBOARD,37.00,0.00,,,0.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,900012,KEGBOARD,3.00,0.00,,,0.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,7295,Lone Star 4/6/12 oz Btl,224.00,224.00,161,2/1/2027,224.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,8333,Twisted Tea 2/12/12 oz Can,100.00,100.00,342,8/1/2027,100.00
128,83151086,8/13/2026,83151086,Hawthorne,<b class=pill-green>Confirmed</b>,2808,Modelo Especial 1/24/12 oz Loose Btl,1400.00,1400.00,219,3/31/2027,1400.00
2,0080760494,8/13/2026,0080760494,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,21.00,0.00,,,0.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,7182,Radeberger 4/6/16.9 oz Can,441.00,441.00,404,10/2/2027,441.00
2,0080760494,8/13/2026,0080760494,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,6.00,0.00,,,0.00
203209,745806-0,8/13/2026,745806-0,Hawthorne,<b class=pill-green>Confirmed</b>,2446,Corona Premier 1/18/12 oz Btl,60.00,60.00,188,2/28/2027,60.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10731,Bell's Light Hearted Ale 4/6/12 oz Can,30.00,30.00,125,12/27/2026,30.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,200671,Sun Cruiser Sampler Variety Pack 2/12/12 oz Can,104.00,104.00,342,8/1/2027,104.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,9423,Clausthaler Grapefruit Non-Alcoholic 4/6/11.2 oz Btl,0.00,0.00,99,12/1/2026,0.00
2,0012816467,8/13/2026,0012816467,Hawthorne,<b class=pill-green>Confirmed</b>,619,Keystone Light Apple 2/15/12 oz Can,1547.00,1547.00,154,1/25/2027,0.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,7.00,0.00,,,0.00
143,01380500,8/13/2026,01380500,Hawthorne,<b class=pill-green>Confirmed</b>,4712,Yuengling Lager 2/12/12 oz Can,891.00,891.00,96,11/28/2026,891.00
143,01380500,8/13/2026,01380500,Hawthorne,<b class=pill-green>Confirmed</b>,8,Marketing Commitment CPC,1.00,0.00,,,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,16.00,0.00,,,0.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,12142,Dogfish Head Punkin Ale 4/6/12 oz Can,0.00,0.00,161,2/1/2027,0.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,8726,Truly Sunset Variety 2/12/12 oz Can,104.00,0.00,161,2/1/2027,94.00
118,7000215921,8/13/2026,7000215921,Hawthorne,<b class=pill-green>Confirmed</b>,8110,Angry Orchard Crisp Apple 4/6/12 oz Btl,60.00,60.00,342,8/1/2027,60.00
20245,SAP12PK71026,8/13/2026,SAP12PK71026,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,21.00,0.00,,,0.00
20245,SAP12PK71026,8/13/2026,SAP12PK71026,Hawthorne,<b class=pill-green>Confirmed</b>,10332,Sapporo Premium 2/12/12 oz Can,2100.00,2100.00,331,7/21/2027,2100.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
128,83157189,8/13/2026,83157189,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,1350.00,1350.00,219,3/31/2027,1350.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,507,Miller Lite 2/12/7.5 oz Can,150.00,150.00,154,1/25/2027,148.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,3818,Sam Adams Boston Lager 4/6/12 oz Btl,0.00,180.00,99,12/1/2026,0.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,7416,Schlitz Malt 4/6/16 oz Can,63.00,63.00,159,1/30/2027,63.00
2,0080760494,8/13/2026,0080760494,Hawthorne,<b class=pill-green>Confirmed</b>,535,Miller Lite 1/36/12 oz Can,490.00,490.00,154,1/25/2027,0.00
11490,RGUSA626A,8/13/2026,RGUSA626A,Hawthorne,<b class=pill-green>Confirmed</b>,7174,DAB 6/4/16.9 oz Can,0.00,0.00,405,10/3/2027,0.00
2,0012816467,8/13/2026,0012816467,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,17.00,0.00,,,0.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,7362,Colt 45 6/4/16 oz Can,504.00,504.00,163,2/3/2027,504.00
2,0080760494,8/13/2026,0080760494,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
1158000053,3779495,8/13/2026,3779495,Hawthorne,<b class=pill-green>Confirmed</b>,10701,Bell's Two Hearted 4/6/12 oz Btl,60.00,60.00,125,12/27/2026,60.00
2,0080760494,8/13/2026,0080760494,Hawthorne,<b class=pill-green>Confirmed</b>,511,Miller Lite 1/24/12 oz Loose Btl,896.00,896.00,154,1/25/2027,0.00
2,0012819685,8/13/2026,0012819685,Hawthorne,<b class=pill-green>Confirmed</b>,220,Coors Light 2/12/12 oz Can,208.00,208.00,98,11/30/2026,208.00
143,01380500,8/13/2026,01380500,Hawthorne,<b class=pill-green>Confirmed</b>,4719,Yuengling Black & Tan 2/12/12 oz Btl,126.00,126.00,96,11/28/2026,126.00
118,7000215035,8/13/2026,7000215035,Hawthorne,<b class=pill-green>Confirmed</b>,8121,Angry Orchard Crisp 2/12/12 oz Can,0.00,200.00,99,12/1/2026,0.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,12,"PALLET,IMPORT",2.00,0.00,,,0.00
2,0012814628,8/13/2026,0012814628,Hawthorne,<b class=pill-green>Confirmed</b>,650,Topo Chico Hard Seltzer Variety 2/12/12 oz Can,110.00,110.00,322,7/12/2027,68.00
2,0012819685,8/13/2026,0012819685,Hawthorne,<b class=pill-green>Confirmed</b>,249,Coors Light 1/36/12 oz Can,1320.00,1320.00,112,12/14/2026,0.00
105,31142345,8/13/2026,31142345,Hawthorne,<b class=pill-green>Confirmed</b>,200676,Sun Cruiser Blueberry Lemonade 3/8/12 oz Can,0.00,0.00,342,8/1/2027,0.00
20274,08112026,8/12/2026,08112026,Hawthorne,<b class=pill-white>New</b>,3720,Famosa 4/6/12 oz Btl,350.00,350.00,,,0.00
20274,06292026B,8/12/2026,06292026B,Hawthorne,<b class=pill-green>Confirmed</b>,3722,Famosa 1/12/24 oz Can,896.00,896.00,281,6/1/2027,896.00
2,0012819172,8/12/2026,0012819172,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
2,0012819740,8/12/2026,0012819740,Hawthorne,<b class=pill-green>Confirmed</b>,220,Coors Light 2/12/12 oz Can,2080.00,2080.00,98,11/30/2026,0.00
128,83147786,8/12/2026,83147786,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,1350.00,1350.00,219,3/31/2027,1350.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,200637,Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,208.00,208.00,342,8/1/2027,208.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,8384,Twisted Tea Extreme Lemon 1/12/24 oz Can,204.00,204.00,342,8/1/2027,103.00
20245,SAP71026A,8/12/2026,SAP71026A,Hawthorne,<b class=pill-green>Confirmed</b>,10337,Sapporo Premium 5.2 Gal Keg,60.00,60.00,108,12/10/2026,60.00
128,83155881,8/12/2026,83155881,Hawthorne,<b class=pill-green>Confirmed</b>,2805,Modelo Negra 2/12/12 oz Can,180.00,180.00,219,3/31/2027,180.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,4038,Sam Adams Jack-O Pumpkin 2/12/12 oz Can,100.00,100.00,161,2/1/2027,0.00
2,0012819740,8/12/2026,0012819740,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,20.00,0.00,,,0.00
20274,06292026B,8/12/2026,06292026B,Hawthorne,<b class=pill-green>Confirmed</b>,3726,Famosa 2/12/12 oz Btl,140.00,140.00,281,6/1/2027,140.00
128,83153093,8/12/2026,83153093,Hawthorne,<b class=pill-green>Confirmed</b>,2815,Modelo Especial 2/12/12 oz Btl,1400.00,1400.00,219,3/31/2027,1400.00
128,83155881,8/12/2026,83155881,Hawthorne,<b class=pill-green>Confirmed</b>,2441,Corona Premier 2/12/12 oz Btl,540.00,540.00,219,3/31/2027,540.00
128,83155902,8/12/2026,83155902,Hawthorne,<b class=pill-green>Confirmed</b>,2609,Pacifico 1/24/12 oz Loose Can,180.00,180.00,160,1/31/2027,180.00
2,0012814867,8/12/2026,0012814867,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,6.00,0.00,,,0.00
128,83147783,8/12/2026,83147783,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,1350.00,1350.00,219,3/31/2027,1350.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,200636,Sun Cruiser Classic Iced Tea 3/8/12oz Can,0.00,312.00,353,8/12/2027,0.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,8692,Truly Hard Seltzer Berry Variety 2/12/12 oz Can,104.00,104.00,250,5/1/2027,104.00
128,83142290,8/12/2026,83142290,Hawthorne,<b class=pill-green>Confirmed</b>,2811,Modelo Especial 2/12/12 oz Can,2070.00,2070.00,219,3/31/2027,2070.00
20274,08112026,8/12/2026,08112026,Hawthorne,<b class=pill-white>New</b>,3724,Famosa 2/12/12 oz Can,660.00,660.00,,,0.00
20245,SAP71026A,8/12/2026,SAP71026A,Hawthorne,<b class=pill-green>Confirmed</b>,10330,Sapporo Premium 4/6/12 oz Btl,1020.00,1020.00,339,8/12/2027,1020.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,3919,Sam Adams Octoberfest 4/6/12 oz Btl,0.00,180.00,98,11/30/2026,0.00
20245,SAP71026A,8/12/2026,SAP71026A,Hawthorne,<b class=pill-green>Confirmed</b>,10335,Sapporo Black 1/12/22 oz Can,90.00,90.00,306,6/26/2027,90.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,8349,Twisted Tea Half & Half 2/12/12 oz Can,100.00,100.00,342,8/1/2027,100.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,200634,Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,0.00,208.00,353,8/12/2027,0.00
2,0012819172,8/12/2026,0012819172,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,7.00,0.00,,,0.00
2,0012814867,8/12/2026,0012814867,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
128,83146135,8/12/2026,83146135,Hawthorne,<b class=pill-green>Confirmed</b>,2811,Modelo Especial 2/12/12 oz Can,2070.00,2070.00,219,3/31/2027,2070.00
2,0012814867,8/12/2026,0012814867,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,21.00,0.00,,,0.00
2,0012814867,8/12/2026,0012814867,Hawthorne,<b class=pill-green>Confirmed</b>,510,Miller Lite 4/6/12 oz Btl,1344.00,1344.00,154,1/25/2027,0.00
2,0012819172,8/12/2026,0012819172,Hawthorne,<b class=pill-green>Confirmed</b>,410,High Life 4/6/12 oz Btl,320.00,320.00,154,1/25/2027,0.00
20245,SAP71026A,8/12/2026,SAP71026A,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,23.00,0.00,,,0.00
128,83155902,8/12/2026,83155902,Hawthorne,<b class=pill-green>Confirmed</b>,2812,Modelo Negra 4/6/12 oz Btl,616.00,616.00,219,3/31/2027,616.00
20274,06292026B,8/12/2026,06292026B,Hawthorne,<b class=pill-green>Confirmed</b>,3720,Famosa 4/6/12 oz Btl,140.00,140.00,281,6/1/2027,140.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,8387,Twisted Tea Extreme Variety Pack 2/12/12 oz Can,0.00,100.00,348,8/7/2027,0.00
2,0012819172,8/12/2026,0012819172,Hawthorne,<b class=pill-green>Confirmed</b>,421,High Life 1/30/12 oz Can,1365.00,1365.00,168,2/8/2027,1092.00
20274,08112026,8/12/2026,08112026,Hawthorne,<b class=pill-white>New</b>,3722,Famosa 1/12/24 oz Can,672.00,672.00,,,0.00
20274,06292026B,8/12/2026,06292026B,Hawthorne,<b class=pill-green>Confirmed</b>,3724,Famosa 2/12/12 oz Can,770.00,770.00,281,6/1/2027,770.00
118,7000215170,8/12/2026,7000215170,Hawthorne,<b class=pill-green>Confirmed</b>,200641,Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,312.00,312.00,342,8/1/2027,312.00
128,83155902,8/12/2026,83155902,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,924.00,924.00,188,2/28/2027,924.00
