Vendor,PO Num,Receive Date,Shipment Num,To Location,Status,Product,Product Name,Num Units,Ordered,Shelf Life,Expiration Date,On Hand Remaining
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,937,Leinenkugel Berry Weiss 4/6/12 oz Btl,128.00,128.00,154,1/25/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,760,Miller Extra Light 2/12/12 oz Btl,112.00,112.00,112,12/14/2026,0.00
2,0012825308,8/22/2026,0012825308,Hawthorne,<b class=pill-white>Ordered</b>,212,Coors Light 4/6/12 oz Btl,576.00,576.00,112,12/14/2026,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,7811,Steel Reserve 1/12/24 oz Can,196.00,196.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,1640,Molson XXX 4/6/12 oz Btl,256.00,256.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,520,Miller Lite 2/12/12 oz Can,105.00,105.00,168,2/8/2027,0.00
2,0012825308,8/22/2026,0012825308,Hawthorne,<b class=pill-white>Ordered</b>,228,Coors Light 1/24/16 oz Aluminum Loose Btl,864.00,864.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,562,Milwaukee Best Ice 1/30/12 oz Can,91.00,91.00,168,2/8/2027,0.00
2,0012825308,8/22/2026,0012825308,Hawthorne,<b class=pill-white>Ordered</b>,523,Miller Lite 1/18/12 oz Can,140.00,140.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,1612,Molson Golden 2/12/12 oz Btl,112.00,112.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,1643,Molson XXX 1/12/24 oz Can,98.00,98.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,1632,Molson Ice 2/12/12 oz Btl,112.00,112.00,168,2/8/2027,0.00
2,6930202447,8/22/2026,6930202447,Hawthorne,<b class=pill-white>Ordered</b>,712,Miller Genuine Draft 2/12/12 oz Btl,112.00,112.00,112,12/14/2026,0.00
1158000183,GARAGE826B,8/21/2026,GARAGE826B,Hawthorne,<b class=pill-green>Confirmed</b>,6984,Garage Beer Light Lager 4/6/16 oz Can,240.00,240.00,242,4/23/2027,240.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14125,BJ'S Root Beer Non-Alcoholic 15.5 Gal Keg,16.00,16.00,170,2/10/2027,16.00
2,,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,7152,Pilsner Urquel 2/12/12 oz Btl,756.00,84.00,189,3/1/2027,756.00
118,,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,200664,Sun Cruiser Lemonade Variety 3/8/12 oz Can,104.00,104.00,281,6/1/2027,104.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,7812,Steel Reserve 2/12/12 oz Can,105.00,105.00,154,1/25/2027,105.00
1158000183,GARAGE826B,8/21/2026,GARAGE826B,Hawthorne,<b class=pill-green>Confirmed</b>,6988,Garage Beer Light Lime Keg 15.5 Gal Keg,16.00,16.00,264,5/15/2027,16.00
2,,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,618,Keystone Light 1/12/24 oz Can,490.00,98.00,112,12/14/2026,490.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14103,BJ'S Brewhouse Blonde Keg 15.5 Gal Keg,6.00,6.00,173,2/13/2027,6.00
2,0012824842,8/21/2026,0012824842,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,21.00,0.00,,,0.00
128,83170333,8/21/2026,83170333,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
2,0012824698,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,535,Miller Lite 1/36/12 oz Can,0.00,560.00,168,2/8/2027,0.00
2,0012824698,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,5.00,0.00,,,0.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,10.00,0.00,,,0.00
2,0012824842,8/21/2026,0012824842,Hawthorne,<b class=pill-green>Confirmed</b>,214,Coors Light 1/24/12 oz Loose Btl,1344.00,1344.00,112,12/14/2026,0.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,1792,Simply Spiked Lemonade Variety 2/12/12 oz Can,110.00,110.00,196,3/8/2027,110.00
128,83146489,8/21/2026,83146489,Hawthorne,<b class=pill-green>Confirmed</b>,2807,Modelito Especial 1/24/7 oz Loose Btl,2106.00,2106.00,219,3/31/2027,2106.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,8340,Twisted Tea 1/12/24 oz Can,204.00,0.00,342,8/1/2027,204.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,8.00,0.00,,,0.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,9894,8,8.00,0.00,,,0.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14115,BJ'S Lightswitch Lager Keg 15.5 Gal Keg,4.00,4.00,168,2/8/2027,4.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,3953,Sam Adams Jack-O Pumpkin Ale 4/6/12 oz Btl,0.00,240.00,,,0.00
2,0012824698,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,119,Coors Banquet 1/18/12 oz Can,180.00,180.00,98,11/30/2026,0.00
128,83170333,8/21/2026,83170333,Hawthorne,<b class=pill-green>Confirmed</b>,2409,Corona Extra 1/24/12 oz Loose Btl,0.00,0.00,219,3/31/2027,0.00
128,83151404,8/21/2026,83151404,Hawthorne,<b class=pill-green>Confirmed</b>,2807,Modelito Especial 1/24/7 oz Loose Btl,2106.00,2106.00,219,3/31/2027,2106.00
128,83157191,8/21/2026,83157191,Hawthorne,<b class=pill-green>Confirmed</b>,2414,Corona Extra 1/12/24 oz Btl,605.00,605.00,219,3/31/2027,605.00
2,,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,535,Miller Lite 1/36/12 oz Can,630.00,70.00,168,2/8/2027,630.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,7152,Pilsner Urquel 2/12/12 oz Btl,0.00,672.00,189,3/1/2027,0.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,8384,Twisted Tea Extreme Lemon 1/12/24 oz Can,0.00,102.00,,,0.00
128,83170323,8/21/2026,83170323,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
2,0012824934,8/21/2026,0012824934,Hawthorne,<b class=pill-green>Confirmed</b>,900012,KEGBOARD,35.00,0.00,,,0.00
128,83157191,8/21/2026,83157191,Hawthorne,<b class=pill-green>Confirmed</b>,2512,Corona Light 2/12/12 oz Btl,54.00,54.00,219,3/31/2027,54.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,7814,Steel Reserve 1/12/40 oz Btl,144.00,144.00,154,1/25/2027,0.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,3921,Sam Adams Octoberfest 2/12/12 oz Can,200.00,200.00,161,2/1/2027,200.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14114,BJ'S Jeremiah Red Keg 15.5 Gal Keg,4.00,4.00,167,2/7/2027,4.00
118,,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,200634,Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,104.00,104.00,342,8/1/2027,104.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,591,Olde English 1/12/24 oz Can,98.00,98.00,154,1/25/2027,98.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,8692,Truly Hard Seltzer Berry Variety 2/12/12 oz Can,0.00,104.00,,,0.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,3919,Sam Adams Octoberfest 4/6/12 oz Btl,600.00,600.00,161,2/1/2027,600.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,3918,Sam Adams Octoberfest 2/12/12 oz Btl,120.00,0.00,161,2/1/2027,120.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,8333,Twisted Tea 2/12/12 oz Can,200.00,0.00,342,8/1/2027,200.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,8348,Twisted Tea Raspberry 1/12/24 oz Can,102.00,0.00,342,8/1/2027,102.00
128,83151400,8/21/2026,83151400,Hawthorne,<b class=pill-green>Confirmed</b>,2807,Modelito Especial 1/24/7 oz Loose Btl,1134.00,1134.00,219,3/31/2027,1134.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14117,BJ'S Nutty Brewnette Keg 15.5 Gal Keg,4.00,4.00,164,2/4/2027,4.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,12,"PALLET,IMPORT",9.00,0.00,,,0.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14110,BJ'S Harvest Hefeweizen Keg 15.5 Gal Keg,6.00,6.00,154,1/25/2027,6.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14122,BJ'S Piranha Pale Ale Keg 15.5 Gal Keg,4.00,4.00,159,1/30/2027,4.00
2,0012824934,8/21/2026,0012824934,Hawthorne,<b class=pill-green>Confirmed</b>,201,Coors Light 15.5 Gal Keg,264.00,264.00,84,11/16/2026,0.00
2,0012824698,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,410,High Life 4/6/12 oz Btl,182.00,182.00,168,2/8/2027,0.00
2,,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,7.00,0.00,,,0.00
2,,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,2.00,0.00,,,0.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,763,Miller Extra Light 1/30/12 oz Can,91.00,91.00,98,11/30/2026,91.00
2,0012824934,8/21/2026,0012824934,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,1.00,0.00,,,0.00
143,01380300,8/21/2026,01380300,Hawthorne,<b class=pill-green>Confirmed</b>,8,Marketing Commitment CPC,1.00,0.00,,,0.00
143,01380300,8/21/2026,01380300,Hawthorne,<b class=pill-green>Confirmed</b>,4716,Yuengling Lager 1/24/12 oz Loose Can,2178.00,2178.00,103,12/5/2026,2178.00
2,0012824698,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,618,Keystone Light 1/12/24 oz Can,0.00,392.00,112,12/14/2026,0.00
118,7000217163,8/21/2026,7000217163,Hawthorne,<b class=pill-green>Confirmed</b>,8360,Twisted Tea Peach 1/12/24 oz Can,0.00,102.00,,,0.00
2,6930199032,8/21/2026,6930199032,Hawthorne,<b class=pill-green>Confirmed</b>,761,Miller Extra Light 4/6/12 oz Btl,64.00,64.00,98,11/30/2026,64.00
2,0012824698,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,2.00,0.00,,,0.00
2,0012824842,8/21/2026,0012824842,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,6.00,0.00,,,0.00
128,83151400,8/21/2026,83151400,Hawthorne,<b class=pill-green>Confirmed</b>,2512,Corona Light 2/12/12 oz Btl,648.00,648.00,219,3/31/2027,648.00
1158000183,GARAGE826B,8/21/2026,GARAGE826B,Hawthorne,<b class=pill-green>Confirmed</b>,6981,Garage Beer Light Lager 2/12/12 oz Can,1300.00,1300.00,209,3/21/2027,1300.00
2,,8/21/2026,0012824698,Hawthorne,<b class=pill-green>Confirmed</b>,9894,Miscellaneous Coors Pallet,14.00,0.00,,,0.00
143,01380300,8/21/2026,01380300,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,22.00,0.00,,,0.00
2,0012824842,8/21/2026,0012824842,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,6.00,0.00,,,0.00
128,83157191,8/21/2026,83157191,Hawthorne,<b class=pill-green>Confirmed</b>,2828,Modelo Chelada Limon y Sal 2/12/12 oz Can,1080.00,1080.00,219,3/31/2027,1080.00
1158000155,BJBH826B,8/21/2026,BJBH826B,Hawthorne,<b class=pill-orange>Received</b>,14119,BJ'S Oasis Amber Keg 15.5 BBL,4.00,4.00,170,2/10/2027,4.00
1158000183,GARAGE826B,8/21/2026,GARAGE826B,Hawthorne,<b class=pill-green>Confirmed</b>,6983,Garage Beer Light Lager Keg 15.5 Gal Keg,32.00,32.00,201,3/13/2027,32.00
2,0012819253,8/20/2026,0012819253,Hawthorne,<b class=pill-white>Ordered</b>,223,Coors Light 1/18/12 oz Can,1200.00,1200.00,112,12/14/2026,0.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,0.00,8.00,,,0.00
101,5823,8/20/2026,5823,Hawthorne,<b class=pill-green>Confirmed</b>,1812,Heineken 2/12/12 oz Btl,1596.00,1596.00,341,7/31/2027,1596.00
2,0012819253,8/20/2026,0012819253,Hawthorne,<b class=pill-white>Ordered</b>,1201,Blue Moon Belgian White Ale 15.5 Gal Keg,96.00,96.00,77,11/9/2026,0.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,8333,Twisted Tea 2/12/12 oz Can,300.00,300.00,342,8/1/2027,300.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,4038,Sam Adams Jack-O Pumpkin 2/12/12 oz Can,0.00,100.00,,,0.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,512,Miller Lite 2/12/12 oz Btl,112.00,112.00,168,2/8/2027,112.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10922,Sixpoint The Crisp Pilsner 2/12/12 oz Can,200.00,200.00,146,1/17/2027,200.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12010,Dogfish Head 60 Minute IPA 4/6/12 oz Btl,324.00,324.00,161,2/1/2027,324.00
128,83170303,8/20/2026,83170303,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10906,Sixpoint The Crisp Pilsner 5.2 Gal Keg,40.00,40.00,326,7/16/2027,40.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13120,Cape May Coastal Evacuation Double IPA 4/6/12 oz Can,100.00,100.00,175,2/15/2027,100.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12011,Dogfish Head 60 Minute IPA 2/12/12 oz Can,150.00,150.00,161,2/1/2027,150.00
133,S863554,8/20/2026,S863554,Hawthorne,<b class=pill-green>Confirmed</b>,8588,White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,2080.00,2080.00,356,8/15/2027,2080.00
2,0012819253,8/20/2026,0012819253,Hawthorne,<b class=pill-white>Ordered</b>,7101,Aguila 4/6/12 oz Btl,84.00,84.00,210,3/22/2027,0.00
128,83170313,8/20/2026,83170313,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
1158000259,005569,8/20/2026,005569,Hawthorne,<b class=pill-green>Confirmed</b>,5137,Source Brewing Source of Hoppiness 15.5 Gal Keg,4.00,4.00,84,11/16/2026,4.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10936,Sixpoint The Pursuit IPA 4/6/12 oz Can,50.00,50.00,156,1/27/2027,50.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,118,Coors Banquet 2/12/12 oz Can,432.00,432.00,70,11/2/2026,0.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10916,Sixpoint Resin Double IPA 4/6/12 oz Can,200.00,200.00,151,1/22/2027,200.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,223,Coors Light 1/18/12 oz Can,720.00,720.00,112,12/14/2026,0.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,3813,Sam Adams Octoberfest 15.5 Gal Keg,104.00,104.00,174,2/14/2027,104.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,213,Coors Light 2/12/12 oz Btl,392.00,392.00,112,12/14/2026,0.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13111,Cape May IPA 4/6/12 oz Can,100.00,100.00,175,2/15/2027,100.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13140,Cape May Core Variety 2/12/12 oz Can,200.00,200.00,174,2/14/2027,195.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,7,Miscellaneous Plastic Separator,4.00,0.00,,,0.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13180,Cape May Coastal Evacuation Double IPA 2/12/12 oz Can,100.00,100.00,162,2/2/2027,94.00
143,01397600,8/20/2026,01397600,Hawthorne,<b class=pill-green>Confirmed</b>,4703,Yuengling Lager 7.75 Gal Keg,80.00,80.00,103,12/5/2026,80.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,4.00,0.00,,,0.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13112,Cape May IPA 2/12/12 oz Can,200.00,200.00,160,1/31/2027,200.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13101,Cape May Always Ready Hazy Pale Ale 4/6/12 oz Can,50.00,50.00,174,2/14/2027,50.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,8387,Twisted Tea Extreme Variety Pack 2/12/12 oz Can,100.00,100.00,342,8/1/2027,100.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13161,Cape May Ghost Tracks Double IPA 6/4/16 oz Can,140.00,140.00,164,2/4/2027,140.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,3862,Sam Adams Octoberfest 5.2 Gal Keg,48.00,48.00,173,2/13/2027,48.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10901,Sixpoint Bengali IPA 4/6/12 oz Can,200.00,200.00,150,1/21/2027,200.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,3918,Sam Adams Octoberfest 2/12/12 oz Btl,180.00,180.00,161,2/1/2027,180.00
1158000150,,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10924,Sixpoint Variety Pack 1/15/12 oz Can,720.00,720.00,139,1/10/2027,720.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,6.00,0.00,,,0.00
128,83170308,8/20/2026,83170308,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10904,Sixpoint The Crisp Pilsner 4/6/12 oz Can,400.00,400.00,150,1/21/2027,400.00
1158000256,VIV2602751-A,8/20/2026,VIV2602751-A,Hawthorne,<b class=pill-orange>Received</b>,200328,Viva Tequila Seltzer 2G Refresh Sampler Pack 3/8/12 oz Can,26.00,26.00,514,1/20/2028,26.00
2,0012824615,8/20/2026,0012824615,Hawthorne,<b class=pill-green>Confirmed</b>,6,Miscellaneous Plastic Bulkhead Spacers,6.00,0.00,,,0.00
128,83170318,8/20/2026,83170318,Hawthorne,<b class=pill-green>Confirmed</b>,2839,Modelo Aquas Fresca Variety 2/12/12 oz Can,84.00,84.00,188,2/28/2027,84.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12040,Dogfish Head 90 Minute IPA 4/6/12 oz Btl,180.00,180.00,161,2/1/2027,180.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13103,Cape May Always Ready Hazy Pale Ale 5.2 Gal Keg,5.00,5.00,155,1/26/2027,5.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12144,Dogfish Head All IPA Variety 2/12/12 oz Can,50.00,50.00,99,12/1/2026,50.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13114,Cape May IPA 15.5 Gal Keg,24.00,24.00,147,1/18/2027,24.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,510,Miller Lite 4/6/12 oz Btl,128.00,128.00,168,2/8/2027,128.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13113,Cape May IPA 1/12/19.2 oz Can,120.00,120.00,160,1/31/2027,120.00
2,0012824615,8/20/2026,0012824615,Hawthorne,<b class=pill-green>Confirmed</b>,214,Coors Light 1/24/12 oz Loose Btl,1408.00,1408.00,112,12/14/2026,0.00
133,S863554,8/20/2026,S863554,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,1.00,0.00,,,0.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,3919,Sam Adams Octoberfest 4/6/12 oz Btl,240.00,0.00,161,2/1/2027,240.00
2,0012819497,8/20/2026,0012819497,Hawthorne,<b class=pill-green>Confirmed</b>,527,Miller Lite 1/12/24 oz Can,196.00,196.00,168,2/8/2027,0.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,200634,Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,0.00,208.00,,,0.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,9908,Miscellaneous Pallet Deposit,17.00,0.00,,,0.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10903,Sixpoint Bengali IPA 5.2 Gal Keg,5.00,5.00,319,7/9/2027,5.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,3817,Sam Adams Boston Lager 2/12/12 oz Btl,60.00,0.00,130,1/1/2027,60.00
1158000140,E-27040,8/20/2026,E-27040,Hawthorne,<b class=pill-green>Confirmed</b>,13115,Cape May IPA 5.2 Gal Keg,20.00,20.00,146,1/17/2027,20.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12015,Dogfish Head Seaquench Ale 4/6/12 oz Can,100.00,100.00,161,2/1/2027,100.00
143,01397600,8/20/2026,01397600,Hawthorne,<b class=pill-green>Confirmed</b>,8,Marketing Commitment CPC,1.00,0.00,,,0.00
1158000259,005569,8/20/2026,005569,Hawthorne,<b class=pill-green>Confirmed</b>,5136,Source Brewing Source of Hoppiness 6/4/16 oz Can,90.00,90.00,84,11/16/2026,50.00
1158000256,VIV2602751-A,8/20/2026,VIV2602751-A,Hawthorne,<b class=pill-orange>Received</b>,200327,Viva Tequila Seltzer OG Light Bright Sampler Pack 3/8/12 oz Can,52.00,52.00,524,1/30/2028,52.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,80.00,80.00,161,2/1/2027,80.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10905,Sixpoint The Crisp Pilsner 15.5 Gal Keg,16.00,16.00,326,7/16/2027,16.00
1158000150,SIXPBC826,8/20/2026,SIXPBC826,Hawthorne,<b class=pill-orange>Received</b>,10934,Sixpoint Lil' Shucker Kolsch Style Golden Ale 5.2 Gal Keg,20.00,20.00,278,5/29/2027,16.00
128,83170328,8/20/2026,83170328,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
143,01397600,8/20/2026,01397600,Hawthorne,<b class=pill-green>Confirmed</b>,4701,Yuengling Lager 15.5 Gal Keg,216.00,216.00,103,12/5/2026,216.00
128,83170318,8/20/2026,83170318,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,1932.00,1932.00,219,3/31/2027,1932.00
118,7000216653,8/20/2026,7000216653,Hawthorne,<b class=pill-green>Confirmed</b>,9908,Miscellaneous Pallet Deposit,30.00,0.00,,,0.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12150,Dogfish Head Grateful Dead Juicy Pale Ale 15.5 Gal Keg,16.00,16.00,138,1/9/2027,16.00
133,S863554,8/20/2026,S863554,Hawthorne,<b class=pill-green>Confirmed</b>,9,Brand Investment,1.00,0.00,,,0.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,12148,Dogfish Head 30 Minute Light IPA 2/12/12 oz Can,100.00,100.00,161,2/1/2027,100.00
118,7000217275,8/20/2026,7000217275,Hawthorne,<b class=pill-green>Confirmed</b>,4033,Sam Adams Juicy 5.2 Gal Keg,12.00,12.00,109,12/11/2026,12.00
2,0012819253,8/20/2026,0012819253,Hawthorne,<b class=pill-white>Ordered</b>,7127,Grolsch 4/6/11.2 oz Btl,216.00,216.00,287,6/7/2027,0.00
128,83170337,8/20/2026,83170337,Hawthorne,<b class=pill-green>Confirmed</b>,2405,Coronita Extra 1/24/7 oz Btl,2016.00,2016.00,219,3/31/2027,2016.00
