Product,Inventory,Purchases,Invoices,Pending Invoices,Loaded,Picked,Delivered,Unsellable,In Production,On-Floor,Pre-Sales,Allocated,Available
100940 Lock Stock & Barrel 21 Straight Rye 1/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101041 Slow & Low Proper Old Fashioned 1/6/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101042 Slow & Low Proper Old Fashioned 1/12/375 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101043 Slow & Low Proper Old Fashioned 6/4/100 mL Can,0,0,0,0,0,0,0,0,0,0,0,0,0
101044 Slow & Low Coffe Old Fashioned 1/6/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101045 Slow & Low Coffe Old Fashioned 1/12/375 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101046 Slow & Low Coffe Old Fashioned 6/4/100 mL Can,0,0,0,0,0,0,0,0,0,0,0,0,0
101047 Slow & Low Maple Old Fashioned 1/6/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101048 Slow & Low Maple Old Fashioned 1/12/375 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101049 Slow & Low Maple Old Fashioned 6/4/100 mL Can,0,0,0,0,0,0,0,0,0,0,0,0,0
101055 Slow & Low 6YR 100PF Old Fashioned 1/6/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101056 Slow & Low 6YR 100PF Old Fashioned 1/12/375 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101057 Slow & Low Cherry Old Fashioned 1/6/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101058 Slow & Low Cherry Old Fashioned 1/12/375 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101059 Slow & Low Old Fashioned Variety Pack 6/4/100 mL Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Crescent Canna,,,,,,,,,,,,,
9496 Crescent 9 THC Ginger Lemonade 5 MG 2/12/12 oz Can,64,0,0,0,0,0,0, (12),0,76,0,0,76
9498 Crescent 9 THC Sour Watermelon 10 MG 6/4/12 oz Can,4,0,0,0,0,0,0,0,0,4,1,0,3
9500 Crescent 9 THC Ginger Lemonade 5 MG 6/4/12 oz Can,10,0,0,0,0,0,0,10,0,0,0,0,0
94054 Crescent 9 THC Raspberry Lime 10 MG 6/4/12 oz Can,97,0,0,0,0,0,0, (1),0,98,3,0,95
94066 Crescent 9 THC Variety 10 MG 2/12/12 oz Can,81,0,0,0,0,0,0,1,0,80,3,0,77
94080 Crescent 9 THC Grape Lemonade 10 MG 6/4/12 oz Can,69,0,0,0,0,0,0,5,0,64,2,0,62
94107 Crescent 9 THC Ginger Lemonade 10 MG 6/4/12 oz Can,94,0,0,0,0,0,0,0,0,94,0,0,94
Total,419,0,0,0,0,0,0,3,0,416,9,0,407
Cricket Hill,,,,,,,,,,,,,
5086 Cricket Hill Brew Jitsu 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5082 Cricket Hill American Spirit Pale Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5072 Cricket Hill Blond Breakfast Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5016 Cricket Breakfast 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5081 Cricket Hill Colonel Blide's Pub Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5085 Cricket Hill Carnival Double IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5075 Cricket Hill Citrita IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5088 Cricket Hill Cricketfest 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5090 Cricket Hill 3 Way Bliss 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5017 Cricket Colonel Blide's Pub Ale 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5076 Cricket Hill East Coast Lager 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5080 Cricket Hill Fall Festivus 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5071 Cricket Hill Fractal Haze IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5070 Cricket Hill Hopnotic IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5074 Cricket Hill Jersey Devil Imperial Red Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5029 Cricket Abbey Tripel 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5011 Cricket Hill American Spirit Pale Ale 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5001 Cricket Hill American Spirit Pale Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5013 Cricket Reserve Series BBA Barley Wine Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5065 Cricket Bba Doppl 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5038 Cricket Reserve Series BBA Imperial Porter 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5015 Cricket Reserved Series BBA Imperial Red Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5044 Cricket Big Little 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5056 Cricket Black Rye 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5009 Cricket Hill Blond Breakfast Ale 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5003 Cricket Hill Blond Breakfast Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5091 Cricket Hill 3 Way Bliss IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5026 Cricket Brew Jitsu 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5089 Cricket Cricketfest 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5007 Cricket Hill Colonel Blide's Pub Ale 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5005 Cricket Hill Colonel Blide's Pub Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5066 Cricket Carnival Double IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5060 Cricket Citrita IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5054 Cricket Comet Cloud IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5008 Cricket Hill East Coast Lager 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5002 Cricket Hill East Coast Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5021 Cricket Fall Festivus 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5031 Cricket Hill Oktoberfest Lager 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5004 Cricket Fall Festivus 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5050 Cricket Hill Crystal Springs FOH Ale 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5049 Cricket Hill Crystal Springs FOH Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5019 Cricket Hill Fractal Haze IPA 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5035 Cricket Hill Fractal Haze IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5032 Cricket Hill Hopnotic IPA 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5030 Cricket Hill Hopnotic IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5027 Cricket Hill Jersey Devil Imperial Red Ale 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5028 Cricket Hill Jersey Devil Imperial Red Ale 5.2 Gal Keg,1,0,0,0,0,0,0,0,0,1,0,0,1
5068 Cricket Hill Milkman Oatmeal Stout 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5063 Cricket Nocturne Chocolate Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5039 Cricket Onset IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5006 Cricket Paymaster 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5069 Cricket Hill Psycho Cricket Porter 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5092 Cricket Hill Oktoberfest Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5058 Cricket Pumpkin Ale 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5057 Cricket Pumpkin Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5045 Cricket Russian Imperial Stout 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5043 Cricket Schnick Schnack Sour 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5048 Cricket Sim-Notic imperial IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5067 Cricket Smoked Oak Rye 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5052 Cricket Soggy Sack 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5064 Cricket Wit & Wild 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5084 Cricket Hill Milkman Oatmeal Stout 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5079 Cricket Hill Octoberfest Lager 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5077 Cricket Hill Psycho Cricket Porter 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5059 Cricket Pumpkin 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5078 Cricket Pumpkin Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5033 Cricket Small Batch Russian Imperial Stout 6/4/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5046 Cricket Sim-Notic Imperial IPA 6/4/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5073 Cricket Sim-Notic Double IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5083 Cricket Wit & Wild 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5087 Cricket Hill Schnick Schnack Sour 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5093 Cricket Hill Milkman Oatmeal Stout 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5095 Cricket Hill Wowzer Brown IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5096 Cricket Hill Hazy Way Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5097 Cricket Hill Smoked Rye Porter 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5099 Cricket Hill Psycho Cricket Porter 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,1,0,0,0,0,0,0,0,0,1,0,0,1
Cruz Beverage,,,,,,,,,,,,,
200381 YaVe Tequila Mango 1/6/750 mL Btl,61,0,0,0,0,0,0,0,0,60,0,0,60
200382 YaVe Tequila Jalapeno 1/6/750 mL Btl,27,0,0,0,0,0,0, (1),0,28,0,0,28
200383 YaVe Tequila Reposado 1/6/750 mL Btl,62,0,0,0,0,0,0,1,0,61,0,0,61
200384 YaVe Tequila Blanco 1/6/750 mL Btl,63,0,0,0,0,0,0,1,0,62,0,0,62
200385 YaVe Tequila Coconut 1/6/750 mL Btl,61,0,0,0,0,0,0,1,0,60,0,0,60
Total,274,0,0,0,0,0,0,2,0,272,0,0,272
Dad Grass,,,,,,,,,,,,,
94021 Dad Grass THC Jalapeno Lime Leisure Drink 6/4/12 oz Can,28,0,0,0,0,0,0, (4),0,32,0,0,32
94022 Dad Grass THC Yuzu Grapefruit Leisure Drink 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
94108 Dad Grass THC Extra Yuzu Grapefruit 10 MG 6/4/12 oz Can,91,0,0,0,0,0,0,1,0,90,0,0,90
94109 Dad Grass THC Extra Margarita 10 MG 6/4/12 oz Can,94,0,0,0,0,0,0,0,0,94,0,0,94
Total,213,0,0,0,0,0,0, (3),0,216,0,0,216
Delta Beverage LLC,,,,,,,,,,,,,
94081 Delta THC Blueberry Acai 10 MG 6/4/12 oz Can,90,0,0,1,0,0,0,16,0,73,2,0,71
94082 Delta THC Pink Lemonade 10 MG 6/4/12 oz Can,99,0,0,0,0,0,0,12,0,87,4,0,83
94087 Delta THC Bright Berry 5 MG 6/4/12 oz Can,258,0,0,0,0,0,0,129,0,129,0,0,129
94088 Delta THC Blood Orange 10 MG 6/4/12 oz Can,35,0,0,1,0,0,0,10,0,24,7,0,17
94089 Delta THC Juicy Watermelon 5 MG 6/4/12 oz Can,182,0,0,0,0,0,0,91,0,91,0,0,91
94090 Delta THC Passion Fruit 10 MG 6/4/12 oz Can,65,0,0,1,0,0,0,5,0,59,4,0,55
94091 Delta THC Squeeze of Lime 5 MG 6/4/12 oz Can,158,0,0,0,0,0,0,79,0,79,0,0,79
94092 Delta THC Tropical Mango 5 MG 6/4/12 oz Can,198,0,0,0,0,0,0,99,0,99,0,0,99
94110 Delta Blood Orange Vanilla Cannabis Spirit 10MG 1/6/750 mL,97,0,0,0,0,0,0, (2),0,99,0,0,99
94113 Delta THC Variety 10MG 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"1,182",0,0,3,0,0,0,439,0,740,17,0,723
DG Yuengling Inc,,,,,,,,,,,,,
4720 Yuengling Black & Tan 2/12/12 oz Can,134,0,0,8,0,0,0,5,0,121,12,0,109
4719 Yuengling Black & Tan 2/12/12 oz Btl,163,0,0,7,0,0,0,2,0,154,2,0,152
4718 Yuengling Black & Tan 4/6/12 oz Btl,277,0,0,6,0,0,0,4,0,267,12,0,255
4706 Yuengling Black & Tan 7.75 Gal Keg,2,0,0,0,0,0,0,0,0,2,0,0,2
4752 Yuengling Porter 7.75 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
4766 Yuengling Flight 2/12/12 oz Btl,161,0,0,6,0,0,0, (4),0,159,7,0,152
4765 Yuengling Flight 4/6/12 oz Btl,324,0,0,8,0,0,0, (5),0,321,13,0,308
4768 Yuengling Flight 2/12/12 oz Can,336,0,0,14,0,0,0, (3),0,325,23,0,302
4767 Yuengling Flight 4/6/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4755 Yuengling Golden Pilsner 2/12/12 oz Can,200,0,0,0,0,0,0,2,0,198,0,0,198
4754 Yuengling Golden Pilsner 2/12/12 oz Btl, (2),0,0,0,0,0,0,0,0, (2),0,0, (2)
4753 Yuengling Golden Pilsner 4/6/12 oz Btl,131,0,0,0,0,0,0,0,0,131,10,0,121
4756 Yuengling Golden Pilsner 4/6/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4757 Yuengling Golden Pilsner 1/15/24 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4758 Yuengling Golden Pilsner 1/24/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4763 Yuengling Hershey's Chocolate Porter 2/12/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4762 Yuengling Hershey's Chocolate Porter 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4760 Yuengling Hershey's Chocolate Porter Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
4761 Yuengling Hershey's Chocolate Porter 7.75 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,1, (1)
4701 Yuengling Lager 15.5 Gal Keg,286,0,0,13,5,0,0, (5),0,273,23,0,250
4703 Yuengling Lager 7.75 Gal Keg,129,0,0,2,0,0,0,4,0,123,2,0,121
4769 Yuengling Flight Keg 7.75 Gal Keg,8,0,0,0,0,0,0, (1),0,9,1,0,8
4712 Yuengling Lager 2/12/12 oz Can,"1,654",0,0,20,0,0,0, (40),0,"1,674",88,0,"1,586"
4713 Yuengling Lager 2/12/12 oz Btl,889,0,0,70,18,0,10, (74),0,865,91,0,774
4710 Yuengling Lager 4/6/12 oz Btl,"1,300",0,0,48,4,0,0,2,0,"1,246",73,0,"1,173"
4711 Yuengling Lager 1/24/12 oz Loose Btl,"1,366",0,0,110,10,0,50,13,0,"1,183",144,0,"1,039"
4717 Yuengling Lager 4/6/16 oz Can,371,0,0,10,4,0,0,12,0,345,18,0,327
4734 Yuengling Lager 1/15/24 oz Can,"1,647",0,0,45,11,0,0,28,0,"1,563",73,0,"1,490"
4716 Yuengling Lager 1/24/12 oz Loose Can,"2,682",0,0,141,0,0,0,17,0,"2,524",106,0,"2,418"
4738 Yuengling Light Lager 2/12/12 oz Btl,124,0,0,1,0,0,0,3,0,120,11,0,109
4736 Yuengling Light Lager 4/6/12 oz Btl,176,0,0,2,0,0,0,2,0,172,9,0,163
4740 Yuengling Light Lager 1/24/12 oz Loose Btl,176,0,0,1,3,0,0,4,0,168,0,0,168
4735 Yuengling Light Lager 2/12/12 oz Can,322,0,0,3,0,0,0, (1),0,320,9,0,311
4741 Yuengling Light Lager 1/15/24 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4739 Yuengling Light Lager 1/24/12 oz Loose Can,637,0,0,13,0,0,0,7,0,617,10,0,607
4744 Yuengling Premium Light 1/24/12 oz Loose Can,329,0,0,8,0,0,0,3,0,318,0,0,318
4724 Yuengling Chesterfield Ale 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4705 Yuengling Oktoberfest Keg 15.5 Gal Keg,5,0,0,0,0,0,0,0,0,5,0,0,5
4709 Yuengling Oktoberfest 7.75 Gal Keg,15,0,0,0,0,0,0,0,0,15,0,0,15
4748 Yuengling Oktoberfest 4/6/12 oz Btl,492,0,0,5,0,0,0,2,0,485,33,0,452
4750 Yuengling Oktoberfest 1/24/12 oz Loose Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4759 Yuengling Oktoberfest 2/12/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4732 Yuengling Premium 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4742 Yuengling Premium 1/24/12 oz Loose Can,643,0,0,2,0,0,0,5,0,636,0,0,636
4746 Yuengling Raging Eagle 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4745 Yuengling Raging Eagle Mango 1/15/24 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4726 Yuengling Porter 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
4731 Yuengling Lager 2/12/16 oz Can,177,0,0,5,0,0,0,5,0,167,5,0,162
4743 Yuengling Bock 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4764 Yuengling Flight Keg 15.5BBL,7,0,0,0,0,0,0,0,0,7,0,0,7
4770 Yuengling Flight 1/15/24 oz Can,91,0,0,8,0,0,0,17,0,66,9,0,57
4779 Yuengling Bongo Fizz 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
4780 Yuengling Flight 1/24/12 oz Loose Can,335,0,0,1,0,0,0, (7),0,341,4,0,337
4784 Yuengling Lager 1/28/12 oz Loose Btl,724,0,0,0,0,0,0, (7),0,731,0,0,731
4785 Yuengling Oktoberfest 2/12/12 oz Can,2,0,0,0,0,0,0,2,0,0,0,0,0
Total,"16,313",0,0,557,55,0,60, (8),0,"15,649",788,1,"14,860"
Dona Sol,,,,,,,,,,,,,
101301 Dona Sol Cabernet 1/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
101300 Dona Sol Merlot 1/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreamz Invenstments LLC,,,,,,,,,,,,,
94048 Brio Zero THC Cherry Lime 10 MG 6/4/12 oz Can,8,0,0,0,0,0,0,2,0,6,0,0,6
94049 Brio Zero THC Lavender Lemonade 10 MG 6/4/12 oz Can,1,0,0,0,0,0,0,2,0, (1),0,0, (1)
Total,9,0,0,0,0,0,0,4,0,5,0,0,5
Duclaw Brewing,,,,,,,,,,,,,
5759 Duclaw Dirty Little Freak 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5761 Duclaw Haze of Glory IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5795 Duclaw 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5796 Duclaw Mad Bishop Octoberfest 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5798 Duclaw Euforia Brown Ale 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5764 Duclaw Hoppy Together Hopped Sour Apple 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5756 Duclaw Lil Sour Me America 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5765 Duclaw Sour Me Black Apple 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5750 Duclaw Sour Me Oh Yeah! 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5758 Duclaw Sour Me Unicorn Farts 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5794 Duclaw Sour Me Mimosa 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5755 Duclaw Sour Me Wild Cherry 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5766 Duclaw Sour Me Peach 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5837 Duclaw Sour Me Strawberry French Toast 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5760 Duclaw Sour Me Strawberry Rhubarb Pie 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5763 Duclaw Sour Me Strawberry Grape 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5799 Duclaw Sour Me This 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5753 Duclaw Strawberry Letter 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5762 Duclaw Sweet Baby Jesus 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5754 Duclaw Sweet Baby Jesus 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5813 Duclaw Variety 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5740 Duclaw Sweet Baby Jesus 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5746 Duclaw 31 Pumpkin Spiced Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5793 Duclaw Sour Me Mimosa 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5800 Duclaw Sour Me This 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5815 Duclaw Sour Me Dark & Stormy Sour IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5817 Duclaw Sour Me Dark & Stormy Sour IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5821 Duclaw Pastryarchy Irish Cream Stout 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
"5825 Duclaw Sour Me Pomegranate, Passionfruit & Plum 5.2 Gal Keg",0,0,0,0,0,0,0,0,0,0,0,0,0
5827 DuClaw Turn West Coast IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5829 Duclaw Turn West Coast IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5835 Duclaw Misfit Red 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5838 Duclaw Sour Me Strawberry French Toast 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5839 DuClaw Sour Me Unicorn Farts 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5840 Duclaw Pastryarchy Candy Cane Imperial Stout 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5841 Duclaw Sour Me Cherry Watermelon 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5842 Duclaw Sour Me Cherry Watermelon 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5843 Duclaw Naked Fish Red Wine Barrel Aged Raspberry Stout 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5844 Duclaw Pastryarchy Three Scoops Neopolitan Stout 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5845 Duclaw Sour Me Double Triple Berry 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5846 Duclaw Sweet Baby Jesus Peanut Butter Banana Porter 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5847 Duclaw Give A Crap 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5848 Duclaw Regular Beer 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5849 Duclaw Pastryarchy Cookie & Cream Stout 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5870 Duclaw Sweet Baby Banana 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5871 Duclaw Sweet Baby Fluffernutter 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10801 Duclaw Hop Tarts Strawberry Bannana Milksake IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10802 Duclaw Dad Bod Double IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10803 Duclaw Sour Me Gummy Bears 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10804 DuClaw Unicorn Farts After Dark 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10805 Duclaw Sour Me Blueberry 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10806 Duclaw Sweet Baby Pumpkin 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10807 Duclaw Sour Me Peach Sherbert 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
10808 Duclaw Sweet Baby PB & J 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Efes,,,,,,,,,,,,,
2985 Efes Mediterranean 4/6/11.2 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleven20,,,,,,,,,,,,,
200251 Eleven20 Tequila Anejo 750 mL 6/750 mL Btl,46,0,0,0,0,0,0, (1),0,47,0,0,47
200252 Eleven20 Tequila Blanco 750 mL 6/750 mL Btl,97,0,0,0,0,0,0, (8),0,105,0,0,105
