Customer Num,Customer Name,Brand Family,Load Sheet Date,Case Equiv   2025,Case Equiv   2026,Case Equiv Unit Difference,Case Equiv Percentage Difference,$vol   2025,$vol   2026,$vol Unit Difference,$vol Percentage Difference,Gross Profit   2025,Gross Profit   2026,Gross Profit Unit Difference,Gross Profit Percentage Difference
15013,El Oasis,Corona Familiar,5/28/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Milwaukee's Best Ice,1/29/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.25,,($11.25),-100.0%
15013,El Oasis,Coors Light,4/15/2026,,71.67,71.67,0.0%,,"$1,239.50","$1,239.50",0.0%,,$340.31,$340.31,0.0%
15013,El Oasis,Mike's Hard Lemonade,1/29/2025,9.34,,-9.34,-100.0%,$312.50,,($312.50),-100.0%,$85.98,,($85.98),-100.0%
15013,El Oasis,Keystone,6/25/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.89,$11.89,0.0%
15013,El Oasis,Pacifico,6/4/2025,3.00,,-3.00,-100.0%,$94.50,,($94.50),-100.0%,$26.84,,($26.84),-100.0%
15013,El Oasis,Heineken 0.0 Ultimate,4/28/2026,,2.80,2.80,0.0%,,$94.05,$94.05,0.0%,,$26.25,$26.25,0.0%
15013,El Oasis,Corona Familiar,5/13/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Modelo Negra,6/4/2025,1.00,,-1.00,-100.0%,$31.50,,($31.50),-100.0%,$8.95,,($8.95),-100.0%
15013,El Oasis,Heineken USA,5/7/2026,,13.54,13.54,0.0%,,$412.50,$412.50,0.0%,,$103.34,$103.34,0.0%
15013,El Oasis,Coors Light,6/17/2025,15.00,,-15.00,-100.0%,$271.00,,($271.00),-100.0%,$71.30,,($71.30),-100.0%
15013,El Oasis,Miller Genuine Draft,4/15/2026,,-2.00,-2.00,0.0%,,($54.00),($54.00),0.0%,,($11.95),($11.95),0.0%
15013,El Oasis,Corona Familiar,5/7/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Mike's Harder,5/7/2026,,2.94,2.94,0.0%,,$87.00,$87.00,0.0%,,$23.96,$23.96,0.0%
15013,El Oasis,Coors Light,1/5/2026,,13.33,13.33,0.0%,,$225.00,$225.00,0.0%,,$48.54,$48.54,0.0%
15013,El Oasis,Modelo Especial,2/25/2026,,30.00,30.00,0.0%,,$936.50,$936.50,0.0%,,$262.73,$262.73,0.0%
15013,El Oasis,Modelo Especial,6/18/2025,169.00,,-169.00,-100.0%,"$4,841.85",,"($4,841.85)",-100.0%,$988.65,,($988.65),-100.0%
15013,El Oasis,Coors Light,6/15/2026,,50.00,50.00,0.0%,,$875.00,$875.00,0.0%,,$247.00,$247.00,0.0%
15013,El Oasis,Modelo Especial,3/30/2026,,40.83,40.83,0.0%,,"$1,305.90","$1,305.90",0.0%,,$366.92,$366.92,0.0%
15013,El Oasis,Modelo Especial,2/21/2025,25.00,,-25.00,-100.0%,$782.50,,($782.50),-100.0%,$221.60,,($221.60),-100.0%
15013,El Oasis,Pride & Clarke,4/9/2025,3.07,,-3.07,-100.0%,$214.00,,($214.00),-100.0%,$20.51,,($20.51),-100.0%
15013,El Oasis,Corona Extra,5/12/2025,66.50,,-66.50,-100.0%,"$2,397.50",,"($2,397.50)",-100.0%,$609.13,,($609.13),-100.0%
15013,El Oasis,Mike's Harder,5/28/2026,,2.94,2.94,0.0%,,$87.00,$87.00,0.0%,,$23.96,$23.96,0.0%
15013,El Oasis,Modelo Oro,5/20/2026,,2.00,2.00,0.0%,,$51.95,$51.95,0.0%,,$14.52,$14.52,0.0%
15013,El Oasis,Twisted Tea,2/3/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
15013,El Oasis,Heineken Light,4/21/2025,10.00,,-10.00,-100.0%,$313.50,,($313.50),-100.0%,$79.80,,($79.80),-100.0%
15013,El Oasis,Heineken USA,6/25/2026,,41.67,41.67,0.0%,,"$1,355.50","$1,355.50",0.0%,,$351.35,$351.35,0.0%
15013,El Oasis,Coors,4/21/2025,10.00,,-10.00,-100.0%,$167.00,,($167.00),-100.0%,$50.05,,($50.05),-100.0%
15013,El Oasis,Heineken Light,6/30/2025,50.00,,-50.00,-100.0%,"$1,513.50",,"($1,513.50)",-100.0%,$389.80,,($389.80),-100.0%
15013,El Oasis,Milwaukee's Best Ice,5/29/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.25,,($11.25),-100.0%
15013,El Oasis,Modelo Negra,2/25/2026,,3.00,3.00,0.0%,,$94.50,$94.50,0.0%,,$26.84,$26.84,0.0%
15013,El Oasis,Steel Reserve,2/17/2026,,5.00,5.00,0.0%,,$79.50,$79.50,0.0%,,$20.01,$20.01,0.0%
15013,El Oasis,Corona Familiar,1/27/2026,,1.33,1.33,0.0%,,$37.00,$37.00,0.0%,,$6.71,$6.71,0.0%
15013,El Oasis,Corona Extra,1/21/2025,60.00,,-60.00,-100.0%,"$2,104.75",,"($2,104.75)",-100.0%,$608.40,,($608.40),-100.0%
15013,El Oasis,Four Loko,2/26/2025,1.96,,-1.96,-100.0%,$54.00,,($54.00),-100.0%,$15.11,,($15.11),-100.0%
15013,El Oasis,Tecate,5/8/2025,-3.00,,3.00,-100.0%,($70.50),,$70.50,-100.0%,($19.92),,$19.92,-100.0%
15013,El Oasis,Cerveza Republica La Tuya 5.0 La Dura,6/11/2026,,9.34,9.34,0.0%,,$320.00,$320.00,0.0%,,$109.48,$109.48,0.0%
15013,El Oasis,Samuel Adams,2/25/2026,,8.00,8.00,0.0%,,$268.40,$268.40,0.0%,,$77.16,$77.16,0.0%
15013,El Oasis,Heineken 0.0,6/3/2026,,2.80,2.80,0.0%,,$94.05,$94.05,0.0%,,$26.25,$26.25,0.0%
15013,El Oasis,Modelo Especial,6/4/2025,42.00,,-42.00,-100.0%,"$1,364.50",,"($1,364.50)",-100.0%,$373.37,,($373.37),-100.0%
15013,El Oasis,Heineken Light,1/13/2026,,20.00,20.00,0.0%,,$627.00,$627.00,0.0%,,$159.60,$159.60,0.0%
15013,El Oasis,Victoria,5/20/2026,,7.33,7.33,0.0%,,$218.00,$218.00,0.0%,,$51.83,$51.83,0.0%
15013,El Oasis,Redd's,3/18/2025,4.00,,-4.00,-100.0%,$123.20,,($123.20),-100.0%,$33.58,,($33.58),-100.0%
15013,El Oasis,Modelo Especial,5/20/2026,,54.75,54.75,0.0%,,"$1,737.85","$1,737.85",0.0%,,$488.23,$488.23,0.0%
15013,El Oasis,Coors Light,4/15/2025,7.50,,-7.50,-100.0%,$176.00,,($176.00),-100.0%,$57.06,,($57.06),-100.0%
15013,El Oasis,Corona Light,5/29/2025,-2.00,,2.00,-100.0%,($63.00),,$63.00,-100.0%,($17.74),,$17.74,-100.0%
15013,El Oasis,Heineken USA,2/25/2026,,57.29,57.29,0.0%,,"$1,771.75","$1,771.75",0.0%,,$460.68,$460.68,0.0%
15013,El Oasis,Corona Familiar,5/8/2025,4.00,,-4.00,-100.0%,$111.00,,($111.00),-100.0%,$32.12,,($32.12),-100.0%
15013,El Oasis,Victoria,1/15/2025,4.00,,-4.00,-100.0%,$111.00,,($111.00),-100.0%,$32.12,,($32.12),-100.0%
15013,El Oasis,Prestige Lager,4/1/2025,5.00,,-5.00,-100.0%,$142.50,,($142.50),-100.0%,$39.35,,($39.35),-100.0%
15013,El Oasis,Twisted Tea,4/29/2025,4.00,,-4.00,-100.0%,$114.00,,($114.00),-100.0%,$31.20,,($31.20),-100.0%
15013,El Oasis,Modelo Especial,4/21/2026,,32.67,32.67,0.0%,,"$1,011.75","$1,011.75",0.0%,,$282.64,$282.64,0.0%
15013,El Oasis,Modelo Especial,1/7/2026,,5.83,5.83,0.0%,,$211.00,$211.00,0.0%,,$59.13,$59.13,0.0%
15013,El Oasis,Old Milwaukee,2/4/2025,1.00,,-1.00,-100.0%,$11.00,,($11.00),-100.0%,$2.86,,($2.86),-100.0%
15013,El Oasis,Modelo Especial,6/3/2026,,115.83,115.83,0.0%,,"$3,473.75","$3,473.75",0.0%,,$972.10,$972.10,0.0%
15013,El Oasis,Heineken 0.0,1/29/2025,2.80,,-2.80,-100.0%,$94.05,,($94.05),-100.0%,$26.25,,($26.25),-100.0%
15013,El Oasis,Corona Extra,3/16/2026,,180.00,180.00,0.0%,,"$5,607.50","$5,607.50",0.0%,,"$1,439.10","$1,439.10",0.0%
15013,El Oasis,Modelo Especial,5/29/2025,124.00,,-124.00,-100.0%,"$3,670.40",,"($3,670.40)",-100.0%,"$1,009.87",,"($1,009.87)",-100.0%
15013,El Oasis,Keystone,6/11/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.89,,($11.89),-100.0%
15013,El Oasis,Heineken 0.0,2/17/2026,,2.80,2.80,0.0%,,$95.25,$95.25,0.0%,,$25.20,$25.20,0.0%
15013,El Oasis,Corona Familiar,5/20/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Coors Light,6/25/2025,25.83,,-25.83,-100.0%,$487.00,,($487.00),-100.0%,$130.65,,($130.65),-100.0%
15013,El Oasis,Heineken USA,3/18/2025,16.00,,-16.00,-100.0%,$501.60,,($501.60),-100.0%,$127.68,,($127.68),-100.0%
15013,El Oasis,Milwaukee's Best Ice,2/3/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.25,$11.25,0.0%
15013,El Oasis,Modelo Chelada,5/8/2025,6.00,,-6.00,-100.0%,$187.80,,($187.80),-100.0%,$51.73,,($51.73),-100.0%
15013,El Oasis,Famosa,2/19/2025,12.05,,-12.05,-100.0%,$290.00,,($290.00),-100.0%,$77.75,,($77.75),-100.0%
15013,El Oasis,Heineken USA,5/13/2025,7.54,,-7.54,-100.0%,$193.00,,($193.00),-100.0%,$46.60,,($46.60),-100.0%
15013,El Oasis,Angry Orchard,4/21/2025,5.00,,-5.00,-100.0%,$180.00,,($180.00),-100.0%,$50.81,,($50.81),-100.0%
15013,El Oasis,Modelo Especial,2/17/2026,,127.67,127.67,0.0%,,"$3,799.25","$3,799.25",0.0%,,"$1,062.32","$1,062.32",0.0%
15013,El Oasis,Four Loko,5/8/2025,4.90,,-4.90,-100.0%,$125.00,,($125.00),-100.0%,$27.43,,($27.43),-100.0%
15013,El Oasis,Keystone,5/28/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.89,$11.89,0.0%
15013,El Oasis,Lite,6/11/2026,,5.00,5.00,0.0%,,$87.50,$87.50,0.0%,,$20.20,$20.20,0.0%
15013,El Oasis,Blue Moon,4/8/2026,,7.60,7.60,0.0%,,$244.10,$244.10,0.0%,,$67.09,$67.09,0.0%
15013,El Oasis,Corona Extra,3/11/2026,,7.50,7.50,0.0%,,$233.50,$233.50,0.0%,,$64.49,$64.49,0.0%
15013,El Oasis,Heineken USA,5/21/2025,36.67,,-36.67,-100.0%,"$1,218.75",,"($1,218.75)",-100.0%,$315.45,,($315.45),-100.0%
15013,El Oasis,White Claw,1/21/2025,1.00,,-1.00,-100.0%,$32.20,,($32.20),-100.0%,$8.89,,($8.89),-100.0%
15013,El Oasis,Heineken USA,4/7/2026,,3.54,3.54,0.0%,,$100.00,$100.00,0.0%,,$24.94,$24.94,0.0%
15013,El Oasis,Modelo Especial,3/2/2026,,41.92,41.92,0.0%,,"$1,308.00","$1,308.00",0.0%,,$367.51,$367.51,0.0%
15013,El Oasis,Mike's Hard Lemonade,5/29/2025,9.34,,-9.34,-100.0%,$312.50,,($312.50),-100.0%,$85.98,,($85.98),-100.0%
15013,El Oasis,Coors Light,1/13/2026,,11.25,11.25,0.0%,,$264.00,$264.00,0.0%,,$85.58,$85.58,0.0%
15013,El Oasis,Modelo Chelada,6/4/2025,3.00,,-3.00,-100.0%,$94.25,,($94.25),-100.0%,$25.51,,($25.51),-100.0%
15013,El Oasis,Keystone,3/10/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.89,,($11.89),-100.0%
15013,El Oasis,Crooked Beverage,4/17/2025,1.00,,-1.00,-100.0%,$84.00,,($84.00),-100.0%,$24.98,,($24.98),-100.0%
15013,El Oasis,Modelo Chelada,6/25/2026,,7.00,7.00,0.0%,,$219.10,$219.10,0.0%,,$60.35,$60.35,0.0%
15013,El Oasis,Corona Extra,1/7/2026,,43.75,43.75,0.0%,,"$1,586.25","$1,586.25",0.0%,,$420.34,$420.34,0.0%
15013,El Oasis,Milwaukee's Best Ice,4/9/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.25,,($11.25),-100.0%
15013,El Oasis,Famosa,3/17/2025,10.00,,-10.00,-100.0%,$255.00,,($255.00),-100.0%,$71.80,,($71.80),-100.0%
15013,El Oasis,Heineken Light,4/2/2025,15.00,,-15.00,-100.0%,$470.25,,($470.25),-100.0%,$119.70,,($119.70),-100.0%
15013,El Oasis,Old English,4/15/2026,,11.00,11.00,0.0%,,$165.40,$165.40,0.0%,,$39.96,$39.96,0.0%
15013,El Oasis,Mike's Harder,3/10/2026,,2.94,2.94,0.0%,,$87.00,$87.00,0.0%,,$29.21,$29.21,0.0%
15013,El Oasis,Modelo Chelada,6/18/2025,10.00,,-10.00,-100.0%,$313.00,,($313.00),-100.0%,$86.21,,($86.21),-100.0%
15013,El Oasis,Old English,3/17/2025,11.67,,-11.67,-100.0%,$171.00,,($171.00),-100.0%,$41.10,,($41.10),-100.0%
15013,El Oasis,Modelo Chelada,6/18/2026,,19.00,19.00,0.0%,,$581.70,$581.70,0.0%,,$136.29,$136.29,0.0%
15013,El Oasis,Modelo Especial,5/8/2025,46.83,,-46.83,-100.0%,"$1,476.10",,"($1,476.10)",-100.0%,$414.32,,($414.32),-100.0%
15013,El Oasis,Pride & Clarke,6/16/2025,3.00,,-3.00,-100.0%,$207.00,,($207.00),-100.0%,$20.48,,($20.48),-100.0%
15013,El Oasis,Victoria,6/4/2025,1.00,,-1.00,-100.0%,$31.75,,($31.75),-100.0%,$9.07,,($9.07),-100.0%
15013,El Oasis,Coors Light,1/7/2026,,2.92,2.92,0.0%,,$68.50,$68.50,0.0%,,$19.10,$19.10,0.0%
15013,El Oasis,Keystone,3/6/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.89,,($11.89),-100.0%
15013,El Oasis,Modelo Chelada,1/9/2025,3.00,,-3.00,-100.0%,$93.90,,($93.90),-100.0%,$25.86,,($25.86),-100.0%
15013,El Oasis,Cayman Jack,5/20/2026,,2.40,2.40,0.0%,,$87.00,$87.00,0.0%,,$23.98,$23.98,0.0%
15013,El Oasis,Corona Extra,3/5/2026,,15.00,15.00,0.0%,,$435.00,$435.00,0.0%,,$124.95,$124.95,0.0%
15013,El Oasis,Modelo Chelada,3/17/2025,8.00,,-8.00,-100.0%,$250.40,,($250.40),-100.0%,$68.97,,($68.97),-100.0%
15013,El Oasis,Coors Light,4/21/2025,40.00,,-40.00,-100.0%,$668.00,,($668.00),-100.0%,$200.20,,($200.20),-100.0%
15013,El Oasis,Old English,1/21/2026,,12.33,12.33,0.0%,,$176.60,$176.60,0.0%,,$42.24,$42.24,0.0%
15013,El Oasis,Yuengling Lager,3/17/2025,-3.00,,3.00,-100.0%,($82.50),,$82.50,-100.0%,($25.07),,$25.07,-100.0%
15013,El Oasis,Four Loko,1/29/2025,4.90,,-4.90,-100.0%,$125.00,,($125.00),-100.0%,$27.77,,($27.77),-100.0%
15013,El Oasis,Corona Familiar,4/21/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Corona Familiar,6/18/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Milwaukee's Best Ice,6/25/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.25,$11.25,0.0%
15013,El Oasis,Heineken Light,4/29/2025,5.00,,-5.00,-100.0%,$156.75,,($156.75),-100.0%,$39.90,,($39.90),-100.0%
15013,El Oasis,Old English,6/25/2026,,7.00,7.00,0.0%,,$113.40,$113.40,0.0%,,$28.53,$28.53,0.0%
15013,El Oasis,Corona Premier,6/11/2026,,5.00,5.00,0.0%,,$137.75,$137.75,0.0%,,$36.38,$36.38,0.0%
15013,El Oasis,Coors Light,3/30/2026,,22.50,22.50,0.0%,,$441.00,$441.00,0.0%,,$124.20,$124.20,0.0%
15013,El Oasis,Modelo Especial,1/29/2025,32.92,,-32.92,-100.0%,"$1,042.00",,"($1,042.00)",-100.0%,$292.29,,($292.29),-100.0%
15013,El Oasis,Four Loko,5/21/2025,4.90,,-4.90,-100.0%,$125.00,,($125.00),-100.0%,$27.78,,($27.78),-100.0%
15013,El Oasis,Coors Light,2/19/2025,45.00,,-45.00,-100.0%,$747.00,,($747.00),-100.0%,$221.35,,($221.35),-100.0%
15013,El Oasis,Milwaukee's Best Ice,3/23/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.25,$11.25,0.0%
15013,El Oasis,Old English,2/11/2026,,10.00,10.00,0.0%,,$157.00,$157.00,0.0%,,$38.25,$38.25,0.0%
15013,El Oasis,Corona Familiar,2/27/2026,,4.00,4.00,0.0%,,$112.50,$112.50,0.0%,,$33.62,$33.62,0.0%
15013,El Oasis,Coors Light,6/3/2026,,35.58,35.58,0.0%,,$662.40,$662.40,0.0%,,$175.87,$175.87,0.0%
15013,El Oasis,Coors Light,3/16/2026,,15.00,15.00,0.0%,,$294.00,$294.00,0.0%,,$82.80,$82.80,0.0%
15013,El Oasis,Milwaukee's Best Ice,4/21/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.25,$11.25,0.0%
15013,El Oasis,Coors Light,1/29/2025,34.58,,-34.58,-100.0%,$731.00,,($731.00),-100.0%,$190.59,,($190.59),-100.0%
15013,El Oasis,Coors Light,5/14/2025,1.00,,-1.00,-100.0%,$16.70,,($16.70),-100.0%,$5.01,,($5.01),-100.0%
15013,El Oasis,Modelo Chelada,4/15/2025,5.00,,-5.00,-100.0%,$156.50,,($156.50),-100.0%,$43.11,,($43.11),-100.0%
15013,El Oasis,Modelo Especial,6/18/2026,,46.50,46.50,0.0%,,"$1,470.15","$1,470.15",0.0%,,$413.48,$413.48,0.0%
15013,El Oasis,Corona Extra,1/6/2025,53.00,,-53.00,-100.0%,"$1,790.25",,"($1,790.25)",-100.0%,$473.61,,($473.61),-100.0%
15013,El Oasis,Lite,4/15/2025,10.00,,-10.00,-100.0%,$167.00,,($167.00),-100.0%,$41.30,,($41.30),-100.0%
15013,El Oasis,Heineken 0.0,2/11/2026,,5.60,5.60,0.0%,,$188.10,$188.10,0.0%,,$52.50,$52.50,0.0%
15013,El Oasis,Milwaukee's Best Ice,4/6/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.25,$11.25,0.0%
15013,El Oasis,Milwaukee's Best Ice,4/1/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.25,,($11.25),-100.0%
15013,El Oasis,Coors Light,5/13/2026,,65.83,65.83,0.0%,,"$1,232.50","$1,232.50",0.0%,,$351.25,$351.25,0.0%
15013,El Oasis,Coors Light,2/18/2026,,3.50,3.50,0.0%,,$82.20,$82.20,0.0%,,$22.92,$22.92,0.0%
15013,El Oasis,Steel Reserve,6/11/2025,5.00,,-5.00,-100.0%,$79.50,,($79.50),-100.0%,$20.01,,($20.01),-100.0%
15013,El Oasis,Twisted Tea,3/2/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
15013,El Oasis,Twisted Tea,6/11/2026,,5.00,5.00,0.0%,,$152.00,$152.00,0.0%,,$43.50,$43.50,0.0%
15013,El Oasis,Blue Moon,6/18/2025,10.00,,-10.00,-100.0%,$322.50,,($322.50),-100.0%,$85.19,,($85.19),-100.0%
15013,El Oasis,Corona Familiar,3/10/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Heineken USA,3/26/2025,56.25,,-56.25,-100.0%,"$1,799.15",,"($1,799.15)",-100.0%,$472.58,,($472.58),-100.0%
15013,El Oasis,Corona Extra,4/7/2026,,25.00,25.00,0.0%,,$718.75,$718.75,0.0%,,$202.00,$202.00,0.0%
15013,El Oasis,Heineken Light,5/21/2025,5.00,,-5.00,-100.0%,$156.75,,($156.75),-100.0%,$39.90,,($39.90),-100.0%
15013,El Oasis,Heineken USA,2/11/2026,,13.54,13.54,0.0%,,$413.50,$413.50,0.0%,,$104.74,$104.74,0.0%
15013,El Oasis,Heineken Light,3/10/2026,,20.00,20.00,0.0%,,$627.00,$627.00,0.0%,,$159.60,$159.60,0.0%
15013,El Oasis,Modelo Especial,1/21/2025,120.00,,-120.00,-100.0%,"$3,584.20",,"($3,584.20)",-100.0%,$987.90,,($987.90),-100.0%
15013,El Oasis,Corona Extra,5/28/2026,,49.67,49.67,0.0%,,"$1,789.40","$1,789.40",0.0%,,$501.31,$501.31,0.0%
15013,El Oasis,Four Loko,4/15/2026,,4.90,4.90,0.0%,,$125.00,$125.00,0.0%,,$27.80,$27.80,0.0%
15013,El Oasis,Twisted Tea,3/30/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
15013,El Oasis,Corona Extra,1/21/2026,,27.00,27.00,0.0%,,$781.35,$781.35,0.0%,,$96.02,$96.02,0.0%
15013,El Oasis,Modelo Negra,4/8/2026,,5.00,5.00,0.0%,,$159.00,$159.00,0.0%,,$43.08,$43.08,0.0%
15013,El Oasis,Mike's Harder,6/16/2025,2.94,,-2.94,-100.0%,$81.00,,($81.00),-100.0%,$22.16,,($22.16),-100.0%
15013,El Oasis,Miller Genuine Draft,4/2/2025,-1.00,,1.00,-100.0%,($27.00),,$27.00,-100.0%,($6.54),,$6.54,-100.0%
15013,El Oasis,Corona Familiar,4/7/2026,,5.00,5.00,0.0%,,$160.50,$160.50,0.0%,,$45.85,$45.85,0.0%
15013,El Oasis,Lite,1/21/2025,10.00,,-10.00,-100.0%,$167.00,,($167.00),-100.0%,$41.30,,($41.30),-100.0%
15013,El Oasis,Modelo Chelada,1/15/2025,5.00,,-5.00,-100.0%,$156.50,,($156.50),-100.0%,$43.11,,($43.11),-100.0%
15013,El Oasis,Modelo Especial,4/29/2025,114.83,,-114.83,-100.0%,"$3,413.65",,"($3,413.65)",-100.0%,$936.79,,($936.79),-100.0%
15013,El Oasis,Four Loko,2/3/2026,,5.88,5.88,0.0%,,$150.00,$150.00,0.0%,,$33.32,$33.32,0.0%
15013,El Oasis,Coors Light,4/1/2025,13.75,,-13.75,-100.0%,$284.50,,($284.50),-100.0%,$78.44,,($78.44),-100.0%
15013,El Oasis,Modelo Especial,5/14/2025,2.67,,-2.67,-100.0%,$74.00,,($74.00),-100.0%,$21.41,,($21.41),-100.0%
15013,El Oasis,Heineken 0.0,6/2/2025,2.80,,-2.80,-100.0%,$94.05,,($94.05),-100.0%,$26.25,,($26.25),-100.0%
15013,El Oasis,Steel Reserve,4/15/2026,,5.00,5.00,0.0%,,$79.50,$79.50,0.0%,,$20.01,$20.01,0.0%
15013,El Oasis,Corona Familiar,1/9/2025,5.00,,-5.00,-100.0%,$157.50,,($157.50),-100.0%,$44.35,,($44.35),-100.0%
15013,El Oasis,Modelo Especial,3/23/2026,,35.83,35.83,0.0%,,"$1,147.50","$1,147.50",0.0%,,$321.85,$321.85,0.0%
15013,El Oasis,Corona Familiar,3/30/2026,,4.00,4.00,0.0%,,$111.00,$111.00,0.0%,,$32.12,$32.12,0.0%
15013,El Oasis,Coors Light,2/26/2025,34.17,,-34.17,-100.0%,$632.00,,($632.00),-100.0%,$125.04,,($125.04),-100.0%
15013,El Oasis,Heineken USA,4/2/2025,15.00,,-15.00,-100.0%,$470.25,,($470.25),-100.0%,$119.70,,($119.70),-100.0%
15013,El Oasis,Old Milwaukee,4/2/2025,-5.00,,5.00,-100.0%,($55.00),,$55.00,-100.0%,($14.40),,$14.40,-100.0%
15013,El Oasis,Tecate,5/9/2025,0.00,,0.00,0.0%,$0.00,,$0.00,0.0%,$0.00,,$0.00,0.0%
15013,El Oasis,Heineken 0.0,5/21/2025,2.80,,-2.80,-100.0%,$94.05,,($94.05),-100.0%,$26.25,,($26.25),-100.0%
15013,El Oasis,Corona Extra,1/9/2025,5.00,,-5.00,-100.0%,$156.50,,($156.50),-100.0%,$43.10,,($43.10),-100.0%
15013,El Oasis,Modelo Especial,3/10/2025,25.00,,-25.00,-100.0%,$780.00,,($780.00),-100.0%,$219.63,,($219.63),-100.0%
15013,El Oasis,Corona Familiar,4/23/2025,4.00,,-4.00,-100.0%,$111.00,,($111.00),-100.0%,$32.12,,($32.12),-100.0%
15013,El Oasis,Steel Reserve,4/9/2025,5.00,,-5.00,-100.0%,$79.50,,($79.50),-100.0%,$20.01,,($20.01),-100.0%
15013,El Oasis,Victoria,3/6/2025,2.67,,-2.67,-100.0%,$74.00,,($74.00),-100.0%,$21.41,,($21.41),-100.0%
15013,El Oasis,Corona Extra,4/10/2026,,-5.00,-5.00,0.0%,,($155.00),($155.00),0.0%,,($43.10),($43.10),0.0%
15013,El Oasis,Heineken 0.0,4/7/2026,,2.80,2.80,0.0%,,$94.05,$94.05,0.0%,,$26.25,$26.25,0.0%
15013,El Oasis,Modelo Especial,1/21/2026,,30.00,30.00,0.0%,,$937.75,$937.75,0.0%,,$261.23,$261.23,0.0%
15013,El Oasis,Keystone,3/16/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.89,$11.89,0.0%
15013,El Oasis,Corona Familiar,2/12/2025,5.00,,-5.00,-100.0%,$157.50,,($157.50),-100.0%,$44.35,,($44.35),-100.0%
15013,El Oasis,Prestige Lager,2/25/2026,,5.00,5.00,0.0%,,$142.50,$142.50,0.0%,,$44.35,$44.35,0.0%
15013,El Oasis,Corona Extra,4/29/2025,183.92,,-183.92,-100.0%,"$5,920.55",,"($5,920.55)",-100.0%,"$1,558.49",,"($1,558.49)",-100.0%
15013,El Oasis,Miller Genuine Draft,5/8/2025,5.00,,-5.00,-100.0%,$135.00,,($135.00),-100.0%,$32.68,,($32.68),-100.0%
15013,El Oasis,Corona Extra,6/4/2025,212.33,,-212.33,-100.0%,"$6,965.00",,"($6,965.00)",-100.0%,"$1,781.55",,"($1,781.55)",-100.0%
15013,El Oasis,Lite,4/2/2025,-1.25,,1.25,-100.0%,($27.75),,$27.75,-100.0%,($8.11),,$8.11,-100.0%
15013,El Oasis,Modelo Especial,3/20/2026,,10.00,10.00,0.0%,,$313.00,$313.00,0.0%,,$86.21,$86.21,0.0%
15013,El Oasis,Corona Familiar,5/21/2025,3.00,,-3.00,-100.0%,$94.50,,($94.50),-100.0%,$26.61,,($26.61),-100.0%
15013,El Oasis,Peroni,2/20/2026,,2.00,2.00,0.0%,,$61.00,$61.00,0.0%,,$18.16,$18.16,0.0%
15013,El Oasis,Keystone,5/21/2025,5.00,,-5.00,-100.0%,$58.50,,($58.50),-100.0%,$11.89,,($11.89),-100.0%
15013,El Oasis,Milwaukee's Best Ice,6/3/2026,,5.00,5.00,0.0%,,$58.50,$58.50,0.0%,,$11.25,$11.25,0.0%
15013,El Oasis,Coors Light,5/29/2025,1.00,,-1.00,-100.0%,$15.80,,($15.80),-100.0%,$4.23,,($4.23),-100.0%
15013,El Oasis,Corona Premier,4/29/2025,5.00,,-5.00,-100.0%,$156.50,,($156.50),-100.0%,$43.85,,($43.85),-100.0%
