Customer Num,Customer Name,Brand Family,Load Sheet Date,Case Equiv   2025,Case Equiv   2026,Case Equiv Unit Difference,Case Equiv Percentage Difference,$vol   2025,$vol   2026,$vol Unit Difference,$vol Percentage Difference,Gross Profit   2025,Gross Profit   2026,Gross Profit Unit Difference,Gross Profit Percentage Difference
21044,Farm Boy,Fosters,6/5/2026,,6.35,6.35,0.0%,,$141.00,$141.00,0.0%,,$37.96,$37.96,0.0%
21044,Farm Boy,White Claw,1/21/2026,,3.00,3.00,0.0%,,$103.80,$103.80,0.0%,,$30.03,$30.03,0.0%
21044,Farm Boy,Heineken 0.0,3/12/2026,,1.87,1.87,0.0%,,$70.00,$70.00,0.0%,,$23.46,$23.46,0.0%
21044,Farm Boy,Heineken 0.0,6/23/2026,,0.93,0.93,0.0%,,$35.00,$35.00,0.0%,,$11.97,$11.97,0.0%
21044,Farm Boy,Mike's Hard Lemonade,2/4/2026,,7.47,7.47,0.0%,,$264.00,$264.00,0.0%,,$80.46,$80.46,0.0%
21044,Farm Boy,Modelo Chelada,5/5/2026,,14.33,14.33,0.0%,,$431.90,$431.90,0.0%,,$106.14,$106.14,0.0%
21044,Farm Boy,Heineken 0.0,1/30/2026,,6.54,6.54,0.0%,,$221.05,$221.05,0.0%,,$59.82,$59.82,0.0%
21044,Farm Boy,Aguila,1/30/2026,,3.00,3.00,0.0%,,$80.40,$80.40,0.0%,,$22.15,$22.15,0.0%
21044,Farm Boy,Amstel,6/5/2026,,1.00,1.00,0.0%,,$35.00,$35.00,0.0%,,$11.25,$11.25,0.0%
21044,Farm Boy,Corona Familiar,4/23/2025,22.00,,-22.00,-100.0%,$674.25,,($674.25),-100.0%,$189.91,,($189.91),-100.0%
21044,Farm Boy,Corona Light,5/1/2026,,1.00,1.00,0.0%,,$31.50,$31.50,0.0%,,$8.87,$8.87,0.0%
21044,Farm Boy,Heineken 0.0,4/17/2025,2.80,,-2.80,-100.0%,$94.45,,($94.45),-100.0%,$25.88,,($25.88),-100.0%
21044,Farm Boy,Corona Familiar,3/19/2026,,7.33,7.33,0.0%,,$210.80,$210.80,0.0%,,$60.32,$60.32,0.0%
21044,Farm Boy,Cristal,4/17/2025,1.00,,-1.00,-100.0%,$25.80,,($25.80),-100.0%,$7.13,,($7.13),-100.0%
21044,Farm Boy,Heineken Light,6/12/2025,10.00,,-10.00,-100.0%,$313.50,,($313.50),-100.0%,$79.80,,($79.80),-100.0%
21044,Farm Boy,Four Loko,6/19/2025,0.98,,-0.98,-100.0%,$27.00,,($27.00),-100.0%,$7.56,,($7.56),-100.0%
21044,Farm Boy,Peroni,5/19/2026,,0.93,0.93,0.0%,,$38.00,$38.00,0.0%,,$11.17,$11.17,0.0%
21044,Farm Boy,Yuengling Lager,5/5/2026,,1.00,1.00,0.0%,,$28.00,$28.00,0.0%,,$8.82,$8.82,0.0%
21044,Farm Boy,Coors,4/15/2026,,7.00,7.00,0.0%,,$136.70,$136.70,0.0%,,$37.72,$37.72,0.0%
21044,Farm Boy,White Claw,6/9/2026,,6.00,6.00,0.0%,,$193.20,$193.20,0.0%,,$53.34,$53.34,0.0%
21044,Farm Boy,Coors,6/9/2026,,1.00,1.00,0.0%,,$27.80,$27.80,0.0%,,$8.61,$8.61,0.0%
21044,Farm Boy,Peroni,5/22/2025,0.93,,-0.93,-100.0%,$36.10,,($36.10),-100.0%,$9.95,,($9.95),-100.0%
21044,Farm Boy,Heineken Silver,5/22/2025,2.00,,-2.00,-100.0%,$72.00,,($72.00),-100.0%,$24.42,,($24.42),-100.0%
21044,Farm Boy,Pacifico,5/8/2025,5.00,,-5.00,-100.0%,$153.30,,($153.30),-100.0%,$42.71,,($42.71),-100.0%
21044,Farm Boy,Corona Sunbrew,2/12/2026,,1.00,1.00,0.0%,,$31.00,$31.00,0.0%,,$6.87,$6.87,0.0%
21044,Farm Boy,Modelo Negra,6/9/2026,,6.00,6.00,0.0%,,$188.80,$188.80,0.0%,,$53.35,$53.35,0.0%
21044,Farm Boy,Pacifico,3/19/2026,,4.92,4.92,0.0%,,$168.00,$168.00,0.0%,,$47.30,$47.30,0.0%
21044,Farm Boy,Simply Spiked,5/22/2025,2.00,,-2.00,-100.0%,$70.00,,($70.00),-100.0%,$21.72,,($21.72),-100.0%
21044,Farm Boy,Modelo Especial,2/28/2025,-2.00,,2.00,-100.0%,($62.00),,$62.00,-100.0%,($17.24),,$17.24,-100.0%
21044,Farm Boy,Twisted Tea,6/26/2025,2.00,,-2.00,-100.0%,$60.00,,($60.00),-100.0%,$18.10,,($18.10),-100.0%
21044,Farm Boy,Modelo Negra,6/18/2026,,10.00,10.00,0.0%,,$313.60,$313.60,0.0%,,$88.50,$88.50,0.0%
21044,Farm Boy,Modelo Chelada,3/25/2026,,2.00,2.00,0.0%,,$62.60,$62.60,0.0%,,$17.24,$17.24,0.0%
21044,Farm Boy,Victoria,3/25/2026,,6.67,6.67,0.0%,,$213.00,$213.00,0.0%,,$63.89,$63.89,0.0%
21044,Farm Boy,Heineken USA,4/30/2025,95.83,,-95.83,-100.0%,"$3,070.00",,"($3,070.00)",-100.0%,$771.83,,($771.83),-100.0%
21044,Farm Boy,Samuel Adams,1/21/2026,,1.00,1.00,0.0%,,$37.80,$37.80,0.0%,,$11.37,$11.37,0.0%
21044,Farm Boy,Mike's Hard Lemonade,5/8/2025,9.34,,-9.34,-100.0%,$308.75,,($308.75),-100.0%,$85.08,,($85.08),-100.0%
21044,Farm Boy,Pacifico,5/22/2025,8.00,,-8.00,-100.0%,$241.25,,($241.25),-100.0%,$67.11,,($67.11),-100.0%
21044,Farm Boy,Famosa,5/1/2026,,3.82,3.82,0.0%,,$104.00,$104.00,0.0%,,$27.67,$27.67,0.0%
21044,Farm Boy,Victoria,4/15/2026,,8.67,8.67,0.0%,,$260.30,$260.30,0.0%,,$73.13,$73.13,0.0%
21044,Farm Boy,Victoria,3/19/2026,,10.33,10.33,0.0%,,$312.40,$312.40,0.0%,,$86.73,$86.73,0.0%
21044,Farm Boy,Modelo Especial,4/15/2026,,72.92,72.92,0.0%,,"$2,321.90","$2,321.90",0.0%,,$649.13,$649.13,0.0%
21044,Farm Boy,Heineken USA,5/1/2026,,103.58,103.58,0.0%,,"$3,325.25","$3,325.25",0.0%,,$851.35,$851.35,0.0%
21044,Farm Boy,Modelo Chelada,6/9/2026,,24.33,24.33,0.0%,,$744.90,$744.90,0.0%,,$192.35,$192.35,0.0%
21044,Farm Boy,Corona Extra,3/6/2025,137.75,,-137.75,-100.0%,"$4,538.95",,"($4,538.95)",-100.0%,"$1,282.27",,"($1,282.27)",-100.0%
21044,Farm Boy,Corona Extra,1/21/2026,,138.33,138.33,0.0%,,"$4,665.00","$4,665.00",0.0%,,"$1,180.35","$1,180.35",0.0%
21044,Farm Boy,Heineken 0.0 Ultimate,5/12/2026,,1.87,1.87,0.0%,,$62.60,$62.60,0.0%,,$16.86,$16.86,0.0%
21044,Farm Boy,Lite,6/5/2025,31.25,,-31.25,-100.0%,$675.00,,($675.00),-100.0%,$184.06,,($184.06),-100.0%
21044,Farm Boy,Coors Light,5/19/2026,,34.25,34.25,0.0%,,$763.60,$763.60,0.0%,,$215.62,$215.62,0.0%
21044,Farm Boy,Coors Light,4/22/2026,,15.00,15.00,0.0%,,$304.00,$304.00,0.0%,,$92.80,$92.80,0.0%
21044,Farm Boy,Jack Daniels Country Cocktails,1/21/2026,,1.67,1.67,0.0%,,$59.92,$59.92,0.0%,,$19.42,$19.42,0.0%
21044,Farm Boy,Yuengling Lager,3/13/2025,1.00,,-1.00,-100.0%,$28.00,,($28.00),-100.0%,$8.86,,($8.86),-100.0%
21044,Farm Boy,Cusquena,4/17/2025,4.00,,-4.00,-100.0%,$103.20,,($103.20),-100.0%,$27.57,,($27.57),-100.0%
21044,Farm Boy,Coors Light,4/23/2025,32.00,,-32.00,-100.0%,$544.00,,($544.00),-100.0%,$164.96,,($164.96),-100.0%
21044,Farm Boy,Dos Equis,3/19/2026,,2.00,2.00,0.0%,,$68.00,$68.00,0.0%,,$24.74,$24.74,0.0%
21044,Farm Boy,White Claw,6/5/2025,25.00,,-25.00,-100.0%,$785.00,,($785.00),-100.0%,$211.25,,($211.25),-100.0%
21044,Farm Boy,Fosters,6/18/2026,,6.35,6.35,0.0%,,$141.00,$141.00,0.0%,,$37.96,$37.96,0.0%
21044,Farm Boy,Fosters,1/30/2026,,5.30,5.30,0.0%,,$117.50,$117.50,0.0%,,$31.63,$31.63,0.0%
21044,Farm Boy,Heineken USA,6/18/2026,,101.12,101.12,0.0%,,"$3,216.35","$3,216.35",0.0%,,$826.63,$826.63,0.0%
21044,Farm Boy,Modelo Especial,3/19/2026,,149.58,149.58,0.0%,,"$4,560.90","$4,560.90",0.0%,,"$1,268.97","$1,268.97",0.0%
21044,Farm Boy,Modelo Especial,5/12/2026,,123.33,123.33,0.0%,,"$3,755.65","$3,755.65",0.0%,,"$1,030.62","$1,030.62",0.0%
21044,Farm Boy,Red Stripe,6/9/2026,,0.93,0.93,0.0%,,$30.00,$30.00,0.0%,,$9.34,$9.34,0.0%
21044,Farm Boy,Cristal,4/10/2025,1.00,,-1.00,-100.0%,$27.80,,($27.80),-100.0%,$8.13,,($8.13),-100.0%
21044,Farm Boy,Blue Moon,2/7/2025,7.00,,-7.00,-100.0%,$241.25,,($241.25),-100.0%,$73.00,,($73.00),-100.0%
21044,Farm Boy,Famosa,6/5/2025,10.00,,-10.00,-100.0%,$285.00,,($285.00),-100.0%,$96.30,,($96.30),-100.0%
21044,Farm Boy,Coors Light,4/15/2026,,32.00,32.00,0.0%,,$592.60,$592.60,0.0%,,$170.67,$170.67,0.0%
21044,Farm Boy,Corona Familiar,5/12/2026,,8.00,8.00,0.0%,,$236.25,$236.25,0.0%,,$67.23,$67.23,0.0%
21044,Farm Boy,Corona NA,5/8/2025,1.00,,-1.00,-100.0%,$35.00,,($35.00),-100.0%,$11.14,,($11.14),-100.0%
21044,Farm Boy,Aguila Import,3/5/2026,,-1.00,-1.00,0.0%,,($37.00),($37.00),0.0%,,($9.95),($9.95),0.0%
21044,Farm Boy,Modelo Especial,3/25/2026,,5.00,5.00,0.0%,,$142.30,$142.30,0.0%,,$40.74,$40.74,0.0%
21044,Farm Boy,Corona Extra,5/22/2025,102.58,,-102.58,-100.0%,"$3,463.90",,"($3,463.90)",-100.0%,$979.86,,($979.86),-100.0%
21044,Farm Boy,Modelo Especial,5/29/2025,10.00,,-10.00,-100.0%,$325.00,,($325.00),-100.0%,$83.70,,($83.70),-100.0%
21044,Farm Boy,Yuengling Lager,1/16/2025,2.00,,-2.00,-100.0%,$52.00,,($52.00),-100.0%,$17.47,,($17.47),-100.0%
21044,Farm Boy,Lite,3/6/2025,7.25,,-7.25,-100.0%,$155.45,,($155.45),-100.0%,$44.69,,($44.69),-100.0%
21044,Farm Boy,Truly,4/10/2025,2.00,,-2.00,-100.0%,$66.80,,($66.80),-100.0%,$21.32,,($21.32),-100.0%
21044,Farm Boy,Aguila,2/12/2026,,2.00,2.00,0.0%,,$55.60,$55.60,0.0%,,$15.76,$15.76,0.0%
21044,Farm Boy,Heineken USA,3/12/2026,,107.58,107.58,0.0%,,"$3,451.65","$3,451.65",0.0%,,$883.57,$883.57,0.0%
21044,Farm Boy,Heineken USA,6/5/2026,,4.54,4.54,0.0%,,$121.80,$121.80,0.0%,,$41.04,$41.04,0.0%
21044,Farm Boy,Sun Cruiser,4/17/2025,2.00,,-2.00,-100.0%,$86.00,,($86.00),-100.0%,$46.26,,($46.26),-100.0%
21044,Farm Boy,Blue Moon,3/20/2025,6.00,,-6.00,-100.0%,$211.50,,($211.50),-100.0%,$64.65,,($64.65),-100.0%
21044,Farm Boy,White Claw,5/12/2026,,10.00,10.00,0.0%,,$322.00,$322.00,0.0%,,$88.90,$88.90,0.0%
21044,Farm Boy,Modelo Oro,6/18/2026,,1.00,1.00,0.0%,,$26.95,$26.95,0.0%,,$7.65,$7.65,0.0%
21044,Farm Boy,Corona NA,6/5/2025,3.00,,-3.00,-100.0%,$93.00,,($93.00),-100.0%,$21.42,,($21.42),-100.0%
21044,Farm Boy,Modelo Especial,2/4/2026,,88.33,88.33,0.0%,,"$2,570.10","$2,570.10",0.0%,,$669.67,$669.67,0.0%
21044,Farm Boy,Victoria,6/12/2025,4.00,,-4.00,-100.0%,$122.00,,($122.00),-100.0%,$30.94,,($30.94),-100.0%
21044,Farm Boy,Modelo Oro,5/22/2025,1.00,,-1.00,-100.0%,$28.90,,($28.90),-100.0%,$5.75,,($5.75),-100.0%
21044,Farm Boy,Modelo Oro,4/15/2026,,1.00,1.00,0.0%,,$28.90,$28.90,0.0%,,$8.63,$8.63,0.0%
21044,Farm Boy,Corona Extra,6/9/2026,,235.25,235.25,0.0%,,"$7,930.70","$7,930.70",0.0%,,"$2,227.86","$2,227.86",0.0%
21044,Farm Boy,Dragon Stout,6/18/2026,,0.80,0.80,0.0%,,$35.50,$35.50,0.0%,,$11.27,$11.27,0.0%
21044,Farm Boy,Corona Familiar,6/26/2025,7.00,,-7.00,-100.0%,$204.75,,($204.75),-100.0%,$58.36,,($58.36),-100.0%
21044,Farm Boy,Modelo Negra,6/5/2025,3.00,,-3.00,-100.0%,$94.50,,($94.50),-100.0%,$26.84,,($26.84),-100.0%
21044,Farm Boy,Modelo Aquas Frescas,2/5/2025,-1.00,,1.00,-100.0%,($29.50),,$29.50,-100.0%,($8.08),,$8.08,-100.0%
21044,Farm Boy,Yuengling Lager,6/5/2025,5.00,,-5.00,-100.0%,$133.00,,($133.00),-100.0%,$42.89,,($42.89),-100.0%
21044,Farm Boy,Corona Premier,3/5/2026,,1.00,1.00,0.0%,,$28.90,$28.90,0.0%,,$7.99,$7.99,0.0%
21044,Farm Boy,Heineken Light,2/13/2025,5.00,,-5.00,-100.0%,$160.75,,($160.75),-100.0%,$41.75,,($41.75),-100.0%
21044,Farm Boy,Heineken USA,3/19/2026,,3.75,3.75,0.0%,,$127.20,$127.20,0.0%,,$36.19,$36.19,0.0%
21044,Farm Boy,Modelo Oro,3/13/2025,2.00,,-2.00,-100.0%,$66.00,,($66.00),-100.0%,$19.70,,($19.70),-100.0%
21044,Farm Boy,Modelo Especial,3/20/2025,124.25,,-124.25,-100.0%,"$3,760.35",,"($3,760.35)",-100.0%,"$1,039.72",,"($1,039.72)",-100.0%
21044,Farm Boy,Modelo Oro,6/5/2026,,1.00,1.00,0.0%,,$26.95,$26.95,0.0%,,$7.71,$7.71,0.0%
21044,Farm Boy,Aguila Import,5/19/2026,,1.86,1.86,0.0%,,$94.00,$94.00,0.0%,,$30.50,$30.50,0.0%
21044,Farm Boy,Corona NA,5/12/2026,,1.00,1.00,0.0%,,$35.00,$35.00,0.0%,,$11.14,$11.14,0.0%
21044,Farm Boy,Heineken USA,6/19/2025,142.50,,-142.50,-100.0%,"$4,537.25",,"($4,537.25)",-100.0%,"$1,158.98",,"($1,158.98)",-100.0%
21044,Farm Boy,Modelo Negra,6/26/2025,9.00,,-9.00,-100.0%,$283.00,,($283.00),-100.0%,$80.36,,($80.36),-100.0%
21044,Farm Boy,Lite,3/25/2026,,1.00,1.00,0.0%,,$29.10,$29.10,0.0%,,$8.08,$8.08,0.0%
21044,Farm Boy,Amstel,3/19/2026,,1.00,1.00,0.0%,,$35.00,$35.00,0.0%,,$11.20,$11.20,0.0%
21044,Farm Boy,Corona Extra,1/16/2025,96.75,,-96.75,-100.0%,"$3,261.50",,"($3,261.50)",-100.0%,$929.20,,($929.20),-100.0%
21044,Farm Boy,Dos Equis,2/13/2025,2.00,,-2.00,-100.0%,$68.00,,($68.00),-100.0%,$23.12,,($23.12),-100.0%
21044,Farm Boy,Estrella,5/8/2025,0.93,,-0.93,-100.0%,$35.50,,($35.50),-100.0%,$10.90,,($10.90),-100.0%
21044,Farm Boy,Fosters,5/5/2026,,2.12,2.12,0.0%,,$47.00,$47.00,0.0%,,$12.65,$12.65,0.0%
21044,Farm Boy,White Claw,6/23/2026,,2.00,2.00,0.0%,,$69.20,$69.20,0.0%,,$20.02,$20.02,0.0%
21044,Farm Boy,Coors Light,4/17/2025,6.33,,-6.33,-100.0%,$157.00,,($157.00),-100.0%,$45.36,,($45.36),-100.0%
21044,Farm Boy,Fosters,3/6/2025,6.35,,-6.35,-100.0%,$141.00,,($141.00),-100.0%,$37.96,,($37.96),-100.0%
21044,Farm Boy,Peroni,3/6/2025,0.93,,-0.93,-100.0%,$36.10,,($36.10),-100.0%,$9.93,,($9.93),-100.0%
21044,Farm Boy,White Claw,4/15/2026,,7.00,7.00,0.0%,,$225.40,$225.40,0.0%,,$62.23,$62.23,0.0%
21044,Farm Boy,Corona Premier,4/10/2025,1.00,,-1.00,-100.0%,$31.50,,($31.50),-100.0%,$8.87,,($8.87),-100.0%
21044,Farm Boy,Corona Premier,5/19/2026,,3.00,3.00,0.0%,,$78.60,$78.60,0.0%,,($1.16),($1.16),0.0%
21044,Farm Boy,Corona Sunbrew,4/22/2026,,2.00,2.00,0.0%,,$62.00,$62.00,0.0%,,$15.49,$15.49,0.0%
21044,Farm Boy,Four Loko,4/10/2025,1.96,,-1.96,-100.0%,$54.00,,($54.00),-100.0%,$15.10,,($15.10),-100.0%
21044,Farm Boy,Mike's Harder,1/9/2025,2.94,,-2.94,-100.0%,$81.00,,($81.00),-100.0%,$22.16,,($22.16),-100.0%
21044,Farm Boy,Heineken Silver,1/23/2025,2.00,,-2.00,-100.0%,$62.50,,($62.50),-100.0%,$15.76,,($15.76),-100.0%
21044,Farm Boy,Cerveza Republica LA Tuya,4/10/2025,4.67,,-4.67,-100.0%,$137.50,,($137.50),-100.0%,$41.96,,($41.96),-100.0%
21044,Farm Boy,Pacifico,2/25/2026,,3.00,3.00,0.0%,,$88.50,$88.50,0.0%,,$24.30,$24.30,0.0%
21044,Farm Boy,Cayman Jack,3/5/2026,,1.87,1.87,0.0%,,$67.00,$67.00,0.0%,,$20.10,$20.10,0.0%
21044,Farm Boy,Mike's Harder,3/20/2025,6.88,,-6.88,-100.0%,$189.00,,($189.00),-100.0%,$51.69,,($51.69),-100.0%
21044,Farm Boy,Heineken Light,5/5/2026,,3.00,3.00,0.0%,,$96.45,$96.45,0.0%,,$25.05,$25.05,0.0%
21044,Farm Boy,Fever Tree,3/5/2026,,2.27,2.27,0.0%,,$102.00,$102.00,0.0%,,$32.43,$32.43,0.0%
21044,Farm Boy,Cayman Jack,6/26/2025,6.54,,-6.54,-100.0%,$227.50,,($227.50),-100.0%,$65.85,,($65.85),-100.0%
21044,Farm Boy,Dos Equis,3/6/2025,2.00,,-2.00,-100.0%,$68.00,,($68.00),-100.0%,$23.12,,($23.12),-100.0%
21044,Farm Boy,Modelo Oro,5/19/2026,,1.00,1.00,0.0%,,$20.80,$20.80,0.0%,,$4.72,$4.72,0.0%
21044,Farm Boy,Coors,6/26/2025,1.00,,-1.00,-100.0%,$25.40,,($25.40),-100.0%,$6.80,,($6.80),-100.0%
21044,Farm Boy,Sinless Vodka Cocktail,5/7/2026,,3.00,3.00,0.0%,,$141.00,$141.00,0.0%,,$67.89,$67.89,0.0%
21044,Farm Boy,Heineken Light,6/19/2025,10.00,,-10.00,-100.0%,$313.00,,($313.00),-100.0%,$79.30,,($79.30),-100.0%
21044,Farm Boy,Victoria,3/12/2026,,6.33,6.33,0.0%,,$192.00,$192.00,0.0%,,$53.81,$53.81,0.0%
21044,Farm Boy,Modelo Especial,6/5/2025,205.83,,-205.83,-100.0%,"$6,358.45",,"($6,358.45)",-100.0%,"$1,767.07",,"($1,767.07)",-100.0%
21044,Farm Boy,Coors Light,3/5/2026,,17.00,17.00,0.0%,,$362.20,$362.20,0.0%,,$113.29,$113.29,0.0%
21044,Farm Boy,Dos Equis,5/15/2025,1.00,,-1.00,-100.0%,$32.00,,($32.00),-100.0%,$10.66,,($10.66),-100.0%
21044,Farm Boy,Cayman Jack,5/8/2025,3.74,,-3.74,-100.0%,$132.00,,($132.00),-100.0%,$38.19,,($38.19),-100.0%
21044,Farm Boy,Cerveza Republica LA Tuya,5/22/2025,3.74,,-3.74,-100.0%,$115.50,,($115.50),-100.0%,$37.12,,($37.12),-100.0%
21044,Farm Boy,Yuengling Lager,3/6/2025,3.00,,-3.00,-100.0%,$80.00,,($80.00),-100.0%,$26.32,,($26.32),-100.0%
21044,Farm Boy,Heineken Light,1/23/2025,8.00,,-8.00,-100.0%,$272.00,,($272.00),-100.0%,$82.00,,($82.00),-100.0%
21044,Farm Boy,Corona Extra,5/1/2025,5.00,,-5.00,-100.0%,$158.75,,($158.75),-100.0%,$45.36,,($45.36),-100.0%
21044,Farm Boy,Twisted Tea,3/12/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
21044,Farm Boy,Cusquena,1/9/2025,5.00,,-5.00,-100.0%,$129.00,,($129.00),-100.0%,$34.47,,($34.47),-100.0%
21044,Farm Boy,Pacifico,5/12/2026,,5.17,5.17,0.0%,,$164.50,$164.50,0.0%,,$45.22,$45.22,0.0%
21044,Farm Boy,Sol,1/16/2025,1.00,,-1.00,-100.0%,$28.65,,($28.65),-100.0%,$8.81,,($8.81),-100.0%
21044,Farm Boy,Victoria,4/22/2026,,12.00,12.00,0.0%,,$359.00,$359.00,0.0%,,$101.08,$101.08,0.0%
21044,Farm Boy,Sapporo,2/25/2026,,2.75,2.75,0.0%,,$105.00,$105.00,0.0%,,$37.21,$37.21,0.0%
21044,Farm Boy,White Claw,5/1/2025,5.00,,-5.00,-100.0%,$161.00,,($161.00),-100.0%,$44.45,,($44.45),-100.0%
21044,Farm Boy,Heineken Light,5/1/2026,,10.00,10.00,0.0%,,$310.00,$310.00,0.0%,,$78.50,$78.50,0.0%
21044,Farm Boy,Heineken 0.0,6/5/2025,4.67,,-4.67,-100.0%,$156.75,,($156.75),-100.0%,$43.75,,($43.75),-100.0%
21044,Farm Boy,Mike's Hard Dirty Lemonade,6/23/2026,,2.00,2.00,0.0%,,$58.00,$58.00,0.0%,,$15.96,$15.96,0.0%
21044,Farm Boy,Mike's Hard Lemonade,6/12/2025,2.80,,-2.80,-100.0%,$100.50,,($100.50),-100.0%,$30.14,,($30.14),-100.0%
21044,Farm Boy,Coors,3/27/2025,4.00,,-4.00,-100.0%,$68.00,,($68.00),-100.0%,$20.62,,($20.62),-100.0%
21044,Farm Boy,Cusquena,6/5/2026,,3.00,3.00,0.0%,,$80.40,$80.40,0.0%,,$22.18,$22.18,0.0%
21044,Farm Boy,Famosa,6/26/2025,2.82,,-2.82,-100.0%,$72.00,,($72.00),-100.0%,$21.24,,($21.24),-100.0%
21044,Farm Boy,Heineken 0.0,5/12/2026,,2.80,2.80,0.0%,,$94.05,$94.05,0.0%,,$26.26,$26.26,0.0%
21044,Farm Boy,Corona Extra,4/17/2025,45.75,,-45.75,-100.0%,"$1,645.10",,"($1,645.10)",-100.0%,$460.68,,($460.68),-100.0%
21044,Farm Boy,Corona Extra,1/23/2025,138.75,,-138.75,-100.0%,"$4,575.00",,"($4,575.00)",-100.0%,"$1,294.69",,"($1,294.69)",-100.0%
21044,Farm Boy,Mike's Hard Lemonade,4/15/2026,,4.67,4.67,0.0%,,$165.00,$165.00,0.0%,,$50.29,$50.29,0.0%
21044,Farm Boy,Corona Extra,6/5/2026,,194.58,194.58,0.0%,,"$6,390.25","$6,390.25",0.0%,,"$1,824.98","$1,824.98",0.0%
21044,Farm Boy,Coors Light,3/25/2026,,5.00,5.00,0.0%,,$135.90,$135.90,0.0%,,$42.27,$42.27,0.0%
21044,Farm Boy,Tecate,5/1/2025,2.00,,-2.00,-100.0%,$54.00,,($54.00),-100.0%,$16.68,,($16.68),-100.0%
21044,Farm Boy,Corona Extra,3/25/2026,,98.17,98.17,0.0%,,"$3,446.10","$3,446.10",0.0%,,$971.73,$971.73,0.0%
21044,Farm Boy,Cerveza Republica LA Tuya,6/19/2025,1.87,,-1.87,-100.0%,$59.00,,($59.00),-100.0%,$20.78,,($20.78),-100.0%
21044,Farm Boy,Coors Light,1/14/2026,,46.33,46.33,0.0%,,$839.20,$839.20,0.0%,,$219.20,$219.20,0.0%
21044,Farm Boy,Coors Light,5/5/2026,,21.08,21.08,0.0%,,$452.40,$452.40,0.0%,,$135.98,$135.98,0.0%
21044,Farm Boy,Corona Familiar,2/4/2026,,6.67,6.67,0.0%,,$199.50,$199.50,0.0%,,$56.64,$56.64,0.0%
21044,Farm Boy,Sapporo,2/7/2025,2.75,,-2.75,-100.0%,$105.00,,($105.00),-100.0%,$37.21,,($37.21),-100.0%
21044,Farm Boy,Coors Light,6/23/2026,,3.00,3.00,0.0%,,$83.40,$83.40,0.0%,,$25.82,$25.82,0.0%
21044,Farm Boy,Mike's Hard Lemonade,6/9/2026,,5.67,5.67,0.0%,,$196.50,$196.50,0.0%,,$58.80,$58.80,0.0%
21044,Farm Boy,Saranac,3/5/2026,,1.00,1.00,0.0%,,$20.00,$20.00,0.0%,,$5.85,$5.85,0.0%
21044,Farm Boy,Modelo Especial,1/16/2025,61.17,,-61.17,-100.0%,"$2,018.50",,"($2,018.50)",-100.0%,$524.52,,($524.52),-100.0%
21044,Farm Boy,Cerveza Republica LA Tuya,6/5/2025,4.67,,-4.67,-100.0%,$127.50,,($127.50),-100.0%,$31.96,,($31.96),-100.0%
21044,Farm Boy,Corona Extra,4/22/2026,,149.25,149.25,0.0%,,"$4,898.55","$4,898.55",0.0%,,"$1,371.46","$1,371.46",0.0%
21044,Farm Boy,Corona Premier,3/12/2026,,1.00,1.00,0.0%,,$28.90,$28.90,0.0%,,$7.99,$7.99,0.0%
21044,Farm Boy,Coors Light,6/5/2026,,38.67,38.67,0.0%,,$699.30,$699.30,0.0%,,$197.34,$197.34,0.0%
21044,Farm Boy,Heineken Light,5/22/2025,2.00,,-2.00,-100.0%,$62.50,,($62.50),-100.0%,$15.76,,($15.76),-100.0%
21044,Farm Boy,Dos Equis,2/12/2026,,5.00,5.00,0.0%,,$151.00,$151.00,0.0%,,$45.85,$45.85,0.0%
21044,Farm Boy,Heineken USA,6/23/2026,,16.67,16.67,0.0%,,$594.20,$594.20,0.0%,,$178.33,$178.33,0.0%
21044,Farm Boy,Cusquena,3/27/2025,5.00,,-5.00,-100.0%,$129.00,,($129.00),-100.0%,$34.47,,($34.47),-100.0%
21044,Farm Boy,Cristal,3/20/2025,1.00,,-1.00,-100.0%,$27.80,,($27.80),-100.0%,$8.13,,($8.13),-100.0%
21044,Farm Boy,Corona Familiar,4/10/2025,7.00,,-7.00,-100.0%,$205.50,,($205.50),-100.0%,$58.73,,($58.73),-100.0%
21044,Farm Boy,Dos Equis,5/5/2026,,1.00,1.00,0.0%,,$34.00,$34.00,0.0%,,$11.56,$11.56,0.0%
21044,Farm Boy,Heineken Silver,2/12/2026,,1.00,1.00,0.0%,,$28.10,$28.10,0.0%,,$8.25,$8.25,0.0%
21044,Farm Boy,Corona Extra,5/29/2025,168.33,,-168.33,-100.0%,"$5,575.00",,"($5,575.00)",-100.0%,"$1,577.45",,"($1,577.45)",-100.0%
21044,Farm Boy,Heineken USA,1/9/2025,64.72,,-64.72,-100.0%,"$2,022.00",,"($2,022.00)",-100.0%,$519.65,,($519.65),-100.0%
21044,Farm Boy,Heineken USA,2/12/2026,,81.67,81.67,0.0%,,"$2,653.50","$2,653.50",0.0%,,$678.25,$678.25,0.0%
21044,Farm Boy,Fosters,6/5/2025,6.35,,-6.35,-100.0%,$141.00,,($141.00),-100.0%,$37.96,,($37.96),-100.0%
21044,Farm Boy,White Claw,5/22/2025,10.00,,-10.00,-100.0%,$322.00,,($322.00),-100.0%,$88.90,,($88.90),-100.0%
