Customer Num,Customer Name,Brand Family,Load Sheet Date,Case Equiv   2025,Case Equiv   2026,Case Equiv Unit Difference,Case Equiv Percentage Difference,$vol   2025,$vol   2026,$vol Unit Difference,$vol Percentage Difference,Gross Profit   2025,Gross Profit   2026,Gross Profit Unit Difference,Gross Profit Percentage Difference
5001,River Place Food Store,Corona Familiar,4/23/2025,8.00,,-8.00,-100.0%,$222.00,,($222.00),-100.0%,$64.24,,($64.24),-100.0%
5001,River Place Food Store,Delta,7/9/2025,2.00,,-2.00,-100.0%,$160.00,,($160.00),-100.0%,$49.06,,($49.06),-100.0%
5001,River Place Food Store,Doc's,5/20/2026,,4.67,4.67,0.0%,,$190.00,$190.00,0.0%,,$56.43,$56.43,0.0%
5001,River Place Food Store,Mike's Hard Dirty Lemonade,7/1/2026,,1.00,1.00,0.0%,,$29.00,$29.00,0.0%,,$7.98,$7.98,0.0%
5001,River Place Food Store,Modelo Chelada,4/17/2025,5.00,,-5.00,-100.0%,$156.50,,($156.50),-100.0%,$43.11,,($43.11),-100.0%
5001,River Place Food Store,Coors Light,4/17/2026,,2.00,2.00,0.0%,,$54.05,$54.05,0.0%,,$16.83,$16.83,0.0%
5001,River Place Food Store,Modelo Negra,3/11/2025,2.00,,-2.00,-100.0%,$63.00,,($63.00),-100.0%,$17.89,,($17.89),-100.0%
5001,River Place Food Store,Lite,7/17/2025,11.67,,-11.67,-100.0%,$262.00,,($262.00),-100.0%,$66.50,,($66.50),-100.0%
5001,River Place Food Store,Corona Extra,2/11/2025,34.50,,-34.50,-100.0%,"$1,091.50",,"($1,091.50)",-100.0%,$314.18,,($314.18),-100.0%
5001,River Place Food Store,Coors Light,3/24/2026,,23.75,23.75,0.0%,,$555.00,$555.00,0.0%,,$165.83,$165.83,0.0%
5001,River Place Food Store,Voodoo Hardcharged,4/29/2025,5.00,,-5.00,-100.0%,$145.00,,($145.00),-100.0%,$20.75,,($20.75),-100.0%
5001,River Place Food Store,Victoria,7/1/2025,15.00,,-15.00,-100.0%,$442.50,,($442.50),-100.0%,$121.50,,($121.50),-100.0%
5001,River Place Food Store,Yuengling Lager,3/26/2026,,8.00,8.00,0.0%,,$204.00,$204.00,0.0%,,$60.31,$60.31,0.0%
5001,River Place Food Store,Victoria,2/4/2025,10.67,,-10.67,-100.0%,$310.00,,($310.00),-100.0%,$86.21,,($86.21),-100.0%
5001,River Place Food Store,Modelo Especial,4/11/2025,26.00,,-26.00,-100.0%,$812.15,,($812.15),-100.0%,$228.85,,($228.85),-100.0%
5001,River Place Food Store,Victoria,5/8/2026,,5.00,5.00,0.0%,,$155.00,$155.00,0.0%,,$43.10,$43.10,0.0%
5001,River Place Food Store,Yuengling Lager,5/20/2026,,7.00,7.00,0.0%,,$172.20,$172.20,0.0%,,$52.45,$52.45,0.0%
5001,River Place Food Store,Coors Light,7/23/2026,,22.50,22.50,0.0%,,$510.00,$510.00,0.0%,,$154.41,$154.41,0.0%
5001,River Place Food Store,Modelo Chelada,7/3/2026,,2.00,2.00,0.0%,,$62.60,$62.60,0.0%,,$17.24,$17.24,0.0%
5001,River Place Food Store,Modelo Especial,3/6/2026,,40.00,40.00,0.0%,,"$1,234.50","$1,234.50",0.0%,,$325.76,$325.76,0.0%
5001,River Place Food Store,Samuel Adams,7/15/2025,10.00,,-10.00,-100.0%,$324.00,,($324.00),-100.0%,$86.50,,($86.50),-100.0%
5001,River Place Food Store,Twisted Tea,5/22/2026,,4.00,4.00,0.0%,,$116.00,$116.00,0.0%,,$30.40,$30.40,0.0%
5001,River Place Food Store,Samuel Adams,7/1/2026,,11.00,11.00,0.0%,,$372.80,$372.80,0.0%,,$102.07,$102.07,0.0%
5001,River Place Food Store,Modelo Chelada,3/13/2026,,5.00,5.00,0.0%,,$156.50,$156.50,0.0%,,$43.10,$43.10,0.0%
5001,River Place Food Store,Sierra Nevada,7/1/2025,5.00,,-5.00,-100.0%,$183.00,,($183.00),-100.0%,$51.29,,($51.29),-100.0%
5001,River Place Food Store,Heineken Light,7/1/2026,,3.00,3.00,0.0%,,$96.00,$96.00,0.0%,,$24.75,$24.75,0.0%
5001,River Place Food Store,Corona Extra,3/28/2025,13.58,,-13.58,-100.0%,$425.25,,($425.25),-100.0%,$118.62,,($118.62),-100.0%
5001,River Place Food Store,Heineken USA,7/7/2026,,4.00,4.00,0.0%,,$125.20,$125.20,0.0%,,$35.24,$35.24,0.0%
5001,River Place Food Store,Fosters,3/25/2025,1.06,,-1.06,-100.0%,$27.05,,($27.05),-100.0%,$8.10,,($8.10),-100.0%
5001,River Place Food Store,Lite,4/7/2026,,31.67,31.67,0.0%,,$714.25,$714.25,0.0%,,$195.43,$195.43,0.0%
5001,River Place Food Store,Modelo Chelada,6/26/2026,,6.00,6.00,0.0%,,$182.60,$182.60,0.0%,,$40.72,$40.72,0.0%
5001,River Place Food Store,Modelo Especial,4/1/2025,1.00,,-1.00,-100.0%,$31.30,,($31.30),-100.0%,$8.62,,($8.62),-100.0%
5001,River Place Food Store,Corona Extra,5/5/2026,,40.00,40.00,0.0%,,"$1,266.25","$1,266.25",0.0%,,$366.43,$366.43,0.0%
5001,River Place Food Store,Lite,5/28/2026,,31.92,31.92,0.0%,,$686.45,$686.45,0.0%,,$165.28,$165.28,0.0%
5001,River Place Food Store,Truly,7/15/2025,11.00,,-11.00,-100.0%,$334.40,,($334.40),-100.0%,$84.26,,($84.26),-100.0%
5001,River Place Food Store,Heineken USA,4/25/2025,1.75,,-1.75,-100.0%,$67.50,,($67.50),-100.0%,$18.52,,($18.52),-100.0%
5001,River Place Food Store,Arnold Palmer,3/31/2026,,3.00,3.00,0.0%,,$87.90,$87.90,0.0%,,$21.70,$21.70,0.0%
5001,River Place Food Store,Coastal Cocktails,4/7/2026,,3.00,3.00,0.0%,,$181.55,$181.55,0.0%,,$83.86,$83.86,0.0%
5001,River Place Food Store,Modelo Especial,3/3/2025,5.33,,-5.33,-100.0%,$148.00,,($148.00),-100.0%,$42.83,,($42.83),-100.0%
5001,River Place Food Store,Mike's Hard Lemonade,4/28/2026,,9.47,9.47,0.0%,,$315.00,$315.00,0.0%,,$85.58,$85.58,0.0%
5001,River Place Food Store,Corona Extra,3/13/2026,,27.75,27.75,0.0%,,$915.35,$915.35,0.0%,,$247.26,$247.26,0.0%
5001,River Place Food Store,Pacifico,7/23/2026,,5.00,5.00,0.0%,,$147.50,$147.50,0.0%,,$40.50,$40.50,0.0%
5001,River Place Food Store,Lite,7/23/2026,,32.75,32.75,0.0%,,$792.10,$792.10,0.0%,,$210.31,$210.31,0.0%
5001,River Place Food Store,Modelo Negra,4/28/2026,,2.00,2.00,0.0%,,$63.00,$63.00,0.0%,,$17.89,$17.89,0.0%
5001,River Place Food Store,Pabst Blue Ribbon,6/3/2025,8.75,,-8.75,-100.0%,$158.50,,($158.50),-100.0%,$41.18,,($41.18),-100.0%
5001,River Place Food Store,Corona Sunbrew,4/7/2026,,3.00,3.00,0.0%,,$93.00,$93.00,0.0%,,$22.36,$22.36,0.0%
5001,River Place Food Store,Modelo Especial,7/10/2026,,25.00,25.00,0.0%,,$778.00,$778.00,0.0%,,$218.50,$218.50,0.0%
5001,River Place Food Store,Sun Cruiser,7/9/2025,13.00,,-13.00,-100.0%,$585.00,,($585.00),-100.0%,$292.24,,($292.24),-100.0%
5001,River Place Food Store,Lite,4/21/2026,,16.67,16.67,0.0%,,$375.75,$375.75,0.0%,,$105.63,$105.63,0.0%
5001,River Place Food Store,Lite,7/10/2026,,11.67,11.67,0.0%,,$266.50,$266.50,0.0%,,$68.75,$68.75,0.0%
5001,River Place Food Store,Yuengling Lager,4/30/2026,,10.00,10.00,0.0%,,$258.00,$258.00,0.0%,,$75.60,$75.60,0.0%
5001,River Place Food Store,Coors Light,7/23/2025,14.67,,-14.67,-100.0%,$324.10,,($324.10),-100.0%,$87.43,,($87.43),-100.0%
5001,River Place Food Store,Fosters,5/20/2026,,2.12,2.12,0.0%,,$54.10,$54.10,0.0%,,$16.20,$16.20,0.0%
5001,River Place Food Store,Voodoo Family,5/2/2025,5.00,,-5.00,-100.0%,$186.30,,($186.30),-100.0%,$47.70,,($47.70),-100.0%
5001,River Place Food Store,White Claw,6/24/2026,,4.00,4.00,0.0%,,$145.00,$145.00,0.0%,,$39.97,$39.97,0.0%
5001,River Place Food Store,Yuengling Lager,4/13/2026,,10.00,10.00,0.0%,,$253.20,$253.20,0.0%,,$74.80,$74.80,0.0%
5001,River Place Food Store,Yuengling Light Lager,7/3/2026,,1.00,1.00,0.0%,,$27.00,$27.00,0.0%,,$7.82,$7.82,0.0%
5001,River Place Food Store,Jack Daniels Country Cocktails,2/11/2025,-1.67,,1.67,-100.0%,($56.00),,$56.00,-100.0%,($17.78),,$17.78,-100.0%
5001,River Place Food Store,Jack Daniels Country Cocktails,2/4/2025,1.67,,-1.67,-100.0%,$59.92,,($59.92),-100.0%,$19.73,,($19.73),-100.0%
5001,River Place Food Store,Lite,3/13/2026,,9.33,9.33,0.0%,,$189.05,$189.05,0.0%,,$52.59,$52.59,0.0%
5001,River Place Food Store,Sierra Nevada,6/2/2026,,5.00,5.00,0.0%,,$178.50,$178.50,0.0%,,$50.93,$50.93,0.0%
5001,River Place Food Store,Lite,7/10/2025,5.00,,-5.00,-100.0%,$127.00,,($127.00),-100.0%,$33.98,,($33.98),-100.0%
5001,River Place Food Store,Dogfish Head Beer,6/24/2026,,6.00,6.00,0.0%,,$208.00,$208.00,0.0%,,$54.03,$54.03,0.0%
5001,River Place Food Store,Pabst Blue Ribbon,3/31/2026,,3.75,3.75,0.0%,,$76.00,$76.00,0.0%,,$21.46,$21.46,0.0%
5001,River Place Food Store,Angry Orchard,7/1/2026,,6.00,6.00,0.0%,,$217.00,$217.00,0.0%,,$66.54,$66.54,0.0%
5001,River Place Food Store,Corona Premier,2/24/2026,,1.00,1.00,0.0%,,$28.90,$28.90,0.0%,,$8.63,$8.63,0.0%
5001,River Place Food Store,EL Jimador,5/23/2025,1.96,,-1.96,-100.0%,$44.82,,($44.82),-100.0%,$13.02,,($13.02),-100.0%
5001,River Place Food Store,Lagunitas,4/28/2026,,5.00,5.00,0.0%,,$172.60,$172.60,0.0%,,$56.31,$56.31,0.0%
5001,River Place Food Store,Modelo Especial,6/26/2025,33.67,,-33.67,-100.0%,"$1,042.40",,"($1,042.40)",-100.0%,$293.74,,($293.74),-100.0%
5001,River Place Food Store,Narragansett,6/24/2026,,1.33,1.33,0.0%,,$27.00,$27.00,0.0%,,$7.36,$7.36,0.0%
5001,River Place Food Store,Garage Beer,5/29/2025,3.00,,-3.00,-100.0%,$74.25,,($74.25),-100.0%,$20.64,,($20.64),-100.0%
5001,River Place Food Store,Victoria,7/1/2026,,5.00,5.00,0.0%,,$147.50,$147.50,0.0%,,$40.50,$40.50,0.0%
5001,River Place Food Store,Corona Familiar,7/2/2025,4.00,,-4.00,-100.0%,$111.00,,($111.00),-100.0%,$32.12,,($32.12),-100.0%
5001,River Place Food Store,Corona Extra,5/7/2025,50.92,,-50.92,-100.0%,"$1,610.50",,"($1,610.50)",-100.0%,$460.66,,($460.66),-100.0%
5001,River Place Food Store,Victoria,6/3/2025,7.00,,-7.00,-100.0%,$217.00,,($217.00),-100.0%,$60.34,,($60.34),-100.0%
5001,River Place Food Store,Cape May,4/28/2026,,6.00,6.00,0.0%,,$261.00,$261.00,0.0%,,$76.50,$76.50,0.0%
5001,River Place Food Store,Twisted Tea,7/16/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
5001,River Place Food Store,Yuengling Lager,5/5/2026,,3.00,3.00,0.0%,,$76.50,$76.50,0.0%,,$25.18,$25.18,0.0%
5001,River Place Food Store,Corona Familiar,4/1/2025,2.67,,-2.67,-100.0%,$74.00,,($74.00),-100.0%,$21.41,,($21.41),-100.0%
5001,River Place Food Store,Corona Extra,6/5/2026,,48.00,48.00,0.0%,,"$1,517.00","$1,517.00",0.0%,,$437.79,$437.79,0.0%
5001,River Place Food Store,Twisted Tea,3/13/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.30,$22.30,0.0%
5001,River Place Food Store,White Claw,4/13/2026,,54.00,54.00,0.0%,,"$1,773.60","$1,773.60",0.0%,,$487.74,$487.74,0.0%
5001,River Place Food Store,Bell's Hearted Family,4/10/2026,,1.00,1.00,0.0%,,$41.10,$41.10,0.0%,,$16.64,$16.64,0.0%
5001,River Place Food Store,Pabst Blue Ribbon,2/24/2026,,1.75,1.75,0.0%,,$34.70,$34.70,0.0%,,$9.72,$9.72,0.0%
5001,River Place Food Store,Bell's Hearted Family,5/14/2025,1.00,,-1.00,-100.0%,$38.50,,($38.50),-100.0%,$14.68,,($14.68),-100.0%
5001,River Place Food Store,Lite,4/25/2025,28.33,,-28.33,-100.0%,$575.50,,($575.50),-100.0%,$159.94,,($159.94),-100.0%
5001,River Place Food Store,Heineken 0.0,5/22/2026,,2.80,2.80,0.0%,,$95.25,$95.25,0.0%,,$25.08,$25.08,0.0%
5001,River Place Food Store,Modelo Especial,7/16/2026,,3.00,3.00,0.0%,,$93.90,$93.90,0.0%,,$25.86,$25.86,0.0%
5001,River Place Food Store,Sierra Nevada,3/26/2026,,10.00,10.00,0.0%,,$354.50,$354.50,0.0%,,$102.22,$102.22,0.0%
5001,River Place Food Store,Modelo Negra,4/23/2025,3.00,,-3.00,-100.0%,$94.50,,($94.50),-100.0%,$26.84,,($26.84),-100.0%
5001,River Place Food Store,White Claw,5/12/2026,,4.00,4.00,0.0%,,$145.00,$145.00,0.0%,,$39.97,$39.97,0.0%
5001,River Place Food Store,Yuengling Black & Tan,6/24/2026,,1.00,1.00,0.0%,,$27.00,$27.00,0.0%,,$7.85,$7.85,0.0%
5001,River Place Food Store,Heineken Light,5/29/2026,,3.00,3.00,0.0%,,$93.85,$93.85,0.0%,,$23.74,$23.74,0.0%
5001,River Place Food Store,Redd's Wicked,2/24/2026,,2.00,2.00,0.0%,,$45.00,$45.00,0.0%,,$11.27,$11.27,0.0%
5001,River Place Food Store,Old English,3/26/2026,,3.33,3.33,0.0%,,$52.00,$52.00,0.0%,,$12.82,$12.82,0.0%
5001,River Place Food Store,Twisted Tea,4/7/2026,,3.00,3.00,0.0%,,$87.00,$87.00,0.0%,,$22.80,$22.80,0.0%
5001,River Place Food Store,Yuengling Lager,7/23/2026,,9.25,9.25,0.0%,,$223.70,$223.70,0.0%,,$66.07,$66.07,0.0%
5001,River Place Food Store,Sun Cruiser,5/12/2026,,18.00,18.00,0.0%,,$744.00,$744.00,0.0%,,$403.34,$403.34,0.0%
5001,River Place Food Store,Leinenkugel,6/10/2025,5.00,,-5.00,-100.0%,$164.10,,($164.10),-100.0%,$44.63,,($44.63),-100.0%
5001,River Place Food Store,Steel Reserve,7/23/2025,8.33,,-8.33,-100.0%,$118.25,,($118.25),-100.0%,$27.15,,($27.15),-100.0%
5001,River Place Food Store,Twisted Tea,4/15/2025,5.00,,-5.00,-100.0%,$156.25,,($156.25),-100.0%,$44.25,,($44.25),-100.0%
5001,River Place Food Store,Dogfish Head Beer,3/31/2026,,1.00,1.00,0.0%,,$37.80,$37.80,0.0%,,$12.92,$12.92,0.0%
5001,River Place Food Store,Modelo Especial,4/17/2025,19.33,,-19.33,-100.0%,$600.90,,($600.90),-100.0%,$169.99,,($169.99),-100.0%
5001,River Place Food Store,Sierra Nevada,5/5/2026,,5.00,5.00,0.0%,,$174.50,$174.50,0.0%,,$51.53,$51.53,0.0%
5001,River Place Food Store,Yuengling Light Lager,5/5/2026,,2.00,2.00,0.0%,,$51.00,$51.00,0.0%,,$16.81,$16.81,0.0%
5001,River Place Food Store,Coors Light,5/28/2026,,26.00,26.00,0.0%,,$614.10,$614.10,0.0%,,$177.95,$177.95,0.0%
5001,River Place Food Store,Corona Familiar,2/27/2026,,2.67,2.67,0.0%,,$74.00,$74.00,0.0%,,$21.41,$21.41,0.0%
5001,River Place Food Store,Modelo Chelada,6/5/2026,,5.00,5.00,0.0%,,$150.00,$150.00,0.0%,,$29.35,$29.35,0.0%
5001,River Place Food Store,Fever Tree,4/7/2026,,0.50,0.50,0.0%,,$35.00,$35.00,0.0%,,$9.67,$9.67,0.0%
5001,River Place Food Store,Pabst Blue Ribbon,7/21/2026,,7.25,7.25,0.0%,,$132.45,$132.45,0.0%,,$35.70,$35.70,0.0%
5001,River Place Food Store,White Claw,7/2/2025,5.00,,-5.00,-100.0%,$165.20,,($165.20),-100.0%,$44.39,,($44.39),-100.0%
5001,River Place Food Store,Modelo Negra,5/28/2026,,2.00,2.00,0.0%,,$63.00,$63.00,0.0%,,$17.89,$17.89,0.0%
5001,River Place Food Store,White Claw,3/7/2025,27.00,,-27.00,-100.0%,$863.55,,($863.55),-100.0%,$232.69,,($232.69),-100.0%
5001,River Place Food Store,Yuengling Black & Tan,2/27/2026,,1.00,1.00,0.0%,,$27.00,$27.00,0.0%,,$7.87,$7.87,0.0%
5001,River Place Food Store,Modelo Chelada,7/9/2025,5.00,,-5.00,-100.0%,$153.75,,($153.75),-100.0%,$42.48,,($42.48),-100.0%
5001,River Place Food Store,Voodoo Family,2/25/2025,10.00,,-10.00,-100.0%,$352.50,,($352.50),-100.0%,$80.70,,($80.70),-100.0%
5001,River Place Food Store,Coors Light,2/11/2025,-1.00,,1.00,-100.0%,($22.00),,$22.00,-100.0%,($6.69),,$6.69,-100.0%
5001,River Place Food Store,Corona Familiar,5/28/2026,,1.33,1.33,0.0%,,$37.00,$37.00,0.0%,,$10.71,$10.71,0.0%
5001,River Place Food Store,Fever Tree,5/12/2026,,1.50,1.50,0.0%,,$105.00,$105.00,0.0%,,$29.01,$29.01,0.0%
5001,River Place Food Store,Modelo Especial,3/25/2025,6.00,,-6.00,-100.0%,$187.80,,($187.80),-100.0%,$51.73,,($51.73),-100.0%
5001,River Place Food Store,Victoria,4/7/2025,4.00,,-4.00,-100.0%,$111.00,,($111.00),-100.0%,$32.12,,($32.12),-100.0%
