Sales Rep Assigned,On-Off Premise,Customer Num,Customer Name,Shipping Address,City,Distribution Area,Buyer Count   6/1/2026 - 8/31/2026
Andrew Lundy,Off Premise,250057,Rahway Discount Liquors (A),736 W Grand Ave,Rahway,Union,1.00
Andrew Lundy,Off Premise,150133,The Wine Rack Millburn,186 Essex St,Millburn,Essex,1.00
Andrew Lundy,Off Premise,250011,Shop Rite of Westfield,333 South Ave E,Westfield,Union,1.00
Andrew Lundy,Off Premise,250078,Milton Liquors,223 Morris Ave,Springfield,Union,1.00
Andrew Lundy,Off Premise,250015,Butcher Block,209 Centennial Ave,Cranford,Union,1.00
Andrew Lundy,Off Premise,250060,La Bamba,446 Elizabeth Ave,Elizabeth,Union,1.00
Andrew Lundy,Off Premise,250024,Best Cellars (Summit),23 Summit Avenue,Summit,Union,1.00
Andrew Lundy,Off Premise,250003,Breen's Wines & Liquors,21 N Union Ave,Cranford,Union,1.00
Andrew Lundy,On Premise,250033,The Station Bar & Grill,99 Center Street,Garwood,Union,1.00
Andrew Lundy,Off Premise,250042,Pied Piper Liquor,613a W.Edgar Rd.,Linden,Union,1.00
Andrew Lundy,Off Premise,250119,Pointe Grande Liquor,866 E. Grand St.,Elizabeth,Union,1.00
Andrew Lundy,Off Premise,250087,House of Wine & Liquor Westfield,560 North Ave. East,Westfield,Union,1.00
Andrew Lundy,Off Premise,251008,Home Wines & Liquors (2401 Union),2401 H Union Plaza Rt.22W.,Union,Union,1.00
Andrew Lundy,Off Premise,250442,Liquor Rangers,206 North Wood Ave,Linden,Union,1.00
Andrew Lundy,On Premise,250116,Office Beer Bar&Grill(A),61 Union Pl,Summit,Union,1.00
Andrew Lundy,Off Premise,250133,Bayway World Of Liquor,639 Bayway Ave,Elizabeth,Union,1.00
Andrew Lundy,On Premise,250172,387 Oyster House & Bar,387 Park Ave,Scotch Plains,Union,1.00
Andrew Lundy,Off Premise,250170,D&R Liquor,1120 Liberty Ave,Hillside,Union,1.00
Andrew Lundy,Off Premise,250086,Linden Discount Liquors,54 E. St.George Ave,Linden,Union,1.00
Andrew Lundy,Off Premise,250023,Bottle King Springfield,155 US-22,Springfield,Union,1.00
Andrew Lundy,Off Premise,250143,Jersey Fine Wines,1260 Springfield Ave,New Providence,Union,1.00
Andrew Lundy,Off Premise,250028,Beechwood Wine & Liq,1 Beechwood Road,Summit,Union,1.00
Andrew Lundy,On Premise,250445,Blue Sunday Bar & Grill,830 W Edgar Rd #830-D,Linden,Union,1.00
Andrew Lundy,Off Premise,250032,Rotondo's Liquor,1040 Lake Ave,Clark,Union,1.00
Andrew Lundy,Off Premise,250040,Fanwood Liquors(A),61 South Ave.,Fanwood,Union,1.00
Andrew Lundy,Off Premise,250134,Shoppers Paradise Liq,551 N Broad St,Elizabeth,Union,1.00
Andrew Lundy,Off Premise,250441,Southwood Liquors,928 South Wood Ave,Linden,Union,1.00
Andrew Lundy,On Premise,251006,Kpot Korean BBQ,2401 Rt. 22,Union,Union,1.00
Andrew Lundy,Off Premise,250803,Witty's Fine Wine & Spirt,870 St. George Ave,Rahway,Union,1.00
Andrew Lundy,Off Premise,250801,Main Street Spirits,1537 Main St,Rahway,Union,1.00
Andrew Lundy,On Premise,250221,Garwood Restaurant,259 South Ave,Garwood,Union,1.00
Andrew Lundy,Off Premise,250071,Total Wine & More (Union),950 Springfield Rd,Union,Union,1.00
Andrew Lundy,Off Premise,250110,Liquor City @ Sams Club,1001 E Edgar Rd,Linden,Union,1.00
Andrew Lundy,Off Premise,251010,Triangle Liquors,1406 Burnet Ave,Union,Union,1.00
Andrew Lundy,Off Premise,250012,Peterson's Wine Unltd,1120 South Ave W,Westfield,Union,1.00
Andrew Lundy,On Premise,250164,Fujiyama Mama,341 South Avenue E,Westfield,Union,1.00
Andrew Lundy,Off Premise,250016,Buy Rite Liq (A),1448 Morris Ave,Union,Union,1.00
Andrew Lundy,On Premise,250105,Crossroads Bar/Rest (Z),78 North Ave,Garwood,Union,1.00
Andrew Lundy,On Premise,250121,Baltusrol Golf Club,201 Shunpike Rd,Springfield,Union,1.00
Andrew Lundy,Off Premise,250027,Wine Anthology (A),1075 Raritan Rd,Clark,Union,1.00
Andrew Lundy,On Premise,250100,World Famous Waiting Room,66 E. Cherry Street,Rahway,Union,1.00
Andrew Lundy,Off Premise,250136,M & M Liquors,22 South Street,New Providence,Union,1.00
Andrew Lundy,Off Premise,250038,Home Wine & Liquors (1850 Union),1850 Morris Ave.,Union,Union,1.00
Andrew Lundy,Off Premise,250046,Pregame Liquors,355 W. St.Georges Ave,Linden,Union,1.00
Andrew Lundy,Off Premise,251004,Payless Liquor_2,1774-C Burnett Ave,Union,Union,1.00
Andrew Lundy,Off Premise,250169,The Westfield Liquor Loft,22 Elm St,Westfield,Union,1.00
Andrew Lundy,Off Premise,250112,Ever Blue Liquors,431 N Wood Ave,Linden,Union,1.00
Andrew Lundy,Off Premise,250006,Dittrick's W&L (A),2 North Ave,Garwood,Union,1.00
Andrew Lundy,Off Premise,250102,Hillside Liquors,1320 N Broad St,Hillside,Union,1.00
Andrew Lundy,On Premise,250013,Deutscher Club Of Clark,787 Featherbed Lane,Clark,Union,1.00
Andrew Lundy,Off Premise,250048,Park Beverage,1923 Westfield Ave,Scotch Plains,Union,1.00
Andrew Lundy,Off Premise,250091,Denny's Liquors,600 East Jersey St.,Elizabeth,Union,1.00
Andrew Lundy,Off Premise,250138,Wine Anthology,1985 Rt.22 West,Scotch Plains,Union,1.00
Andrew Lundy,Off Premise,250062,Aarti's World Disc Liq,1675 Rte 22 West,Union,Union,1.00
Andrew Lundy,Off Premise,250440,Metro Liquor (Linden),1179 W. St George Ave,Linden,Union,1.00
Andrew Lundy,Off Premise,250161,The Wine Rack Summit,490 Morris Ave,Summit,Union,1.00
Andrew Lundy,Off Premise,250084,Parkway Liquors(P),870 Boulevard,Kenilworth,Union,1.00
Andrew Lundy,Off Premise,250066,Fenrose Wine & Liq,431 W. Front St,Plainfield,Union,1.00
Andrew Lundy,Off Premise,250115,Food Express,202 Broad St,Summit,Union,1.00
Andrew Lundy,Off Premise,250443,Buyrite Liquors,850-B West Edgar Rd,Linden,Union,1.00
Andrew Lundy,On Premise,250097,Riverside Inn,56 North Ave East,Cranford,Union,1.00
Anthony Palmisano,Off Premise,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,West Milford,Passaic-FF,1.00
Anthony Palmisano,On Premise,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,Sussex,1.00
Anthony Palmisano,On Premise,1014,Chido Mexican Kitchen,665 Warwick Turnpike,Hewitt,Passaic,1.00
Anthony Palmisano,On Premise,190902,Betsy Ross Diner,5708 Berkshire Valley Rd,Oak Ridge,Morris 1,1.00
Anthony Palmisano,On Premise,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,Passaic-FF,1.00
Anthony Palmisano,On Premise,231304,The Lamp Post Inn,1601 County Rd 565,Sussex,Sussex,1.00
Anthony Palmisano,On Premise,230907,Irish Cottage Inn,602 NJ-23,Franklin,Sussex,1.00
Anthony Palmisano,Off Premise,1029,Vault Liquors,1618 Union Valley Rd Fl 1,West Milford,Passaic-FF,1.00
Anthony Palmisano,On Premise,231211,Tony's Pizza (P),2771 NJ-23,Stockholm,Sussex,1.00
Anthony Palmisano,On Premise,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,Sussex,1.00
Anthony Palmisano,On Premise,231803,High Point Gc/Rest (P),342 Shore Drive,Montague,Sussex,1.00
Anthony Palmisano,Off Premise,3005,Usa Wine Traders (Wanaque),207 Ringwood Ave,Wanaque,Passaic-FF,1.00
Anthony Palmisano,On Premise,1035,Old School Pub P),551 Warwick Tpke,Hewitt,Passaic-FF,1.00
Anthony Palmisano,On Premise,1010,Jimmy Geez(North)Bar/Gril,3219 Rt 23 South,Oak Ridge,Passaic,1.00
Anthony Palmisano,On Premise,3011,Flip's Bar (P),18 Railroad Ave,Wanaque,Passaic-FF,1.00
Anthony Palmisano,On Premise,231207,Great Gorge Golf (A) Club,414 County Rd 517,Vernon,Sussex,1.00
Anthony Palmisano,On Premise,191208,The Grill Room,53 Schoolhouse Road,Oak Ridge,Morris 1,1.00
Anthony Palmisano,Off Premise,2003,Ringwood W&L,130 Skyline Drive,Ringwood,Passaic-FF,1.00
Anthony Palmisano,On Premise,1004,The Vreeland Store,1383 Macopin Road,West Milford,Passaic-FF,1.00
Anthony Palmisano,Off Premise,7001,Home Wine and Liquors,92 RT 23,Riverdale,Morris 3,1.00
Anthony Palmisano,On Premise,191209,Valley Tavern,5604 Berkshire Valley Rd,Oak Ridge,Morris 1,1.00
Anthony Palmisano,Off Premise,8005,Empire Wine & Liquor,119 Wanaque Ave,Pompton Lakes,Passaic-FF,1.00
Anthony Palmisano,On Premise,231002,Stew N Dolly's Place,46 Main St,Ogdensburg,Sussex,1.00
Anthony Palmisano,Off Premise,5001,River Place Food Store,1284 Rt. 23,Butler,Morris 3,1.00
Anthony Palmisano,On Premise,191207,Daily Planet (A),526 Roosevelt Ave,Oak Ridge,Morris 1,1.00
Anthony Palmisano,On Premise,1002,Country Cottage Rest (P),1745 Macopin Rd,West Milford,Passaic-FF,1.00
Anthony Palmisano,On Premise,1033,D'Boathaus Restaurant,322 Lakeside Road,Hewitt,Passaic-FF,1.00
Anthony Palmisano,On Premise,230925,Springs Bistro Biosphere,3 Wild Turkey Way,Hamburg,Sussex,1.00
Anthony Palmisano,On Premise,231001,Atlantic Man Rodozio Stk,83 Main St,Ogdensburg,Sussex,1.00
Anthony Palmisano,On Premise,231311,Indian Spice Route 23,455 NJ-23,Wantage,Sales,1.00
Anthony Palmisano,On Premise,231209,Mt Creek Hex Lg(North) A,200 Rt 94,Vernon,Sussex,1.00
Anthony Palmisano,Off Premise,8002,Country Convenience Store,430 Ringwood Ave,Pompton Lakes,Passaic-FF,1.00
Anthony Palmisano,Off Premise,1015,Greenwood Lake Disc.(P),2019 Greenwood Lake Tpk,Hewitt,Passaic-FF,1.00
Anthony Palmisano,Off Premise,1021,M & M Discount Liq,574 A Macopin Rd,West Milford,Passaic,1.00
Anthony Palmisano,On Premise,230917,Doc's Place (P),100 NJ-23,Hamburg,Sussex,1.00
Anthony Palmisano,On Premise,1028,J & S Roadhouse,17 Wooley Road,West Milford,Passaic-FF,1.00
Anthony Palmisano,Off Premise,8009,Appio's Liquors,211 Wanaque Ave,Pompton Lakes,Passaic,1.00
Anthony Palmisano,On Premise,230119,Smokey's Brick Oven Tav.,2 Vernon Crossing Road,Glenwood,Sussex,1.00
Anthony Palmisano,On Premise,231210,Bally Owen Golf Club,105 Wheatsworth Rd,Hamburg,Sussex,1.00
Anthony Palmisano,On Premise,4004,The River Of Beer,133 Main St,Bloomingdale,Passaic,1.00
Anthony Palmisano,Off Premise,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Bloomingdale,Passaic,1.00
Anthony Palmisano,On Premise,231305,Early American Tavern,9 Main St,Sussex,Sussex,1.00
Anthony Palmisano,Off Premise,2002,Ringwood Discount Liquors,38 Ringwood Ave,Ringwood,Passaic-FF,1.00
Anthony Palmisano,On Premise,2004,Sam's Bar and Grill,15 Greenwood Lake Turnpik,Ringwood,Passaic-FF,1.00
Anthony Palmisano,On Premise,230903,Black Bear Golf(A),138 New Jersey 23,Franklin,Sussex,1.00
Anthony Palmisano,On Premise,231307,Skylands Wine& Beer Garden,447 Rt 284,Wantage,Sussex,1.00
Anthony Palmisano,On Premise,4003,Cinco De Mayo (Z),125 Hamburg Turnpike,Bloomingdale,Passaic,1.00
Anthony Palmisano,On Premise,1023,The New Jessies Kettle(P),1555 Greenwood Lk Tpke,Hewitt,Passaic-FF,1.00
Anthony Palmisano,On Premise,230909,Coyote Cocina Mexicana,116 Rt 23,Franklin,Sales,1.00
Anthony Palmisano,On Premise,191103,Whistle Stop (P),2775 Route 23 S,Newfoundland,Passaic,1.00
Anthony Palmisano,On Premise,230930,Brick & Brew,27 NJ-23,Franklin,Sussex,1.00
Anthony Palmisano,On Premise,6001,Cafe' Chameleon,60 Main St,Bloomingdale,Passaic,1.00
Anthony Palmisano,On Premise,231302,Thirsty Farmer,31 Loomis Ave,Sussex,Sussex,1.00
Anthony Palmisano,Off Premise,4002,Bloomingdale Discount Liq,82 Main St,Bloomingdale,Passaic,1.00
Anthony Palmisano,Off Premise,8007,Krauszer's Liquor Wine and Spirits,714-716 Hamburg Tpke,Pompton Lakes,Passaic,1.00
Anthony Palmisano,Off Premise,1009,Hootch Hut (P),717 Otterhole Rd,West Milford,Passaic-FF,1.00
Anthony Palmisano,On Premise,231213,The Kites (P),2 Chamonix Drive,Vernon,Sussex,1.00
Anthony Palmisano,On Premise,230906,BBQ Chicken Franklin,76 NJ-23,Franklin,Sussex,1.00
Anthony Palmisano,Off Premise,9003,B & B Wine&Liq,613 Newark Pompton Tpke,Pompton Plains,Morris 3,1.00
Anthony Palmisano,Off Premise,4005,Turnpike Discount Liquors,139 Hamburg Turnpike,Bloomingdale,Passaic,1.00
Anthony Palmisano,On Premise,4007,Karls Stumble Inn,231 Hamburg Turnpike,Bloomingdale,Passaic,1.00
Anthony Palmisano,Off Premise,8010,George's Market (A),766 Hamburg Tpke,Pompton Lakes,Passaic,1.00
Anthony Palmisano,Off Premise,8008,Shoppers Disc(A)Pompton,744 Hamburg Tpke,Pompton Lakes,Passaic,1.00
Anthony Palmisano,Off Premise,1031,Highland Wine&Liquor Inc,1926 Union Valley Rd K,Hewitt,Passaic-FF,1.00
Anthony Palmisano,On Premise,231206,Vfw 8441 Vernon,313 NJ-94,Vernon,Sussex,1.00
Anthony Palmisano,Off Premise,231805,Meloi Liquors,10 NJ-23,Montague,Sussex,1.00
Anthony Palmisano,On Premise,230921,ACQUAVIVA RESTAURANT,87 NJ-23,Hamburg,Sales,1.00
Anthony Palmisano,On Premise,231303,The Sussex Saloon,15-17 Main St,Sussex,Sales,1.00
Anthony Palmisano,On Premise,231309,The Stuffed Olive_2,1 Libertyville Rd,Wantage,Sussex,1.00
Anthony Palmisano,Off Premise,6002,Roserne Liquors North,1150 NJ-23,Kinnelon,Morris 3,1.00
Anthony Palmisano,Off Premise,3001,Best Cellars (Wanaque),1069 Ringwood Ave,Wanaque,Passaic-FF,1.00
Anthony Palmisano,Off Premise,3006,Wine 2 Spirits (P),662 Ringwood Avenue,Wanaque,Passaic-FF,1.00
Anthony Palmisano,Off Premise,10003,Buy Rite W &L Pompton(P),500 NJ-23,Pompton Plains,Morris 3,1.00
Anthony Palmisano,Off Premise,5006,Roserne Pkg Store South,1477 NJ-23,Butler,Morris 3,1.00
Brian Sengebush,On Premise,190910,NORTE 175,175 N Main St,Wharton,Morris 1,1.00
Brian Sengebush,On Premise,190217,Nostrana Ristorante,91 Elcock Ave,Boonton,Morris 1,1.00
Brian Sengebush,On Premise,191500,Lake Hopatcong Cruises,37 Nolans Point Park Rd,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,Off Premise,190809,Picatinny Main Exch,Bldg 3324 Belt Road,Picatinny,Morris 1,1.00
Brian Sengebush,On Premise,191004,Club 15(P),619 NJ-15,Jefferson,Morris 1,1.00
Brian Sengebush,On Premise,230123,Sparta Lanes (Pino),43 Theatre Center,Sparta,Sussex,1.00
Brian Sengebush,On Premise,190503,The Station,99 Midvale Rd.,Mountain Lakes,Morris 1,1.00
Brian Sengebush,On Premise,231715,Gyp's Tavern,25 Us-206,Sandyston,Sussex,1.00
Brian Sengebush,On Premise,191808,La Mezcalita,331 Rt 46 East,Budd Lake,Morris 1,1.00
Brian Sengebush,On Premise,191704,Stonewood Tavern,239 Us-206 S.,Byram,Sussex,1.00
Brian Sengebush,On Premise,230432,Vfw 5360 Newton(P),85 Mill St,Newton,Sussex,1.00
Brian Sengebush,On Premise,230122,Krogh's Restaurant & Brew Pub,23 White Deer Plaza,Sparta,Sussex,1.00
Brian Sengebush,On Premise,231714,Mountain House Tav & Gril,19 Us-206,Branchville,Sussex,1.00
Brian Sengebush,On Premise,231719,Layton Tavern,124 Co Rd 560,Layton,Sussex,1.00
Brian Sengebush,On Premise,230307,Newton Country Club,25 Club Rd,Newton,Sussex,1.00
Brian Sengebush,On Premise,191405,Pat's Bar (P),390 Howard Blvd,Mt Arlington,Morris 1,1.00
Brian Sengebush,On Premise,230405,Sheridan Lodge (P),631 Limecrest Rd,Newton,Sussex,1.00
Brian Sengebush,On Premise,190205,Sharky's West (P),108 Boonton Ave,Boonton,Morris 1,1.00
Brian Sengebush,On Premise,190905,Rockaway River Barn,11 Greenpond Rd,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,230101,"Tomahawk Lake,Inc",153 Tomahawk Trail,Sparta,Sussex,1.00
Brian Sengebush,Off Premise,191003,Chabons Ii Liq/Bar (A),138 Esponong Rd,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,231710,Lakeside Pub (P),436 Us-206,Branchville,Sussex,1.00
Brian Sengebush,On Premise,191001,Stone Water,125 New Jersey 181,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,231718,Jumboland Diner,438 US-206,Branchville,Sussex,1.00
Brian Sengebush,On Premise,231703,AG Pizza and Restaurant (Branchville),3 Mill St,Branchville,Sussex,1.00
Brian Sengebush,On Premise,230109,Skyview Golf Course (A),226 Lafayette Rd,Sparta,Sussex,1.00
Brian Sengebush,On Premise,191505,Mckenna's Pub (P),260 Espanong Rd,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,Off Premise,231609,Point 5 Lafayette,75 State Route 15,Lafayette,Sussex,1.00
Brian Sengebush,On Premise,191007,Charley's Tavern,57 NJ-181,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,230428,O'reilly Pub (P),271 Spring St,Newton,Sussex,1.00
Brian Sengebush,On Premise,231606,The Lafayette House,75 NJ-15,Lafayette,Sussex,1.00
Brian Sengebush,On Premise,191507,The Windlass Rest (A),45 Nolans Point Park Rd,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,191718,Bell's Mansion,11 Main St,Stanhope,Sussex,1.00
Brian Sengebush,On Premise,190220,Reservoir Tavern(A),92 Parsippany Blvd,Boonton,Morris 1,1.00
Brian Sengebush,On Premise,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,Morris 1,1.00
Brian Sengebush,On Premise,230104,Mohawk House (P),3 S Sparta Ave,Sparta,Sussex,1.00
Brian Sengebush,On Premise,190606,Peace Pipe Cc (P),1 Lee Road,Denville,Morris 1,1.00
Brian Sengebush,On Premise,190219,Columbia Inn,29 Main Rd.,Montville,Morris 1,1.00
Brian Sengebush,On Premise,190903,Taphouse 15,75 NJ-15,Wharton,Morris 1,1.00
Brian Sengebush,On Premise,191523,Rustic Texmex & Sports Bar,47 maxim Drive,Hopatcong,Sales,1.00
Brian Sengebush,On Premise,191104,Chapala Grill - Lake Hopatcong,161 NJ-181,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,190104,Black Rabbit Saloon LLC,8 Main Rd,Montville,Morris 1,1.00
Brian Sengebush,On Premise,191407,Pub 199,199 Howard Blvd,Mt Arlington,Morris 1,1.00
Brian Sengebush,Off Premise,230401,The Greek's,470 Us-206,Newton,Sussex,1.00
Brian Sengebush,On Premise,190815,Sam Adam's Pub (NAFIB4-22-A-0036),Bldg 121a,Picatinny,Morris 1,1.00
Brian Sengebush,On Premise,230113,Industry,6 North Village Blvd,Sparta,Sales,1.00
Brian Sengebush,On Premise,231806,Walpack Inn,Rt 615,Walpack,Sussex,1.00
Brian Sengebush,On Premise,230407,Fountain House (Z),439 NJ-94,Newton,Sussex,1.00
Brian Sengebush,On Premise,191008,Jefferson Diner & Tav(P),5 Bowling Green Parkway,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,190709,Adams (P),123 Hibernia Ave,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,190813,Picatinney Golf(NAFIB4-22-A-0036),Bldg 121b,Picatinny,Morris 1,1.00
Brian Sengebush,On Premise,190615,The Second Half On Main,5 E Main St Ste 15,Denville,Morris 1,1.00
Brian Sengebush,On Premise,1024,Buffalo Wild Wings (Rockaway),343 Mount Hope Ave,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,190921,White Owl Tavern,17 Fern Ave,Wharton,Morris 1,1.00
Brian Sengebush,On Premise,230430,Applebee's Grill(A)Newton,6 North Park Drive,Newton,Sussex,1.00
Brian Sengebush,On Premise,230103,St.Moritz Grill & Bar,9 White Deer Plaza,Sparta,Sussex,1.00
Brian Sengebush,On Premise,191006,Gatwyns II (P),900 Route 15 North,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,On Premise,191818,Holiday Inn,1000 International Dr,Budd Lake,Morris 1,1.00
Brian Sengebush,On Premise,191719,American Lgn Stanhope,119 NJ-183,Stanhope,Sussex,1.00
Brian Sengebush,On Premise,231601,Farmstead Golf (P),88 Lawrence Rd,Lafayette,Sussex,1.00
Brian Sengebush,On Premise,191502,Alice's (Z),24 Nolan Point Park Rd,Lake Hopatcong,Morris 1,1.00
Brian Sengebush,Off Premise,230313,Swartswood,911 Swartswood Rd,Newton,Sussex,1.00
Brian Sengebush,On Premise,230406,Bearbrook Valley,23 Players Blvd,Fredon Township,Sussex,1.00
Brian Sengebush,On Premise,190106,Rails Steakhouse (A),10 Whitehall Road,Towaco,Morris 1,1.00
Brian Sengebush,On Premise,190723,Muldoon's Steak & Pub,301 Mt Hope Ave,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,191618,Polo's Bar And Grill,140 ledgewood ave,Netcong,Morris 1,1.00
Brian Sengebush,On Premise,190914,Colossal Restaurant,392 N Main St,Wharton,Morris 1,1.00
Brian Sengebush,Off Premise,231717,Culver Liquor and Bar,364 Us-206,Branchville,Sussex,1.00
Brian Sengebush,On Premise,190306,Lena y Carbon VII Parsippany,450 N Beverwyck Rd,Parsippany,Morris 1,1.00
Brian Sengebush,On Premise,230304,Mc Q's Pub (P),165 Andover Sparta Rd,Newton,Sussex,1.00
Brian Sengebush,On Premise,190925,Olive Garden Rockaway,323 Mt Hope Ave.,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,230421,The Sizzle BBQ Argentinian Steak House,216 Woodside Ave,Newton,Sussex,1.00
Brian Sengebush,On Premise,191521,Patricks Pub (P),470 River Styx Rd,Hopatcong,Sussex,1.00
Brian Sengebush,On Premise,230411,Cesco's Pizza (P),538 State Route 94 South,Fredon Township,Sussex,1.00
Brian Sengebush,On Premise,190706,Mill Lane Tavern,8 Mill Lane,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,191601,Stoll Street Tavern,100 Stoll St,Netcong,Morris 1,1.00
Brian Sengebush,On Premise,230120,Village Saloon (P),712 Woodport Rd (Rte 181),Sparta,Sussex,1.00
Brian Sengebush,On Premise,190108,Harrigan's Rest. (P),144 Main Rd,Montville,Morris 1,1.00
Brian Sengebush,On Premise,191508,Elks Post 782 (Z),201 Howard Blvd,Mt Arlington,Morris 1,1.00
Brian Sengebush,On Premise,191603,Sabor Latino,136 Main St,Netcong,Morris 1,1.00
Brian Sengebush,On Premise,230111,Rock Island Lake Club,485 Glen Rd,Sparta,Sussex,1.00
Brian Sengebush,On Premise,191802,E & D Liquors (P),382 Us-46 # 3,Budd Lake,Morris 1,1.00
Brian Sengebush,On Premise,190601,Thatcher Mcghee's (A),53 Broadway,Denville,Morris 1,1.00
Brian Sengebush,On Premise,191509,The Beacon,453 River Styx Rd,Hopatcong,Sussex,1.00
Brian Sengebush,On Premise,230424,Moose Lodge 432,214 Co Rd 622,Fredon Township,Sussex,1.00
Brian Sengebush,On Premise,230306,AG Pizza & Restaurant - Newton,131 Newton Sparta Rd,Newton,Sussex,1.00
Brian Sengebush,On Premise,230116,Lake Mohawk Country Club,21 Lake Mohawk Country Club Boardwalk,Sparta,Sussex,1.00
Brian Sengebush,On Premise,230312,Skyland Baseball,94 Championship Place,Augusta,Sussex,1.00
Brian Sengebush,On Premise,190312,The Knoll Country Club & Catering,12 Knoll Lane,Boonton,Morris 1,1.00
Brian Sengebush,On Premise,190102,Lake Valhalla Club (P),13 Vista Rd,Montville,Morris 1,1.00
Brian Sengebush,On Premise,190707,The Exchange,160 E Main St,Rockaway,Morris 1,1.00
Brian Sengebush,On Premise,230422,Boomer Bar (P) & Grill,1 Co Rd 521,Newton,Sussex,1.00
Brian Sengebush,On Premise,230702,Hyde-Away Rest & Tap Room,901 Co Rd 521,Newton,Sussex,1.00
