Product,Inventory,Purchases,Invoices,Pending Invoices,Loaded,Picked,Delivered,Unsellable,In Production,On-Floor,Pre-Sales,Allocated,Available
5250 Great Lakes Hazecraft Hazy IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5290 Great Lakes Lemon Hefeweizen 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5278 Great Lakes Barrel Aged Christmas Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5231 Great Lakes Christmas Ale Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,2, (2)
5230 Great Lakes Christmas Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,4, (4)
5235 Great Lakes Conway's Irish Ale Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5236 Great Lakes Conway's Irish Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5205 Great Lakes Dortmunder Gold Lager Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5206 Great Lakes Dortmunder Gold Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5293 Great Lakes Tropicoastal IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5209 Great Lakes Eliot Ness Amber Lager Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5210 Great Lakes Eliot Ness Amber Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5289 Great Lakes Lemon Hefeweizen 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5207 Great Lakes Edmund Fitzgerald Porter Keg 15.5 Gal Keg,9,0,0,0,0,0,0,0,0,9,0,10, (1)
5208 Great Lakes Edmund Fitzgerald Porter 5.2 Gal Keg,7,0,0,0,0,0,0,0,0,7,0,0,7
5215 Great Lakes Nosferatu 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5265 Great Lakes Ohio City Oatmeal Stout 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5213 Great Lakes Oktoberfest Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,10, (10)
5214 Great Lakes Oktoberfest 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,2, (2)
5281 Great Lakes Gimme Five Variety 1/15/12 oz,0,0,0,0,0,0,0,0,0,0,0,0,0
5245 Great Lakes Lk Erie Mon 6/4/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5228 Great Lakes Nosferatu 6/4/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5266 Great Lakes Ohio City Oatmeal Stout 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5227 Great Lakes Oktoberfest 2/12/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5226 Great Lakes Oktoberfest 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
5271 Great Lakes Christmas Ale 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5288 Great Lakes Mexican Lager 4/6/12 oz Can, (1),0,0,0,0,0,0, (1),0,0,0,0,0
5251 Great Lakes Hazecraft Hazy IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5295 Great Lakes Dank Demon 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5296 Great Lakes Tropicoastal IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5297 Great Lakes Lemon Hefeweizen 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5298 Great Lake Mexican Lager with Lime 5.2 Gal Keg,2,0,0,0,0,0,0,0,0,2,0,0,2
5299 Great Lakes Crushworthy Lo-Cal Citrus Wheat 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5300 Great Lakes Crushworthy Variety 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5301 Great Lakes Crushworthy Watermelon 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5302 Great Lakes Ruby's Revenge Imperial Grapefruit IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5303 Great Lakes Ruby's Revenge Imperial Grapefruit IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5304 Great Lakes Ohio City Oatmeal Stout 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5305 Great Lakes Dank Demon Imperial IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5306 Great Lakes Hop Madness IPA Variety 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5307 Great Lakes Vibacious Double IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5308 Great Lakes Vibacious Double IPA 1/15/19.2 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5309 Great Lakes Kick Around POG Tart Ale 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5311 Great Lakes Kick Around POG Tart Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5312 Great Lakes Cookie Exchange 4/6/12 oz Can,6,0,0,0,0,0,0,5,0,1,0,0,1
5313 Great Lakes Holiday 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5314 Great Lakes Barrel Aged Christmas Ale 16oz 4PK Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5315 Great Lakes Eliot Ness 4/6/12 oz Can,51,0,0,0,0,0,0,0,0,51,1,0,50
5316 Great Lakes Edmund Fitzgerald 4/6/12 oz Can,31,0,0,0,0,0,0, (1),0,32,0,0,32
5317 Great Lakes Juicy Vibacious 4/6/12 oz Can,11,0,0,0,0,0,0,10,0,1,0,0,1
5318 Great Lakes Midwest IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5319 Great Lakes Midwest IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5321 Great Lakes Midwest IPA Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5322 Great Lakes Juicy Vibacious 1/15/19.2 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5323 Great Lakes Strawberry Pineapple Wheat 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5324 Great Lakes Oktoberfest 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5325 Great Lakes Christmas Ale 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5326 Great Lakes Conway's Irish Ale 4/6/12 oz Can, (1),0,0,0,0,0,0, (1),0,0,0,0,0
5327 Great Lakes Mix 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5328 Great Lakes Mexican Lager with Lime 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5329 Great Lakes Rally Drum Shandy 4/6/12 oz Can, (4),0,0,0,0,0,0, (4),0,0,2,0, (2)
5330 Great Lakes Rally Drum Shandy 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5331 Great Lakes Rally Drum Shandy Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5333 Great Lakes Rally Drum Shandy 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5334 Great Lakes Fruit Madness 2/12/12 oz Can,2,0,0,0,0,0,0,2,0,0,1,0, (1)
5335 Great Lakes Barrel Aged Christmas Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5336 Great Lakes Conway's Irish Stout 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5337 Great Lakes Conway's Irish Party Pack 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5338 Great Lakes Conway's Irish Stout 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5339 Great Lakes Sunshine Party Pack 2/12/12 oz Can, (1),0,0,0,0,0,0, (5),0,4,2,0,2
5341 Great Lakes Rocket Pop 4/6/12 oz Can,1,0,0,0,0,0,0,1,0,0,0,0,0
5342 Great Lakes Independence IPA 4/6/12 oz Can,3,0,0,0,0,0,0, (4),0,7,0,0,7
5343 Great Lakes Variety Pack 2/12/12 oz Can,17,0,0,0,0,0,0,0,0,17,0,0,17
5344 Great Lakes Biergarten Party Pack 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
94114 Float Shoppe THC Orange Creamsicle 10MG 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,181,0,0,0,1,0,0,17,0,163,6,28,129
Harpoon Brewery,,,,,,,,,,,,,
7630 Long Trail Ale 4/6/12 oz Btl,204,0,0,0,13,0,0,0,0,191,0,0,191
7697 Long Trail BlackBeary Wheat 4/6/12 oz Btl,28,0,0,0,2,0,0,2,0,24,0,0,24
7647 Long Trail Blackbeary Wheat 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7634 Long Trail Double Bag 4/6/12 oz Btl,66,0,0,0,3,0,0,0,0,63,0,0,63
7641 Long Trail Harvest Ale 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
7644 Long Trail Hibernator 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
7652 Long Trail IPA Variety 2/12/12 oz Can,96,0,0,0,2,0,0, (4),0,98,0,0,98
7660 Long Trail Hit the Trail 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7659 Long Trail Juic'd 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7655 Long Trail Little Anomaly 1/15/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7657 Long Trail Slackline 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7658 Long Trail Splin Sun 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7636 Long Trail Summer Ale 4/6/12 oz Btl,0,0,0,0,0,0,0, (1),0,1,0,0,1
7635 Long Trail Survival 2/12/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
7656 Long Trail Can Sampler 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7642 Long Trail Trail Hopper IPA 1/18/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7651 Long Trail Vermont Double IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7664 Long Trail Ski Vermont 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7649 Long Trail Vermont IPA 4/6/12 oz Can,162,0,0,0,6,0,0,11,0,145,0,0,145
7661 Long Trail Northwest IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7601 Long Trail Ale Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7602 Long Trail Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7613 Long Trail Harvest Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7614 Long Trail Hibernator Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7662 Long Trail Northwest IPA Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7615 Long Trail Hibernator 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7663 Long Trail Northwest IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7608 Long Trail Summer Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7607 Long Trail Summer Ale Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7620 Long Trail Vermont IPA Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7621 Long Trail Vermont IPA 5.2 Gal Keg,12,0,0,0,0,0,0,0,0,12,0,0,12
5926 Otter Creek Bonus Stage IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5917 Otter Creek 1/24/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5910 Otter Creek Daily Dose 1/15/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5927 Otter Creek Drip Drop Coffee Stout 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5916 Otter Creek Free Flow 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5915 Otter Creek IPA Power 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5904 Otter Creek Bonus Stage IPA Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5905 Otter Creek Bonus Stage IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5921 Otter Creek Free Flow Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5922 Otter Creek Free Flow 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5924 Otter Creek Octoberfest 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5972 Shed Mountain Ale Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5978 Shed Mountain Pumpkin Ale Keg 15.5 Gal Keg,3,0,0,0,0,0,0,0,0,3,0,0,3
5973 Shed Mountain Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5974 Shed Tiny Mountain 1/15/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
36 Pre-Order Test,0,0,0,0,0,0,0,0,0,0,0,0,0
5979 Shed Mountain Coffee Stout Keg 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
5992 Shed Mountain Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
5993 Shed Mountain IPA 6/4/16.9 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7619 Long Trail Blackbeary Wheat 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
7665 Long Trail Ski The East 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7666 Long Trail Trail Hopper 1/15/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7667 Long Trail Blackberry Wheat 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7668 Long Trail Wyman's Wild Blueberry Shandy 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7693 Long Trail Blackberry CBD Seltzer N/A 12 oz 4PK Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7694 Long Trail Blueberry Melon CBD Seltzer N/A 12 oz 4PK Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7695 Long Trail Raspberry Lime CBD Seltzer N/A 12 oz 4PK Can,0,0,0,0,0,0,0,0,0,0,0,0,0
7696 Long Trail Ale Limbo IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,571,0,0,0,26,0,0,8,0,537,0,0,537
Heineken USA,,,,,,,,,,,,,
2012 Amstel Light 2/12/12 oz Can,163,0,0,0,34,0,0,0,0,129,0,0,129
2010 Amstel Light 2/12/12 oz Btl,211,0,0,0,19,0,0, (9),0,201,0,0,201
2006 Amstel Light 4/6/12 oz Btl,555,0,0,0,19,0,0,1,0,535,0,0,535
2008 Amstel Light 1/24/12 oz Loose Btl,163,0,0,0,2,0,0,2,0,159,0,0,159
2001 Amstel Light 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
1803 Heineken 20 L Keg (5.28 Gal Keg),5,0,0,0,0,0,0,0,0,5,0,0,5
2003 Amstel Light 20 L Keg (5.28 Gal),0,0,0,0,0,0,0,0,0,0,0,0,0
2160 Bohemia 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
9410 Buckler NA 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
2150 Carta Blanca 4/6/12 oz Btl,78,0,0,0,0,0,0,12,0,66,0,0,66
2151 Carta Blanca 1/12/32 oz Btl,104,0,0,0,3,0,0,0,0,101,0,0,101
2101 Dos Equis Amber 15.5 Gal Keg,18,0,0,0,1,0,0,0,0,17,0,0,17
2116 Dos Equis Amber 2/12/12 oz Btl,113,0,0,0,0,0,0,3,0,110,0,0,110
2115 Dos Equis Amber 4/6/12 oz Btl,124,0,0,5,2,0,2,9,0,108,0,0,108
2112 Dos Equis Lager 2/12/12 oz Can,139,0,0,0,0,0,0, (4),0,143,0,0,143
2111 Dos Equis Lager 2/12/12 oz Btl,467,0,0,6, (1),0,0, (19),0,481,0,0,481
2110 Dos Equis Lager 4/6/12 oz Btl,515,0,0,9,12,0,3,1,0,493,5,0,488
2114 Dos Equis Lager 1/24/12 oz Loose Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
2102 Dos Equis Lager 15.5 Gal Keg,21,0,0,0,0,0,0,0,0,21,0,0,21
1816 Heineken 2/12/12 oz Can,"3,613",0,0,25,134,0,0, (5),0,"3,459",43,0,"3,416"
1814 Heineken 4/6/12 oz Can,"1,025",0,0,1,11,0,0,0,0,"1,013",3,0,"1,010"
1812 Heineken 2/12/12 oz Btl,"5,449",0,0,0,107,0,0,18,0,"5,324",0,0,"5,324"
1813 Heineken 1/18/12 oz Btl,663,0,0,0,0,0,0,1,0,662,18,0,644
1806 Heineken 4/6/12 oz Btl,"9,092",0,0,17,272,0,1, (36),0,"8,837",37,0,"8,800"
1808 Heineken 1/24/12 oz Loose Btl,"10,868",0,0,72,124,336,0, (225),0,"10,561",147,0,"10,414"
1822 Heineken 1/24/12 oz Loose Can,"2,588",0,0,0,34,0,0,5,0,"2,549",0,0,"2,549"
1817 Heineken 6/4/16 oz Can,"3,171",0,0,7,29,0,7,7,0,"3,128",5,0,"3,123"
1818 Heineken 1/12/22 oz Btl,"1,292",0,0,7,31,0,1,12,0,"1,241",2,0,"1,239"
1820 Heineken 1/12/24 oz Can,"2,328",0,0,14,97,0,2, (16),0,"2,231",17,0,"2,214"
1824 Heineken 2/5 L Keg Can,121,0,0,0,0,0,0,1,0,120,0,0,120
1804 Heineken 4/6/7 oz Btl,"2,177",0,0,3,69,0,0, (127),0,"2,232",15,0,"2,217"
1828 Heineken 1/24/7 oz Loose Btl,"3,385",0,0,117,58,0,0,0,0,"3,210",15,0,"3,195"
1805 Heineken 2/12/8.5 oz Can,339,0,0,10,6,0,0,2,0,321,0,0,321
1801 Heineken 13.2 Gal Keg,108,0,0,3,4,0,1,5,0,96,0,0,96
1872 Heineken 0.0 2/12/11.2 oz Can,348,0,0,0, (2),0,0,1,0,349,0,0,349
1871 Heineken 0.0 4/6/11.2 oz Can,141,0,0,0,3,0,0,8,0,130,3,0,127
1870 Heineken 0.0 4/6/11.2 oz Btl,"1,310",0,0,9,84,0,1,32,0,"1,185",10,0,"1,175"
1916 Heineken Light 2/12/12 oz Can,724,0,0,4,23,0,7, (5),0,695,12,0,683
1910 Heineken Light 2/12/12 oz Btl,733,0,0,15,11,0,0,2,0,705,0,0,705
1913 Heineken Light 1/18/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
1906 Heineken Light 4/6/12 oz Btl,"1,018",0,0,6,12,0,1,2,0,998,7,0,991
1908 Heineken Light 1/24/12 oz Loose Btl,885,0,0,0,17,0,0,91,0,777,2,0,775
1918 Heineken Light 1/12/22 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
1922 Heineken Light 1/24/12 oz Loose Can,89,0,0,0,5,0,0, (9),0,93,0,0,93
7201 Murphy's Irish Stout 30 L Keg (7.9 Gal),0,0,0,0,0,0,0,0,0,0,0,0,0
7210 Murphy's Irish Stout 6/4/14.9 oz Can,151,0,0,0,0,0,0,17,0,134,0,0,134
2212 Newcastle Brown Ale 2/12/11.2 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
2210 Newcastle Brown Ale 4/6/11.2 oz Btl,127,0,0,0,2,0,0, (4),0,129,0,0,129
2340 Prestige 4/6/12 oz Btl,131,0,0,5,0,0,0,6,0,120,6,0,114
2351 Red Stripe 2/12/11.2 oz Btl,456,0,0,10,6,0,0,3,0,437,5,0,432
2350 Red Stripe 4/6/11.2 oz Btl,531,0,0,14,7,0,0,13,0,497,5,0,492
2352 Red Stripe 1/12/24 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
2353 Red Stripe 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
2276 Strongbow Variety 1/36/8.5 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2265 Strongbow Gold 4/6/11.2 oz Btl,117,0,0,1,3,0,0,3,0,110,2,0,108
2264 Strongbow Orig Dry 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
2132 Tecate 2/12/12 oz Can,180,0,0,0,8,0,0,2,0,170,6,0,164
2138 Tecate 1/30/12 oz Can,172,0,0,0,1,0,0,7,0,164,0,0,164
2133 Tecate 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2141 Tecate 1/24/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2130 Tecate 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
2131 Tecate 1/12/24 oz Can,"1,803",0,0,5,17,0,0,0,0,"1,781",0,0,"1,781"
2140 Tecate Michelada 1/12/24 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2136 Tecate Light 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
1821 Heineken Aluminum 1/24/11.2 oz Btl,96,0,0,0,0,0,0,0,0,96,0,0,96
1831 Heineken Silver 4/6/12 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
1833 Heineken Silver 2/12/12 oz Btl,189,0,0,0,3,0,0, (5),0,191,0,0,191
1834 Heineken Silver 2/12/12 oz Can,180,0,0,0,3,0,0,0,0,177,0,0,177
1835 Heineken Silver 1/12/24 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
1836 Heineken Silver 1/24/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
1873 Heineken 0.0 2/12/11.2 oz Btl,36,0,0,4, (4),0,0, (5),0,41,10,0,31
1874 Heineken 0.0 1/24/11.2 oz Loose Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
1881 Heineken 0.0 Ultimate 4/6/11.2 oz Btl,96,0,0,0,3,0,0,1,0,92,0,0,92
1882 Heineken 0.0 Ultimate 2/12/11.2 oz Can,162,0,0,0,2,0,0, (1),0,161,0,0,161
2118 Dos Equis Lime & Salt 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2119 Dos Equis Lager Variety 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2122 Dos Equis Lime & Salt 1/12/24 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2123 Dos Equis Ranch Water Variety 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2124 Dos Equis Classic Lime Margarita 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2155 Dos Equis Lager 1/5/1 L Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2156 Dos Equis Lager Keg 20 L Keg (5.28 Gal),0,0,0,0,0,0,0,0,0,0,0,0,0
2157 Dos Equis Lager 4/6/7 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
200721 Dos Equis Mango Margarita 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200722 Red Stripe Mojito 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200723 Red Stripe Rum Punch 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"58,570",0,0,369,"1,271",336,26, (203),0,"56,785",375,0,"56,410"
Hofbrauhaus USA,,,,,,,,,,,,,
3331 Hofbrau Orig 2/5 L Keg Can,0,0,0,0,0,0,0,0,0,0,2,0, (2)
3314 Hofbrau Dunkel 4/6/11.2 oz Btl,471,0,0,0,7,0,0,2,0,462,1,0,461
3302 Hofbrau Dunkel 13.2 Gal Keg,21,0,0,0,0,0,0,0,0,21,0,0,21
3334 Hofbrau Hefeweizen Dunkel 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
3303 Hofbrau Hefe Weizen 13.2 Gal Keg,5,0,0,0,0,0,0,1,0,4,0,0,4
3316 Hofbrau Hefe Weizen 4/6/11.2 oz Btl,408,0,0,0,6,0,0,7,0,395,2,0,393
3318 Hofbrau Hefe Weizen 1/20/16.9 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
3305 Hofbrau Maibock 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
3322 Hofbrau Maibock 4/6/11.2 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
3308 Hofbrau Amber Marzen 13.2 Gal Keg,6,0,0,0,0,0,0,0,0,6,0,7, (1)
3304 Hofbrau Oktoberfest 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
3330 Hofbrau Oktoberfest 2/5 L Keg Can,0,0,0,0,0,0,0,0,0,0,0,360, (360)
3320 Hofbrau Oktoberfest 4/6/11.2 oz Btl,"1,357",0,0,0,3,0,0,0,0,"1,354",0,0,"1,354"
3321 Hofbrau Oktoberfest 1/24/11.2 oz Loose Btl,0,0,0,0,0,0,0,0,0,0,0,"1,026"," (1,026)"
3301 Hofbrau Original 13.2 Gal Keg,12,0,0,0,0,0,0, (1),0,13,6,8, (1)
3310 Hofbrau Original 4/6/11.2 oz Btl,767,0,0,0,21,0,0,2,0,744,3,0,741
3312 Hofbrau Original 1/20/16.9 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
3333 Hofbrau Session Lager 6/4/16.9 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
3332 Hofbrau Delicator 2/5 L Keg Can,0,0,0,0,0,0,0,0,0,0,0,0,0
3323 Hofbrau Delicator 4/6/11.2 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
3311 Hofbrau Original 1/24/11.2 oz Loose Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
3324 Hofbrau Helles Lager 6/4/16.9 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
3335 Hofbrau Delicator 13.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
3336 Hofbrau Oktoberfest 6/4/16.9 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"3,047",0,0,0,37,0,0,11,0,"2,999",14,"1,401","1,584"
HOP WTR,,,,,,,,,,,,,
9021 HOP WTR Classic 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
9022 HOP WTR Mango 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
9023 HOP WTR Lime 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
9024 HOP WTR Blood Orange 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
9025 HOP WTR Variety 2/12/12 oz Can,25,0,0,0,0,0,0,7,0,18,0,0,18
9026 Hop WTR Ruby Red Grapefruit 4/6/11.2 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
9027 HOP WTR Peach 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,25,0,0,0,0,0,0,7,0,18,0,0,18
Hornell Brewing Company,,,,,,,,,,,,,
