Product,Inventory,Purchases,Invoices,Pending Invoices,Loaded,Picked,Delivered,Unsellable,In Production,On-Floor,Pre-Sales,Allocated,Available
12157 Dogfish Head Czech Spresso 4/6/12 oz Can,37,0,0,0,0,0,0,11,0,26,0,0,26
12158 Dogfish Head Citrus Day Dream 4/6/12 oz Can,148,0,0,3,0,0,0,11,0,134,0,0,134
12159 Dogfish Head Aprihop IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
83001 Hard Mountain Dew Baja Blast 1/12/24 oz Can,123,0,0,0,4,0,0,2,0,117,0,0,117
83002 Hard Mountain Dew Baja Blast Mix 2/12/12 oz Can,145,0,0,3,0,0,0,2,0,140,0,0,140
83003 Hard Mountain Dew Mix 2/12/12 oz Can,56,0,0,3,5,0,0,3,0,45,0,0,45
83004 Hard Mountain Dew Original 1/12/24 oz Can,52,0,0,0,2,0,0,0,0,50,0,0,50
83051 Lytt Tropical Punch 1/24/6.8 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
83052 Lytt Strawberry Rita 1/24/6.8 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
83053 Lytt Peach Mango 1/24/6.8 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
83054 Lytt Long Island Iced Tea 1/24/6.8 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
83055 Lytt Grape 1/24/6.8 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
83056 Lytt Blue Raspberry 1/24/6.8 oz Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
200608 Dogfish Head Bar Cart Variety 3/8/12 oz Can,373,0,0,0,10,0,0, (35),0,398,7,0,391
200612 Dogfish Head Alternate Takes #3 6/750 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
200613 Dogfish Head Punkin Liqueur 12/375 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
200614 Dogfish Head Let's Get Lost 6/750 mL Btl,2,0,0,0,0,0,0,2,0,0,0,0,0
200615 Dogfish Head Tropical Crush Variety 3/8/12 oz Can,140,0,0,0,9,0,0, (22),0,153,6,0,147
200616 Dogfish Head Grapefruit & Pomegranate Vodka Crush 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200617 Dogfish Head Rum Mai Tai Pineapple Orange 6/4/12 oz Can, (3),0,0,0,2,0,0, (7),0,2,0,0,2
200618 Dogfish Head Vodka Mule Passion Fruit Citrus 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200619 Dogfish Head Tequila Margarita Strawberry Lime 6/4/12 oz Can,415,0,0,0,3,0,0,0,0,412,0,0,412
200620 Dogfish Head Alternate Takes #4 6/750 mL Btl,12,0,0,0,0,0,0,1,0,11,0,0,11
200621 Dogfish Head Awe-Spray Vodka 6/750 mL,9,0,0,0,0,0,0,4,0,5,0,0,5
200622 Dogfish Head Analog Vodka 750 ML Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0
200623 Dogfish Head Sonic Archeology 750 ML Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0
200624 Dogfish Head Straight Whiskey 750 ML Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0
200625 Dogfish Head Let's Get Lost 750 ML Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0
200626 Dogfish Head Alternate Takes #4 750 ML Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0
200627 Dogfish Head Awe-Spray Vodka 750 ML Bottle,0,0,0,0,0,0,0,0,0,0,0,0,0
200628 Dogfish Head Blueberry Lemondrop 6/4/12 oz Can,92,0,0,0,4,0,0,8,0,80,0,0,80
200629 Dogfish Head Tequila Margarita 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200630 Dogfish Head Peach Mango Rum Punch 6/4/12 oz Can,77,0,0,0,2,0,0, (17),0,92,2,0,90
200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,"2,592",0,0,17,44,0,2, (25),0,"2,556",5,0,"2,551"
200632 Sun Cruiser Classic Iced Tea 6/4/12 oz Can,348,0,0,0,9,0,0, (61),0,400,0,0,400
200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,268,0,0,0,5,0,0, (9),0,272,0,0,272
200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,812,0,0,0,26,0,0,52,0,734,7,0,727
200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,0,0,0,0,0,0,0, (2),0,2,0,0,2
200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,173,0,0,8,43,0,2, (49),0,171,1,0,170
200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,747,0,0,0,25,0,0, (8),0,730,0,0,730
200638 Sun Cruiser Classic Iced Tea 1/12/24 oz Can,4,0,0,0,0,0,0,5,0, (1),0,0, (1)
200639 Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,23,0,0,0, (5),0,0, (1),0,29,0,0,29
200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,249,0,0,0,0,0,0,36,0,213,0,0,213
200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,397,0,0,3,14,0,3,49,0,331,0,0,331
200642 Sun Cruiser Vodka Pink Lemonade 1/12/24 oz Can,14,0,0,0,0,0,0,0,0,14,0,0,14
200651 Truly Vodka Soda Blackberry & Lemon 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200652 Truly Vodka Seltzer Cherry & Lime 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200653 Truly Vodka Seltzer Blackberry & Lemon 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,42, (42)
200654 Truly Vodka Seltzer Pineapple & Cranberry 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200655 Truly Vodka Soda Twist of Flavor Variety 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200656 Truly Vodka Seltzer Cherry & Lime 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200657 Truly Vodka Soda Classic Variety 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200658 Truly Vodka Soda Mango 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200659 Truly Vodka Soda Paradise 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200661 Truly Tequila Soda Lime 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200662 Truly Tequila Soda Pineapple Guava 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200663 Truly Tequila Soda Variety 3/8/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,"1,190",0,0,11,29,0,4,18,0,"1,131",7,0,"1,124"
200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,"3,436",0,0,0,73,0,0, (164),0,"3,527",1,0,"3,526"
200666 Sun Cruiser Iced Tea Vodka Variety 1/18/12 oz Can,1,0,0,0,0,0,0,1,0,0,0,0,0
200667 Sun Cruiser Lemonade 1/12/24 oz Can,0,0,0,0,0,0,0, (2),0,2,0,0,2
200668 Sun Cruiser Lemonade Variety Pack 2/12/12 oz Can,558,0,0,0,19,0,0,4,0,535,2,0,533
200669 Sun Cruiser Classic Lemonade 6/4/12 oz Can,261,0,0,0,2,0,0,70,0,189,0,0,189
200670 Sun Cruiser Pink Lemonade 6/4/12 oz Can,168,0,0,0,3,0,0,34,0,131,1,0,130
200671 Sun Cruiser Sampler Variety Pack 2/12/12 oz Can,612,0,0,0,9,0,0, (7),0,610,0,0,610
200672 Sun Cruiser Classic Iced Tea 1/12/19.2 oz Can,269,0,0,1,8,0,1,97,0,163,0,0,163
200673 Sun Cruiser Pink Lemonade 1/12/19.2 oz Can,82,0,0,3,7,0,3,35,0,37,1,0,36
200674 Sun Cruiser Classic Lemonade 1/12/19.2 oz Can,149,0,0,0,3,0,0, (1),0,147,0,0,147
200675 Sun Cruiser Lemonade Iced Tea 1/12/19.2 oz Can,195,0,0,0,12,0,0,24,0,159,2,0,157
200676 Sun Cruiser Blueberry Lemonade 3/8/12 oz Can,361,0,0,0,37,0,0,0,0,324,0,0,324
200677 Sun Cruiser Blueberry Lemonade 1/12/19.2 oz Can,128,0,0,0,3,0,0,2,0,123,1,0,122
200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,476,0,0,0,16,0,0, (1),0,461,2,0,459
200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,389,0,0,0,4,0,0,16,0,369,0,0,369
200680 Sun Cruiser White Tea Variety 3/8/12 oz Can,201,0,0,5,3,0,0, (10),0,203,1,0,202
200711 Sinless Vodka Cranberry 6/4/12 oz Can,88,0,0,0,1,0,0,4,0,83,0,0,83
200712 Sinless Vodka Pineapple 6/4/12 oz Can,114,0,0,0,1,0,0,3,0,110,0,0,110
200713 Sinless Vodka Black Cherry 6/4/12 oz Can,101,0,0,0,1,0,0,5,0,95,0,0,95
200714 Sinless Vodka Variety Pack 3/8/12 oz Can,446,0,0,0,8,0,0,1,0,437,0,0,437
Total,"40,868",0,0,140,"1,435",0,49,43,0,"39,249",459,351,"38,439"
Brewt's LLC,,,,,,,,,,,,,
9431 Brewt's Bloody Caesar 1/6/946 mL Btl,64,0,0,0,0,0,0, (1),0,65,0,0,65
9432 Brewt's Bloody Mary 1/6/946 mL Btl,40,0,0,0,0,0,0,5,0,35,0,0,35
9433 Brewt's Lavender Margarita 1/6/946 mL Btl,24,0,0,0,0,0,0, (1),0,25,0,0,25
9434 Brewt's Spicy Jalapeno Margarita 1/6/946 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
9435 Brewt's Margarita 1/6/946 mL Btl,59,0,0,0,0,0,0, (5),0,64,0,0,64
Total,187,0,0,0,0,0,0, (2),0,189,0,0,189
Buzbee's Beverages USA LLC,,,,,,,,,,,,,
9401 Buzbee's Blood Orange 6/4/200 mL Btl,26,0,0,0,0,0,0,1,0,25,0,0,25
9402 Buzbee's Ginger Beer 6/4/200 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
9403 Buzbee's Mango 6/4/200 m LBtl,12,0,0,0,0,0,0, (1),0,13,0,0,13
9404 Buzbee's Pink Grapefruit 6/4/200 mL Btl,19,0,0,0,0,0,0,1,0,18,0,0,18
Total,57,0,0,0,0,0,0,1,0,56,0,0,56
Bws Imports,,,,,,,,,,,,,
3220 Good Day Soju Blueberry 20/360 mL Btl,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape May,,,,,,,,,,,,,
13101 Cape May Always Ready Hazy Pale Ale 4/6/12 oz Can,65,0,0,6,14,0,1,7,0,38,4,0,34
13102 Cape May Always Ready Hazy Pale Ale Keg 15.5BBL,0,0,0,0,0,0,0,0,0,0,0,0,0
13103 Cape May Always Ready Hazy Pale Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13104 Cape May Bay Daze Session Sour Ale 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13105 Cape May Bay Daze Keg 15.5BBL,0,0,0,0,0,0,0,0,0,0,0,0,0
13106 Cape May Bay Daze 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13107 Cape May Beach to Bay 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13108 Cape May Beach to Bay 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13109 Cape May Bed of Shells 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13110 Cape May Boat Ramp Champ Helles-Style Lager 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13111 Cape May IPA 4/6/12 oz Can,123,0,0,4,27,0,1,7,0,85,3,0,82
13112 Cape May IPA 2/12/12 oz Can,129,0,0,4,16,0,0, (9),0,118,0,0,118
13113 Cape May IPA 1/12/19.2 oz Can,64,0,0,0,1,0,0,8,0,55,0,0,55
13114 Cape May IPA 15.5 Gal Keg,7,0,0,2,3,0,0,0,0,2,0,2,0
13115 Cape May IPA 5.2 Gal Keg,9,0,0,0,0,0,0, (1),0,10,0,0,10
13117 Cape May White 4/6/12 oz Can,48,0,0,0,0,0,0,48,0,0,0,0,0
13118 Cape May White Keg 15.5BBL,4,0,0,0,1,0,0,1,0,2,0,0,2
13119 Cape May White 5.2 Gal Keg,8,0,0,0,0,0,0,1,0,7,0,0,7
13120 Cape May Coastal Evacuation Double IPA 4/6/12 oz Can,221,0,0,2,13,0,2,4,0,202,0,0,202
13121 Cape May Coastal Evacuation Double IPA Keg 15.5BBL,4,0,0,0,0,0,0, (1),0,5,0,0,5
13122 Cape May Coastal Evacuation Double IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13123 Cape May Crushin It Orange IPA 4/6/12 oz Can,14,0,0,0,0,0,0,17,0, (3),0,0, (3)
13124 Cape May Devil's Reach Belgian-Style 4/6/12 oz Can,3,0,0,0,0,0,0,3,0,0,0,0,0
13125 Cape May Devil's Reach Belgian-Style 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13126 Cape May Devil's Reach Belgian-Style 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,1, (1)
13127 Cape May Hard Lemonade 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13128 Cape May Hard Ice Tea 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13129 Cape May Honey Porter Keg 15.5BBL,0,0,0,0,0,0,0,0,0,0,0,0,0
13130 Cape May Honey Porter 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13131 Cape May Longliner Lager 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13132 Cape May Longliner Lager Keg 15.5BBL,0,0,0,0,0,0,0,0,0,0,0,0,0
13133 Cape May Longliner Lager 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13134 Cape May Oktoberfest 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13135 Cape May Oktoberfest Keg 15.5BBL,0,0,0,0,0,0,0,0,0,0,0,0,0
13136 Cape May Oktoberfest 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13137 Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,1,0,0,0,0,0,0,0,0,1,0,0,1
13138 Cape May Pick of The Batch Pumpkin Ale Keg 15.5BBl,0,0,0,0,0,0,0,0,0,0,0,0,0
13139 Cape May Pick of The Batch Pumpkin Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13140 Cape May Core Variety 2/12/12 oz Can, (2),0,0,1,0,0,0, (10),0,7,1,0,6
13141 Cape May OOC 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13142 Cape May OOC 2/12/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13143 Cape May OOC 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13144 Cape May Honey Porter 4/6/12 oz Can,20,0,0,0,0,0,0,9,0,11,0,0,11
13145 Cape May Tan Limes Mexican-Style Lager 4/6/12 oz Can,88,0,0,2,10,0,0,20,0,56,2,0,54
13146 Cape May The Grove Citrus Shandy 4/6/12 oz Can,5,0,0,0,0,0,0,6,0, (1),0,0, (1)
13147 Cape May Crushin' It Mango IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13148 Cape May Hazy Dawn Double IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13149 Cape May The Bog Cranberry Shandy 4/6/12 oz Can,23,0,0,0,1,0,0,8,0,14,0,0,14
13150 Cape May Dive Master 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13151 Cape May Mexican Coffee Stout 4/6/12 oz Can,10,0,0,0,0,0,0,3,0,7,0,0,7
13152 Cape May Mexican Coffee Stout 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13153 Cape May Snag and Drop Triple IPA 6/4/16 oz Can,1,0,0,0,0,0,0,0,0,1,0,0,1
13154 Cape May Key Lime Corrosion 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13155 Cape May Hazy Dawn Double IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13156 Cape May IPA Variety 2/12/12 oz Can,66,0,0,0,10,0,0, (17),0,73,0,0,73
13157 Cape May Crushin'It Pineapple IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13158 Cape May Crushin' It Orange IPA 5.2 Gal Keg,18,0,0,0,0,0,0,0,0,18,0,0,18
13159 Cape May Sea Seeker 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13160 Cape May The Grove Citrus Shandy 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13161 Cape May Ghost Tracks Double IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13162 Cape May Merry & Brite 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13163 Cape May Coastal Evacuation Double IPA 1/12/19.2 oz Can,33,0,0,0,0,0,0,14,0,19,0,0,19
13164 Cape May Devil's Reach Belgian Style Ale 1/12/19.2 oz Can,4,0,0,0,0,0,0,4,0,0,0,0,0
13165 Cape May Cosmic Shores Hazy IPA 4/6/12 oz Can,3,0,0,0,0,0,0, (4),0,7,1,0,6
13166 Cape May Light Lager 4/6/12 oz Can, (1),0,0,0,0,0,0, (5),0,4,0,0,4
13167 Cape May Follow the Gull IPA 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13168 Cape May Tan Limes Mexican Style Lager 5.2 Gal Keg,7,0,0,0,0,0,0,1,0,6,0,0,6
13169 Cape May Crushin' It Blueberry Lemon IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13170 Cape May The Bog Cranberry Shandy 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13171 Cape May Crushin' It Blueberry Lemon IPA 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13172 Cape May Signal Watch IPA 6/4/16 oz Can, (1),0,0,0,0,0,0, (1),0,0,0,0,0
13173 Cape May Mop Water 4/6/12 oz Can,1,0,0,0,0,0,0,0,0,1,0,0,1
13174 Cape May Mop Water 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13175 Cape May Merry & Brite 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13176 Cape May Ghost Tracks IPA 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13177 Cape May Follow The Gull Hazy IPA 4/6/12 oz Can,72,0,0,1,4,0,0,0,0,67,0,0,67
13178 Cape May Follow The Gull 15.5 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
13179 Cape May Follow The Gull Hazy IPA 5.2 Gal Keg,4,0,0,0,0,0,0,0,0,4,0,0,4
13180 Cape May Coastal Evacuation Double IPA 2/12/12 oz Can, (6),0,0,0,0,0,0, (7),0,1,0,0,1
13181 Cape May Crushin'It Variety Pack 2/12/12 oz Can,270,0,0,0,5,0,0, (3),0,268,1,0,267
13182 Cape May City to Shore 6/4/16 oz Can, (1),0,0,0,0,0,0, (4),0,3,0,0,3
13183 Cape May City to Shore 5.2 Gal Keg,4,0,0,0,0,0,0,0,0,4,0,0,4
13184 Cape May Sunny Stand Passionfruit Wheat 4/6/12 oz Can,4,0,0,0,1,0,0,1,0,2,0,0,2
13185 Cape May Anniversary Ale 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
13186 Cape May Anniversary Ale 5.2 Gal Keg,0,0,0,0,0,0,0,0,0,0,0,0,0
200301 Cape May Spirits Beach Blends Orange Vodka Crush 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200302 Cape May Spirits Beach Blends Tropical Vodka Punch 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200303 Cape May Vodka Lemonade 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200304 Cape May Vodka Iced Tea 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
200305 Cape May Tan Limes 2/2/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"1,322",0,0,22,106,0,4,101,0,"1,093",12,3,"1,078"
Caravella Inc,,,,,,,,,,,,,
200731 2 Canos Cheerful Frizzante Blackberry & Mint 1/12/750 mL Btl,134,0,0,0,0,0,0,3,0,131,0,0,131
200732 2 Canos Cheerful Frizzante Peach & Apricot 1/12/750 mL Btl,98,0,0,0,1,0,0, (4),0,101,0,0,101
200733 2 Canos Cheerful Frizzante Strawberry & Coconut 1/12/750 mL Btl,104,0,0,0,0,0,0,0,0,104,0,0,104
200734 Dancing Vines Lightsecco White 1/12/750 mL Btl,52,0,0,0,0,0,0,0,0,52,0,0,52
200735 Dancing Vines Lightsecco Rose 1/12/750 mL Btl,71,0,0,0,0,0,0,4,0,67,0,0,67
200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,3,0,0,0,0,0,0,1,0,2,0,0,2
200737 Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,71,0,0,0,0,0,0, (1),0,72,0,0,72
200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,59,0,0,0,0,0,0, (2),0,61,0,0,61
200739 2 Canos Peach & Apricot Pack 2/6/750 mL Btl,"1,200",0,0,0,0,0,0,0,0,"1,200",0,0,"1,200"
Total,"1,792",0,0,0,1,0,0,1,0,"1,790",0,0,"1,790"
Carolina Global,,,,,,,,,,,,,
9070 Jasmine's Juicebar Cocktails Green Tea Cucumber Watermelon 4/6/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cavalier Ventures, LLC",,,,,,,,,,,,,
200571 Coastal Cocktails Gin Blackberry Bramble 6/4/12 oz Can,90,0,0,0,2,0,0,1,0,87,0,0,87
200572 Coastal Cocktails Sunset Variety 3/8/12 oz Can,229,0,0,0,6,0,0,12,0,211,0,0,211
200573 Coastal Cocktails Tropical Variety 3/8/12 oz Can,233,0,0,0,5,0,0,0,0,228,0,0,228
200574 Coastal Cocktails Vodka Orange Crush 6/4/12 oz Can,50,0,0,0,1,0,0,0,0,49,0,0,49
200575 Coastal Cocktails Whiskey Lemonade 6/4/12 oz Can,24,0,0,0,1,0,0,0,0,23,0,0,23
200576 Coastal Cocktails Blueberry Lemonade 6/4/12 oz Can,104,0,0,0,0,0,0,0,0,104,0,0,104
Total,730,0,0,0,15,0,0,13,0,702,0,0,702
Chateau Diana Winery,,,,,,,,,,,,,
200171 Chateau Diana Caberner Sauvigon 12/750 mL Btl,40,0,0,0,0,0,0, (1),0,41,0,0,41
200172 Chateau Diana Chardonnay 12/750 mL Btl,53,0,0,0,0,0,0, (2),0,55,0,0,55
200173 Chateau Diana Merlot 12/750 mL Btl,23,0,0,0,0,0,0, (9),0,32,0,0,32
200174 Chateau Diana Pinot Grigio 12/750 mL Btl,24,0,0,0,0,0,0,0,0,24,0,0,24
200175 Chateau Diana White Zinfandel 12/750 mL Btl,25,0,0,0,0,0,0, (1),0,26,0,0,26
200176 Chateau Diana Sangria 12/750 mL Btl,21,0,0,0,0,0,0,2,0,19,0,0,19
200177 Chateau Diana Sparkling Moscato 12/750 mL Btl,24,0,0,0,0,0,0,0,0,24,0,0,24
200191 Chateau Diana Non-Alcoholic Cabernet Sauvignon 12/750 mL Btl,41,0,0,0,0,0,0, (2),0,43,0,0,43
200192 Chateau Diana Non-Alcoholic Chardonnay 12/750 mL Btl,8,0,0,0,0,0,0,0,0,8,0,0,8
200193 Chateau Diana Non-Alcoholic Merlot 12/750 mL Btl,13,0,0,0,0,0,0, (1),0,14,0,0,14
200194 Chateau Diana Non-Alcoholic Moscato 12/750 mL Btl,1,0,0,0,0,0,0,1,0,0,0,0,0
200195 Chateau Diana Non-Alcoholic Red Blend 12/750 mL Btl,23,0,0,0,0,0,0, (2),0,25,0,0,25
200196 Chateau Diana Non-Alcoholic White Blend 12/750 mL Btl,10,0,0,0,0,0,0,0,0,10,0,0,10
200197 Chateau Diana Non-Alcoholic White Zinfandel 12/750 mL Btl,13,0,0,0,0,0,0,0,0,13,0,0,13
200198 Chateau Diana Non-Alcoholic Rose 12/750 mL Btl,11,0,0,0,0,0,0, (14),0,25,0,0,25
Total,330,0,0,0,0,0,0, (29),0,359,0,0,359
Citizen Cider,,,,,,,,,,,,,
8915 Citizen Cider Brose 6/4/12 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8911 Citizen Cider Dirty Mayor 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8913 Citizen Cider Lake Hopper 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8910 Citizen Cider Unified Press 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8912 Citizen Cider Variety 3/8/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8920 Citizen Cider Variety 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8914 Citizen Cider Wit's Up 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8921 Citizen Cider Bakers Dozen 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8922 Citizen Cider Mix Variety 2/12/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8923 Citizen Cider Wild Rose 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
8924 Citizen Cider Juicy Haze 6/4/16 oz Can,7,0,0,0,0,0,0,0,0,7,0,0,7
Total,7,0,0,0,0,0,0,0,0,7,0,0,7
Constellation Brands,,,,,,,,,,,,,
2407 Corona Extra 2/12/12 oz Can,"7,777",0,0,10,115,0,0,3,0,"7,649",39,0,"7,610"
2412 Corona Extra 2/12/12 oz Btl,"26,723",0,0,41,472,0,0, (45),0,"26,255",246,0,"26,009"
2418 Corona Extra 1/18/12 oz Btl,961,0,0,0,55,0,0,5,0,901,63,0,838
2410 Corona Extra 4/6/12 oz Btl,"15,934",0,0,38,577,0,14,38,0,"15,281",195,0,"15,086"
2423 Corona Extra 6/4/16 oz Can,"2,943",0,0,0,0,0,0,3,0,"2,940",2,0,"2,938"
2448 Corona Premier 6/4/16 oz Can,0,0,0,0,0,0,0,0,0,0,0,0,0
2830 Modelo Especial 6/4/16 oz Can,"2,189",0,0,0,0,0,0,16,0,"2,173",2,0,"2,171"
2409 Corona Extra 1/24/12 oz Loose Btl,"45,598",0,0,230,764,270,0," (1,102)",0,"45,435",781,0,"44,654"
2425 Corona Extra 1/24/12 oz Loose Can,"6,004",0,0,25,26,84,0, (57),0,"5,926",21,0,"5,905"
2415 Corona Extra 1/12/24 oz Can,"3,321",0,0,3,75,0,5, (7),0,"3,248",23,0,"3,225"
2414 Corona Extra 1/12/24 oz Btl,"2,324",0,0,1,41,0,2,17,0,"2,264",18,0,"2,246"
2404 Coronita Extra 4/6/7 oz Btl,"9,276",0,0,5,189,0,5, (36),0,"9,118",50,0,"9,068"
2405 Coronita Extra 1/24/7 oz Btl,"36,791",0,0,168,"1,143",420,14, (567),0,"35,627",646,0,"34,981"
2417 Corona Familiar 2/12/12 oz Btl,703,0,0,5,34,0,0,12,0,652,5,0,647
