Package ID,Package,Fluid Ounces Per Case,Case Equiv Description,Case Weight in Lbs,Case Equiv,Wholesale Units per Case,Retail Units per Case,Consumable Units per Case,Servings per Case,Selling Unit Of Measure,Container Type,Pick Units Per Case
28,1/12/0.02 oz,0.20,Beer,161,0.000694,1,1,12,1,3) Case (CA),Aluminum Can,1
412,1/12/1 LTR,288,Wine & Liquor,0,0.946353,1,1,1,1,3) Case (CA),Aluminum Can,1
463,1/12/1 LTR (BO),288,Wine & Liquor,0,0.078863,12,12,12,12,4) Bottle (BO),Glass Bottle,12
29,1/12/10.00 oz,120,Beer,30,0.416667,1,1,12,1,3) Case (CA),Aluminum Can,1
30,1/12/12.00 oz,144,Beer,30,0.50,1,1,12,1,3) Case (CA),Aluminum Can,1
31,1/12/12.67 oz,152,Beer,60,0.527778,1,1,12,1,3) Case (CA),Aluminum Can,1
414,1/12/12oz Can,288,Wine & Liquor,0,0.946353,1,1,1,1,3) Case (CA),Aluminum Can,1
32,1/12/16.00 oz,192,Beer,54,0.666667,1,1,12,1,3) Case (CA),Aluminum Can,1
33,1/12/16.92 oz,203,Beer,50,0.704861,1,1,12,1,3) Case (CA),Aluminum Can,1
34,1/12/18.58 oz,223,Beer,161,0.774306,1,1,12,1,3) Case (CA),Aluminum Can,1
35,1/12/19.17 oz,230,Beer,45,0.798611,1,1,12,1,3) Case (CA),Aluminum Can,1
36,1/12/19.2 oz Can,230.40,Beer,25,0.80,1,1,12,1,3) Case (CA),Aluminum Can,1
425,1/12/19.2oz,230.40,Beer,24,0.80,1,1,12,1,3) Case (CA),Aluminum Can,1
37,1/12/2.08 oz,25,Beer,40,0.086806,1,1,12,1,3) Case (CA),Aluminum Can,1
38,1/12/20.33 oz,244,Beer,88,0.847222,1,1,12,1,3) Case (CA),Aluminum Can,1
39,1/12/21.25 oz,255,Beer,0,0.885417,1,1,12,1,3) Case (CA),Aluminum Can,1
40,1/12/21.67 oz,260,Beer,55,0.902778,1,1,12,1,3) Case (CA),Aluminum Can,1
41,1/12/22.00 oz,264,Beer,56,0.916667,1,1,12,1,3) Case (CA),Aluminum Can,1
42,1/12/23.08 oz,277,Beer,41,0.961806,1,1,12,1,3) Case (CA),Aluminum Can,1
43,1/12/23.50 oz,282,Beer,60,0.979167,1,1,12,1,3) Case (CA),Aluminum Can,1
44,1/12/24.00 oz,288,Beer,88,1,1,1,12,1,3) Case (CA),Aluminum Can,1
45,1/12/24.07 oz,288.80,Beer,30,1.002778,1,1,12,1,3) Case (CA),Aluminum Can,1
285,1/12/24oz Can,288,Beer,88,1,1,12,12,24,3) Case (CA),Aluminum Can,1
46,1/12/25.40 oz,304.80,Beer,80,1.058333,1,1,12,1,3) Case (CA),Aluminum Can,1
47,1/12/25.42 oz,305,Beer,30,1.059028,1,1,12,1,3) Case (CA),Aluminum Can,1
48,1/12/25.75 oz,309,Beer,40,1.072917,1,1,12,1,3) Case (CA),Aluminum Can,1
49,1/12/25.92 oz,311,Beer,12,1.079861,1,1,12,1,3) Case (CA),Aluminum Can,1
50,1/12/27.50 oz,330,Beer,25,1.145833,1,1,12,1,3) Case (CA),Aluminum Can,1
51,1/12/32.00 oz,384,Beer,20,1.333333,1,1,12,1,3) Case (CA),Aluminum Can,1
52,1/12/33.83 oz,406,Beer,25,1.409722,1,1,12,1,3) Case (CA),Aluminum Can,1
457,1/12/375ml Btl,152.16,Wine & Liquor,17,0.499990,1,12,12,12,3) Case (CA),Glass Bottle,1
53,1/12/40.00 oz,480,Beer,25,1.666667,1,1,12,1,3) Case (CA),Aluminum Can,1
54,1/12/42.00 oz,504,Beer,25,1.75,1,1,12,1,3) Case (CA),Aluminum Can,1
55,1/12/68.42 oz,821,Beer,25,2.850694,1,1,12,1,3) Case (CA),Aluminum Can,1
454,1/12/750 mL (BO),304.326203,Wine & Liquor,0,0.083333,12,12,12,12,4) Bottle (BO),Glass Bottle,1
298,1/12/750ml Btl,304.326203,Beer,41,1.056688,1,12,12,23,3) Case (CA),Glass Bottle,1
56,1/15/12.00 oz,180,Beer,30,0.6250,1,1,15,15,3) Case (CA),Aluminum Can,1
57,1/15/16.00 oz,240,Beer,27,0.833333,1,1,15,1,3) Case (CA),Aluminum Can,1
58,1/15/16.93 oz,254,Beer,25,0.881944,1,1,15,1,3) Case (CA),Aluminum Can,1
59,1/15/17.60 oz,264,Beer,20,0.916667,1,1,15,1,3) Case (CA),Aluminum Can,1
444,1/15/19.2 oz,253.50,Beer,18.50,0.880208,1,1,15,15,3) Case (CA),PET Bottle,1
60,1/15/19.20 oz,288,Beer,20,1,1,1,15,15,3) Case (CA),Aluminum Can,1
303,1/15/19.2oz Can,288,Beer,20,1,1,15,15,24,3) Case (CA),Aluminum Can,1
61,1/15/22.00 oz,330,Beer,21,1.145833,1,1,15,1,3) Case (CA),Aluminum Can,1
62,1/15/24.00 oz,360,Beer,21,1.25,1,1,15,1,3) Case (CA),Aluminum Can,1
63,1/15/40.53 oz,608,Beer,21,2.111111,1,1,15,1,3) Case (CA),Aluminum Can,1
64,1/16/12.00 oz,192,Beer,21,0.666667,1,1,16,1,3) Case (CA),Aluminum Can,1
65,1/16/16.88 oz,270,Beer,25,0.9375,1,1,16,1,3) Case (CA),Aluminum Can,1
66,1/18/12.00 oz,216,Beer,26,0.75,1,1,18,1,3) Case (CA),Aluminum Can,1
67,1/18/16.00 oz,288,Beer,21,1,1,1,18,1,3) Case (CA),Aluminum Can,1
68,1/18/16.89 oz,304,Beer,21,1.055556,1,1,18,1,3) Case (CA),Aluminum Can,1
69,1/18/21.33 oz,384,Beer,25,1.333333,1,1,18,1,3) Case (CA),Aluminum Can,1
70,1/18/33.78 oz,608,Beer,20.50,2.111111,1,1,18,1,3) Case (CA),Aluminum Can,1
71,1/19/17.79 oz,338,Beer,21,1.173611,1,1,19,1,3) Case (CA),Aluminum Can,1
436,1/1LTR,33.81,Wine & Liquor,47.40,0.009258,12,12,12,12,3) Case (CA),Glass Bottle,1
72,1/2/144.00 oz,288,Beer,20.50,1,1,1,2,1,3) Case (CA),Aluminum Can,1
73,1/2/170.00 oz,340,Beer,20.50,1.180556,1,1,2,1,3) Case (CA),Aluminum Can,1
74,1/20/11.20 oz,224,Beer,20.50,0.777778,1,1,20,1,3) Case (CA),Aluminum Can,1
75,1/20/12.00 oz,240,Beer,25,0.833333,1,1,20,1,3) Case (CA),Aluminum Can,1
76,1/20/14.90 oz,298,Beer,25,1.034722,1,1,20,1,3) Case (CA),Aluminum Can,1
77,1/20/15.20 oz,304,Beer,25,1.055556,1,1,20,1,3) Case (CA),Aluminum Can,1
78,1/20/16.40 oz,328,Beer,25,1.138889,1,1,20,1,3) Case (CA),Aluminum Can,1
79,1/20/16.90 oz,338,Beer,26,1.173611,1,1,20,1,3) Case (CA),Aluminum Can,1
80,1/20/19.45 oz,389,Beer,16,1.350694,1,1,20,1,3) Case (CA),Aluminum Can,1
81,1/20/20.25 oz,405,Beer,21,1.406250,1,1,20,1,3) Case (CA),Aluminum Can,1
82,1/21/13.71 oz,288,Beer,21,1,1,1,21,1,3) Case (CA),Aluminum Can,1
83,1/24/0.00 oz,0,Beer,20,0,1,1,24,1,3) Case (CA),Aluminum Can,1
84,1/24/10.00 oz,240,Beer,20,0.833333,1,1,24,1,3) Case (CA),Aluminum Can,1
85,1/24/10.08 oz,242,Beer,25,0.840278,1,1,24,1,3) Case (CA),Aluminum Can,1
86,1/24/10.14 oz,243.30,Beer,27,0.844792,1,1,24,1,3) Case (CA),Aluminum Can,1
87,1/24/11.00 oz,264,Beer,27,0.916667,1,1,24,1,3) Case (CA),Aluminum Can,1
417,1/24/11.15oz,267.60,Beer,0,0.929167,1,1,24,1,3) Case (CA),Glass Bottle,1
88,1/24/11.17 oz,268,Beer,15,0.930556,1,1,24,1,3) Case (CA),Aluminum Can,1
461,1/24/11.2 oz,268.80,Beer,20.89,0.933333,1,1,24,24,3) Case (CA),Aluminum Can,1
89,1/24/11.20 oz,268.80,Beer,25,0.933333,1,1,24,1,3) Case (CA),Aluminum Can,1
90,1/24/11.21 oz,269,Beer,39.25,0.934028,1,1,24,1,3) Case (CA),Aluminum Can,1
91,1/24/11.50 oz,276,Beer,21,0.958333,1,1,24,1,3) Case (CA),Aluminum Can,1
92,1/24/11.58 oz,278,Beer,25,0.965278,1,1,24,1,3) Case (CA),Aluminum Can,1
93,1/24/12.00 oz,288,Beer,20,1,1,1,24,1,3) Case (CA),Aluminum Can,1
94,1/24/12.03 oz,288.80,Beer,25,1.002778,1,1,24,1,3) Case (CA),Aluminum Can,1
95,1/24/12.71 oz,305,Beer,27,1.059028,1,1,24,1,3) Case (CA),Aluminum Can,1
330,1/24/12oz Can,288,Beer,25,1,1,1,24,24,3) Case (CA),Aluminum Can,1
96,1/24/13.00 oz,312,Beer,25,1.083333,1,1,24,1,3) Case (CA),Aluminum Can,1
97,1/24/13.58 oz,326,Beer,25,1.131944,1,1,24,1,3) Case (CA),Aluminum Can,1
98,1/24/14.00 oz,336,Beer,20.50,1.166667,1,1,24,1,3) Case (CA),Aluminum Can,1
99,1/24/14.08 oz,338,Beer,25,1.173611,1,1,24,1,3) Case (CA),Aluminum Can,1
100,1/24/14.92 oz,358,Beer,47.25,1.243056,1,1,24,1,3) Case (CA),Aluminum Can,1
101,1/24/15.00 oz,360,Beer,47.25,1.25,1,1,24,1,3) Case (CA),Aluminum Can,1
102,1/24/15.21 oz,365,Beer,47.25,1.267361,1,1,24,1,3) Case (CA),Aluminum Can,1
103,1/24/15.42 oz,370,Beer,47.25,1.284722,1,1,24,1,3) Case (CA),Aluminum Can,1
104,1/24/16.00 oz,384,Beer,26,1.333333,1,1,24,1,3) Case (CA),Aluminum Can,1
105,1/24/16.88 oz,405,Beer,26,1.406250,1,1,24,1,3) Case (CA),Aluminum Can,1
106,1/24/16.92 oz,406,Beer,10,1.409722,1,1,24,1,3) Case (CA),Aluminum Can,1
107,1/24/19.17 oz,460,Beer,15,1.597222,1,1,24,1,3) Case (CA),Aluminum Can,1
422,1/24/200 ML,162.30,Beer,18,0.563542,1,24,24,24,3) Case (CA),Glass Bottle,1
108,1/24/23.71 oz,569,Beer,13,1.975694,1,1,24,1,3) Case (CA),Aluminum Can,1
109,1/24/24.00 oz,576,Beer,25,2,1,1,24,1,3) Case (CA),Aluminum Can,1
110,1/24/4.21 oz,101,Beer,15,0.350694,1,1,24,1,3) Case (CA),Aluminum Can,1
111,1/24/5.08 oz,122,Beer,12,0.423611,1,1,24,1,3) Case (CA),Aluminum Can,1
465,1/24/6.8oz BTL,163.20,Beer,10.83,0.566667,1,24,24,24,3) Case (CA),PET Bottle,1
112,1/24/7.00 oz,168,Beer,12,0.583333,1,1,24,1,3) Case (CA),Aluminum Can,1
443,1/24/7.5oz,180,Beer,13.40,0.6250,1,1,24,24,3) Case (CA),Aluminum Can,1
113,1/24/8.00 oz,192,Beer,12,0.666667,1,1,24,1,3) Case (CA),Aluminum Can,1
114,1/24/8.42 oz,202,Beer,20,0.701389,1,1,24,1,3) Case (CA),Aluminum Can,1
115,1/24/8.50 oz,204,Beer,27,0.708333,1,1,24,1,3) Case (CA),Aluminum Can,1
116,1/24/9.21 oz,221,Beer,20,0.767361,1,1,24,1,3) Case (CA),Aluminum Can,1
117,1/24/9.58 oz,230,Beer,30,0.798611,1,1,24,1,3) Case (CA),Aluminum Can,1
118,1/27/10.67 oz,288,Beer,30,1,1,1,27,1,3) Case (CA),Aluminum Can,1
119,1/28/12.00 oz,336,Beer,26,1.166667,1,1,28,1,3) Case (CA),Aluminum Can,1
455,1/3/750 mL (BO),71.0810,Wine & Liquor,25,0.077856,3,3,3,3,4) Bottle (BO),Glass Bottle,1
120,1/30/12.00 oz,360,Beer,25,1.25,1,1,30,1,3) Case (CA),Aluminum Can,1
121,1/35/16.91 oz,592,Beer,30,2.055556,1,1,35,1,3) Case (CA),Aluminum Can,1
122,1/36/12.00 oz,432,Beer,25,1.50,1,1,36,1,3) Case (CA),Aluminum Can,1
418,1/36/5.91oz,212.76,Beer,0,0.738750,1,1,36,1,3) Case (CA),Glass Bottle,1
123,1/36/8.50 oz,306,Beer,35.25,1.0625,1,1,36,1,3) Case (CA),Aluminum Can,1
26,1/4 BBL Keg (7.75 Gal),992,Beer,30,3.444444,1,1,1,82,5) Keg (KE),Keg,1
124,1/4/41.50 oz,166,Beer,27,0.576389,1,1,4,1,3) Case (CA),Aluminum Can,1
125,1/4/84.50 oz,338,Beer,21,1.173611,1,1,4,1,3) Case (CA),Aluminum Can,1
126,1/4/85.00 oz,340,Beer,21,1.180556,1,1,4,1,3) Case (CA),Aluminum Can,1
127,1/40/16.90 oz,676,Beer,21,2.347222,1,1,40,1,3) Case (CA),Aluminum Can,1
128,1/48/12.00 oz,576,Beer,25,2,1,1,48,1,3) Case (CA),Aluminum Can,1
421,1/48/4.01oz,192.48,Beer,17.75,0.668333,1,1,48,48,3) Case (CA),Pouch,1
129,1/5/33.80 oz,169,Beer,25,0.586806,1,1,5,1,3) Case (CA),Aluminum Can,1
23,1/6 BBL Keg (5.2 Gal),666,Beer,30,2.3125,1,1,1,55,5) Keg (KE),Keg,1
459,1/6/1.5 L Btl,304.32,Wine & Liquor,40,0.999980,1,6,6,6,3) Case (CA),Glass Bottle,1
130,1/6/128.00 oz,768,Beer,25,2.666667,1,1,6,1,3) Case (CA),Aluminum Can,1
131,1/6/25.33 oz,152,Beer,25,0.527778,1,1,6,1,3) Case (CA),Aluminum Can,1
132,1/6/30.00 oz,180,Beer,25,0.6250,1,1,6,1,3) Case (CA),Aluminum Can,1
133,1/6/33.83 oz,203,Beer,25,0.704861,1,1,6,1,3) Case (CA),Aluminum Can,1
134,1/6/50.67 oz,304,Beer,25,1.055556,1,1,6,1,3) Case (CA),Aluminum Can,1
135,1/6/50.83 oz,305,Beer,27,1.059028,1,1,6,1,3) Case (CA),Aluminum Can,1
136,1/6/59.17 oz,355,Beer,27,1.232639,1,1,6,1,3) Case (CA),Aluminum Can,1
462,1/6/700 mL (BO),142,Wine & Liquor,20,0.077767,6,6,6,6,4) Bottle (BO),Glass Bottle,6
456,1/6/700ml Btl,142,Wine & Liquor,20,0.466605,1,6,6,6,3) Case (CA),Glass Bottle,6
447,1/6/750 mL,152.1630,Beer,24,0.528344,1,6,6,6,4) Bottle (BO),Glass Bottle,6
453,1/6/750 mL (BO),152.163102,Wine & Liquor,0,0.083333,6,6,6,6,4) Bottle (BO),Glass Bottle,1
424,1/6/946 ML,192,Beer,24,0.666667,1,6,6,1,3) Case (CA),Glass Bottle,1
400,1/72/100ml,244.80,Beer,25,0.85,1,6,72,72,3) Case (CA),Pouch,1
449,1/750 ML,25.36,Beer,3,0.014676,6,6,6,6,4) Bottle (BO),Glass Bottle,1
427,1/750ML,152.16,Wine & Liquor,0,0.083332,6,6,6,6,4) Bottle (BO),Glass Bottle,1
137,1/8/16.00 oz,128,Beer,27,0.444444,1,1,8,1,3) Case (CA),Aluminum Can,1
411,1/9/16.9oz Can,288,Beer,0,1,1,1,1,1,3) Case (CA),Aluminum Can,1
393,10 Liter Box,288,Beer,0,1,1,1,1,1,3) Case (CA),Aluminum Can,1
274,12/1 Liter Btl,405.768271,Wine & Liquor,25,1.333333,1,12,12,33,3) Case (CA),Glass Bottle,1
275,12/1.5 Liter Btl,608.652406,Wine & Liquor,25,2,1,12,12,68,3) Case (CA),Glass Bottle,1
138,12/1/28.00 oz,336,Beer,27,1.166667,1,12,12,1,3) Case (CA),Aluminum Can,1
139,12/1/33.83 oz,406,Beer,27,1.409722,1,12,12,1,3) Case (CA),Aluminum Can,1
140,12/1/50.67 oz,608,Beer,30,2.111111,1,12,12,1,3) Case (CA),Aluminum Can,1
276,12/12oz NR,203,Beer,50,0.704861,1,12,12,16,3) Case (CA),Glass Bottle,1
277,12/16.9oz NR,384,Beer,26,1.333333,1,12,12,32,3) Case (CA),Glass Bottle,1
278,12/16oz Can,192,Beer,54,0.666667,1,12,12,16,3) Case (CA),Aluminum Can,1
279,12/16oz NR,192,Beer,54,0.666667,1,12,12,16,3) Case (CA),Glass Bottle,1
280,12/19.2oz Can,230.40,Beer,25,0.80,1,12,12,19,3) Case (CA),Aluminum Can,1
311,12/2/11.2oz NR,269,Beer,39.25,0.934028,1,12,24,22,3) Case (CA),Glass Bottle,1
281,12/20.3oz NR,244,Beer,88,0.847222,1,12,12,20,3) Case (CA),Glass Bottle,1
282,12/22oz Can,264,Beer,56,0.916667,1,12,12,22,3) Case (CA),Aluminum Can,1
283,12/22oz NR,264,Beer,56,0.916667,1,12,12,22,3) Case (CA),Glass Bottle,1
284,12/23.5oz Can,282,Beer,60,0.979167,1,12,12,23,3) Case (CA),Aluminum Can,1
286,12/24oz NR,288,Beer,88,1,1,12,12,24,3) Case (CA),Glass Bottle,1
287,12/25.4oz Can,305,Beer,30,1.059028,1,12,12,25,3) Case (CA),Aluminum Can,1
288,12/25.4oz NR,305,Beer,30,1.059028,1,12,12,25,3) Case (CA),Glass Bottle,1
289,12/28oz Btl,336,Beer,27,1.166667,1,12,12,28,3) Case (CA),Glass Bottle,1
290,12/32oz Can,384,Beer,20,1.333333,1,12,12,32,3) Case (CA),Aluminum Can,1
291,12/32oz NR,384,Beer,20,1.333333,1,12,12,32,3) Case (CA),Glass Bottle,1
292,12/33.8oz NR,406,Beer,25,1.409722,1,12,12,33,3) Case (CA),Aluminum Can,1
293,12/375ml Btl,152.163102,Wine & Liquor,27,0.50,1,1,12,12,3) Case (CA),Glass Bottle,1
294,12/40oz NR,480,Beer,25,1.666667,1,12,12,40,3) Case (CA),Glass Bottle,1
295,12/42oz NR,504,Beer,25,1.75,1,12,12,42,3) Case (CA),Glass Bottle,1
296,12/50.67oz Btl,608,Beer,30,2.111111,1,12,12,50,3) Case (CA),Glass Bottle,1
297,12/660ml NR,267.807059,Beer,41,0.929886,1,12,12,23,3) Case (CA),Glass Bottle,1
299,120/50ml Btl,202.884135,Wine & Liquor,25,0.666667,1,120,120,16,3) Case (CA),Glass Bottle,1
153,12OZ,288,Beer,20.50,1,1,24,24,1,3) Case (CA),Aluminum Can,1
13,15.5 Gal Keg,1984,Beer,170,6.888889,1,1,1,165,5) Keg (KE),Keg,1
300,15/1 Liter Btl,507.210338,Beer,20.50,1.761147,1,15,15,50,3) Case (CA),Glass Bottle,1
301,15/12oz Can,180,Beer,30,0.6250,1,1,15,15,3) Case (CA),Aluminum Can,1
302,15/16oz Btl,240,Beer,27,0.833333,1,15,15,20,3) Case (CA),Glass Bottle,1
304,15/22oz NR,264,Beer,20,0.916667,1,15,15,22,3) Case (CA),Glass Bottle,1
305,15/24oz Can,360,Beer,21,1.25,1,15,15,30,3) Case (CA),Aluminum Can,1
428,15/25oz Can,375,Beer,0,1.302083,1,15,15,15,3) Case (CA),Aluminum Can,1
154,16OZ,16,Beer,25,0.055556,1,1,1,1,3) Case (CA),Aluminum Can,1
306,18/12oz Can,216,Beer,26,0.75,1,1,18,18,3) Case (CA),Aluminum Can,1
307,18/12oz NR,216,Beer,26,0.75,1,1,18,18,3) Case (CA),Glass Bottle,1
308,18/16oz Btl,288,Beer,21,1,1,1,18,24,3) Case (CA),Glass Bottle,1
309,18/16oz Can,288,Beer,21,1,1,1,18,24,3) Case (CA),Aluminum Can,1
310,18/16oz NR,288,Beer,21,1,1,1,18,24,3) Case (CA),Glass Bottle,1
155,187ML,151,Beer,25,0.524306,1,24,24,1,3) Case (CA),Aluminum Can,1
407,2/12/10oz NR,288,Beer,0,1,1,2,24,24,3) Case (CA),Aluminum Can,1
312,2/12/11.2oz Can,269,Beer,39.25,0.934028,1,2,24,22,3) Case (CA),Aluminum Can,1
313,2/12/11.2oz NR,269,Beer,39.25,0.934028,1,2,24,22,3) Case (CA),Glass Bottle,1
314,2/12/11.5oz Can,269,Beer,39.25,0.934028,1,2,24,22,3) Case (CA),Aluminum Can,1
410,2/12/11.5oz NR,276,Beer,0,0.958333,1,2,24,22,3) Case (CA),Glass Bottle,1
394,2/12/12.7oz Can,288,Beer,0,0.50,2,1,1,1,3) Case (CA),Aluminum Can,1
315,2/12/12oz Can,288,Beer,30,1,1,2,24,24,3) Case (CA),Aluminum Can,1
316,2/12/12oz NR,288,Beer,30,1,1,2,24,24,3) Case (CA),Glass Bottle,1
317,2/12/16oz Can,384,Beer,26,1.333333,1,2,24,32,3) Case (CA),Aluminum Can,1
452,2/12/7.5oz Can,180,Beer,12.80,0.6250,1,2,24,24,3) Case (CA),Aluminum Can,1
446,2/12/7oz BTL,168,Beer,21.63,0.583333,1,2,24,24,3) Case (CA),Glass Bottle,1
318,2/12/8.5oz Can,204,Beer,27,0.708333,1,2,24,24,3) Case (CA),Aluminum Can,1
319,2/12/8oz Can,192,Beer,12,0.666667,1,2,24,16,3) Case (CA),Aluminum Can,1
320,2/15/12oz Can,360,Beer,25,1.25,1,2,30,30,3) Case (CA),Aluminum Can,1
466,2/16/8.4 oz Can,268.80,Beer,19.30,0.933333,1,2,32,32,3) Case (CA),Aluminum Can,1
321,2/5 Liter Keg,340,Beer,20.50,1.180556,1,2,2,28,5) Keg (KE),Keg,1
445,2/6/750 ML,303.60,Wine & Liquor,35,0.997614,1,2,12,12,3) Case (CA),Glass Bottle,1
24,20 L Keg,676,Beer,20,2.347222,1,1,1,55.80,5) Keg (KE),Keg,1
322,20 Liter Keg (5.28 Gal),676,Beer,20,2.347222,1,1,1,56,5) Keg (KE),Keg,1
141,20/1/16.90 oz,338,Beer,30,1.173611,1,20,20,1,3) Case (CA),Aluminum Can,1
323,20/16.9oz NR,338,Beer,26,1.173611,1,20,20,28,3) Case (CA),Glass Bottle,1
324,20/360ml NR,240,Beer,25,0.833333,1,20,20,20,3) Case (CA),Glass Bottle,1
157,200ML,162.30,Wine & Liquor,20.50,0.533309,1,24,24,1,3) Case (CA),Aluminum Can,1
142,24/1/10.00 oz,240,Beer,16,0.833333,1,24,24,1,3) Case (CA),Aluminum Can,1
143,24/1/12.00 oz,288,Beer,20.50,1,1,24,24,1,3) Case (CA),Aluminum Can,1
144,24/1/16.00 oz,384,Beer,30,1.333333,1,24,24,1,3) Case (CA),Aluminum Can,1
145,24/1/16.92 oz,406,Beer,30,1.409722,1,24,24,1,3) Case (CA),Aluminum Can,1
146,24/1/20.00 oz,480,Beer,30,1.666667,1,24,24,1,3) Case (CA),Aluminum Can,1
