Supplier,Brand Family,Segment,Sub-Segments,Package,Cases   1/1/2025 - 7/31/2025,Cases   1/1/2026 - 7/31/2026,Cases Unit Difference,Cases Percentage Difference,$Vol   1/1/2025 - 7/31/2025,$Vol   1/1/2026 - 7/31/2026,$Vol Unit Difference,$Vol Percentage Difference
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,1/15/19.20 oz,303.00,459.00,156.00,51.5%,"$10,756.50","$16,294.50","$5,538.00",51.5%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,4/6/12oz NR,4227.00,4089.00,-138.00,-3.3%,"$157,048.50","$151,896.50","($5,152.00)",-3.3%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,1/24/12oz Can,1100.00,800.00,-300.00,-27.3%,"$31,900.00","$23,200.00","($8,700.00)",-27.3%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Non-Alc,2/12/12oz Can,169.00,240.00,71.00,42.0%,"$4,749.40","$6,526.49","$1,777.09",37.4%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,2/12/12oz Can,8560.00,9493.00,933.00,10.9%,"$283,303.00","$314,244.92","$30,941.92",10.9%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,2/12/12oz NR,1703.00,1444.00,-259.00,-15.2%,"$56,442.00","$47,928.00","($8,514.00)",-15.1%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Non-Alc,1/24/12oz Can,,1297.00,1297.00,0.0%,,"$35,019.00","$35,019.00",0.0%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,4/6/12oz Can,5334.00,5487.00,153.00,2.9%,"$196,484.19","$202,151.23","$5,667.04",2.9%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,5 Gal Keg,581.00,633.00,52.00,9.0%,"$61,784.80","$67,432.40","$5,647.60",9.1%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,Corny Keg (5 Gal Keg),1.00,,-1.00,-100.0%,$149.00,,($149.00),-100.0%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,5.0 Gal Keg,20.00,58.00,38.00,190.0%,"$2,135.00","$4,553.00","$2,418.00",113.3%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,1/15/19.2oz Can,172.00,262.00,90.00,52.3%,"$6,106.00","$9,301.00","$3,195.00",52.3%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,1/12/750ml Btl,5.00,,-5.00,-100.0%,$500.00,,($500.00),-100.0%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),,-1.00,-1.00,0.0%,,($106.00),($106.00),0.0%
Sierra Nevada Brewing Company,Sierra Nevada,Beer,Beer - Non-Alc,4/6/12oz Can,515.00,417.00,-98.00,-19.0%,"$15,977.10","$13,315.69","($2,661.41)",-16.7%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,2/12/12oz Can,469.00,553.00,84.00,17.9%,"$13,079.60","$15,386.12","$2,306.52",17.6%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,4/6/12oz Can,5617.00,4891.00,-726.00,-12.9%,"$199,825.10","$175,333.80","($24,491.30)",-12.3%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,1/15/19.2oz Can,460.00,506.00,46.00,10.0%,"$15,021.75","$16,539.75","$1,518.00",10.1%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,15.5 Gal Keg,186.00,142.00,-44.00,-23.7%,"$30,450.70","$22,875.26","($7,575.44)",-24.9%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,15/12oz Can,5148.00,5208.00,60.00,1.2%,"$76,166.95","$73,927.30","($2,239.65)",-2.9%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),20.00,2.00,-18.00,-90.0%,"$2,085.00",$213.00,"($1,872.00)",-89.8%
Sixpoint Brewing,Sixpoint,Beer,Beer - Craft,5.2 Gal Keg,223.00,285.00,62.00,27.8%,"$24,109.00","$31,110.00","$7,001.00",29.0%
SN Food & Beverage LLC,Carbliss,RTD,RTD,6/4/12oz Can,,2661.00,2661.00,0.0%,,"$139,930.75","$139,930.75",0.0%
Source Brewing,Source Brewing,Beer,Beer - Craft,6/4/16oz Can,,785.00,785.00,0.0%,,"$56,910.00","$56,910.00",0.0%
Source Brewing,Source Brewing,Beer,Beer - Craft,5.2 Gal Keg,,79.00,79.00,0.0%,,"$11,005.00","$11,005.00",0.0%
Source Brewing,Source Brewing,Beer,Beer - Craft,15.5 Gal Keg,,15.00,15.00,0.0%,,"$3,525.00","$3,525.00",0.0%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,4/6/12oz Can,499.00,360.00,-139.00,-27.9%,"$17,307.50","$12,442.50","($4,865.00)",-28.1%
Southern Tier Brewing Company,Southern Tier,RTD,RTD,4/6/12oz Can,,13.00,13.00,0.0%,,$424.50,$424.50,0.0%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,15.5 Gal Keg,21.00,1.00,-20.00,-95.2%,"$3,482.00",$187.00,"($3,295.00)",-94.6%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,15/12oz Can,1477.00,1413.00,-64.00,-4.3%,"$21,784.15","$20,467.75","($1,316.40)",-6.0%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,6/4/16oz Can,44.00,32.00,-12.00,-27.3%,"$2,574.00","$1,872.00",($702.00),-27.3%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,5.2 Gal Keg,31.00,24.00,-7.00,-22.6%,"$3,514.00","$2,380.00","($1,134.00)",-32.3%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,2/12/12oz Can,16.00,2.00,-14.00,-87.5%,$582.50,$69.50,($513.00),-88.1%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,4/6/12oz NR,-13.00,,13.00,-100.0%,($495.00),,$495.00,-100.0%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,6/4/12oz NR,87.00,45.00,-42.00,-48.3%,"$5,796.00","$3,012.00","($2,784.00)",-48.0%
Southern Tier Brewing Company,Southern Tier,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),53.00,11.00,-42.00,-79.2%,"$4,910.00",$933.00,"($3,977.00)",-81.0%
Southern Tier Distilling Company,Southern Tier Distilling,RTD,RTD,6/4/12oz Can,304.00,288.00,-16.00,-5.3%,"$17,580.00","$16,764.00",($816.00),-4.6%
Southern Tier Distilling Company,Southern Tier Distilling,RTD,RTD,3/8/12oz Can,24.00,42.00,18.00,75.0%,"$1,008.00","$1,783.00",$775.00,76.9%
Southern Tier Distilling Company,Southern Tier Distilling,Spirits,Spirits - Whiskey,1/6/750 mL (BO),6.00,2.00,-4.00,-66.7%,$695.00,$223.00,($472.00),-67.9%
Southern Tier Distilling Company,Victory House Pour Vodka,RTD,RTD,6/4/12oz Can,,2.00,2.00,0.0%,,$114.00,$114.00,0.0%
SPYRT Worldwide,Hetman Vodka,Spirits,Spirits - Vodka,1/6/700 mL (BO),,2.00,2.00,0.0%,,$300.00,$300.00,0.0%
SPYRT Worldwide,Ukrainian Spirit,Spirits,Spirits - Vodka,1/12/1 LTR (BO),,2.17,2.17,0.0%,,$487.50,$487.50,0.0%
SPYRT Worldwide,Shabo Wine,Wine,Wine - White,1/12/750ml Btl,,3.00,3.00,0.0%,,$510.00,$510.00,0.0%
SPYRT Worldwide,Shabo Wine,Wine,Wine - Sparkling,1/12/750ml Btl,,3.00,3.00,0.0%,,$390.00,$390.00,0.0%
SPYRT Worldwide,Shabo Wine,Wine,Wine - Other,1/12/750ml Btl,,2.00,2.00,0.0%,,$340.00,$340.00,0.0%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),24.00,18.00,-6.00,-25.0%,"$2,649.00","$1,977.00",($672.00),-25.4%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,1/24/12oz Can,1300.00,1100.00,-200.00,-15.4%,"$34,580.00","$25,650.00","($8,930.00)",-25.8%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,15.5 Gal Keg,180.00,141.00,-39.00,-21.7%,"$33,517.00","$25,865.00","($7,652.00)",-22.8%
Stone Brewing,Stone Premium & Smooth Beer Co,Beer,Beer - Craft,15.5 Gal Keg,165.00,181.00,16.00,9.7%,"$27,380.00","$30,661.00","$3,281.00",12.0%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,4/6/16oz Can,1199.00,1313.00,114.00,9.5%,"$48,024.00","$52,585.28","$4,561.28",9.5%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,12/19.2oz Can,670.00,621.00,-49.00,-7.3%,"$17,358.50","$16,160.55","($1,197.95)",-6.9%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,5.2 Gal Keg,160.00,153.00,-7.00,-4.4%,"$17,277.00","$16,167.00","($1,110.00)",-6.4%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,4/6/12oz Can,1707.00,1181.00,-526.00,-30.8%,"$63,776.70","$43,946.90","($19,829.80)",-31.1%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,6/4/16oz Can,9.00,,-9.00,-100.0%,$642.24,,($642.24),-100.0%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,2/12/12oz Can,2213.00,2064.00,-149.00,-6.7%,"$65,735.20","$61,455.60","($4,279.60)",-6.5%
Stone Brewing,Stone Brewing,Beer,Beer - Craft,4/6/12oz NR,951.00,884.00,-67.00,-7.0%,"$35,447.90","$32,998.25","($2,449.65)",-6.9%
Surface Brands,La Bodega,Spirits,Spirits - Tequila,1/12/1 LTR,,1.00,1.00,0.0%,,$220.00,$220.00,0.0%
Surface Brands,Poggio Torselli,Wine,Wine - Red,1/6/750 mL,,44.00,44.00,0.0%,,"$3,330.00","$3,330.00",0.0%
Talkhouse Encore,Talkhouse Encore,FMB,FMB,6/4/12oz Can,505.00,685.00,180.00,35.6%,"$28,043.00","$37,696.00","$9,653.00",34.4%
Talkhouse Encore,Talkhouse Encore,FMB,FMB,3/8/12oz Can,293.00,271.00,-22.00,-7.5%,"$16,271.00","$14,846.00","($1,425.00)",-8.8%
The Old G LLC,The Old G,Spirits,Spirits - Gin,6/750ml Btl,1.00,,-1.00,-100.0%,$186.00,,($186.00),-100.0%
Tilray Alternative Beverage,Happy Flower,THC,THC,4/6/12oz Can,3.00,46.00,43.00,1433.3%,$240.00,"$3,771.00","$3,531.00",1471.3%
Tilray Alternative Beverage,Herb & Bloom,THC,THC,6/4/12oz Can,693.00,-44.00,-737.00,-106.3%,"$64,747.00","($2,447.00)","($67,194.00)",-103.8%
Tilray Alternative Beverage,Fizzy Jane,THC,THC,6/4/12oz Can,450.00,173.00,-277.00,-61.6%,"$29,244.00","$12,481.00","($16,763.00)",-57.3%
Tilray Alternative Beverage,Happy Flower,THC,THC,6/4/12oz Can,12.00,120.00,108.00,900.0%,$996.00,"$10,575.00","$9,579.00",961.7%
Total Beverage Solutions,Shipyard,Beer,Beer - Craft,15.5 Gal Keg,,-1.00,-1.00,0.0%,,($214.00),($214.00),0.0%
Total Beverage Solutions,Shipyard,Beer,Beer - Craft,6/4/16oz Can,-10.00,-2.00,8.00,-80.0%,($646.00),($129.00),$517.00,-80.0%
Total Beverage Solutions,Weihenstephaner,Beer,Beer - Import,50 Liter Keg (13.2 Gal),281.00,334.00,53.00,18.9%,"$54,895.00","$65,741.00","$10,846.00",19.8%
Total Beverage Solutions,Magners,Cider,Cider,1/12/19.2oz,18.00,43.00,25.00,138.9%,$476.00,"$1,113.00",$637.00,133.8%
Total Beverage Solutions,Weihenstephaner,Beer,Beer - Import,6/4/16.9oz Can,105.00,104.00,-1.00,-1.0%,"$4,890.50","$5,216.50",$326.00,6.7%
Total Beverage Solutions,Rekorderlig,Cider,Cider,6/4/11.2oz Can,246.00,228.00,-18.00,-7.3%,"$10,231.00","$11,003.00",$772.00,7.5%
Total Beverage Solutions,Carib,Beer,Beer - Import,4/6/12oz NR,6118.00,6487.00,369.00,6.0%,"$232,117.64","$254,813.10","$22,695.46",9.8%
Total Beverage Solutions,Magners,Cider,Cider,15.5 Gal Keg,224.00,257.00,33.00,14.7%,"$48,870.00","$57,186.00","$8,316.00",17.0%
Total Beverage Solutions,Banks,Beer,Beer - Import,4/6/12oz NR,176.00,175.00,-1.00,-0.6%,"$7,217.00","$7,185.00",($32.00),-0.4%
Total Beverage Solutions,Magners,Cider,Cider,4/6/12oz NR,2844.00,3305.00,461.00,16.2%,"$109,028.00","$127,870.42","$18,842.42",17.3%
Total Beverage Solutions,Weihenstephaner,Beer,Beer - Import,4/6/11.2oz NR,2642.00,2948.00,306.00,11.6%,"$112,625.50","$135,362.75","$22,737.25",20.2%
Total Beverage Solutions,Weihenstephaner,Beer,Beer - Non-Alc,4/6/11.2oz NR,187.00,180.00,-7.00,-3.7%,"$7,938.50","$8,106.00",$167.50,2.1%
Total Beverage Solutions,Magners,Cider,Cider,6/4/16.9oz Can,214.00,267.00,53.00,24.8%,"$10,094.00","$14,436.00","$4,342.00",43.0%
Total Beverage Solutions,Mackeson,Beer,Beer - Import,4/6/12oz NR,235.00,264.00,29.00,12.3%,"$8,989.50","$10,426.73","$1,437.23",16.0%
Total Beverage Solutions,Shipyard,Beer,Beer - Craft,2/12/12oz Can,,11.00,11.00,0.0%,,$363.00,$363.00,0.0%
Total Beverage Solutions,Weihenstephaner,Beer,Beer - Import,20/16.9oz NR,137.00,176.00,39.00,28.5%,"$8,047.00","$10,832.00","$2,785.00",34.6%
Total Beverage Solutions,Weihenstephaner,Beer,Beer - Import,4/5/16.9oz NR,3.00,,-3.00,-100.0%,$200.00,,($200.00),-100.0%
Total Beverage Solutions,Shipyard,Beer,Beer - Craft,4/6/12oz NR,-17.00,-23.00,-6.00,35.3%,($617.00),($833.00),($216.00),35.0%
Total Beverage Solutions,Shipyard,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),,-1.00,-1.00,0.0%,,($113.00),($113.00),0.0%
Total Beverage Solutions,Shipyard,Beer,Beer - Craft,4/6/12oz Can,-1.00,,1.00,-100.0%,($38.00),,$38.00,-100.0%
Travelers Club,Travelers Club,Spirits,Spirits - Gin,1/12/750ml Btl,30.00,,-30.00,-100.0%,"$1,680.00",,"($1,680.00)",-100.0%
Travelers Club,Travelers Club,Spirits,Spirits - Vodka,12/1 Liter Btl,134.00,140.00,6.00,4.5%,"$9,292.00","$9,940.00",$648.00,7.0%
Travelers Club,Travelers Club,Spirits,Spirits - Vodka,24/375ml Btl,521.00,756.00,235.00,45.1%,"$31,206.06","$29,458.92","($1,747.14)",-5.6%
Travelers Club,Travelers Club,Spirits,Spirits - Vodka,48/200ml Btl,266.00,235.00,-31.00,-11.7%,"$18,130.00","$15,980.00","($2,150.00)",-11.9%
Travelers Club,Travelers Club,Spirits,Spirits - Vodka,6/1.75 Liter Btl,1076.00,899.00,-177.00,-16.4%,"$51,781.00","$33,550.34","($18,230.66)",-35.2%
Travelers Club,Travelers Club,Spirits,Spirits - Gin,24/375ml Btl,29.00,,-29.00,-100.0%,"$1,856.00",,"($1,856.00)",-100.0%
Travelers Club,Travelers Club,Spirits,Spirits - Vodka,1/12/750ml Btl,58.00,62.00,4.00,6.9%,"$3,682.80","$3,899.40",$216.60,5.9%
Trinity Flavors,Trinity,RTD,RTD,6/4/12oz Can,1.00,,-1.00,-100.0%,$70.00,,($70.00),-100.0%
Unibroue,Unibroue,Beer,Beer - Import,6/4/12oz NR,23.00,2.00,-21.00,-91.3%,"$1,278.00",$112.00,"($1,166.00)",-91.2%
Unibroue,Unibroue,Beer,Beer - Import,6/4/16oz Can,133.00,134.00,1.00,0.8%,"$8,570.00","$8,818.00",$248.00,2.9%
Unibroue,Unibroue,Beer,Beer - Import,1/6 BBL Keg (5.2 Gal),2.00,3.00,1.00,50.0%,$305.00,$500.00,$195.00,63.9%
Unibroue,Unibroue,Beer,Beer - Import,1/12/750ml Btl,4.00,,-4.00,-100.0%,$310.00,,($310.00),-100.0%
US Beverage,Dragon Stout,Beer,Beer - Import,4/6/9.6oz NR,5823.00,5896.00,73.00,1.3%,"$187,649.62","$185,032.94","($2,616.68)",-1.4%
US Beverage,Sagres Cerveja,Beer,Beer - Import,4/6/11.2oz NR,54.00,150.00,96.00,177.8%,"$1,694.00","$4,679.80","$2,985.80",176.3%
US Beverage,Dewey Crush,RTD,RTD,6/4/12oz Can,10.00,,-10.00,-100.0%,$300.00,,($300.00),-100.0%
US Beverage,Estrella,Beer,Beer - Import,4/6/11.2oz Can,,110.00,110.00,0.0%,,"$3,687.00","$3,687.00",0.0%
US Beverage,Moosehead,Beer,Beer - Import,2/12/12oz NR,722.00,,-722.00,-100.0%,"$16,974.50",,"($16,974.50)",-100.0%
US Beverage,Daura,Beer,Beer - Non-Alc,4/6/11.2oz Can,6.00,26.00,20.00,333.3%,$205.00,$884.50,$679.50,331.5%
US Beverage,Malibu Splash,FMB,FMB,1/12/24oz Can,88.00,10.00,-78.00,-88.6%,"$2,732.50",$313.00,"($2,419.50)",-88.5%
US Beverage,Tagus,Beer,Beer - Import,4/6/11.2oz NR,59.00,64.00,5.00,8.5%,"$1,661.25","$1,760.35",$99.10,6.0%
US Beverage,Moosehead,Beer,Beer - Import,2/12/12oz Can,72.00,584.00,512.00,711.1%,"$1,656.00","$13,450.00","$11,794.00",712.2%
US Beverage,Estrella,Beer,Beer - Import,30L BBL Keg (7.9 Gal),71.00,80.00,9.00,12.7%,"$6,450.00","$7,103.00",$653.00,10.1%
US Beverage,Moosehead,Beer,Beer - Import,4/6/12oz NR,794.00,,-794.00,-100.0%,"$19,782.00",,"($19,782.00)",-100.0%
US Beverage,Innis & Gunn,Beer,Beer - Craft,6/4/16oz Can,296.00,334.00,38.00,12.8%,"$16,161.64","$18,186.80","$2,025.16",12.5%
US Beverage,Moosehead,Beer,Beer - Import,4/6/12oz Can,6.00,449.00,443.00,7383.3%,$160.50,"$11,934.26","$11,773.76",7335.7%
US Beverage,Tagus,Beer,Beer - Import,4/6/8.4oz,31.00,7.00,-24.00,-77.4%,$650.50,$147.00,($503.50),-77.4%
US Beverage,Estrella,Beer,Beer - Import,4/6/11.2oz NR,1026.00,922.00,-104.00,-10.1%,"$34,321.50","$30,793.00","($3,528.50)",-10.3%
US Beverage,Malibu Splash,FMB,FMB,6/4/12oz Can,-1.00,,1.00,-100.0%,($10.00),,$10.00,-100.0%
US Beverage,Krusovice,Beer,Beer - Import,6/4/16.9oz Can,367.00,,-367.00,-100.0%,"$13,240.00",,"($13,240.00)",-100.0%
US Beverage,Daura,Beer,Beer - Import,4/6/11.2oz NR,1048.00,1259.00,211.00,20.1%,"$35,091.00","$42,210.60","$7,119.60",20.3%
US Beverage,Superior Cerveza,Beer,Beer - Import,4/6/10.14oz NR,0.00,,0.00,0.0%,$0.00,,$0.00,0.0%
US Beverage,Malibu Splash,FMB,FMB,3/8/12oz Can,1471.00,113.00,-1358.00,-92.3%,"$60,943.00","$4,698.50","($56,244.50)",-92.3%
US Beverage,Sammy's Beach Bum,Spirits,Spirits - Rum,1/6/750 mL (BO),,32.67,32.67,0.0%,,"$3,188.00","$3,188.00",0.0%
US Beverage,Birra Moretti,Beer,Beer - Import,4/6/12oz NR,1015.00,1313.00,298.00,29.4%,"$32,016.00","$41,460.00","$9,444.00",29.5%
Vermont Hard Cider,Woodchuck,Cider,Cider,6/4/16oz Can,26.00,6.00,-20.00,-76.9%,"$1,506.00",$240.00,"($1,266.00)",-84.1%
Vermont Hard Cider,Day Chaser,RTD,RTD,3/8/12oz Can,13.00,,-13.00,-100.0%,$291.00,,($291.00),-100.0%
Vermont Hard Cider,Day Chaser,RTD,RTD,6/4/12oz Can,16.00,,-16.00,-100.0%,$784.00,,($784.00),-100.0%
Vermont Hard Cider,Woodchuck,Cider,Cider,15.5 Gal Keg,50.00,49.00,-1.00,-2.0%,"$10,000.00","$9,800.00",($200.00),-2.0%
Vermont Hard Cider,Wyder's,Cider,Cider,15.5 Gal Keg,8.00,8.00,0.00,0.0%,"$1,530.00","$1,635.00",$105.00,6.9%
Vermont Hard Cider,Woodchuck,Cider,Cider,2/12/12oz Can,197.00,153.00,-44.00,-22.3%,"$6,312.00","$4,827.00","($1,485.00)",-23.5%
Vermont Hard Cider,Woodchuck,Cider,Cider,4/6/12oz NR,320.00,282.00,-38.00,-11.9%,"$10,796.00","$9,586.00","($1,210.00)",-11.2%
Vermont Hard Cider,Woodchuck,Cider,Cider,4/6/12oz Can,964.00,844.00,-120.00,-12.4%,"$32,820.00","$28,366.00","($4,454.00)",-13.6%
Vermont Hard Cider,Woodchuck,Cider,Cider,1/15/19.2oz Can,12.00,4.00,-8.00,-66.7%,$420.00,$120.00,($300.00),-71.4%
Victory Brewing Company,Victory,Beer,Beer - Craft,2/12/12oz Can,594.00,583.00,-11.00,-1.9%,"$16,340.00","$16,102.50",($237.50),-1.5%
Victory Brewing Company,Monkey Family,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),69.00,51.00,-18.00,-26.1%,"$8,166.00","$6,018.00","($2,148.00)",-26.3%
Victory Brewing Company,Monkey Family,Beer,Beer - Craft,4/6/12oz NR,-14.00,,14.00,-100.0%,($540.00),,$540.00,-100.0%
Victory Brewing Company,Monkey Family,Beer,Beer - Craft,2/12/12oz Can,1612.00,1682.00,70.00,4.3%,"$51,738.00","$53,827.00","$2,089.00",4.0%
Victory Brewing Company,Victory,Beer,Beer - Craft,5.2 Gal Keg,78.00,55.00,-23.00,-29.5%,"$7,698.00","$5,523.00","($2,175.00)",-28.3%
Victory Brewing Company,Monkey Family,Beer,Beer - Craft,1/15/19.2oz Can,1690.00,1523.00,-167.00,-9.9%,"$52,705.00","$47,405.50","($5,299.50)",-10.1%
Victory Brewing Company,Victory,Beer,Beer - Craft,4/6/12oz NR,167.00,47.00,-120.00,-71.9%,"$5,475.00","$1,538.00","($3,937.00)",-71.9%
Victory Brewing Company,Monkey Family,Beer,Beer - Craft,15.5 Gal Keg,48.00,41.00,-7.00,-14.6%,"$10,926.00","$9,283.28","($1,642.72)",-15.0%
Victory Brewing Company,Victory,Beer,Beer - Craft,15.5 Gal Keg,156.00,97.00,-59.00,-37.8%,"$24,519.00","$15,274.00","($9,245.00)",-37.7%
Victory Brewing Company,Monkey Family,Beer,Beer - Craft,4/6/12oz Can,5630.00,5133.00,-497.00,-8.8%,"$206,385.00","$188,274.50","($18,110.50)",-8.8%
Victory Brewing Company,Victory,Beer,Beer - Craft,6/4/16oz Can,35.00,48.00,13.00,37.1%,"$2,047.50","$2,808.00",$760.50,37.1%
Victory Brewing Company,Victory,Beer,Beer - Craft,4/6/12oz Can,1150.00,852.00,-298.00,-25.9%,"$37,637.50","$28,609.00","($9,028.50)",-24.0%
Victory Brewing Company,Victory,Beer,Beer - Craft,1/6 BBL Keg (5.2 Gal),29.00,46.00,17.00,58.6%,"$2,844.00","$4,611.00","$1,767.00",62.1%
Vinaio Imports LTD,Cerveza Republica La Tuya 5.0 La Dura,Beer,Beer - Import,4/6/11.2oz NR,1144.00,2714.00,1570.00,137.2%,"$36,386.00","$86,700.00","$50,314.00",138.3%
Vinaio Imports LTD,Carinoso,Wine,Wine - Other,1/12/750ml Btl,,8.00,8.00,0.0%,,$650.00,$650.00,0.0%
Vinaio Imports LTD,Cerveza Republica LA Tuya,Beer,Beer - Import,4/6/11.2oz NR,584.00,-8.00,-592.00,-101.4%,"$18,681.40",($257.00),"($18,938.40)",-101.4%
Vinaio Imports LTD,Cerveza Republica LA Tuya,Beer,Beer - Import,4/6/11.2oz Can,365.00,293.00,-72.00,-19.7%,"$8,856.50","$6,072.00","($2,784.50)",-31.4%
Vinaio Imports LTD,Carinoso,Wine,Wine - Rose,1/12/750ml Btl,,3.00,3.00,0.0%,,$240.00,$240.00,0.0%
Vinaio Imports LTD,Cerveza Republica La Tuya 5.0 La Dura,Beer,Beer - Import,4/6/16.9oz Can,682.00,-1.00,-683.00,-100.1%,"$20,488.00",($30.00),"($20,518.00)",-100.1%
Viva Beverages Inc,Viva Tequila Seltzer,Seltzer,Seltzer,6/4/12oz Can,,4.00,4.00,0.0%,,$230.20,$230.20,0.0%
Viva Beverages Inc,Viva Tequila Seltzer,RTD,RTD,6/4/12oz Can,,436.00,436.00,0.0%,,"$25,247.85","$25,247.85",0.0%
Viva Beverages Inc,Viva Tequila Seltzer,RTD,RTD,3/8/12oz Can,,889.00,889.00,0.0%,,"$46,567.50","$46,567.50",0.0%
Viva Beverages Inc,Viva Tequila Seltzer,RTD,RTD,1/24/16.00 oz,,4.00,4.00,0.0%,,$202.70,$202.70,0.0%
Warwick Valley,Doc's,Cider,Cider,4/6/12oz Can,1923.00,1808.00,-115.00,-6.0%,"$77,665.00","$73,122.00","($4,543.00)",-5.8%
Warwick Valley,Doc's,Cider,Cider,12/22oz NR,216.00,231.00,15.00,6.9%,"$8,500.00","$9,072.75",$572.75,6.7%
Warwick Valley,Doc's,Cider,Cider,5.2 Gal Keg,10.00,,-10.00,-100.0%,"$1,090.00",,"($1,090.00)",-100.0%
Warwick Valley,Vodka Hog,Spirits,Spirits - Vodka,6/750ml Btl,,2.00,2.00,0.0%,,$251.00,$251.00,0.0%
Warwick Valley,Doc's,Cider,Cider,1/6 BBL Keg (5.2 Gal),267.00,229.00,-38.00,-14.2%,"$25,096.00","$21,414.00","($3,682.00)",-14.7%
Warwick Valley,Doc's,Cider,Cider,6/4/16oz Can,1423.00,1400.00,-23.00,-1.6%,"$78,310.00","$77,081.00","($1,229.00)",-1.6%
Warwick Valley,Doc's,Cider,Cider,15.5 Gal Keg,247.00,204.00,-43.00,-17.4%,"$41,414.00","$34,176.00","($7,238.00)",-17.5%
Warwick Valley,Gin Pig,Spirits,Spirits - Gin,6/750ml Btl,,8.00,8.00,0.0%,,"$1,200.00","$1,200.00",0.0%
Warwick Valley,Doc's,Cider,Cider,4/6/12oz NR,807.00,784.00,-23.00,-2.9%,"$33,020.00","$32,048.00",($972.00),-2.9%
Warwick Valley,Warwick Gin,Spirits,Spirits - Gin,6/750ml Btl,,25.00,25.00,0.0%,,"$3,342.00","$3,342.00",0.0%
Waterloo Gin,Waterloo Gin,Spirits,Spirits - Gin,1/6/750 mL (BO),,2.17,2.17,0.0%,,$334.00,$334.00,0.0%
XYZ Beverage,Press,Seltzer,Seltzer,2/12/12oz Can,222.00,,-222.00,-100.0%,"$5,566.00",,"($5,566.00)",-100.0%
