Brand Family,Supplier,Package,City,County,Sales Rep Assigned,Case Equiv 1/1/2025 - 7/31/2025,Case Equiv 1/1/2026 - 7/31/2026,Case Equiv ±,Case Equiv % ±
HOP WTR,HOP WTR,2/12/12oz Can,Ridgewood,Bergen,Mike Ast,3.00,0.00, (3.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Pompton Plains,Morris,Anthony Palmisano,9.00,0.00, (9.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Newton,Sussex,Jayson Romine,12.00,0.00, (12.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,New Milford,Bergen,Dave Ehlers,1.00,0.00, (1.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Lyndhurst,Bergen,Phil Ernst,5.00,0.00, (5.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Hackensack,Bergen,Dave Ehlers,1.00,0.00, (1.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Glen Rock,Bergen,Phil Ernst,2.00,0.00, (2.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Fair Lawn,Bergen,Mike Ast,1.00,0.00, (1.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Closter,Bergen,Shane Barreca,8.00,0.00, (8.00),(100.00%)
HOP WTR,HOP WTR,2/12/12oz Can,Carlstadt,Bergen,Matt Powierski,5.00,0.00, (5.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Woodridge,Bergen,Chris Payton,3.00,0.00, (3.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,West Milford,Passaic,Anthony Palmisano,1.00,0.00, (1.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Wayne,Passaic,Mike Ast,4.00,0.00, (4.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Totowa,Passaic,Dave Ehlers,7.00,0.00, (7.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Teaneck,Bergen,Chris Payton,1.00,0.00, (1.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Rochelle Park,Bergen,Phil Ernst,9.00,0.00, (9.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,River Edge,Bergen,Dave Ehlers,7.00,0.00, (7.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Ringwood,Passaic,Robin Feldman,4.00,0.00, (4.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Paterson,Passaic,Phil Ernst, (1.00),0.00,1.00,100.00%
Honey Brown,FIFCO,4/6/12oz NR,Paramus,Bergen,Phil Ernst,14.00,0.00, (14.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Oakland,Bergen,Mike Ast,5.00,0.00, (5.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Northvale,Bergen,Shane Barreca,2.00,0.00, (2.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Lyndhurst,Bergen,Phil Ernst,3.00,0.00, (3.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Lodi,Bergen,Chris Payton,3.00,0.00, (3.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Little Falls,Passaic,Derrick Laws,3.00,0.00, (3.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Glen Ridge,Essex,Alisa Acciardi,3.00,0.00, (3.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Garwood,Union,Andrew Lundy,8.00,0.00, (8.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Fort Lee,Bergen,Dan Lagala,6.00,0.00, (6.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Emerson,Bergen,Shane Barreca,10.00,0.00, (10.00),(100.00%)
Honey Brown,FIFCO,4/6/12oz NR,Clifton,Passaic,Jim Heaney,13.00,0.00, (13.00),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,West Orange,Essex,Michael Harboy,7.05,0.00, (7.05),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Wayne,Passaic,Mike Ast,4.23,0.00, (4.23),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Union,Union,Andrew Lundy,8.46,0.00, (8.46),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Totowa,Passaic,Dave Ehlers,14.10,0.00, (14.10),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Stanhope,Sussex,Klejdi Lamo,2.82,0.00, (2.82),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Springfield,Union,Andrew Lundy,4.23,0.00, (4.23),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Sparta,Sussex,Jayson Romine,1.41,0.00, (1.41),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Rockaway,Morris,John O'Donoghue,11.28,0.00, (11.28),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,River Edge,Bergen,Dave Ehlers,19.74,0.00, (19.74),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Randolph,Morris,John O'Donoghue,4.23,0.00, (4.23),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Ramsey,Bergen,Shane Barreca,8.46,0.00, (8.46),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Rahway,Union,Andrew Lundy,5.64,0.00, (5.64),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Parsippany,Morris,John O'Donoghue,22.56,0.00, (22.56),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Newton,Sussex,Jayson Romine,5.64,0.00, (5.64),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Montclair,Essex,Michael Harboy,4.23,0.00, (4.23),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Madison,Morris,John O'Donoghue,12.69,0.00, (12.69),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Linden,Union,Andrew Lundy,2.82,0.00, (2.82),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Lincoln Park,Morris,Mike Ast,5.64,0.00, (5.64),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Glen Rock,Bergen,Phil Ernst,9.87,0.00, (9.87),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Fanwood,Union,Andrew Lundy,1.41,0.00, (1.41),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Fair Lawn,Bergen,Mike Ast,2.82,0.00, (2.82),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,East Rutherford,Bergen,Matt Powierski,1.41,0.00, (1.41),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Dumont,Bergen,Shane Barreca,4.23,0.00, (4.23),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,6/4/16.9oz Can,Clifton,Passaic,Jim Heaney,2.82,0.00, (2.82),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Wanaque,Passaic,Anthony Palmisano,11.74,0.00, (11.74),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Stirling,Morris,John O'Donoghue,5.87,0.00, (5.87),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Park Ridge,Bergen,Paul Mclaughlin,17.61,0.00, (17.61),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Montvale,Bergen,Paul Mclaughlin,5.87,0.00, (5.87),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Ledgewood,Morris,John O'Donoghue,5.87,0.00, (5.87),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Hamburg,Sussex,Anthony Palmisano,5.87,0.00, (5.87),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Haledon,Passaic,Allison Scott,0.00,0.00,0.00,100.00%
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Franklin,Sussex,Jayson Romine, (5.87),0.00,5.87,100.00%
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Dumont,Bergen,Paul Mclaughlin,0.00,0.00,0.00,100.00%
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Clifton,Passaic,Jim Heaney,11.74,0.00, (11.74),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,50 Liter Keg (13.2 Gal),Chester,Morris,John O'Donoghue,0.00,0.00,0.00,100.00%
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,West New York,Hudson,Dylan Rubino,0.93,0.00, (0.93),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,Teaneck,Bergen,Dave Ehlers,12.14,0.00, (12.14),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,Oak Ridge,Morris,Klejdi Lamo,2.80,0.00, (2.80),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,North Haledon,Passaic,Mike Ast, (0.93),0.00,0.93,100.00%
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,Hamburg,Sussex,Jayson Romine,3.74,0.00, (3.74),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,Fanwood,Union,Andrew Lundy,3.74,0.00, (3.74),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,4/6/11.2oz NR,Cedar Grove,Essex,Michael Harboy, (1.87),0.00,1.87,100.00%
Hofbrau Usa,Hofbrauhaus USA,24/11.2oz NR,Wayne,Passaic,John Neukum,655.69,0.00, (655.69),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,West New York,Hudson,Jaime Colonna,2.36,0.00, (2.36),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Wayne,Passaic,John Neukum,212.50,0.00, (212.50),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Succasunna,Morris,John O'Donoghue,5.90,0.00, (5.90),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Stanhope,Sussex,Klejdi Lamo,2.36,0.00, (2.36),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Sparta,Sussex,Jayson Romine, (2.36),0.00,2.36,100.00%
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Rutherford,Bergen,Jim Heaney,1.18,0.00, (1.18),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Rahway,Union,Andrew Lundy,1.18,0.00, (1.18),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Parsippany,Morris,John O'Donoghue,4.72,0.00, (4.72),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Oradell,Bergen,Shane Barreca,1.18,0.00, (1.18),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Northvale,Bergen,Shane Barreca,1.18,0.00, (1.18),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Ledgewood,Morris,John O'Donoghue, (1.18),0.00,1.18,100.00%
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Jersey City,Hudson,Jaime Colonna,1.18,0.00, (1.18),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Englewood,Bergen,Dave Ehlers,8.26,0.00, (8.26),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,East Rutherford,Bergen,Matt Powierski,2.36,0.00, (2.36),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Dumont,Bergen,Shane Barreca, (3.54),0.00,3.54,100.00%
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Clark,Union,Andrew Lundy,9.44,0.00, (9.44),(100.00%)
Hofbrau Usa,Hofbrauhaus USA,2/5 Liter Keg,Boonton,Morris,Klejdi Lamo,9.44,0.00, (9.44),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,West Milford,Passaic,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,Wayne,Passaic,Michael Harboy,2.00,0.00, (2.00),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,Sparta,Sussex,Jayson Romine,6.00,0.00, (6.00),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,North Arlington,Bergen,Jaime Colonna,1.00,0.00, (1.00),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,Newton,Sussex,Jayson Romine,3.00,0.00, (3.00),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,Hawthorne,Passaic,Mike Ast,3.00,0.00, (3.00),(100.00%)
Hi5,Modern Infusions,6/4/12oz Can,East Orange,Essex,Hakan Sadik,1.00,0.00, (1.00),(100.00%)
Hi5,Modern Infusions,4/6/12oz Can,West Milford,Passaic,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
Hi5,Modern Infusions,4/6/12oz Can,Waldwick,Bergen,Mike Ast,1.00,0.00, (1.00),(100.00%)
Hi5,Modern Infusions,4/6/12oz Can,Sparta,Sussex,Jayson Romine,6.00,0.00, (6.00),(100.00%)
Hi5,Modern Infusions,4/6/12oz Can,Newton,Sussex,Jayson Romine,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Woodridge,Bergen,Chris Payton,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Woodcliff Lake,Bergen,Shane Barreca,16.00,0.00, (16.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Wharton,Morris,Klejdi Lamo,7.00,0.00, (7.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Westwood,Bergen,Shane Barreca,5.00,0.00, (5.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Westfield,Union,Andrew Lundy,20.00,0.00, (20.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,West Orange,Essex,Michael Harboy,9.00,0.00, (9.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,West Milford,Passaic,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Wayne,Passaic,Phil Ernst,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Wayne,Passaic,Mike Ast,9.00,0.00, (9.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Wanaque,Passaic,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Verona,Essex,Michael Harboy,11.00,0.00, (11.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Vernon,Sussex,Jayson Romine,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Teaneck,Bergen,Chris Payton,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Succasunna,Morris,John O'Donoghue,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,South Orange,Essex,Hakan Sadik,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Scotch Plains,Union,Andrew Lundy,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Rockaway,Morris,Klejdi Lamo,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Rockaway,Morris,John O'Donoghue,5.00,0.00, (5.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Rochelle Park,Bergen,Phil Ernst,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Ridgewood,Bergen,Mike Ast,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Rahway,Union,Andrew Lundy,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Pompton Plains,Morris,Anthony Palmisano,7.00,0.00, (7.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Pompton Lakes,Passaic,Anthony Palmisano,10.00,0.00, (10.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Paterson,Passaic,Phil Ernst,21.00,0.00, (21.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Paterson,Passaic,Derrick Laws,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Passaic,Passaic,Pablo Lopez,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Passaic,Passaic,Jim Heaney,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Oakland,Bergen,Mike Ast,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Nutley,Essex,Alisa Acciardi,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Northvale,Bergen,Shane Barreca,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,North Haledon,Passaic,Mike Ast,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,North Caldwell,Essex,Michael Harboy,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,North Arlington,Bergen,Jim Heaney,8.00,0.00, (8.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Morristown,Morris,John O'Donoghue,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Montvale,Bergen,Shane Barreca,8.00,0.00, (8.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Montclair,Essex,Michael Harboy,8.00,0.00, (8.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Mendham,Morris,John O'Donoghue,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Mahwah,Bergen,Mike Ast,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Lyndhurst,Bergen,Jim Heaney,5.00,0.00, (5.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Long Valley,Morris,John O'Donoghue,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Little Ferry,Bergen,Matt Powierski,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Linden,Union,Andrew Lundy,13.00,0.00, (13.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Lincoln Park,Morris,Mike Ast,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Lincoln Park,Morris,Michael Harboy,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Landing,Morris,Jayson Romine,12.00,0.00, (12.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Lake Hopatcong,Morris,Jayson Romine,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Kinnelon,Morris,Anthony Palmisano,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Kearny,Hudson,Alisa Acciardi,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Jersey City,Hudson,Jaime Colonna,9.00,0.00, (9.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Irvington,Essex,Hakan Sadik,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Hopatcong,Sussex,Jayson Romine,7.00,0.00, (7.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Hawthorne,Passaic,Mike Ast,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Haworth,Bergen,Paul Mclaughlin,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Hasbrouck Heights,Bergen,Robin Feldman,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Hasbrouck Heights,Bergen,Chris Payton,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Haledon,Passaic,Mike Ast,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Hackettstown,Morris,Klejdi Lamo,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Glen Rock,Bergen,Phil Ernst,8.00,0.00, (8.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Glen Rock,Bergen,Mike Ast,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Garfield,Bergen,Matt Powierski,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Franklin,Sussex,Jayson Romine,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Fort Lee,Bergen,Dan Lagala,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Florham Park,Morris,John O'Donoghue,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Flanders,Morris,John O'Donoghue,5.00,0.00, (5.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Englewood,Bergen,Dave Ehlers,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Elmwood Park,Bergen,Matt Powierski,5.00,0.00, (5.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Elizabeth,Union,Andrew Lundy,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Elizabeth,Union,Alex Rodriguez,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,East Rutherford,Bergen,Matt Powierski,4.00,0.00, (4.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,East Newark,Hudson,Alisa Acciardi,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Denville,Morris,John O'Donoghue,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Demarest,Bergen,John O'Donoghue,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Cranford,Union,Andrew Lundy,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Closter,Bergen,Shane Barreca,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Clifton,Passaic,Phil Ernst,32.00,0.00, (32.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Clifton,Passaic,Jim Heaney,8.00,0.00, (8.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Clifton,Passaic,Derrick Laws,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Cliffside Park,Bergen,Dan Lagala,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Chester,Morris,John O'Donoghue,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Chatham,Morris,John O'Donoghue,12.00,0.00, (12.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Cedar Grove,Essex,Michael Harboy,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Carlstadt,Bergen,Matt Powierski,5.00,0.00, (5.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Byram,Sussex,Jayson Romine,12.00,0.00, (12.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Butler,Morris,Anthony Palmisano,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Budd Lake,Morris,Klejdi Lamo,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Bogota,Bergen,Phil Ernst,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Bloomingdale,Passaic,Anthony Palmisano,1.00,0.00, (1.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Bloomfield,Essex,Hakan Sadik,3.00,0.00, (3.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Bloomfield,Essex,Alisa Acciardi,6.00,0.00, (6.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Belleville,Essex,Alisa Acciardi,2.00,0.00, (2.00),(100.00%)
Herb & Bloom,Tilray Alternative Beverage,6/4/12oz Can,Bayonne,Hudson,Alisa Acciardi,2.00,0.00, (2.00),(100.00%)
Heineken USA,Heineken USA,6/4/16oz Can,Wayne,Passaic,Phil Ernst,13.33,0.00, (13.33),(100.00%)
Heineken USA,Heineken USA,6/4/16oz Can,Wanaque,Passaic,Anthony Palmisano,1.33,0.00, (1.33),(100.00%)
Heineken USA,Heineken USA,6/4/16oz Can,Dumont,Bergen,Shane Barreca,4.00,0.00, (4.00),(100.00%)
Heineken USA,Heineken USA,6/4/16oz Can,Clifton,Passaic,Pablo Lopez,5.33,0.00, (5.33),(100.00%)
Heineken USA,Heineken USA,50 Liter Keg (13.2 Gal),Woodland Park,Passaic,Derrick Laws,35.22,0.00, (35.22),(100.00%)
Heineken USA,Heineken USA,50 Liter Keg (13.2 Gal),Waldwick,Bergen,Nick Melissari,5.87,0.00, (5.87),(100.00%)
Heineken USA,Heineken USA,50 Liter Keg (13.2 Gal),Ridgefield Park,Bergen,Chris Payton,5.87,0.00, (5.87),(100.00%)
