Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,Area,County,City,Premise,Buyer Count   2026,Cases   2026
Mike Ast,87004,Garbo's Ital Deli&Liq(Z),7 Sheridan Ave,Bergen,Bergen,Bergen,Hohokus,Off Premise,1,1058.40
Mike Ast,84008,The Wine Seller,6 W Ridgewood Ave,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,483.00
Mike Ast,201099,Whole Foods #10106 (Ridgewood),44 Godwin Ave,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,408.00
Mike Ast,84001,Public Ridgewood,6 Van Neste Sq,Bergen,Bergen,Bergen,Ridgewood,Off Premise,1,376.00
Mike Ast,87002,Wine & Spirits World (Hohokus),626 N Maple Ave,Bergen,Bergen,Bergen,Hohokus,Off Premise,1,274.33
Matt Powierski,77022,Worldwide Liquors,894 River Dr,Sales,Sales,Passaic,Wallington,Off Premise,40,202723.06
Matt Powierski,27031,Home Wine Liquor (Passaic),593 Main Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1,25510.00
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Bergen,Bergen,Bergen,Little Ferry,Off Premise,1,16341.38
Matt Powierski,31033,Capri Deli&Liq (P),226 Paterson Ave,Bergen,Bergen,Bergen,East Rutherford,Off Premise,1,12657.40
Matt Powierski,77009,M & M Wine & Spirits,429 Market St,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,12648.17
Matt Powierski,36007,Shop Rite Of Wallington,375 Paterson Ave,Bergen,Bergen,Bergen,Wallington,Off Premise,1,10136.17
Matt Powierski,77016,Metro Liquor (Elmwood Park),100 Broadway,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,9922.00
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Bergen,Bergen,Bergen,Garfield,Off Premise,1,9783.33
Matt Powierski,27063,Archies (P),229 Main Ave,Passaic,Passaic,Passaic,Passaic,Off Premise,1,8151.00
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,Bergen,Bergen,Bergen,East Rutherford,Off Premise,1,8092.50
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Bergen,Bergen,Bergen,Rutherford,Off Premise,1,6977.00
Matt Powierski,26001,Luigi's Liquor (A),175 Jefferson St,Passaic,Passaic,Passaic,Passaic,Off Premise,1,6081.00
Matt Powierski,77002,Birchwood Liq & Deli (Z),545 Boulevard,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,4966.00
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,Bergen,Bergen,Bergen,East Rutherford,Off Premise,1,4801.67
Matt Powierski,77022,All Star Wine & Liquor,21 Midland Ave,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,4647.00
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Bergen,Bergen,Bergen,Carlstadt,Off Premise,1,4441.00
Matt Powierski,42011,Buzzzrite Liquors,269 Route Rt 46 West,Sales,Sales,Bergen,Little Ferry,Off Premise,1,4263.00
Matt Powierski,37029,River Drive Bar (P),85 River Dr,Bergen,Bergen,Bergen,Garfield,Off Premise,1,3946.00
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Bergen,Bergen,Bergen,Carlstadt,Off Premise,1,3913.00
Matt Powierski,33002,Moonachie Liquors,46 Moonachie Rd,Bergen,Bergen,Bergen,Moonachie,Off Premise,1,3903.00
Matt Powierski,42012,Vinny's Disc Liq (P),315 Main St,Bergen,Bergen,Bergen,Little Ferry,Off Premise,1,3716.00
Matt Powierski,77007,Wine Land,894 River Dr,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,3621.00
Matt Powierski,36016,King Liquors,434 Main Ave,Bergen,Bergen,Bergen,Wallington,Off Premise,1,3164.05
Matt Powierski,37006,Garfield Discount Liquors,76 Jewell St,Bergen,Bergen,Bergen,Garfield,Off Premise,1,3105.00
Matt Powierski,36006,Wallington Liquor and Wine,168 Main Ave,Sales,Sales,Bergen,Wallington,Off Premise,1,2795.00
Matt Powierski,37002,Garfield Bar & Liq (P),46 Wood St,Bergen,Bergen,Bergen,Garfield,Off Premise,1,2763.00
Matt Powierski,42002,L. F. Wine Country (P),299 Bergen Pike,Bergen,Bergen,Bergen,Little Ferry,Off Premise,1,2538.00
Matt Powierski,77012,Payless Liquor & Dell,251 Elm St,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,2487.00
Matt Powierski,42010,Little Ferry Wines/Liquor,66 Marshall Ave,Bergen,Bergen,Bergen,Little Ferry,Off Premise,1,2226.00
Matt Powierski,32014,Wine Liquor Shop,434 Hackensack St,Bergen,Bergen,Bergen,Carlstadt,Off Premise,1,2219.00
Matt Powierski,36008,Vicki's Bar & Liquors,166 Maple Ave,Bergen,Bergen,Bergen,Wallington,Off Premise,1,2178.39
Matt Powierski,37044,Riverview Liquors & Bar,800 River Dr.,Sales,Sales,Bergen,Garfield,Off Premise,1,1780.00
Matt Powierski,37023,Worldwide Liquors,68 Van Winkle Ave,Bergen,Bergen,Bergen,Garfield,Off Premise,1,1754.00
Matt Powierski,77004,Lidl Elmwood Park,58 Broadway,Sales,Sales,Bergen,Elmwood Park,Off Premise,1,1684.00
Matt Powierski,37013,Joe's Liquors,114 Outwater Lane,Bergen,Bergen,Bergen,Garfield,Off Premise,1,1442.00
Matt Powierski,37007,Jay's Liquormart,142 Division Ave,Bergen,Bergen,Bergen,Garfield,Off Premise,1,987.00
Matt Powierski,77001,Food Mart Liquor,430 Market St,Bergen,Bergen,Bergen,Elmwood Park,Off Premise,1,967.00
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Sales,Sales,Passaic,Passaic,Off Premise,1,792.00
Matt Powierski,37025,All Nations Liq,80 Passaic St,Bergen,Bergen,Bergen,Garfield,Off Premise,1,657.00
Matt Powierski,37027,Piast Meats & Prov.,1 Passaic St,Bergen,Bergen,Bergen,Garfield,Off Premise,1,634.00
Matt Powierski,36038,Tatra Haus Restaurant,115 Main Ave,Bergen,Bergen,Bergen,Wallington,Off Premise,1,33.00
Anthony Palmisano,231805,Wine 2 Spirits (P),92 RT 23,Sussex,Sussex,Sussex,West Milford,Off Premise,27,170157.05
Anthony Palmisano,1031,Highland Wine&Liquor Inc,1926 Union Valley Rd K,Passaic-FF,Passaic-FF,Passaic,Hewitt,Off Premise,1,16914.15
Anthony Palmisano,1012,Uncorked Wines & Spirits (West Milford),9 Marshall Hill Road,Passaic-FF,Passaic-FF,Passaic,West Milford,Off Premise,1,14713.00
Anthony Palmisano,4009,Usa Wine Traders Club (Bloomingdale),29 Main St,Passaic,Passaic,Passaic,Bloomingdale,Off Premise,1,14100.00
Anthony Palmisano,3001,Best Cellars (Wanaque),1069 Ringwood Ave,Passaic-FF,Passaic-FF,Passaic,Wanaque,Off Premise,1,10264.17
Anthony Palmisano,5001,River Place Food Store,1284 Rt. 23,Morris 3,Morris 3,Morris,Butler,Off Premise,1,9226.15
Anthony Palmisano,1015,Greenwood Lake Disc.(P),2019 Greenwood Lake Tpk,Passaic-FF,Passaic-FF,Passaic,Hewitt,Off Premise,1,7888.33
Anthony Palmisano,2003,Ringwood W&L,130 Skyline Drive,Passaic-FF,Passaic-FF,Passaic,Ringwood,Off Premise,1,7737.00
Anthony Palmisano,8007,Krauszer's Liquor Wine and Spirits,714-716 Hamburg Tpke,Passaic,Passaic,Passaic,Pompton Lakes,Off Premise,1,7623.00
Anthony Palmisano,4005,Turnpike Discount Liquors,139 Hamburg Turnpike,Passaic,Passaic,Passaic,Bloomingdale,Off Premise,1,7475.00
Anthony Palmisano,10003,Buy Rite W &L Pompton(P),500 NJ-23,Morris 3,Morris 3,Morris,Pompton Plains,Off Premise,1,6812.00
Anthony Palmisano,8010,George's Market (A),766 Hamburg Tpke,Passaic,Passaic,Passaic,Pompton Lakes,Off Premise,1,6432.00
Anthony Palmisano,8009,Appio's Liquors,211 Wanaque Ave,Passaic,Passaic,Passaic,Pompton Lakes,Off Premise,1,6277.00
Anthony Palmisano,5006,Roserne Pkg Store South,1477 NJ-23,Morris 3,Morris 3,Morris,Butler,Off Premise,1,5836.00
Anthony Palmisano,3005,Usa Wine Traders (Wanaque),207 Ringwood Ave,Passaic-FF,Passaic-FF,Passaic,Wanaque,Off Premise,1,5356.00
Anthony Palmisano,8008,Shoppers Disc(A)Pompton,744 Hamburg Tpke,Passaic,Passaic,Passaic,Pompton Lakes,Off Premise,1,5321.50
Anthony Palmisano,6002,Roserne Liquors North,1150 NJ-23,Morris 3,Morris 3,Morris,Kinnelon,Off Premise,1,5127.00
Anthony Palmisano,9003,B & B Wine&Liq,613 Newark Pompton Tpke,Morris 3,Morris 3,Morris,Pompton Plains,Off Premise,1,4883.00
Anthony Palmisano,2002,Ringwood Discount Liquors,38 Ringwood Ave,Passaic-FF,Passaic-FF,Passaic,Ringwood,Off Premise,1,4868.00
Anthony Palmisano,3006,Wine 2 Spirits (P),662 Ringwood Avenue,Passaic-FF,Passaic-FF,Passaic,Wanaque,Off Premise,1,4090.00
Anthony Palmisano,8002,Country Convenience Store,430 Ringwood Ave,Passaic-FF,Passaic-FF,Passaic,Pompton Lakes,Off Premise,1,3677.00
Anthony Palmisano,4002,Bloomingdale Discount Liq,82 Main St,Passaic,Passaic,Passaic,Bloomingdale,Off Premise,1,2792.00
Anthony Palmisano,8005,Empire Wine & Liquor,119 Wanaque Ave,Passaic-FF,Passaic-FF,Passaic,Pompton Lakes,Off Premise,1,2723.00
Anthony Palmisano,1029,Vault Liquors,1618 Union Valley Rd Fl 1,Passaic-FF,Passaic-FF,Passaic,West Milford,Off Premise,1,2638.75
Anthony Palmisano,231805,Meloi Liquors,10 NJ-23,Sussex,Sussex,Sussex,Montague,Off Premise,1,2501.00
Anthony Palmisano,1021,M & M Discount Liq,574 A Macopin Rd,Passaic,Passaic,Passaic,West Milford,Off Premise,1,1984.00
Anthony Palmisano,1009,Hootch Hut (P),717 Otterhole Rd,Passaic-FF,Passaic-FF,Passaic,West Milford,Off Premise,1,1554.00
Anthony Palmisano,7001,Home Wine and Liquors,92 RT 23,Morris 3,Morris 3,Morris,Riverdale,Off Premise,1,1344.00
Michael Harboy,12017,Wolfson Market,86 Boonton Ave,Passaic,Passaic,Passaic,Wayne,Off Premise,6,53324.26
Michael Harboy,6004,Kinnelon Country Wine & Liquor,86 Boonton Ave,Morris 3,Morris 3,Morris,Kinnelon,Off Premise,1,13000.45
Michael Harboy,11001,Lincoln Center Liq,261 Comly Road,Morris 3,Morris 3,Morris,Lincoln Park,Off Premise,1,11629.64
Michael Harboy,12005,Shay's Liquors,1166 Hamburg Tnpk,Passaic,Passaic,Passaic,Wayne,Off Premise,1,10606.17
Michael Harboy,12017,Shays Liquors,1489 NJ-23,Passaic,Passaic,Passaic,Wayne,Off Premise,1,8715.00
Michael Harboy,11014,Wayne Liquor Locker,598 Valley Rd,Passaic,Passaic,Passaic,Wayne,Off Premise,1,5194.00
Michael Harboy,11005,Wolfson Market,480 Boonton Turnpike,Morris 3,Morris 3,Morris,Lincoln Park,Off Premise,1,4179.00
Alisa Acciardi,78002,Super K Food (A) Store,500 Stuyvesant Ave,Bergen,Bergen,Bergen,Rochelle Park,Off Premise,2,20405.58
Alisa Acciardi,29010,Paradise Liquors,500 Stuyvesant Ave,Bergen,Bergen,Bergen,Lyndhurst,Off Premise,1,19043.58
Alisa Acciardi,78002,Super K Food (A) Store,190 W Passaic St,Bergen,Bergen,Bergen,Rochelle Park,Off Premise,1,1362.00
Brian Sengebush,231717,The Greek's,Bldg 3324 Belt Road,Sussex,Sussex,Sussex,Picatinny,Off Premise,6,15387.00
Brian Sengebush,191003,Chabons Ii Liq/Bar (A),138 Esponong Rd,Morris 1,Morris 1,Morris,Lake Hopatcong,Off Premise,1,6538.00
Brian Sengebush,231717,Culver Liquor and Bar,364 Us-206,Sussex,Sussex,Sussex,Branchville,Off Premise,1,6200.00
Brian Sengebush,230401,The Greek's,470 Us-206,Sussex,Sussex,Sussex,Newton,Off Premise,1,1554.00
Brian Sengebush,190809,Picatinny Main Exch,Bldg 3324 Belt Road,Morris 1,Morris 1,Morris,Picatinny,Off Premise,1,680.00
Brian Sengebush,230313,Swartswood,911 Swartswood Rd,Sussex,Sussex,Sussex,Newton,Off Premise,1,395.00
Brian Sengebush,231609,Point 5 Lafayette,75 State Route 15,Sussex,Sussex,Sussex,Lafayette,Off Premise,1,20.00
Nick Melissari,120147,Port Imperial HOQ LLC,1 American Dream Way,Passaic,Passaic,Bergen,East Rutherford,Off Premise,2,4862.93
Nick Melissari,120147,Port Imperial HOQ LLC,1 American Dream Way,Passaic,Passaic,Bergen,East Rutherford,Off Premise,1,4076.93
Nick Melissari,31046,H Mart Inc (Space A101-A),1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,Off Premise,1,786.00
Default,120002,Watershed Pub & Deli (P),62 Old Route 23,Passaic,Passaic,Sussex,Newfoundland,Off Premise,3,1668.00
Default,120002,PICNIC,150 Wagaraw Road,Passaic,Passaic,Passaic,Hawthorne,Off Premise,1,843.00
Default,12089,FRANKFORD FD / NJ STATE FAIR,34 PLAINS ROAD,Passaic,Passaic,Sussex,Augusta,Off Premise,1,825.00
Default,1001,Watershed Pub & Deli (P),62 Old Route 23,Passaic,Passaic,Passaic,Newfoundland,Off Premise,1,0.00
Dylan Rubino,28006,J B Liquors_2,46 Ridge Road,Bergen,Bergen,Bergen,North Arlington,Off Premise,1,1373.00
Dylan Rubino,28006,J B Liquors_2,46 Ridge Road,Bergen,Bergen,Bergen,North Arlington,Off Premise,1,1373.00
Jaime Colonna,28001,One Stop Wine (A) & Liq,592 Ridge Road,Bergen,Bergen,Bergen,North Arlington,Off Premise,1,1369.00
Jaime Colonna,28001,One Stop Wine (A) & Liq,592 Ridge Road,Bergen,Bergen,Bergen,North Arlington,Off Premise,1,1369.00
John O'Donoghue,63001,X Plor Wine,68 E Madison Ave,Bergen,Bergen,Bergen,Haworth,Off Premise,3,1126.00
John O'Donoghue,60003,Charlie's Liquor and Convenience,68 E Madison Ave,Bergen,Bergen,Bergen,Dumont,Off Premise,1,739.00
John O'Donoghue,63001,X Plor Wine,27 Park Street,Bergen,Bergen,Bergen,Demarest,Off Premise,1,195.00
John O'Donoghue,61001,Haworth Fine Wine/Spirits,155 Terrace St,Bergen,Bergen,Bergen,Haworth,Off Premise,1,192.00
Robin Feldman,77008,Pizza Town USA,95-111 RT 46 W,Sales,Sales,Bergen,Englewood,Off Premise,2,402.00
Robin Feldman,52023,Jerry's Outlet,410 S Dean St,Bergen,Bergen,Bergen,Englewood,Off Premise,1,333.00
Robin Feldman,77008,Pizza Town USA,95-111 RT 46 W,Sales,Sales,Bergen,Elmwood Park,Off Premise,1,69.00
Paul Mclaughlin,67011,Mykos,416 Tappan Rd,Bergen,Bergen,Bergen,Northvale,Off Premise,2,162.00
Paul Mclaughlin,52043,Balthazar Bakery (A),214 South Dean St,Bergen,Bergen,Bergen,Englewood,Off Premise,1,96.00
Paul Mclaughlin,67011,Mykos,416 Tappan Rd,Bergen,Bergen,Bergen,Northvale,Off Premise,1,66.00
Office Tell Sell,15002,Cost Plus,1730 Rt 46,Passaic,Passaic,Passaic,Woodland Park,Off Premise,1,63.00
Office Tell Sell,15002,Cost Plus,1730 Rt 46,Passaic,Passaic,Passaic,Woodland Park,Off Premise,1,63.00
