Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Area,Cases   2026
Nick Melissari,32023,Redd's Rest (Z),317 Washington Ave,Carlstadt,Bergen,692.00
Nick Melissari,31062,Dream Live Performing Arts Center,1 American Dream Way,East Rutherford,Bergen,130.00
Nick Melissari,32010,Segovia Meson,645 Washington Ave,Carlstadt,Bergen,74.00
Nick Melissari,46007,Kumade,412 Bergen Blvd,Palisades Park,Bergen,30.00
Nick Melissari,28031,Shawn's Crazy Saloon,350 Belleville Turnpike,North Arlington,Bergen,4839.71
Nick Melissari,31049,Marcus Live Bar & Grille,1 American Dream Way,East Rutherford,Bergen,253.00
Nick Melissari,31051,Around The Clock Diner,1 American Dream Way,East Rutherford,Bergen,35.00
Nick Melissari,80009,Houlihans (Para)(A),65 Rt 4 West,Paramus,Bergen,180.00
Nick Melissari,92006,Chili's Ramsey (A),900 Rt 17 N,Ramsey,Bergen,208.00
Nick Melissari,94005,Cenzino's (P),589 Ramapo Valley Rd,Oakland,Bergen,60.00
Nick Melissari,31048,Song'E Napule,106 Park Ave,Rutherford,Bergen,62.00
Nick Melissari,49059,Outback Steakhouse(Z)Edg,539 River Rd,Edgewater,Bergen,194.00
Nick Melissari,37063,Jojo's Bar & Grill,133 Monroe St,Garfield,Bergen,501.00
Nick Melissari,31036,Eros Cafe,168 Union Ave,East Rutherford,Bergen,559.00
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,North Arlington,Bergen,289.00
Nick Melissari,92003,Bar Boutique,110 E Main St,Ramsey,Bergen,70.00
Nick Melissari,80062,Hampton Inn Paramus,625 From Rd,Paramus,Bergen,51.00
Nick Melissari,31056,H Mart Inc (Space A103),1 American Dream Way,East Rutherford,Bergen,546.00
Nick Melissari,31058,Dream 360,1 American Dream Way,East Rutherford,Bergen,437.00
Nick Melissari,41016,Cheesecake Fact (A)Hacken,197 Riverside Square Mall,Hackensack,Bergen,392.00
Nick Melissari,80011,Casa De Montecristo,184 Route 17n.,Paramus,Bergen,178.00
Nick Melissari,49064,Bareburger (Edgewater),78 The Promenade,Edgewater,Bergen,97.00
Nick Melissari,28020,Tejo Bar & Rest,318 Belleville Tpke,North Arlington,Bergen,387.00
Nick Melissari,28027,Roma Rest. (P),33 Crystal St,North Arlington,Bergen,125.00
Nick Melissari,32026,Gianna's (Z),843 Washington Ave,Carlstadt,Bergen,54.00
Nick Melissari,37005,Charlies Tav(Z),147 Frederick St,Garfield,Bergen,175.00
Nick Melissari,79001,Victor's Maywood Inn,122 W Pleasant Ave,Maywood,Bergen,587.00
Nick Melissari,30031,Paisano's,132 Park Ave,Rutherford,Bergen,60.00
Nick Melissari,80024,Applebee's Paramus,Fashion Ctr Mall Rt17 N,Paramus,Bergen,248.00
Nick Melissari,31011,Blarney Station,258 Park Ave,East Rutherford,Bergen,873.00
Nick Melissari,96010,Aldo's Italian Rest(Z),640 Wyckoff Ave,Wyckoff,Bergen,267.00
Nick Melissari,29030,City Lounge (P),455 Valley Brook Ave,Lyndhurst,Bergen,108.00
Nick Melissari,29035,Marty Gra's (A),601 Schuyler Ave,Lyndhurst,Bergen,946.00
Nick Melissari,92013,Varka,30 N Spruce St,Ramsey,Bergen,186.50
Nick Melissari,31045,Dream Bar,1 American Dream Way,East Rutherford,Bergen,133.00
Nick Melissari,41031,Houstons (A)Hackensack,1 Riverside Square (181),Hackensack,Bergen,20.00
Nick Melissari,78014,Longhorn Steak Rochele Pk,160 Rte 17 North,Rochelle Park,Bergen,270.00
Nick Melissari,79010,Ruth's Chris Steakhouse (Maywood),83 W. Spring Valley Ave,Maywood,Bergen,43.00
Nick Melissari,41013,Viva Margarita Hackensack,774 Main St,Hackensack,Bergen,271.00
Nick Melissari,37004,Tres Agaves,178 Palisade Ave,Garfield,Bergen,146.00
Nick Melissari,29021,Uncle Vinnys Bar & Grill,37 Ridge Road,Lyndhurst,Bergen,536.00
Nick Melissari,31039,Yard House 8390,1 American Dream Way,East Rutherford,Bergen,712.00
Nick Melissari,49040,Healing Karaoke,2011 Lemoine Ave #303,Fort Lee,Bergen,30.00
Nick Melissari,93008,Nonna's Pizza,11 Franklin Tpke,Mahwah,Bergen,84.00
Nick Melissari,94010,Portobello Banquets,155 Ramapo Valley Rd,Oakland,Bergen,120.00
Nick Melissari,39018,Texas Roadhouse,20 Teterboro Landing Dr.,Teterboro,Bergen,466.00
Nick Melissari,28019,Turf and Barrel,584 Ridge Rd,North Arlington,Bergen,16665.08
Nick Melissari,41026,Amc- Shops @ Riverside P,390 Hackensack Ave,Hackensack,Bergen,193.00
Nick Melissari,49013,Cuba 57,2139 Hudson Terrace,Fort Lee,Bergen,51.00
Nick Melissari,80042,Olive Garden Paramus,1620 Bergen Town Center,Paramus,Bergen,136.00
Nick Melissari,49021,Hyatt Place Fort Lee,2167 Route 4 East,Fort Lee,Bergen,25.00
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),11 The Promenade,Edgewater,Bergen,502.00
Nick Melissari,77003,Blue 42 Restaurant & Bar,158 Market St,Elmwood Park,Bergen,880.50
Nick Melissari,89002,Allendale Bar & Grill,67 Allendale Ave,Allendale,Bergen,758.00
Nick Melissari,92014,Ramsey Country Clb,105 Lakeside Dr,Ramsey,Bergen,485.00
Nick Melissari,31023,Applebee's Garfield (A),186 Passaic St,Garfield,Bergen,328.00
Nick Melissari,37012,Sportsmens (P) Tavern,245 Outwater Lane,Garfield,Bergen,510.00
Nick Melissari,38039,Hilltop Tav.(Z),50 Essex St,Lodi,Bergen,554.00
Nick Melissari,80003,The Capital Grille (A),1 Garden State Plaza,Paramus,Bergen,135.00
Nick Melissari,88007,Charlie's Place,18 W Prospect St,Waldwick,Bergen,75.00
Nick Melissari,94012,Holiday Bowl,29 Spruce St,Oakland,Bergen,563.00
Nick Melissari,96007,The Original Barn,359 Sicomac Ave,Wyckoff,Bergen,93.00
Nick Melissari,49022,El asadero Mexican Grill (Fort Lee),2052 Hudson St,Fort Lee,Bergen,7895.68
Nick Melissari,88008,American Lgn (P) (Waldwick),46 Franklin Tpke,Waldwick,Bergen,119.00
Nick Melissari,41033,Applebee's (A) Hackensack,450 Hackensack Ave.,Hackensack,Bergen,248.00
Nick Melissari,31024,Castle Billiards (Z),349 Rt 17,East Rutherford,Bergen,693.00
Nick Melissari,29045,Teros Snack Bar,224 Ridge Rd,Lyndhurst,Bergen,65.00
Nick Melissari,32015,Cjd 2l Corp(Sofive),2 Palmer Terrace,Carlstadt,Bergen,504.00
Nick Melissari,29019,Mickey's Bar & Grill (Z),601 Riverside Plaza,Lyndhurst,Bergen,2039.35
Nick Melissari,94013,Portobello Feasts,175 Ramapo Valley Rd,Oakland,Bergen,235.00
Nick Melissari,80018,Millers Paramus Ale House,270 Rt. 4 East,Paramus,Bergen,1848.00
Nick Melissari,28009,1 Republik,26 Ridge Rd,North Arlington,Bergen,657.42
Nick Melissari,38002,Satin Dolls (A),230 Route 17,Lodi,Bergen,1237.17
Nick Melissari,29036,Mr.Bruno's,439 Valley Brook Ave,Lyndhurst,Bergen,82.00
Nick Melissari,96005,The Brick House (P),179 Godwin Ave,Wyckoff,Bergen,472.00
Nick Melissari,28016,Inka Flames,11-35 River Rd,North Arlington,Bergen,116.00
Nick Melissari,37019,BJ Polonia,126 Ray St,Garfield,Bergen,737.00
Nick Melissari,31043,House of Que (East Rutherford),1 American Dream Way,East Rutherford,Bergen,611.00
Nick Melissari,77031,Parkway Lanes,200 Rt 46 East,Elmwood Park,Bergen,298.00
Nick Melissari,31017,Victory Sports Bar,1 Racetrack Drive,East Rutherford,Bergen,943.00
Nick Melissari,31013,Elia Restaurant,240 Hackensack St,East Rutherford,Bergen,191.00
Nick Melissari,31006,The Roosevelt,356 Paterson Ave,East Rutherford,Bergen,141.00
Nick Melissari,80057,On The Border Paramus,71 Rt17 Garden State Pl,Paramus,Bergen,30.00
Nick Melissari,96006,Blue Moon Mexican Cafe,327j Franklin Ave,Wyckoff,Bergen,613.00
Nick Melissari,49004,Dino's Bar & Grill,1466 River Rd,Edgewater,Bergen,427.00
Nick Melissari,49063,COV,115 River Rd,Edgewater,Bergen,3880.56
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,Bergen,432.00
Nick Melissari,92012,The Shannon Rose/Ramsey,1200 Rt 17 N,Ramsey,Bergen,471.00
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,Bergen,1184.00
Nick Melissari,49015,PYEONGANDONG,89 Main St,Fort Lee,Bergen,30.00
Nick Melissari,41017,Rosa Mexicano (A),390 Hackensack Ave # 60,Hackensack,Bergen,115.00
Nick Melissari,94002,Trovato's Due (Z),4 Barbara Lane,Oakland,Bergen,173.00
Nick Melissari,31026,Rockafella's,443 Paterson Aven,East Rutherford,Bergen,606.00
Nick Melissari,34002,Heights Bar (P),163 Boulevard,Hasbrouck Heights,Bergen,499.00
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,Bergen,778.17
Nick Melissari,88003,W's Village Grille,71 Crescent Ave,Waldwick,Bergen,333.00
Nick Melissari,31061,Tipsy Tie Dye,1 American Dream Way,East Rutherford,Bergen,20.00
Nick Melissari,32012,The Local Pub,442 Hackensack St,Carlstadt,Bergen,888.00
Nick Melissari,92002,Anthony's CF Pizza (A) (Ramsey),984 Route 17 No Suite B,Ramsey,Bergen,269.00
Nick Melissari,31042,Residence Inn East Rutherford,10 Murray Hill Pkway,East Rutherford,Bergen,89.00
Nick Melissari,92010,Houlihan's Ramsey,706 Rt 17 N,Ramsey,Bergen,165.00
Nick Melissari,39017,Bj's Rest & Brewhouse(A),21 Teterboro Landing Dr,Teterboro,Bergen,502.00
Nick Melissari,31055,The Game Room,1 American Dream Way,East Rutherford,Bergen,78.00
Nick Melissari,38020,Lodi Lanes (A),58 Terhune Ave,Lodi,Bergen,796.50
Nick Melissari,40025,Pf Changs China Bis(A) (Hackensack),50 Riverside Square Mall,Hackensack,Bergen,91.00
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Mahwah,Bergen,573.00
Nick Melissari,93007,Rp Prime Restaurant,209 Ramapo Valley Rd,Mahwah,Bergen,188.00
Nick Melissari,31054,Burger Shack,1 American Dream Way,East Rutherford,Bergen,1142.00
Nick Melissari,78007,Woodstone Pizza B & G,352 W. Passaic Street,Rochelle Park,Bergen,162.00
Nick Melissari,85003,Arturo's Restaurnt,41 Central Ave,Midland Park,Bergen,56.00
Nick Melissari,31029,Annabella's House Of Mozz,900 Paterson Plank Rd,East Rutherford,Bergen,29.00
Nick Melissari,46028,Legends (P),16 Statehighway 5,Palisades Park,Bergen,838.00
Nick Melissari,93002,Roxanne's A),150 Franklin Tpk,Mahwah,Bergen,306.00
Nick Melissari,31059,Apres Cafe,1 American Dream Way,East Rutherford,Bergen,137.00
Nick Melissari,120147,Port Imperial HOQ LLC,1 American Dream Way,East Rutherford,Passaic,4076.93
Nick Melissari,29028,Angelo's Restaurant,263 Ridge Road,Lyndhurst,Bergen,30.00
Nick Melissari,78016,Outback Stk Hse Roch Pk,194 Rt 17 N,Rochelle Park,Bergen,158.00
Nick Melissari,31027,New Park Tav (A),250 Park Ave,East Rutherford,Bergen,1779.00
Nick Melissari,31052,Mozzarella Bar,1 American Dream Way,East Rutherford,Bergen,173.00
Nick Melissari,37011,The Firehouse,42 Plauderville Ave,Garfield,Bergen,301.00
Nick Melissari,37045,Los Cantaritos Cantina,791 Midland Ave,Garfield,Bergen,289.00
Nick Melissari,42003,Whiskey Roads,152 Washington Ave,Little Ferry,Bergen,3729.60
Nick Melissari,80040,Biagio's,299 Paramus Rd,Paramus,Bergen,1050.00
Nick Melissari,80061,The Green Lounge,314 Paramus Rd,Paramus,Bergen,2641.40
Nick Melissari,30012,Elks Post 547 (A),48 Ames Avenue,Rutherford,Bergen,54.00
Nick Melissari,40024,Maggiano's Little(A)Italy,70 Riverside Square Mall,Hackensack,Bergen,136.00
Nick Melissari,31020,Chili's B & G E Rutherfor,140 Rte 17 North,East Rutherford,Bergen,204.00
Nick Melissari,49043,De Novo European Pub,1257 River Rd,Edgewater,Bergen,87.00
Nick Melissari,31047,Jarana,1 American Dream Way,East Rutherford,Bergen,253.00
Nick Melissari,49054,Hiram's,1345 Palisade Ave,Fort Lee,Bergen,521.00
Nick Melissari,31028,The Union Bar & Provisions,170 Union Ave,East Rutherford,Bergen,260.00
Nick Melissari,80013,Bonefish Grill (A) (Paramus),601 From Road,Paramus,Bergen,138.00
Nick Melissari,78017,El Asadero Mexican Grill (Rochelle Park),375 W. Passaic St.,Rochelle Park,Bergen,13701.15
Nick Melissari,94003,Segovia Tavern,110 W Oakland Ave,Oakland,Bergen,257.00
Nick Melissari,30029,Native Union Club,15 Sylvan St,Rutherford,Bergen,423.00
Nick Melissari,88006,Andrea's Restaurant,20 E Prospect St,Waldwick,Bergen,10.00
Nick Melissari,94004,Hansil's Bar (P),7 Ramapo Valley Rd.,Oakland,Bergen,230.00
Nick Melissari,38025,Rebar (Z),132 Essex St,Lodi,Bergen,398.00
Nick Melissari,31007,Nizi Japanese,340 Paterson Ave,East Rutherford,Bergen,50.00
Nick Melissari,35005,Chile,187 Hackensack St,Woodridge,Bergen,268.00
Nick Melissari,92005,Kinchley's,586 Franklin Tpk,Ramsey,Bergen,540.00
Nick Melissari,32005,Biggies (A),430 Rte 17 So,Carlstadt,Bergen,404.00
Nick Melissari,31030,Al-Di-La' (P),1 Hoboken Rd,East Rutherford,Bergen,79.00
Nick Melissari,49049,The Metropolitan Lounge,190 River Rd,Edgewater,Bergen,253.00
Nick Melissari,80012,California Pizza Paramus,1160 Garden State Plaza,Paramus,Bergen,98.00
Nick Melissari,89001,Savini Rest (A),168 W Cresent Ave,Allendale,Bergen,116.00
Nick Melissari,92007,Brady's At(A)The Station,5 W Main St,Ramsey,Bergen,1052.00
Nick Melissari,28003,Ktb Coffee Shop & Lounge,323 Ridge Rd,North Arlington,Bergen,11.00
Nick Melissari,31046,H Mart Inc (Space A101-A),1 American Dream Way,East Rutherford,Bergen,786.00
Nick Melissari,31053,Little Sheep Restaurant/Bar,1 American Dream Way,East Rutherford,Bergen,119.00
Nick Melissari,36014,Viva Margarita Wallington,413 Paterson Ave,Wallington,Bergen,155.00
Nick Melissari,93014,Double Tree By Hilton,180 Rt 17 S,Mahwah,Bergen,198.00
Nick Melissari,92004,Brothers Smokehouse,900 Rte 17 No,Ramsey,Bergen,284.00
Office Tell Sell,230110,Wrights Tavern(Z),936 River Rd,Woodland Park,Sussex,6745.86
Office Tell Sell,33009,In Thyme,55 Moonachie Ave,Moonachie,Bergen,55.00
Office Tell Sell,49003,Roberto's Restaurant (P),936 River Rd,Edgewater,Bergen,29.00
Office Tell Sell,4008,Lina's Ristorante,49 Main Street,Bloomingdale,Passaic,1.00
Office Tell Sell,49006,Ga Yeon Restaurant,2020 Hudson St,Fort Lee,Bergen,21.00
Office Tell Sell,20103,Moonlight (P) Lounge,100 Market St,Paterson,Passaic,337.00
Office Tell Sell,36035,Hillside (A) S A C,26 1st St,Wallington,Bergen,100.00
Office Tell Sell,52038,Grissini's Restaurant,484 Sylvan Ave,Englewood Cliff,Bergen,67.00
Office Tell Sell,49025,Flemings Stkhse (P),90 Promanade Ave,Edgewater,Bergen,33.00
Office Tell Sell,15053,Wrights Tavern(Z),80 Montgomery St,Paterson,Passaic,1310.00
Office Tell Sell,230110,Homestead Rest,294 N Church Rd,Sparta,Sussex,700.80
Office Tell Sell,78018,Columbian Club (Z),235 Rochelle Ave,Rochelle Park,Bergen,127.00
Office Tell Sell,53006,Cafe Italiano (Z),14 Sylvan Ave,Englewood Cliff,Bergen,27.00
Office Tell Sell,38035,The Elan (P),111 Rt 46 W,Lodi,Bergen,98.00
Office Tell Sell,49009,Ft Lee Athletic Club,2029 Lemoine Ave,Fort Lee,Bergen,24.00
Office Tell Sell,43014,Patsy's Bistro,344 Jersey Ave,Fairview,Bergen,27.00
Office Tell Sell,47007,Luigi's Rest (P),54 Mt Vernon St,Ridgefield Park,Bergen,4.00
Office Tell Sell,31032,Fiesta Hut (Z),227 Park Ave,East Rutherford,Bergen,1172.00
Office Tell Sell,76008,Saddle Brook (A) Diner,30 Market St,Saddle Brook,Bergen,50.00
Office Tell Sell,22009,Paterson Fire Dept,226 Walnut Street,Paterson,Passaic,35.00
Office Tell Sell,42016,Palermo Cafe (A),389 Liberty St,Little Ferry,Bergen,10.00
Office Tell Sell,21020,Rincon Criollo Restaurant,715 E 18th Street,Paterson,Passaic,10.00
Office Tell Sell,42005,Empire Club (P),136 Mehrhof Rd,Little Ferry,Bergen,817.23
Office Tell Sell,44032,Rustica Bar & Restaurant,565 Gorge Rd,Cliffside Park,Bergen,8.00
Office Tell Sell,77038,Taverna Mykonos,238 Broadway,Elmwood Park,Bergen,1507.83
Office Tell Sell,76007,Matsuya,490 Market St,Saddle Brook,Bergen,63.00
Office Tell Sell,49042,Fire Company 3 Ft Lee,557 Main St,Fort Lee,Bergen,10.00
Office Tell Sell,15002,Cost Plus,1730 Rt 46,Woodland Park,Passaic,63.00
Office Tell Sell,15054,Blue Palace (A),4 North Bridge Street,Paterson,Passaic,39.00
Pablo Lopez,52005,Ukranian (Z) Center,999 Market St,Woodland Park,Passaic,480894.74
Pablo Lopez,27070,Saritas Mexican Rest(A),82 President Street,Passaic,Passaic,1870.00
Pablo Lopez,15061,Boulevard Wine & Spirits,467 Union Ave,Paterson,Passaic,4939.00
Pablo Lopez,24063,Noches De Colombia (Clifton),1 Village Square,Clifton,Passaic,627.33
Pablo Lopez,24032,El Dorado Rest (Z),255 Parker Ave,Clifton,Passaic,298.00
Pablo Lopez,15030,EL BOHEMIO 2 LIQUOR STORE & BAR,92 Belmont Ave,Paterson,Passaic,28887.40
Pablo Lopez,15046,Romo Restaurant,177 3rd Ave,Paterson,Passaic,642.00
Pablo Lopez,22001,Lena Y Carbon Restaurant,201 Market St,Paterson,Passaic,752.00
Pablo Lopez,22013,Hi-Beams (P),182 Getty Ave,Paterson,Passaic,578.00
Pablo Lopez,15047,Freddie's Corner,295 Mt Pleasant Ave,West Paterson,Passaic,2514.00
Pablo Lopez,27050,Grand Rodeo Night Club(Z),182 Third St,Passaic,Passaic,1394.00
Pablo Lopez,20004,Bocaditos Bistro,710 Madison Ave,Paterson,Passaic,920.00
Pablo Lopez,27072,Passaic Discount Liquors,49 Market St,Passaic,Passaic,10726.00
Pablo Lopez,15034,Allen's Liquors,209 Mcbride Ave,Paterson,Passaic,18015.15
Pablo Lopez,20051,Costambar Bar & Liquor Corp.,292-294 Market Street,Paterson,Passaic,2579.50
Pablo Lopez,25041,Family Association,282 Parker Ave,Clifton,Passaic,17.00
Pablo Lopez,20108,5th Avenue (P) Tavern,138 5th Ave,Paterson,Passaic,340.00
Pablo Lopez,15045,Bacchus Sport Bar & Grill,176 Union Ave,Paterson,Passaic,1019.00
Pablo Lopez,20022,Caraballo's,495 Market Street,Paterson,Passaic,49605.90
Pablo Lopez,21024,Altiero Liquors,498 Ellison St.,Paterson,Passaic,56322.36
Pablo Lopez,33005,La Havana 59,110 Moonachie Ave,Moonachie,Bergen,226.33
Pablo Lopez,20114,Ronny's Liqrs (Z),389 Madison Avenue,Paterson,Passaic,2107.00
Pablo Lopez,25046,Jay Aldo's (Z) Bar & Pizz,40 Highland Ave,Clifton,Passaic,10586.05
Pablo Lopez,24030,El Mexicano Rest (P),1293 Main Ave,Clifton,Passaic,112.00
Pablo Lopez,15016,Gene's Liquor,26 N Straight St,Paterson,Passaic,10839.00
Pablo Lopez,21038,Freddie's Dugout,16 3rd Ave,Paterson,Passaic,18597.83
Pablo Lopez,15040,Legacy Bar & Liquor,1019 Mcbride Ave,Woodland Park,Passaic,1354.33
Pablo Lopez,27043,Monroe Wine & Liq(P),199 Monroe St,Passaic,Passaic,10981.00
Pablo Lopez,20102,La Fiesta,50 Cianci St,Paterson,Passaic,3824.25
Pablo Lopez,27066,Sunny's Liqs.(P),413 Monroe St,Passaic,Passaic,9962.00
Pablo Lopez,41008,Noches De Colombia (Hackensack),382 Main St,Hackensack,Bergen,1022.33
Pablo Lopez,20029,Star Liquor Store,13 12th Ave,Paterson,Passaic,1529.00
Pablo Lopez,25040,Palenque Bar & Grill(A),283 Parker Ave,Clifton,Passaic,2624.15
Pablo Lopez,20014,Bombolon Liquor & Grocery,192 E 16th St,Paterson,Passaic,69970.72
Pablo Lopez,25087,Sarina Bar,108 Center St,Clifton,Passaic,206.00
Pablo Lopez,27099,Mama Sushi Rest & Lounge,663 Main Ave,Passaic,Passaic,246.00
Pablo Lopez,25086,Con Sabor A Peru (A),109 Lakeview Ave,Clifton,Passaic,46.00
Pablo Lopez,22021,Super Korona (Z) Bar,991 Madison Ave,Paterson,Passaic,10049.30
Pablo Lopez,20062,Intensity Lounge/Angie's Liquors,109 Main St,Paterson,Passaic,4800.00
Pablo Lopez,27145,LOTUS,822 Main Ave,Passaic,Passaic,252.00
Pablo Lopez,25051,Portuguese Tavern Steak House,507 Crooks Ave,Clifton,Passaic,352.00
Pablo Lopez,21032,Carisma Liq & Groc (P),230 Vreeland Ave,Paterson,Passaic,3805.00
Pablo Lopez,25073,Aruba Lounge (P),240 Dayton Ave,Clifton,Passaic,202.00
Pablo Lopez,27073,Noches De Colombia (Passaic),210 Madison St,Passaic,Passaic,267.00
Pablo Lopez,39004,Noches De Colombia (S. Hackensack)),370 Rt 46 West,South Hackensac,Bergen,1247.00
Pablo Lopez,22019,Noches De Colombia (Paterson),365 21st Avenue,Paterson,Passaic,292.00
Pablo Lopez,27015,Dona Maria Rest,32 Bergen St,Passaic,Passaic,443.00
Pablo Lopez,21014,Ranchito Mi Peru,487 21st Ave,Paterson,Passaic,8369.42
Pablo Lopez,15018,Diana's Bar (Z),235 Grand St,Paterson,Passaic,1716.00
Pablo Lopez,21022,Costa Marina Lounge(A),182 Market St.,Paterson,Passaic,3257.50
Pablo Lopez,26014,Regalado Liq,168 Market St,Passaic,Passaic,11166.00
Pablo Lopez,22036,Tease (P),168 Getty Avenue,Paterson,Passaic,40.00
Pablo Lopez,21042,Marcet Cafe,1011 Market St,Paterson,Passaic,263.00
Pablo Lopez,20042,Midtown Liquors,274 Broadway,Paterson,Passaic,37585.00
Pablo Lopez,52005,Noches De Colombia(Englewood)),90 W. Palisade Ave,Englewood,Bergen,537.00
Pablo Lopez,22025,Dulce Patria,913 Main St,Paterson,Passaic,44.00
Pablo Lopez,21034,Schulman's (P) Deli,521 Park Ave,Paterson,Passaic,4513.33
Pablo Lopez,25015,Limonta Liqs (A),293 Vernon Ave,Clifton,Passaic,22880.94
Pablo Lopez,20081,Hacienda (P),102 Mclean Blvd,Paterson,Passaic,338.00
Pablo Lopez,21030,Bonfire Mofongo House (P),999 Market St,Paterson,Passaic,1119.00
Pablo Lopez,27021,Johnny's Liqs (P),370 Monroe St,Passaic,Passaic,8478.00
Pablo Lopez,20070,Joe's Liquor (A),328 11th Ave,Paterson,Passaic,5507.50
Pablo Lopez,27069,Broadway W&L,62 Broadway,Passaic,Passaic,10238.00
Pablo Lopez,20090,D'classico (P),58 Ellison St,Paterson,Passaic,2308.10
Pablo Lopez,27067,Ukranian (Z) Center,240 Hope Ave,Passaic,Passaic,24.00
Pablo Lopez,20046,Circle Cafe (A),144 Washington St,Paterson,Passaic,2880.00
Pablo Lopez,22031,Roxxie's (P),324 E Railway Ave,Paterson,Passaic,1101.00
Pablo Lopez,22044,Los Cristales (Z),409 21st Ave,Paterson,Passaic,3058.00
Pablo Lopez,20068,Florida Drugs (A),507 Broadway,Paterson,Passaic,438.00
Pablo Lopez,15062,Ragtime Gentlemen's Club,821 Mcbride Avenue,Woodland Park,Passaic,23.00
Pablo Lopez,25071,Jaimito's Crtside(Z),66 Center St,Clifton,Passaic,94.00
Pablo Lopez,27005,#1 Liqrs (P),130 Howe Ave,Passaic,Passaic,6926.00
Paul Mclaughlin,86007,Zina's Steakhouse & Grill,97 Rivervale Road,Woodcliff Lake,Bergen,63670.11
Paul Mclaughlin,52018,Aumm Aumm @The Brownstone,73 Brownstone Way,Englewood,Bergen,135.00
Paul Mclaughlin,62011,Sear House (A),411 Piermont Rd,Closter,Bergen,204.00
Paul Mclaughlin,75001,Emerson Hotel,31 Emerson Plaza E,Emerson,Bergen,409.50
Paul Mclaughlin,50035,Nobo,1400 Palisade Ave,Teaneck,Bergen,16.00
Paul Mclaughlin,86006,Seasons Catering (A),644 Pascack Rd,Washington Twsp,Bergen,176.00
Paul Mclaughlin,51014,Marriott (A) Teaneck,100 Frank Burr Blvd,Teaneck,Bergen,235.00
Paul Mclaughlin,65006,Gerry's Place,595 Broadway,Norwood,Bergen,812.00
Paul Mclaughlin,41002,Mi Tierrita (P),252 Main St,Hackensack,Bergen,3245.40
Paul Mclaughlin,57012,N Milford Ath Club,126 Boulevard,New Milford,Bergen,172.00
Paul Mclaughlin,69012,449 Prime @ Edgewood Country Club,449 Rivervale Rd,Rivervale,Bergen,129.50
Paul Mclaughlin,29051,Medieval Times,149 Polito Ave,Lyndhurst,Bergen,641.00
Paul Mclaughlin,61002,Haworth Golf Club(A),5 Lake Shore Dr,Haworth,Bergen,71.00
Paul Mclaughlin,54011,Knickerbocker Golf (P),188 Knickerbocker Rd,Tenafly,Bergen,194.17
Paul Mclaughlin,81029,Cosmo Club (Z),33-02 Morlot Avenue,Fair Lawn,Bergen,38.67
Paul Mclaughlin,52003,Cassies (A),18 S Dean St,Englewood,Bergen,59.00
Paul Mclaughlin,61003,White Beeches Golf Club,70 Haworth Dr,Haworth,Bergen,375.67
Paul Mclaughlin,52026,Englewood Field Club,341 Engle St,Englewood,Bergen,43.00
Paul Mclaughlin,69011,Green Point Restaurant,15 Rivervale Rd,Rivervale,Bergen,59.00
Paul Mclaughlin,39007,Club Flamingo (A),430 Route 46,South Hackensac,Bergen,416.00
Paul Mclaughlin,74001,Lolitas Mexican Cantina,65 Old Hook Rd,Westwood,Bergen,196.00
Paul Mclaughlin,51005,Zina's Steakhouse & Grill,827 Teaneck Rd,Teaneck,Bergen,116.00
Paul Mclaughlin,40008,Tavern 61 (Z),61 River St,Hackensack,Bergen,168.50
Paul Mclaughlin,67001,Olar Noso,493 Tappan Rd,Northvale,Bergen,30.00
Paul Mclaughlin,52036,Vida Garden,14-16 Armory St,Englewood,Bergen,681.00
Paul Mclaughlin,62002,Rudy's Pizzeria (P),65 Closter Plaza,Closter,Bergen,73.00
Paul Mclaughlin,71001,Peppercorn's,176 Colony Ave,Park Ridge,Bergen,275.00
Paul Mclaughlin,71007,103 Prime Time,103 Spring Valley Rd,Park Ridge,Bergen,44.00
Paul Mclaughlin,52049,Sini Bistro,401 S Van Brunt St,Englewood,Bergen,954.85
Paul Mclaughlin,81019,Oceanos Osyter Bar Grill,2-27 Saddle River Rd,Fair Lawn,Bergen,426.40
Paul Mclaughlin,69009,Rivervale Country Club,660 Rivervale Road,Rivervale,Bergen,531.17
Paul Mclaughlin,41022,Coach House Diner/Rest(Z),55 Rt 4 E,Hackensack,Bergen,25.00
Paul Mclaughlin,62007,The Hill,252 Schraalenburgh Rd,Closter,Bergen,95.00
Paul Mclaughlin,63002,Alpine C.C. (Z),80 Anderson Ave,Demarest,Bergen,237.00
Paul Mclaughlin,40038,Forte Ristorante,160 Prospect Ave,Hackensack,Bergen,197.00
Paul Mclaughlin,52012,CZEN Restaurant,36 N Van Brunt St,Englewood,Bergen,7.00
Paul Mclaughlin,62008,Bareburger (Closter),129 Vervalen St,Closter,Bergen,217.00
Paul Mclaughlin,74010,Osteria Crescendo,36 Jefferson Ave,Westwood,Bergen,66.00
Paul Mclaughlin,74021,Bar Mutz,90 Center Ave,Westwood,Bergen,94.00
