Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,Distribution Area,Product Num,Product Name,Date,Buyer Count   1/1/2025 - 12/31/2026,Units   1/1/2025 - 12/31/2026,Revenue   1/1/2025 - 12/31/2026,Gross Profit   1/1/2025 - 12/31/2026
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,6/25/2026,1.00,6.00,$208.00,$66.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201052,Green River Full Proof 1/750 mL,5/14/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,77009,M & M Wine & Spirits,429 Market St,Elmwood Park,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/24/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201068,Green River Single Barrel GSPD#3 1/750 mL,7/8/2025,1.00,2.00,$96.67,$31.30
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/4/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,42011,Buzzzrite Liquors,269 Route Rt 46 West,Little Ferry,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,12/23/2025,1.00,6.00,$208.00,$66.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/5/2026,1.00,3.00,$113.00,$34.46
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201063,Bardstown Collaboration Series Goose Island 1/750 mL Btl,7/8/2025,1.00,2.00,$149.33,$39.64
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201076,Green River Wheated Full Proof 1/750 ml Btl,4/30/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201052,Green River Full Proof 1/750 mL,2/4/2025,1.00,6.00,$218.00,$60.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/20/2025,1.00,2.00,$68.00,$20.97
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/14/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201075,Green River Single Barrel Wheated 1/1/750mL Btl,12/17/2025,1.00,11.00,$491.26,$131.76
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/20/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Garfield,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/12/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,7/17/2025,1.00,6.00,$204.00,$62.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,10/2/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/12/2026,1.00,6.00,$154.00,$45.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201076,Green River Wheated Full Proof 1/750 ml Btl,5/7/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201068,Green River Single Barrel GSPD#3 1/750 mL,7/11/2025,1.00,1.00,$49.33,$16.65
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201063,Bardstown Collaboration Series Goose Island 1/750 mL Btl,6/4/2025,1.00,1.00,$75.67,$20.82
Matt Powierski,77009,M & M Wine & Spirits,429 Market St,Elmwood Park,Bergen,201051,Green River Bourbon 1/750 mL Btl,3/13/2026,1.00,1.00,$26.83,$8.82
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201077,Green River Honey 1/750 mL Btl,5/8/2026,1.00,36.00,$660.00,$215.46
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/27/2025,1.00,3.00,$102.00,($0.54)
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201071,Bardstown Single Barrel GSPD #3 1/750 mL Btl,7/8/2025,1.00,2.00,$126.67,$37.97
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201076,Green River Wheated Full Proof 1/750 ml Btl,3/12/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,12/4/2025,1.00,6.00,$196.00,$54.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201059,Bardstown Discovery Series #10 1/750 mL Btl,7/8/2025,1.00,2.00,$209.33,$54.30
Matt Powierski,36007,Shop Rite Of Wallington,375 Paterson Ave,Wallington,Bergen,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,6/5/2026,1.00,6.00,$218.00,$54.37
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,6/4/2025,1.00,1.00,$105.67,$28.15
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Carlstadt,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/4/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201059,Bardstown Discovery Series #10 1/750 mL Btl,6/4/2025,1.00,2.00,$211.33,$56.30
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/20/2025,1.00,2.00,$68.00,$20.97
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/5/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,5/2/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201052,Green River Full Proof 1/750 mL,2/13/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201052,Green River Full Proof 1/750 mL,9/5/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/19/2026,1.00,2.00,$69.33,$22.30
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201051,Green River Bourbon 1/750 mL Btl,9/5/2025,1.00,2.00,$54.00,$17.97
Matt Powierski,36006,Wallington Liquor and Wine,168 Main Ave,Wallington,Sales,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/11/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/20/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/23/2025,1.00,6.00,$218.00,$216.91
Matt Powierski,32014,Wine Liquor Shop,434 Hackensack St,Carlstadt,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/27/2025,1.00,3.00,$81.00,$26.96
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,5/8/2025,1.00,3.00,$81.00,$26.96
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/5/2026,1.00,3.00,$113.00,$34.46
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201074,Bardstown Discovery #13 1/750 mL Btl,2/25/2026,1.00,6.00,$633.96,$168.87
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,10/28/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/12/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/10/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201066,Green River Single Barrel GSPD #1 1/750 mL,7/8/2025,1.00,2.00,$96.67,$31.30
Matt Powierski,36006,Wallington Liquor and Wine,168 Main Ave,Wallington,Sales,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,3/11/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/30/2025,1.00,12.00,$452.00,$137.82
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201054,Green River Wheated 1/750 mL,3/12/2026,1.00,6.00,$161.00,$52.91
Matt Powierski,36006,Wallington Liquor and Wine,168 Main Ave,Wallington,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/11/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/20/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201067,Green River Single Barrel GSPD#2 1/750 mL,7/11/2025,1.00,1.00,$49.33,$16.65
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,7/8/2025,1.00,2.00,$209.33,$54.30
Matt Powierski,36007,Shop Rite Of Wallington,375 Paterson Ave,Wallington,Bergen,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,5/19/2026,1.00,1.00,$38.67,$11.40
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,5/22/2026,1.00,1.00,$108.66,$31.15
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201064,Bardstown Collaboration Series Silver Oak 1/750 mL Btl,6/4/2025,1.00,1.00,$105.67,$28.15
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/4/2025,1.00,6.00,$218.00,$60.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,4/3/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/20/2025,1.00,3.00,$81.00,$26.96
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/23/2025,1.00,6.00,$218.00,$216.91
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/19/2026,1.00,2.00,$75.33,$22.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/19/2026,1.00,1.00,$26.83,$8.82
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201063,Bardstown Collaboration Series Goose Island 1/750 mL Btl,5/16/2025,1.00,1.00,$75.67,$20.82
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201052,Green River Full Proof 1/750 mL,2/20/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Garfield,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/10/2025,1.00,3.00,$122.00,$43.46
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201054,Green River Wheated 1/750 mL,9/5/2025,1.00,2.00,$54.00,$17.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201052,Green River Full Proof 1/750 mL,5/8/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/4/2025,1.00,2.00,$68.00,$20.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,3/5/2026,1.00,3.00,$80.50,$26.46
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/10/2025,1.00,3.00,$102.00,$31.46
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Garfield,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/4/2026,1.00,2.00,$81.33,$28.97
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,12/4/2025,1.00,6.00,$218.00,$60.91
Matt Powierski,36006,Wallington Liquor and Wine,168 Main Ave,Wallington,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/11/2025,1.00,2.00,$68.00,$20.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201077,Green River Honey 1/750 mL Btl,5/14/2026,1.00,6.00,$115.00,$40.91
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/4/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/4/2025,1.00,6.00,$196.00,$54.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,4/24/2025,1.00,6.00,$204.00,$62.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201077,Green River Honey 1/750 mL Btl,5/8/2026,1.00,18.00,$330.00,$107.73
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/23/2025,1.00,6.00,$196.00,$194.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,9/11/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201070,Bardstown Single Barrel GSPD #2 1/750 mL Btl,7/11/2025,1.00,1.00,$64.33,$19.99
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,5/2/2025,1.00,3.00,$102.00,$31.46
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Carlstadt,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/4/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201059,Bardstown Discovery Series #10 1/750 mL Btl,5/16/2025,1.00,1.00,$105.67,$28.15
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201069,Bardstown Single Barrel GSPD #1 1/750 mL Btl,7/8/2025,1.00,2.00,$126.67,$37.97
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201054,Green River Wheated 1/750 mL,1/23/2026,1.00,18.00,$462.00,$137.73
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,12/4/2025,1.00,12.00,$436.00,$121.82
Matt Powierski,36007,Shop Rite Of Wallington,375 Paterson Ave,Wallington,Bergen,201054,Green River Wheated 1/750 mL,4/8/2025,1.00,6.00,$162.00,$53.91
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/4/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201052,Green River Full Proof 1/750 mL,2/19/2026,1.00,2.00,$75.33,$22.97
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,12/4/2025,1.00,6.00,$218.00,$60.91
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/12/2026,1.00,6.00,$218.00,$60.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/4/2025,1.00,6.00,$218.00,$60.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,9/4/2025,1.00,6.00,$208.00,$66.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201051,Green River Bourbon 1/750 mL Btl,1/22/2026,1.00,6.00,$154.00,$45.91
Matt Powierski,77009,M & M Wine & Spirits,429 Market St,Elmwood Park,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/24/2025,1.00,6.00,$204.00,$202.91
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,6/18/2025,1.00,3.00,$115.00,$36.46
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201054,Green River Wheated 1/750 mL,3/5/2026,1.00,3.00,$80.50,$26.46
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/3/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201074,Bardstown Discovery #13 1/750 mL Btl,5/22/2026,1.00,1.00,$108.66,$31.15
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/12/2026,1.00,6.00,$218.00,$60.91
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,10/2/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/4/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,32014,Wine Liquor Shop,434 Hackensack St,Carlstadt,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/27/2025,1.00,3.00,$113.00,($0.54)
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,9/5/2025,1.00,2.00,$69.33,$22.30
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,6/19/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,9/4/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Garfield,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,3/12/2025,1.00,4.00,$136.00,$41.94
Matt Powierski,32017,Wine Grand (Carlstadt),675 Paterson Ave,Carlstadt,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/4/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201054,Green River Wheated 1/750 mL,2/12/2026,1.00,6.00,$154.00,$45.91
Matt Powierski,37068,Whoopee Liq (A),194 Van Winkle Ave,Garfield,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,3/12/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,10/28/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,37001,Good Fella's (Z) Rest.,661 Midland Ave,Garfield,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,4/23/2025,1.00,1.00,$38.67,$12.49
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201066,Green River Single Barrel GSPD #1 1/750 mL,7/11/2025,1.00,1.00,$49.33,$16.65
Matt Powierski,32014,Wine Liquor Shop,434 Hackensack St,Carlstadt,Bergen,201052,Green River Full Proof 1/750 mL,2/27/2025,1.00,3.00,$113.00,$34.46
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/12/2026,1.00,6.00,$196.00,$54.91
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,2/4/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,4/30/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,36016,King Liquors,434 Main Ave,Wallington,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/4/2025,1.00,2.00,$68.00,$20.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201054,Green River Wheated 1/750 mL,3/19/2026,1.00,6.00,$161.00,$52.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201067,Green River Single Barrel GSPD#2 1/750 mL,7/8/2025,1.00,2.00,$96.67,$31.30
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,8/28/2025,1.00,3.00,$81.00,$26.96
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/12/2026,1.00,6.00,$218.00,$60.91
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Carlstadt,Bergen,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,2/4/2025,1.00,2.00,$68.00,$20.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201051,Green River Bourbon 1/750 mL Btl,11/6/2025,1.00,6.00,$161.00,$52.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201054,Green River Wheated 1/750 mL,2/4/2025,1.00,6.00,$154.00,$45.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201053,Green River Rye 1/750 mL,2/4/2025,1.00,6.00,$154.00,$45.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,7/11/2025,1.00,3.00,$115.50,$36.96
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201077,Green River Honey 1/750 mL Btl,5/14/2026,1.00,6.00,$115.00,$40.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201051,Green River Bourbon 1/750 mL Btl,2/4/2025,1.00,6.00,$154.00,$45.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201052,Green River Full Proof 1/750 mL,9/4/2025,1.00,6.00,$226.00,$68.91
Matt Powierski,31060,Bottle Republic (Rutherford),10 NJ-17,Rutherford,Bergen,201052,Green River Full Proof 1/750 mL,2/12/2026,1.00,6.00,$218.00,$60.91
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201052,Green River Full Proof 1/750 mL,1/15/2026,1.00,6.00,$226.00,$68.91
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/4/2025,1.00,6.00,$218.00,$60.91
Matt Powierski,32016,Cobblestone Hill Deli,287 Broad St,Carlstadt,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,2/4/2025,1.00,1.00,$37.67,$11.49
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201071,Bardstown Single Barrel GSPD #3 1/750 mL Btl,7/11/2025,1.00,1.00,$64.33,$19.99
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,3/20/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,31004,Metro Liquors (East Rutherford),576 Paterson Ave,East Rutherford,Bergen,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,2/20/2025,1.00,2.00,$75.33,$22.97
Matt Powierski,31008,Metro Wine And Liq(A),89 NJ-17,East Rutherford,Bergen,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,5/23/2025,1.00,3.00,$115.00,$36.46
Matt Powierski,27032,Cork and Barrel,217 Brook Ave.,Passaic,Sales,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,5/16/2025,1.00,1.00,$105.67,$28.15
Matt Powierski,42004,Wine And People,260 Bergen Tpk,Little Ferry,Bergen,201069,Bardstown Single Barrel GSPD #1 1/750 mL Btl,7/11/2025,1.00,1.00,$64.33,$19.99
