Customer Num,Customer Name,Draft Package,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Units   2026
41029,Riviera Lounge (P),3) Package Only,310 Main St,Hackensack,Bergen,Bergen,1.00,1744.00
41031,Houstons (A)Hackensack,2) Draft and Package,1 Riverside Square (181),Hackensack,Bergen,Bergen,1.00,21.00
41033,Applebee's (A) Hackensack,2) Draft and Package,450 Hackensack Ave.,Hackensack,Bergen,Bergen,1.00,262.00
41034,Lodi Moose Lodge 1971,2) Draft and Package,215 Charles St,Hackensack,Bergen,Bergen,1.00,709.75
42001,Garden Shabu,3) Package Only,1 Valley Road,Little Ferry,Bergen,Bergen,1.00,63.00
42003,Whiskey Roads,2) Draft and Package,152 Washington Ave,Little Ferry,Bergen,Bergen,1.00,3753.60
42005,Empire Club (P),3) Package Only,136 Mehrhof Rd,Little Ferry,Bergen,Bergen,1.00,817.23
42007,Vfw 809 (P),2) Draft and Package,100 Main St,Little Ferry,Bergen,Bergen,1.00,39.00
42009,Nikki's Bar & Grill,2) Draft and Package,213 Washington Ave,Little Ferry,Bergen,Bergen,1.00,3413.68
42014,Segovia Steak House(A),2) Draft and Package,217 Main St,Little Ferry,Bergen,Bergen,1.00,217.00
42015,Amer Lgn (Z) Little Ferry,2) Draft and Package,100 Liberty Ave,Little Ferry,Bergen,Bergen,1.00,467.00
42016,Palermo Cafe (A),3) Package Only,389 Liberty St,Little Ferry,Bergen,Bergen,1.00,10.00
42017,Cast Iron Pot Signature,2) Draft and Package,260 Bergen Turnpike,Little Ferry,Bergen,Bergen,1.00,240.00
43014,Patsy's Bistro,3) Package Only,344 Jersey Ave,Fairview,Bergen,Bergen,1.00,27.00
43019,Cast Iron Pot (A),3) Package Only,356 Bergen Blvd,Fairview,Bergen,Bergen,1.00,168.00
43022,C & C Bar Factory,2) Draft and Package,560 Fairview Ave,Fairview,Bergen,Bergen,1.00,77.30
43029,El Tio Taco Ii,3) Package Only,332 Bergen Blvd,Fairview,Bergen,Bergen,1.00,12524.32
43031,La Fortuna (P),3) Package Only,430 Kamena St,Fairview,Bergen,Bergen,1.00,225.00
43032,El Caporal Mexican Food,3) Package Only,341 Anderson Ave,Fairview,Bergen,Bergen,1.00,469.00
43033,American Lgn Fairview (A),2) Draft and Package,110 Anderson Ave,Fairview,Bergen,Bergen,1.00,64.00
43035,S & A Society (Z),3) Package Only,270 Walker St,Fairview,Bergen,Bergen,1.00,126.00
44001,Brazeiro Churrascaria,2) Draft and Package,442 Anderson Ave,Cliffside Park,Bergen,Sales,1.00,55.00
44008,GOGIYA,2) Draft and Package,606 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,20.00
44012,690 Park,2) Draft and Package,690 Anderson Avenue,Cliffside Park,Bergen,Bergen,1.00,3493.00
44017,Frankie's Gastro,2) Draft and Package,651 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,1936.00
44025,Rudys (A),2) Draft and Package,591 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,416.00
44027,354 Steakhouse (A),2) Draft and Package,354 Lawton Ave,Cliffside Park,Bergen,Bergen,1.00,201.00
44028,512 Bar,3) Package Only,512 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,219.00
44031,Viva La Margarita Cliffside Park,2) Draft and Package,790 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,146.00
44032,Rustica Bar & Restaurant,2) Draft and Package,565 Gorge Rd,Cliffside Park,Bergen,Bergen,1.00,8.00
44033,Brass Rail Pub_2,3) Package Only,339 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,236.00
44035,O'Malleys Pub LLC DBA Blackbird Pub,2) Draft and Package,658 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,395.00
44038,Palisadium Club,3) Package Only,700 Palisadium Drive,Cliffside Park,Bergen,Bergen,1.00,10.00
44039,Villa Amalfi,3) Package Only,793 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,43.00
44043,Mythos Greek Taverna,2) Draft and Package,352 Anderson Ave,Cliffside Park,Bergen,Sales,1.00,52.00
44044,Sonsonate Rest(P),3) Package Only,100 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,827.00
44047,Sedona Tap House,2) Draft and Package,679 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,308.00
44048,Clubhouse Cafe (P),2) Draft and Package,661 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,784.00
45005,Colonial Bar,2) Draft and Package,719 Grand Avenue,Ridgefield,Bergen,Bergen,1.00,672.00
45007,Cantina 46,2) Draft and Package,88 Route 46 W,Ridgefield,Bergen,Sales,1.00,281.00
45015,Tivoli Restaurant,3) Package Only,533 Shaler Blvd,Ridgefield,Bergen,Bergen,1.00,183.00
45018,Duri Pocha,2) Draft and Package,441 Broad Ave,Ridgefield,Bergen,Bergen,1.00,47.00
45020,Tutto A Modo Mio,2) Draft and Package,482 Bergen Blvd,Ridgefield,Bergen,Sales,1.00,40.00
46006,Rock 21,3) Package Only,400 Bergen Blvd,Palisades Park,Bergen,Bergen,1.00,160.00
46007,Kumade,3) Package Only,412 Bergen Blvd,Palisades Park,Bergen,Bergen,1.00,40.00
46010,So Noon Nan Jib,2) Draft and Package,238 Broad Ave,Palisades Park,Bergen,Bergen,1.00,118.00
46014,Soosang Hand Pocha,2) Draft and Package,239 Broad Ave,Palisades Park,Bergen,Bergen,1.00,160.00
46017,Mariachi (Roku) (Z),2) Draft and Package,15 Grand Ave,Palisades Park,Bergen,Bergen,1.00,135.00
46020,Third Floor Cafe,2) Draft and Package,232 Broad Ave 3rd Floor,Palisades Park,Bergen,Sales,1.00,70.00
46022,Te Min Quan (P) Rest.,3) Package Only,270 Broad Ave,Palisades Park,Bergen,Bergen,1.00,19.00
46027,Grand Wine Bar/Karaoke(Z),2) Draft and Package,42 Broad Ave,Palisades Park,Bergen,Bergen,1.00,183.00
46028,Legends (P),2) Draft and Package,16 Statehighway 5,Palisades Park,Bergen,Bergen,1.00,874.00
46029,Hanam Daeji,3) Package Only,445 Grand Ave,Palisades Park,Bergen,Bergen,1.00,423.00
46030,Elks Post 2475 (Z),3) Package Only,536 10th St,Palisades Park,Bergen,Bergen,1.00,25.00
46031,Kang Ho Dong,3) Package Only,329 Bergen Blvd,Palisades Park,Bergen,Bergen,1.00,80.00
47003,Mk Valencia Rest & Lg(P),3) Package Only,228 Main Street,Ridgefield Park,Bergen,Bergen,1.00,164.00
47006,Elks Post 1506,2) Draft and Package,30 Spruce St,Ridgefield Park,Bergen,Bergen,1.00,178.00
47007,Luigi's Rest (P),2) Draft and Package,54 Mt Vernon St,Ridgefield Park,Bergen,Bergen,1.00,5.00
47014,K Of C 2229 (Z),3) Package Only,106 Bergen Ave,Ridgefield Park,Bergen,Bergen,1.00,212.00
47017,Westside Village (A),3) Package Only,18 Paulison Ave,Ridgefield Park,Bergen,Bergen,1.00,812.50
47019,Hilton Garden Inn Ridgefield Park,2) Draft and Package,70 Challenger Rd,Ridgefield Park,Bergen,Bergen,1.00,71.00
49001,Don Coqui,2) Draft and Package,541 River Rd,Edgewater,Bergen,Bergen,1.00,599.00
49003,Roberto's Restaurant (P),3) Package Only,936 River Rd,Edgewater,Bergen,Bergen,1.00,29.00
49004,Dino's Bar & Grill,2) Draft and Package,1466 River Rd,Edgewater,Bergen,Bergen,1.00,450.00
49006,Ga Yeon Restaurant,2) Draft and Package,2020 Hudson St,Fort Lee,Bergen,Bergen,1.00,191.00
49009,Ft Lee Athletic Club,2) Draft and Package,2029 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,24.00
49012,365 BBQ,2) Draft and Package,176 Main St,Fort Lee,Bergen,Bergen,1.00,28.00
49013,Cuba 57,2) Draft and Package,2139 Hudson Terrace,Fort Lee,Bergen,Bergen,1.00,51.00
49015,PYEONGANDONG,2) Draft and Package,89 Main St,Fort Lee,Bergen,Bergen,1.00,30.00
49016,Ipic Theaters,2) Draft and Package,2023 Hudson St,Fort Lee,Bergen,Bergen,1.00,236.00
49018,Jumong Restaurant,2) Draft and Package,1550 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,189.00
49021,Hyatt Place Fort Lee,3) Package Only,2167 Route 4 East,Fort Lee,Bergen,Bergen,1.00,25.00
49022,El asadero Mexican Grill (Fort Lee),2) Draft and Package,2052 Hudson St,Fort Lee,Bergen,Bergen,1.00,7915.68
49024,Ventana's Restaurant,2) Draft and Package,200 Park Ave,Fort Lee,Bergen,Bergen,1.00,142.00
49025,Flemings Stkhse (P),3) Package Only,90 Promanade Ave,Edgewater,Bergen,Bergen,1.00,49.00
49029,Obaltan,3) Package Only,799 Abbott Blvd,Fort Lee,Bergen,Bergen,1.00,40.00
49034,In Napoli (A),3) Package Only,116 Main St,Fort Lee,Bergen,Bergen,1.00,265.00
49040,Healing Karaoke,3) Package Only,2011 Lemoine Ave #303,Fort Lee,Bergen,Bergen,1.00,30.00
49041,WOOGA,2) Draft and Package,1296 Palisade Ave,Fort Lee,Bergen,Bergen,1.00,30.00
49042,Fire Company 3 Ft Lee,3) Package Only,557 Main St,Fort Lee,Bergen,Bergen,1.00,10.00
49043,De Novo European Pub,2) Draft and Package,1257 River Rd,Edgewater,Bergen,Bergen,1.00,96.00
49047,LaNoma Italian Steakhouse,2) Draft and Package,2010 Hudson St,Fort Lee,Bergen,Sales,1.00,164.00
49048,River Palm (A),2) Draft and Package,1416 River Rd,Edgewater,Bergen,Bergen,1.00,187.00
49049,The Metropolitan Lounge,3) Package Only,190 River Rd,Edgewater,Bergen,Bergen,1.00,269.00
49050,Bada Story (Z),3) Package Only,799 Abbott Blvd,Fort Lee,Bergen,Bergen,1.00,56.00
49051,Gopchang Story,3) Package Only,214 Main St,Fort Lee,Bergen,Sales,1.00,7611.60
49053,Soho (Z),2) Draft and Package,2027 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,28.00
49054,Hiram's,2) Draft and Package,1345 Palisade Ave,Fort Lee,Bergen,Bergen,1.00,573.00
49057,Gammeeok,3) Package Only,485 Main St,Fort Lee,Bergen,Bergen,1.00,20.00
49059,Outback Steakhouse(Z)Edg,2) Draft and Package,539 River Rd,Edgewater,Bergen,Bergen,1.00,207.00
49060,Franco's Metro Rest (P),2) Draft and Package,1475 Bergen Blvd,Fort Lee,Bergen,Bergen,1.00,59.00
49061,Double Tree Hotel Ft Lee,2) Draft and Package,2117 Route 4 E,Fort Lee,Bergen,Bergen,1.00,158.00
49063,COV,2) Draft and Package,115 River Rd,Edgewater,Bergen,Bergen,1.00,3880.56
49064,Bareburger (Edgewater),2) Draft and Package,78 The Promenade,Edgewater,Bergen,Bergen,1.00,97.00
49065,Haven Rest/Bar (A),3) Package Only,2 Main St,Edgewater,Bergen,Bergen,1.00,252.00
49067,Taverna Veranda,3) Package Only,725 River Road #49,Edgewater,Bergen,Sales,1.00,151.00
49069,Pho 32,2) Draft and Package,1645 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,47.00
49071,Chillers Grill (A),2) Draft and Package,2191 Fletcher Ave,Fort Lee,Bergen,Bergen,1.00,31.00
49072,JJ Dak,3) Package Only,144 Main St,Fort Lee,Bergen,Bergen,1.00,133.00
49074,Dong Bang Grill,3) Package Only,1616 Palisade Ave,Fort Lee,Bergen,Bergen,1.00,50.00
49076,Raku Izakaya (Z),2) Draft and Package,209 Main Street,Fort Lee,Bergen,Bergen,1.00,213.00
49083,Courtyard By Marriott Edgewater,3) Package Only,3 Pembroke Rd,Edgewater,Bergen,Bergen,1.00,100.00
49085,Tommy's Tavern + Tap (Edgewater),2) Draft and Package,11 The Promenade,Edgewater,Bergen,Bergen,1.00,531.00
49090,Homewood Suites Edgewater,3) Package Only,10 The Promenade,Edgewater,Bergen,Bergen,1.00,142.00
50001,Andy's Corner (Z),2) Draft and Package,257 Queen Ann Rd,Bogota,Bergen,Bergen,1.00,426.00
50004,Bistro Taino,2) Draft and Package,107 E Main S,Bogota,Bergen,Sales,1.00,30.00
50006,Cozy Tavern (P),2) Draft and Package,131 Queen Anne Rd,Bogota,Bergen,Bergen,1.00,407.00
50008,101 Pub (A),2) Draft and Package,101 Queen Anne Rd,Bogota,Bergen,Bergen,1.00,1131.00
50015,PUB 178,2) Draft and Package,178 Cedar Lane,Teaneck,Bergen,Bergen,1.00,242.00
50018,Debonair Music Hall,2) Draft and Package,1409 Queen Ann Road,Teaneck,Bergen,Bergen,1.00,173.00
50028,Amarone (P),3) Package Only,63 Cedar Lane,Teaneck,Bergen,Bergen,1.00,56.00
50029,La Tequilera Restaurant,2) Draft and Package,293 Queen Anne Rd,Teaneck,Bergen,Bergen,1.00,8389.45
50032,Vfw 5561 Bogota,3) Package Only,241 W Shore Ave,Bogota,Bergen,Bergen,1.00,84.00
50035,Nobo,2) Draft and Package,1400 Palisade Ave,Teaneck,Bergen,Bergen,1.00,16.00
50036,Moose Lodge 961 (Z),3) Package Only,201 W Englewood Av Bx 717,Teaneck,Bergen,Bergen,1.00,390.00
50038,Hampton Inn & Suites,3) Package Only,1 Glenwood Ave,Teaneck,Bergen,Bergen,1.00,76.00
51005,Zina's Steakhouse & Grill,3) Package Only,827 Teaneck Rd,Teaneck,Bergen,Bergen,1.00,116.00
51011,American Lgn Teaneck (Z),3) Package Only,650 American Legion Dr,Teaneck,Bergen,Bergen,1.00,38.00
51014,Marriott (A) Teaneck,2) Draft and Package,100 Frank Burr Blvd,Teaneck,Bergen,Bergen,1.00,235.00
51015,K Of C Teaneck,3) Package Only,829 Windsor Rd,Teaneck,Bergen,Bergen,1.00,18.00
52003,Cassies (A),2) Draft and Package,18 S Dean St,Englewood,Bergen,Bergen,1.00,65.00
52005,Noches De Colombia(Englewood)),3) Package Only,90 W. Palisade Ave,Englewood,Bergen,Bergen,1.00,581.00
52009,CAJUN SEAFOOD AND BAR,2) Draft and Package,45 NATHANIEL PLACE,Englewood,Bergen,Sales,1.00,112.00
52012,CZEN Restaurant,2) Draft and Package,36 N Van Brunt St,Englewood,Bergen,Bergen,1.00,7.00
52013,Lulu Lounge,2) Draft and Package,63 Nathaniel Pl,Englewood,Bergen,Bergen,1.00,50.00
52014,El Tango,3) Package Only,22-24 N Van Brunt St,Englewood,Bergen,Bergen,1.00,294.00
52017,Tapas De Espana (P),3) Package Only,47 N Dean St,Englewood,Bergen,Bergen,1.00,20.00
52018,Aumm Aumm @The Brownstone,2) Draft and Package,73 Brownstone Way,Englewood,Bergen,Bergen,1.00,135.00
52026,Englewood Field Club,2) Draft and Package,341 Engle St,Englewood,Bergen,Bergen,1.00,43.00
52027,American Lgn 58 (A) Englewood,3) Package Only,151 W Forest Ave,Englewood,Bergen,Bergen,1.00,236.00
52030,Sofia,3) Package Only,36 Engle St,Englewood,Bergen,Bergen,1.00,345.00
52032,Ideal Lodge 470 (P),3) Package Only,17 Bennett Rd,Englewood,Bergen,Bergen,1.00,123.00
52033,Blue Akai,2) Draft and Package,23 E Palisade Ave,Englewood,Bergen,Bergen,1.00,260.00
52036,Vida Garden,3) Package Only,14-16 Armory St,Englewood,Bergen,Bergen,1.00,700.00
52037,Colombia Kaliente,2) Draft and Package,30 East Palisade Ave.,Englewood,Bergen,Sales,1.00,665.00
52038,Grissini's Restaurant,3) Package Only,484 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,67.00
52046,Bergen Performing Arts,2) Draft and Package,30 N Van Brunt St,Englewood,Bergen,Bergen,1.00,3252.55
52049,Sini Bistro,3) Package Only,401 S Van Brunt St,Englewood,Bergen,Bergen,1.00,954.85
53001,Brownstone Pancake Factor,2) Draft and Package,717 E Palisade Ave,Englewood Cliff,Bergen,Bergen,1.00,79.00
53002,Mr Bbq,3) Package Only,150 Sylvan Way,Englewood Cliff,Bergen,Bergen,1.00,48.00
53004,Lefkes Restaurant,3) Package Only,495 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,311.00
53005,Cliffs Steakhouse(A),3) Package Only,18 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,32.00
53006,Cafe Italiano (Z),3) Package Only,14 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,27.00
53007,Giovanni's Bicycle Club,2) Draft and Package,487 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,80.00
54001,Tenafly Pizza (Z),3) Package Only,38 W Railroad Ave,Tenafly,Bergen,Bergen,1.00,97.00
54005,The 130 Club,3) Package Only,130 County Rd,Tenafly,Bergen,Bergen,1.00,54.00
54011,Knickerbocker Golf (P),2) Draft and Package,188 Knickerbocker Rd,Tenafly,Bergen,Bergen,1.00,205.00
54012,Axia Taverna,2) Draft and Package,18 Piermont Rd,Tenafly,Bergen,Bergen,1.00,42.00
54014,Elks Post 2271 (Z),3) Package Only,20 Franklin St,Tenafly,Bergen,Bergen,1.00,176.00
54017,Tenafly Classic Diner,3) Package Only,16 W Railroad Ave,Tenafly,Bergen,Bergen,1.00,28.00
55005,Cresskill Tavern,2) Draft and Package,29 E Madison Ave,Cresskill,Bergen,Bergen,1.00,650.00
55008,American Lgn (Z) (Cresskill),2) Draft and Package,75 Legion Dr,Cresskill,Bergen,Bergen,1.00,135.00
55009,Samdan Mediterranean Restaurant And Bar,2) Draft and Package,178 Piermont Rd,Cresskill,Bergen,Sales,1.00,130.00
56001,Tony's Italian Cuisine,2) Draft and Package,127 S. Washington Ave,Bergenfield,Bergen,Sales,1.00,217.00
56004,Jack E Pooh's,3) Package Only,22 N Front St,Bergenfield,Bergen,Bergen,1.00,461.00
56006,Lula's Latin Cuisine,2) Draft and Package,86 S. Washington Ave,Bergenfield,Bergen,Bergen,1.00,11.00
56009,Tommy Fox's Pub Hse(P),2) Draft and Package,32 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,780.00
56011,International Bar/Rest,3) Package Only,96 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,6594.52
56016,Chapala Grill - Bergenfield,2) Draft and Package,52 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,385.00
56018,Vfw 6467 (Z),3) Package Only,321 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,23.00
56022,Elks Post 1477,2) Draft and Package,40 W Church St,Bergenfield,Bergen,Bergen,1.00,591.00
57004,River & Henley,2) Draft and Package,704 River Rd,New Milford,Bergen,Bergen,1.00,612.00
57007,New Bridge Inn(A),3) Package Only,105 Old New Bridge Rd,New Milford,Bergen,Bergen,1.00,326.00
57009,Pancho Burrito's (A),2) Draft and Package,214 Main St,New Milford,Bergen,Bergen,1.00,1629.93
57011,Casual Habana Cafe (P),2) Draft and Package,200 Main St,New Milford,Bergen,Bergen,1.00,70.00
57012,N Milford Ath Club,2) Draft and Package,126 Boulevard,New Milford,Bergen,Bergen,1.00,182.00
57013,Vfw 4290 New Milford(P),3) Package Only,267 Madison Ave,New Milford,Bergen,Bergen,1.00,14.00
57015,Elks Post 2290 (Z),3) Package Only,1 Patrolman Ray Woods Dr,New Milford,Bergen,Bergen,1.00,348.00
58003,River Edge Diner & Rest.,2) Draft and Package,516 Kinderkamack Road,River Edge,Bergen,Bergen,1.00,44.00
58005,Feathers (A),2) Draft and Package,77 Kinderkamack Rd,River Edge,Bergen,Bergen,1.00,528.00
58008,K Of C River Edge,2) Draft and Package,770 Kindekamack Rd,River Edge,Bergen,Bergen,1.00,43.00
59001,ORA,2) Draft and Package,304 Kinderkamack Rd,Oradell,Bergen,Sales,1.00,135.00
59005,Hackensack Golf (A),2) Draft and Package,880 Soldier Hill Rd,Oradell,Bergen,Bergen,1.00,300.00
59006,The Oak House,2) Draft and Package,2 Kinderkamack Rd,Oradell,Bergen,Bergen,1.00,130.00
60002,QB's Bar and Grill,2) Draft and Package,49 W Madison Ave,Dumont,Bergen,Sales,1.00,938.00
60004,La Taberna Steak House,2) Draft and Package,31 W Madison Ave,Dumont,Bergen,Bergen,1.00,136.00
60012,Grant Street Cafe (A),2) Draft and Package,25 Grant Ave.,Dumont,Bergen,Bergen,1.00,1446.00
60014,Pop(xo) Taco,3) Package Only,20 E. Madison Ave,Dumont,Bergen,Bergen,1.00,65.00
60016,Elks Post (Z) Dumont,2) Draft and Package,15 American Legion Place,Dumont,Bergen,Bergen,1.00,107.00
60017,K Of C Dumont,2) Draft and Package,61 Armour Pl,Dumont,Bergen,Bergen,1.00,22.00
61002,Haworth Golf Club(A),2) Draft and Package,5 Lake Shore Dr,Haworth,Bergen,Bergen,1.00,71.00
61003,White Beeches Golf Club,2) Draft and Package,70 Haworth Dr,Haworth,Bergen,Bergen,1.00,441.00
61004,Andiamo,2) Draft and Package,23 Hardenburgh Ave,Haworth,Bergen,Bergen,1.00,265.00
62002,Rudy's Pizzeria (P),3) Package Only,65 Closter Plaza,Closter,Bergen,Bergen,1.00,83.00
62003,Stern And Bow,2) Draft and Package,171 Schraalenburgh Rd,Closter,Bergen,Bergen,1.00,230.00
62007,The Hill,2) Draft and Package,252 Schraalenburgh Rd,Closter,Bergen,Bergen,1.00,95.00
62008,Bareburger (Closter),2) Draft and Package,129 Vervalen St,Closter,Bergen,Bergen,1.00,217.00
62010,LUCIOS,2) Draft and Package,208 Piermont Rd,Closter,Bergen,Bergen,1.00,383.50
62011,Sear House (A),3) Package Only,411 Piermont Rd,Closter,Bergen,Bergen,1.00,214.00
62012,Landmark Closter,2) Draft and Package,130 Vervalen St,Closter,Bergen,Bergen,1.00,13.00
62015,Elks Lodge 2304(Z),3) Package Only,148 Rail Road Ave,Closter,Bergen,Bergen,1.00,355.00
63002,Alpine C.C. (Z),2) Draft and Package,80 Anderson Ave,Demarest,Bergen,Bergen,1.00,247.00
65003,Verana,2) Draft and Package,530 Livingston St,Norwood,Bergen,Bergen,1.00,41.00
65005,Dimora Ristorante (P),3) Package Only,100 Piermont Rd,Norwood,Bergen,Bergen,1.00,197.00
65006,Gerry's Place,2) Draft and Package,595 Broadway,Norwood,Bergen,Bergen,1.00,856.00
65007,86 and Vine,2) Draft and Package,519 Livingston St.,Norwood,Bergen,Sales,1.00,212.00
65008,American Lgn Norwood,3) Package Only,480 Broadway,Norwood,Bergen,Bergen,1.00,22.00
66001,Montammy Golf Club (P),2) Draft and Package,Route 9 W,Alpine,Bergen,Bergen,1.00,132.00
66002,Kiku (Z) Restaurant,3) Package Only,385 Rte 9w,Alpine,Bergen,Bergen,1.00,158.00
67001,Olar Noso,2) Draft and Package,493 Tappan Rd,Northvale,Bergen,Bergen,1.00,30.00
67002,Brady's Fox Hunt Inn,2) Draft and Package,201 Livingston St,Northvale,Bergen,Bergen,1.00,291.00
67006,Northvale Diner,2) Draft and Package,247 Livingston St,Northvale,Bergen,Bergen,1.00,38.00
67009,American Lgn Northvale,3) Package Only,190 Paris Ave,Northvale,Bergen,Bergen,1.00,20.00
67010,Biddy O'malleys Pub (A),2) Draft and Package,191 Paris Ave,Northvale,Bergen,Bergen,1.00,132.00
67014,The Rockleigh C C (P),2) Draft and Package,26 Paris Ave,Rockleigh,Bergen,Bergen,1.00,241.00
68003,Aurora Restaurant,2) Draft and Package,203 Old Tappan Rd,Old Tappan,Bergen,Sales,1.00,204.00
68006,Old Tappan Manor (P),3) Package Only,137 Orangeburg Rd,Old Tappan,Bergen,Bergen,1.00,102.00
68011,Old Tappan Golf Course,2) Draft and Package,83 De Wolf Rd,Old Tappan,Bergen,Sales,1.00,263.00
69003,Edgewood Country Club,2) Draft and Package,449 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,232.00
69005,Let's Meat Steakhouse,2) Draft and Package,625 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,87.00
69007,Florentine Garden,2) Draft and Package,97 Rivervale Road,Rivervale,Bergen,Bergen,1.00,282.00
69009,Rivervale Country Club,2) Draft and Package,660 Rivervale Road,Rivervale,Bergen,Bergen,1.00,577.00
69011,Green Point Restaurant,2) Draft and Package,15 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,72.00
69012,449 Prime @ Edgewood Country Club,2) Draft and Package,449 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,132.00
70004,Davey's Locker (A),2) Draft and Package,5 Park St,Montvale,Bergen,Bergen,1.00,949.00
70005,Montvale Bowl (A),3) Package Only,14 West Grand Ave,Montvale,Bergen,Bergen,1.00,804.00
70008,Hearth & Tap Co.,2) Draft and Package,125 N Kndrkmk Rd,Montvale,Bergen,Bergen,1.00,833.00
70009,Montvale Fire Company,2) Draft and Package,35 W Grand Ave,Montvale,Bergen,Bergen,1.00,43.00
70012,Fire & Oak (A),2) Draft and Package,100 Chestnut Ridge Rd,Montvale,Bergen,Bergen,1.00,123.00
70013,Flemings Prime Steakhouse and Wine Bar,2) Draft and Package,210 Market St,Montvale,Bergen,Bergen,1.00,129.00
71001,Peppercorn's,2) Draft and Package,176 Colony Ave,Park Ridge,Bergen,Bergen,1.00,300.00
71004,Four Leaves,2) Draft and Package,146 Kinderkamack Road,Park Ridge,Bergen,Sales,1.00,180.00
71005,Park Steakhouse,2) Draft and Package,151 Kinderkamack Rd,Park Ridge,Bergen,Bergen,1.00,165.00
71007,103 Prime Time,3) Package Only,103 Spring Valley Rd,Park Ridge,Bergen,Bergen,1.00,44.00
71009,American Lgn Park Ridge,2) Draft and Package,118 Ridge Ave,Park Ridge,Bergen,Bergen,1.00,42.00
71010,Elks Post 2234,3) Package Only,13 Sulak Lane,Park Ridge,Bergen,Bergen,1.00,272.00
71011,Marriott (P) Park Ridge,2) Draft and Package,300 Brae Blvd,Park Ridge,Bergen,Bergen,1.00,249.00
71015,Park Ridge Vol Fire Dept,2) Draft and Package,53 Park Avenue,Park Ridge,Bergen,Bergen,1.00,10.00
72002,Bareburger (Woodcliff Lake),2) Draft and Package,453 Chestnut Ridge Rd 23c,Woodcliff Lake,Bergen,Bergen,1.00,91.00
73001,Lou's,2) Draft and Package,74 Broadway,Hillsdale,Bergen,Bergen,1.00,1517.00
73002,The Cornerstone (P),2) Draft and Package,84 Broadway,Hillsdale,Bergen,Bergen,1.00,1348.00
73004,Osso Buco,3) Package Only,343 Broadway,Hillsdale,Bergen,Bergen,1.00,51.00
73007,Bensi (P),2) Draft and Package,387 Washington Ave,Hillsdale,Bergen,Bergen,1.00,272.00
74001,Lolitas Mexican Cantina,2) Draft and Package,65 Old Hook Rd,Westwood,Bergen,Bergen,1.00,203.00
74002,Elks Post 1562,2) Draft and Package,523 Kinderkamack Rd,Westwood,Bergen,Bergen,1.00,363.00
74004,P J Finnegan's,2) Draft and Package,274 Fairview Ave,Westwood,Bergen,Bergen,1.00,182.00
74008,MeltToba Restaurant,2) Draft and Package,250 Center Ave,Westwood,Bergen,Bergen,1.00,1.00
74010,Osteria Crescendo,2) Draft and Package,36 Jefferson Ave,Westwood,Bergen,Bergen,1.00,66.00
74012,Iron Horse,2) Draft and Package,20 Washington Ave,Westwood,Bergen,Bergen,1.00,188.00
74014,American Lgn (Z) (Westwood),3) Package Only,264 Washington Ave,Westwood,Bergen,Bergen,1.00,254.00
74019,K Of C Westwood,3) Package Only,40 Crest St,Westwood,Bergen,Bergen,1.00,14.00
74021,Bar Mutz,2) Draft and Package,90 Center Ave,Westwood,Bergen,Bergen,1.00,94.00
75001,Emerson Hotel,2) Draft and Package,31 Emerson Plaza E,Emerson,Bergen,Bergen,1.00,448.00
76001,Golden Pub (P),2) Draft and Package,335 Market St,Saddle Brook,Bergen,Bergen,1.00,169.00
76004,Marriot Hotel(A)Saddle Bk,2) Draft and Package,138 New Pehle Ave,Saddle Brook,Bergen,Bergen,1.00,225.00
76005,Midland Brewhouse (A),2) Draft and Package,374 North Midland Ave,Saddle Brook,Bergen,Bergen,1.00,522.00
76007,Matsuya,3) Package Only,490 Market St,Saddle Brook,Bergen,Bergen,1.00,63.00
76008,Saddle Brook (A) Diner,3) Package Only,30 Market St,Saddle Brook,Bergen,Bergen,1.00,63.00
