Customer Num,Customer Name,Draft Package,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Units   2026
24060,Clifton Billiards (Z),2) Draft and Package,1158 Main Ave,Clifton,Passaic,Passaic,1.00,613.00
24061,Breaker Billiards,2) Draft and Package,1142 US-46,Clifton,Passaic,Passaic,1.00,540.00
24063,Noches De Colombia (Clifton),3) Package Only,1 Village Square,Clifton,Passaic,Passaic,1.00,629.00
25004,Matthews Italian Rest,3) Package Only,1131 Bloomfield Avenue,Clifton,Passaic,Passaic,1.00,87.00
25009,Spuntino Wine Bar/Italian,2) Draft and Package,70 Kingsland Rd,Clifton,Passaic,Passaic,1.00,177.00
25011,Kashan Indian Kitchen & Ber,2) Draft and Package,50 Market St,Clifton,Passaic,Passaic,1.00,29.00
25018,Tick-Tock Diner (A),2) Draft and Package,281 Alwood Rd,Clifton,Passaic,Passaic,1.00,37.00
25027,Sportzone B&G (P),2) Draft and Package,593 Van Houten Ave,Clifton,Passaic,Passaic,1.00,292.00
25036,Dingbatz (P),3) Package Only,620 Van Houten Ave,Clifton,Passaic,Passaic,1.00,631.00
25040,Palenque Bar & Grill(A),3) Package Only,283 Parker Ave,Clifton,Passaic,Passaic,1.00,2624.15
25041,Family Association,2) Draft and Package,282 Parker Ave,Clifton,Passaic,Passaic,1.00,17.00
25043,Ooka Sushi Hibachi,3) Package Only,166 Main Ave,Clifton,Passaic,Sales,1.00,162.00
25046,Jay Aldo's (Z) Bar & Pizz,3) Package Only,40 Highland Ave,Clifton,Passaic,Passaic,1.00,18135.80
25049,Yesterdays (P),2) Draft and Package,70 Main Ave,Clifton,Passaic,Passaic,1.00,704.00
25051,Portuguese Tavern Steak House,2) Draft and Package,507 Crooks Ave,Clifton,Passaic,Passaic,1.00,373.00
25052,Uno Chicago Grl (A)Clifto,2) Draft and Package,426 Rt 3 W.River Frontcnt,Clifton,Passaic,Passaic,1.00,211.00
25053,Lamayoria Bar Restaurant,3) Package Only,110 Ackerman Ave,Clifton,Passaic,Sales,1.00,7604.96
25056,Emerald Corner (Z),2) Draft and Package,12 Oak St,Clifton,Passaic,Passaic,1.00,3124.79
25071,Jaimito's Crtside(Z),3) Package Only,66 Center St,Clifton,Passaic,Passaic,1.00,94.00
25073,Aruba Lounge (P),3) Package Only,240 Dayton Ave,Clifton,Passaic,Passaic,1.00,212.00
25077,Chevy's Fresh Mex (A)Clif,2) Draft and Package,365 Rte 3 East,Clifton,Passaic,Passaic,1.00,341.00
25078,The Shannon Rose (A),2) Draft and Package,98 Kingsland Rd,Clifton,Passaic,Passaic,1.00,376.00
25082,Crab Island Cajun Seafood & Bar,3) Package Only,1016 Main Ave,Clifton,Passaic,Passaic,1.00,307.00
25083,Rutt's Hut (A),2) Draft and Package,417 River Rd,Clifton,Passaic,Passaic,1.00,479.00
25086,Con Sabor A Peru (A),3) Package Only,109 Lakeview Ave,Clifton,Passaic,Passaic,1.00,46.00
25087,Sarina Bar,3) Package Only,108 Center St,Clifton,Passaic,Passaic,1.00,206.00
26003,La Casona Cafe Restaurant Bar,2) Draft and Package,829 Main Ave,Passaic,Passaic,Passaic,1.00,4342.00
26013,Tiny Tijuana,2) Draft and Package,427 Van Houten Ave,Passaic,Passaic,Sales,1.00,2195.00
26020,El Alamo Bar,2) Draft and Package,90 Lexington Ave,Passaic,Passaic,Sales,1.00,1606.00
27001,Fiesta Night Club(P),3) Package Only,115 President St,Passaic,Passaic,Passaic,1.00,3748.00
27009,La Rancherita,3) Package Only,22 Jackson St,Passaic,Passaic,Passaic,1.00,5457.98
27015,Dona Maria Rest,3) Package Only,32 Bergen St,Passaic,Passaic,Passaic,1.00,448.00
27018,Cantina Bar,3) Package Only,165 Passaic St,Passaic,Passaic,Passaic,1.00,300.00
27027,Shamrock B&G (P),2) Draft and Package,13 Hoover Ave,Passaic,Passaic,Passaic,1.00,259.00
27035,Platinum Dollz,2) Draft and Package,426 Van Houten Ave.,Passaic,Passaic,Sales,1.00,289.00
27039,Venus Bar & Restaurant,3) Package Only,68 Central Ave,Passaic,Passaic,Passaic,1.00,255.00
27044,Clary's Restaurant & Bar,3) Package Only,196 Monroe St,Passaic,Passaic,Passaic,1.00,538.00
27050,Grand Rodeo Night Club(Z),3) Package Only,182 Third St,Passaic,Passaic,Passaic,1.00,1394.00
27051,Factory 220,3) Package Only,220 Passaic St,Passaic,Passaic,Passaic,1.00,228.00
27053,Rumba Bar,3) Package Only,234 Monroe St.,Passaic,Passaic,Passaic,1.00,93.00
27055,Don Lalo Restaurant,3) Package Only,879 Main Ave,Passaic,Passaic,Passaic,1.00,188.00
27067,Ukranian (Z) Center,2) Draft and Package,240 Hope Ave,Passaic,Passaic,Passaic,1.00,42.00
27070,Saritas Mexican Rest(A),3) Package Only,82 President Street,Passaic,Passaic,Passaic,1.00,2000.00
27073,Noches De Colombia (Passaic),3) Package Only,210 Madison St,Passaic,Passaic,Passaic,1.00,267.00
27076,El Asadero Mexican Grill (Passaic),3) Package Only,305 Passaic St,Passaic,Passaic,Passaic,1.00,27775.54
27077,Mojito Bar,3) Package Only,159 Market St,Passaic,Passaic,Passaic,1.00,24763.00
27085,Cazadores Bar (Z) LLC,3) Package Only,246 3rd St,Passaic,Passaic,Passaic,1.00,1132.00
27093,Galleria,2) Draft and Package,581-583 Main Ave,Passaic,Passaic,Sales,1.00,921.75
27094,El Anochecer,3) Package Only,154 Passaic St,Passaic,Passaic,Passaic,1.00,3678.00
27095,Club Sq (A),3) Package Only,40 3rd St,Passaic,Passaic,Passaic,1.00,2798.00
27099,Mama Sushi Rest & Lounge,3) Package Only,663 Main Ave,Passaic,Passaic,Passaic,1.00,246.00
27100,Buenaaazo,2) Draft and Package,87 Broadway,Passaic,Passaic,Sales,1.00,34.00
27102,Fragancia Sports Bar,3) Package Only,161 8th St,Passaic,Passaic,Passaic,1.00,16562.11
27106,La Posada,3) Package Only,334 Monroe St.,Passaic,Passaic,Sales,1.00,3246.11
27108,Los Arcos (P) Rest.,3) Package Only,305 Monroe St,Passaic,Passaic,Passaic,1.00,525.00
27110,El Camaron Mazatleco,2) Draft and Package,166 Market St,Passaic,Passaic,Sales,1.00,213.00
27111,Davids' Place (P),3) Package Only,361 Monroe St,Passaic,Passaic,Passaic,1.00,628.00
27118,Arepa Express,2) Draft and Package,23-27 Lexington Ave,Passaic,Passaic,Sales,1.00,1328.00
27119,El Chever (P),3) Package Only,228 Washington Pl,Passaic,Passaic,Passaic,1.00,23.00
27142,Lena y Carbon Restaurant & Bar (Passaic),2) Draft and Package,64 Lexington Ave,Passaic,Passaic,Sales,1.00,348.00
27144,La Fortaleza (Passaic),3) Package Only,32 Market St,Passaic,Passaic,Passaic,1.00,3841.00
27145,LOTUS,2) Draft and Package,822 Main Ave,Passaic,Passaic,Passaic,1.00,263.00
27146,Foxes Place,3) Package Only,201 Parker Ave,Passaic,Passaic,Passaic,1.00,23315.23
28003,Ktb Coffee Shop & Lounge,3) Package Only,323 Ridge Rd,North Arlington,Bergen,Bergen,1.00,11.00
28008,Tavern On Ridge,2) Draft and Package,14 Ridge Road,North Arlington,Bergen,Sales,1.00,860.00
28009,1 Republik,2) Draft and Package,26 Ridge Rd,North Arlington,Bergen,Bergen,1.00,657.42
28013,Penelope's Pizzeria & Sports Bar,2) Draft and Package,25 Schuyler Ave,North Arlington,Bergen,Bergen,1.00,14.00
28015,K Of C N Arlington (Z),3) Package Only,194 River Rd,North Arlington,Bergen,Bergen,1.00,322.00
28016,Inka Flames,3) Package Only,11-35 River Rd,North Arlington,Bergen,Bergen,1.00,116.00
28017,Lassoni Ristorante(P),3) Package Only,602 Ridge Rd,North Arlington,Bergen,Bergen,1.00,195.00
28019,Turf and Barrel,2) Draft and Package,584 Ridge Rd,North Arlington,Bergen,Bergen,1.00,16665.08
28020,Tejo Bar & Rest,2) Draft and Package,318 Belleville Tpke,North Arlington,Bergen,Bergen,1.00,387.00
28021,Brazilian Spices Steakhouse & Pizza,2) Draft and Package,440 Ridge Road,North Arlington,Bergen,Sales,1.00,39.00
28024,N Arlington Bowl O Drome,2) Draft and Package,200 Schuyler Ave,North Arlington,Bergen,Bergen,1.00,289.00
28025,Arlington Diner (A),3) Package Only,1 River Road,North Arlington,Bergen,Bergen,1.00,32.00
28026,Elks Post 1992 (Z),3) Package Only,129 Ridge Rd,North Arlington,Bergen,Bergen,1.00,469.00
28027,Roma Rest. (P),2) Draft and Package,33 Crystal St,North Arlington,Bergen,Bergen,1.00,136.00
28030,Carlitos,2) Draft and Package,185 River Rd,North Arlington,Bergen,Sales,1.00,86.00
28031,Shawn's Crazy Saloon,2) Draft and Package,350 Belleville Turnpike,North Arlington,Hudson,Bergen,1.00,5904.17
28033,Homewood Suites By Hilton,3) Package Only,125 Rt.17 South,East Rutherford,Bergen,Bergen,1.00,58.00
29014,Bar 503,2) Draft and Package,503 Valley Brook Ave,Lyndhurst,Bergen,Sales,1.00,70.00
29018,Pietro's Trattoria,3) Package Only,543 Ridge Road,Lyndhurst,Bergen,Bergen,1.00,22.00
29019,Mickey's Bar & Grill (Z),2) Draft and Package,601 Riverside Plaza,Lyndhurst,Bergen,Bergen,1.00,2620.30
29021,Uncle Vinnys Bar & Grill,2) Draft and Package,37 Ridge Road,Lyndhurst,Bergen,Bergen,1.00,573.00
29028,Angelo's Restaurant,3) Package Only,263 Ridge Road,Lyndhurst,Bergen,Bergen,1.00,30.00
29030,City Lounge (P),2) Draft and Package,455 Valley Brook Ave,Lyndhurst,Bergen,Bergen,1.00,113.00
29033,Courtyard Marriott(A),3) Package Only,1 Polito Avenue,Lyndhurst,Bergen,Bergen,1.00,129.00
29035,Marty Gra's (A),2) Draft and Package,601 Schuyler Ave,Lyndhurst,Bergen,Bergen,1.00,989.00
29036,Mr.Bruno's,2) Draft and Package,439 Valley Brook Ave,Lyndhurst,Bergen,Bergen,1.00,90.00
29039,Lee's Hawaiian (P),3) Package Only,768 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,1.00,87.00
29041,Masonic (A) Club,2) Draft and Package,316 Riverside Ave,Lyndhurst,Bergen,Bergen,1.00,48.00
29044,American Lgn Lyndhurst #139,2) Draft and Package,217 Webster Ave,Lyndhurst,Bergen,Bergen,1.00,417.00
29045,Teros Snack Bar,2) Draft and Package,224 Ridge Rd,Lyndhurst,Bergen,Bergen,1.00,65.00
29047,Elks Post (P),2) Draft and Package,251 Park Ave,Lyndhurst,Bergen,Bergen,1.00,24.00
29051,Medieval Times,2) Draft and Package,149 Polito Ave,Lyndhurst,Bergen,Bergen,1.00,669.00
29052,Polish American Club,2) Draft and Package,730 New Jersey Ave,Lyndhurst,Bergen,Bergen,1.00,12.00
29054,San Carlo Restaurant,3) Package Only,620 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,1.00,145.00
29055,Vfw Lyndhurst (P),3) Package Only,527 Valley Brook Ave,Lyndhurst,Bergen,Bergen,1.00,20.00
30002,American Lgn 109 (P) Rutherford,3) Package Only,424 Carmita Ave,Rutherford,Bergen,Bergen,1.00,99.00
30012,Elks Post 547 (A),2) Draft and Package,48 Ames Avenue,Rutherford,Bergen,Bergen,1.00,54.00
30017,Renaissance Meadowlands,3) Package Only,801 Rutherford Ave,Rutherford,Bergen,Bergen,1.00,335.00
30026,Simulcast,2) Draft and Package,1 Racetrack Drive,East Rutherford,Bergen,Bergen,1.00,669.00
30029,Native Union Club,3) Package Only,15 Sylvan St,Rutherford,Bergen,Bergen,1.00,441.00
30030,Sonoma Bistro,2) Draft and Package,59 Park Ave,Rutherford,Bergen,Bergen,1.00,131.00
30031,Paisano's,2) Draft and Package,132 Park Ave,Rutherford,Bergen,Bergen,1.00,60.00
30032,Panebianco Cucina Italiana,2) Draft and Package,88 Park Ave,Rutherford,Bergen,Bergen,1.00,55.00
31006,The Roosevelt,2) Draft and Package,356 Paterson Ave,East Rutherford,Bergen,Bergen,1.00,141.00
31007,Nizi Japanese,3) Package Only,340 Paterson Ave,East Rutherford,Bergen,Bergen,1.00,50.00
31009,Vesta Wood Fired Pizza,2) Draft and Package,64 Hoboken Road,East Rutherford,Bergen,Bergen,1.00,172.00
31011,Blarney Station,2) Draft and Package,258 Park Ave,East Rutherford,Bergen,Bergen,1.00,900.00
31013,Elia Restaurant,2) Draft and Package,240 Hackensack St,East Rutherford,Bergen,Bergen,1.00,211.00
31017,Victory Sports Bar,2) Draft and Package,1 Racetrack Drive,East Rutherford,Bergen,Bergen,1.00,943.00
31020,Chili's B & G E Rutherfor,2) Draft and Package,140 Rte 17 North,East Rutherford,Bergen,Bergen,1.00,213.00
31022,Candlewick,3) Package Only,179 Paterson Ave,East Rutherford,Bergen,Bergen,1.00,67.00
31023,Applebee's Garfield (A),2) Draft and Package,186 Passaic St,Garfield,Bergen,Bergen,1.00,345.00
31024,Castle Billiards (Z),2) Draft and Package,349 Rt 17,East Rutherford,Bergen,Bergen,1.00,693.00
31026,Rockafella's,2) Draft and Package,443 Paterson Aven,East Rutherford,Bergen,Bergen,1.00,611.00
31027,New Park Tav (A),2) Draft and Package,250 Park Ave,East Rutherford,Bergen,Bergen,1.00,1866.00
31028,The Union Bar & Provisions,2) Draft and Package,170 Union Ave,East Rutherford,Bergen,Bergen,1.00,268.00
31029,Annabella's House Of Mozz,2) Draft and Package,900 Paterson Plank Rd,East Rutherford,Bergen,Bergen,1.00,29.00
31030,Al-Di-La' (P),2) Draft and Package,1 Hoboken Rd,East Rutherford,Bergen,Bergen,1.00,79.00
31032,Fiesta Hut (Z),3) Package Only,227 Park Ave,East Rutherford,Bergen,Bergen,1.00,1172.00
31036,Eros Cafe,3) Package Only,168 Union Ave,East Rutherford,Bergen,Bergen,1.00,576.00
31037,Delaware North Met Life Stadium,2) Draft and Package,102 Route 120,East Rutherford,Bergen,Bergen,1.00,8159.00
31039,Yard House 8390,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,762.00
31042,Residence Inn East Rutherford,3) Package Only,10 Murray Hill Pkway,East Rutherford,Bergen,Bergen,1.00,89.00
31043,House of Que (East Rutherford),2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,646.00
31045,Dream Bar,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,134.00
31047,Jarana,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,263.00
31048,Song'E Napule,2) Draft and Package,106 Park Ave,Rutherford,Bergen,Bergen,1.00,72.00
31049,Marcus Live Bar & Grille,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,253.00
31051,Around The Clock Diner,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,35.00
31052,Mozzarella Bar,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,176.00
31053,Little Sheep Restaurant/Bar,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,131.00
31054,Burger Shack,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,1151.00
31055,The Game Room,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,78.00
31056,H Mart Inc (Space A103),2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,546.00
31058,Dream 360,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,449.00
31059,Apres Cafe,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,137.00
31061,Tipsy Tie Dye,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,20.00
31062,Dream Live Performing Arts Center,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,142.00
32005,Biggies (A),2) Draft and Package,430 Rte 17 So,Carlstadt,Bergen,Bergen,1.00,425.00
32008,Steve's Bar & Grill (A),2) Draft and Package,620 Rt 17,Carlstadt,Bergen,Bergen,1.00,417.00
32009,American Lgn (P) (Carlstadt),2) Draft and Package,412 Third St,Carlstadt,Bergen,Bergen,1.00,560.00
32010,Segovia Meson,2) Draft and Package,645 Washington Ave,Carlstadt,Bergen,Bergen,1.00,74.00
32011,La Fortaleza (Carlstadt),3) Package Only,335 PATERSON PLANK ROAD,Carlstadt,Bergen,Sales,1.00,1484.00
32012,The Local Pub,2) Draft and Package,442 Hackensack St,Carlstadt,Bergen,Bergen,1.00,910.00
32015,Cjd 2l Corp(Sofive),3) Package Only,2 Palmer Terrace,Carlstadt,Bergen,Bergen,1.00,540.00
32020,Il Villaggio Rest,3) Package Only,651 Rt 17 N,Carlstadt,Bergen,Bergen,1.00,165.00
32023,Redd's Rest (Z),2) Draft and Package,317 Washington Ave,Carlstadt,Bergen,Bergen,1.00,739.00
32026,Gianna's (Z),3) Package Only,843 Washington Ave,Carlstadt,Bergen,Bergen,1.00,54.00
32031,Spring Hill Suites Carlstadt,3) Package Only,192 Paterson Plank Road,Carlstadt,Bergen,Bergen,1.00,81.00
32033,Pulse Gentleman's Club,2) Draft and Package,325 Patterson Plank Rd,Carlstadt,Bergen,Sales,1.00,20.00
33003,Segovia,3) Package Only,150 Moonachie Road,Moonachie,Bergen,Bergen,1.00,89.00
33004,Gray Cliff (A),3) Package Only,290 Moonachie Ave,Moonachie,Bergen,Bergen,1.00,347.00
33005,La Havana 59,3) Package Only,110 Moonachie Ave,Moonachie,Bergen,Bergen,1.00,248.00
33006,Bazzarellis (Z),3) Package Only,117 Moonachie Rd,Moonachie,Bergen,Bergen,1.00,494.30
33009,In Thyme,2) Draft and Package,55 Moonachie Ave,Moonachie,Bergen,Bergen,1.00,95.00
34000,Holiday Inn (Hasbrook Height),2) Draft and Package,283 Route 17 South,Hasbrouck Heights,Bergen,Bergen,1.00,152.00
34002,Heights Bar (P),2) Draft and Package,163 Boulevard,Hasbrouck Heights,Bergen,Bergen,1.00,499.00
34006,Bensi (P) (Shoprite Plza),3) Package Only,459 Rt 17 S,Hasbrouck Heights,Bergen,Bergen,1.00,38.00
34008,The Ivy Inn,2) Draft and Package,268 Terrace Ave,Hasbrouck Heights,Bergen,Bergen,1.00,40.00
34010,Costillas Colombian Bar & Grill,2) Draft and Package,208 Boulevard,Hasbrouck Heights,Bergen,Sales,1.00,25.00
34014,Hasbrouck Heights Elks,3) Package Only,128 Baldwin Ave,Hasbrouck Heights,Bergen,Bergen,1.00,60.00
34016,Vfw Hasbrouck (A),2) Draft and Package,513 Veterans Pl,Hasbrouck Heights,Bergen,Bergen,1.00,322.00
34017,Ktb Coffee Shop,2) Draft and Package,183 Boulevard,Hasbrouck Heights,Bergen,Bergen,1.00,101.00
34018,Hilton Hasbrk Hts #50591,2) Draft and Package,650 Terrace Ave,Hasbrouck Heights,Bergen,Bergen,1.00,507.00
34019,Home2 Suites by Hilton,2) Draft and Package,377 RT 17 S,Hasbrouck Heights,Bergen,Bergen,1.00,71.00
35005,Chile,3) Package Only,187 Hackensack St,Woodridge,Bergen,Bergen,1.00,278.00
35006,The Concourse #728,3) Package Only,379 Rt 17 South,Woodridge,Bergen,Sales,1.00,217.00
35009,Fiesta (A),2) Draft and Package,255 Route 17 S,Woodridge,Bergen,Bergen,1.00,480.00
36014,Viva Margarita Wallington,2) Draft and Package,413 Paterson Ave,Wallington,Bergen,Bergen,1.00,161.00
36015,Wallington Lane (Bowlero),2) Draft and Package,299 Paterson Ave,Wallington,Bergen,Bergen,1.00,507.00
36025,Karol's Pub (A),2) Draft and Package,252 Maple Ave,Wallington,Bergen,Bergen,1.00,357.00
36026,Agave Cocina Mexicana,2) Draft and Package,32 Locust Ave,Wallington,Bergen,Bergen,1.00,119.00
36031,Ayla Restaurant & Bar,2) Draft and Package,209 Paterson Ave,Wallington,Bergen,Bergen,1.00,3719.69
36035,Hillside (A) S A C,3) Package Only,26 1st St,Wallington,Bergen,Bergen,1.00,128.00
36043,Sports Bar & Liquors,2) Draft and Package,171 Hathaway St,Wallington,Bergen,Bergen,1.00,260.00
37001,Good Fella's (Z) Rest.,3) Package Only,661 Midland Ave,Garfield,Bergen,Bergen,1.00,92.00
37004,Tres Agaves,2) Draft and Package,178 Palisade Ave,Garfield,Bergen,Bergen,1.00,172.00
37005,Charlies Tav(Z),2) Draft and Package,147 Frederick St,Garfield,Bergen,Bergen,1.00,186.00
37010,Vfw Outwater (Z) Lane,2) Draft and Package,340 Outwater Lane,Garfield,Bergen,Bergen,1.00,39.00
37011,The Firehouse,2) Draft and Package,42 Plauderville Ave,Garfield,Bergen,Bergen,1.00,308.00
37012,Sportsmens (P) Tavern,2) Draft and Package,245 Outwater Lane,Garfield,Bergen,Bergen,1.00,531.00
37019,BJ Polonia,2) Draft and Package,126 Ray St,Garfield,Bergen,Bergen,1.00,796.00
37022,Ceviche Peruvian Cuisine,3) Package Only,517 River Drive,Garfield,Bergen,Sales,1.00,300.00
37026,"Michele (Z) Rest,",2) Draft and Package,32 Passaic St,Garfield,Bergen,Bergen,1.00,10.00
37034,Blackjack Mulligans(P) (Garfield),2) Draft and Package,279 Passaic St,Garfield,Bergen,Bergen,1.00,816.00
37038,Wisla Center (Z),3) Package Only,73 Main St,Garfield,Bergen,Bergen,1.00,222.00
37040,The Venetian,3) Package Only,546 River Rd,Garfield,Bergen,Bergen,1.00,591.00
37045,Los Cantaritos Cantina,2) Draft and Package,791 Midland Ave,Garfield,Bergen,Bergen,1.00,314.00
37047,Dp's Pub & Seafood Grill,2) Draft and Package,732 River Dr,Garfield,Bergen,Bergen,1.00,451.00
37050,Royal Manor,3) Package Only,454 Midland Ave,Garfield,Bergen,Bergen,1.00,133.00
37055,82 OAK BAR & BISTRO,3) Package Only,149 Vanwinkle Ave,Garfield,Bergen,Sales,1.00,531.00
37060,Pazza Luna (P),3) Package Only,52 Chestnut St,Garfield,Bergen,Bergen,1.00,47.00
37063,Jojo's Bar & Grill,2) Draft and Package,133 Monroe St,Garfield,Bergen,Bergen,1.00,529.00
37065,Voraz Fuision,2) Draft and Package,68 Lanza Ave,Garfield,Bergen,Sales,1.00,-1.00
37066,La Fortaleza (Garfield),3) Package Only,361 Midland Ave,Garfield,Bergen,Bergen,1.00,785.00
37070,The Hive Bar & Bistro,2) Draft and Package,142 Outwater Lane,Garfield,Bergen,Bergen,1.00,294.00
37075,Deja Vu (Z),3) Package Only,50 River Drive,Garfield,Bergen,Bergen,1.00,58.00
38002,Satin Dolls (A),3) Package Only,230 Route 17,Lodi,Bergen,Bergen,1.00,1405.00
38020,Lodi Lanes (A),2) Draft and Package,58 Terhune Ave,Lodi,Bergen,Bergen,1.00,885.00
38025,Rebar (Z),2) Draft and Package,132 Essex St,Lodi,Bergen,Bergen,1.00,429.00
38028,Colombia Bakery Factory & Restaurant,2) Draft and Package,1 South Main St,Lodi,Bergen,Sales,1.00,206.00
38034,La Nota Restaurant Bar,2) Draft and Package,2 Mercer St. #2,Lodi,Bergen,Sales,1.00,97.00
38035,The Elan (P),3) Package Only,111 Rt 46 W,Lodi,Bergen,Bergen,1.00,108.00
38039,Hilltop Tav.(Z),2) Draft and Package,50 Essex St,Lodi,Bergen,Bergen,1.00,579.00
38043,K Of C Lodi,2) Draft and Package,39 Washington Ave,Lodi,Bergen,Bergen,1.00,36.00
38046,La Fortaleza (Lodi),3) Package Only,10 Route 46,Lodi,Bergen,Bergen,1.00,568.00
38047,American Legion Lodi Post 136,3) Package Only,41 Union St,Lodi,Bergen,Bergen,1.00,3.00
39004,Noches De Colombia (S. Hackensack)),3) Package Only,370 Rt 46 West,South Hackensac,Bergen,Bergen,1.00,1432.00
39006,Fat Bastard & Sons,2) Draft and Package,434 Route 46 West,South Hackensac,Bergen,Sales,1.00,244.00
39007,Club Flamingo (A),3) Package Only,430 Route 46,South Hackensac,Bergen,Bergen,1.00,451.00
39008,Blush Gentleman's Club,3) Package Only,2 S Main St,South Hackensac,Bergen,Bergen,1.00,8321.89
39010,Players Club (Z),2) Draft and Package,213 Huyler St,South Hackensac,Bergen,Bergen,1.00,1209.00
39015,Rudy's Inflight Caterers,3) Package Only,180 North Street,Teterboro,Bergen,Bergen,1.00,977.00
39017,Bj's Rest & Brewhouse(A),2) Draft and Package,21 Teterboro Landing Dr,Teterboro,Bergen,Bergen,1.00,533.00
39018,Texas Roadhouse,2) Draft and Package,20 Teterboro Landing Dr.,Teterboro,Bergen,Bergen,1.00,500.00
40005,Lazy Lanigans (A),2) Draft and Package,604 Main Street,Hackensack,Bergen,Bergen,1.00,1091.00
40007,Elks Post 153 (Z),3) Package Only,351 1st St,Hackensack,Bergen,Bergen,1.00,5073.38
40008,Tavern 61 (Z),2) Draft and Package,61 River St,Hackensack,Bergen,Bergen,1.00,200.00
40015,Capon's Chophouse,2) Draft and Package,390 Hackensack Ave.,Hackensack,Bergen,Sales,1.00,11.00
40021,Bowler City Bowling,3) Package Only,85 Midtown Bridge St,Hackensack,Bergen,Bergen,1.00,735.00
40024,Maggiano's Little(A)Italy,2) Draft and Package,70 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,146.00
40025,Pf Changs China Bis(A) (Hackensack),2) Draft and Package,50 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,97.00
40026,Brooklyn's (A),3) Package Only,161 Hackensack Ave,Hackensack,Bergen,Bergen,1.00,135.00
40027,Cigarro Bar and Lounge,2) Draft and Package,91 Main St,Hackensack,Bergen,Sales,1.00,39.00
40030,JINYA Ramen Bar (Hackensack),2) Draft and Package,390 Hackensack Ave,Hackensack,Bergen,Sales,1.00,61.00
40032,Side Bar,2) Draft and Package,45 Main St,Hackensack,Bergen,Sales,1.00,392.00
40035,Chit Chat Diner,3) Package Only,515 Essex St,Hackensack,Bergen,Bergen,1.00,100.00
40038,Forte Ristorante,2) Draft and Package,160 Prospect Ave,Hackensack,Bergen,Bergen,1.00,207.00
40040,St Paul Lodge#7,3) Package Only,184 Berdan Place,Hackensack,Bergen,Bergen,1.00,127.00
41001,Casual Habana Cafe(Hack),2) Draft and Package,125 Main St,Hackensack,Bergen,Bergen,1.00,81.00
41002,Mi Tierrita (P),3) Package Only,252 Main St,Hackensack,Bergen,Bergen,1.00,3245.40
41006,Straphanger Saloon (A),2) Draft and Package,126 Anderson St,Hackensack,Bergen,Bergen,1.00,1813.15
41008,Noches De Colombia (Hackensack),3) Package Only,382 Main St,Hackensack,Bergen,Bergen,1.00,1072.00
41009,TRUE FOOD,3) Package Only,390 HACKENSACK AVE,Hackensack,Bergen,Sales,1.00,54.00
41010,Lenoras Bar (P),2) Draft and Package,129 Johnson Ave,Hackensack,Bergen,Bergen,1.00,962.00
41011,Bangkok Garden(P) Thai,3) Package Only,261 Main St,Hackensack,Bergen,Bergen,1.00,17.00
41013,Viva Margarita Hackensack,2) Draft and Package,774 Main St,Hackensack,Bergen,Bergen,1.00,288.00
41016,Cheesecake Fact (A)Hacken,2) Draft and Package,197 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,422.00
41017,Rosa Mexicano (A),3) Package Only,390 Hackensack Ave # 60,Hackensack,Bergen,Bergen,1.00,125.00
41020,Lidos Restaurant (P),2) Draft and Package,701 Main St,Hackensack,Bergen,Bergen,1.00,235.00
41022,Coach House Diner/Rest(Z),2) Draft and Package,55 Rt 4 E,Hackensack,Bergen,Bergen,1.00,25.00
41023,The Whiskey Priest (Hackensack),2) Draft and Package,159 Main St.,Hackensack,Bergen,Bergen,1.00,636.00
41025,Morton's The Stkhse Hacke,3) Package Only,274 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,143.00
41026,Amc- Shops @ Riverside P,2) Draft and Package,390 Hackensack Ave,Hackensack,Bergen,Bergen,1.00,213.00
41027,Cubby's (P),2) Draft and Package,249 S River St,Hackensack,Bergen,Bergen,1.00,22.00
