Sales Rep Assigned,Customer Num,Customer Name,Product Num,Product Name,Product Type,Package,Brand Family,Date,Buyer Count   5/1/2026 - 7/31/2026,Buyer Count   8/1/2026 - 8/31/2026,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Units   5/1/2026 - 7/31/2026,Units   8/1/2026 - 8/31/2026
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/20/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190804,Midtown Liq,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,8/3/2026,,1.00,,1.00,,1.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/8/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/28/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190304,Shoppers Disc Liquor,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/4/2026,,1.00,,1.00,,1.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/4/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/22/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/14/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190207,Liquor Outlet,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/22/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190216,House of Wine & Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/5/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/22/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190216,House of Wine & Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/19/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190216,House of Wine & Liquor,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/11/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190207,Liquor Outlet,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/22/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190705,Rockaway W/L,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/20/2026,1.00,,1.00,,3.00,
Klejdi Lamo,191606,Quick Check Liquor (A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/6/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190216,House of Wine & Liquor,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/1/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190705,Rockaway W/L,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/5/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/6/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/22/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190804,Midtown Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/1/2026,1.00,,1.00,,4.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/2/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190804,Midtown Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/27/2026,1.00,,1.00,,3.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/17/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190216,House of Wine & Liquor,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/24/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/27/2026,1.00,,1.00,,3.00,
Klejdi Lamo,191518,3 IN 1 LIQUORS INC,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/6/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/13/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190216,House of Wine & Liquor,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/1/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191608,Shop-Rite(A) Netcong,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/10/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190304,Shoppers Disc Liquor,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/26/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/21/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/4/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191606,Quick Check Liquor (A),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/6/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191606,Quick Check Liquor (A),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/17/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/16/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/22/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/19/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190705,Rockaway W/L,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/17/2026,1.00,,1.00,,3.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/22/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190207,Liquor Outlet,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/5/2026,,1.00,,1.00,,2.00
Klejdi Lamo,190304,Shoppers Disc Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/4/2026,,1.00,,1.00,,2.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/10/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190216,House of Wine & Liquor,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/7/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/20/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/6/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/1/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190804,Midtown Liq,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/1/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/8/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/14/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/3/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/22/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/19/2026,1.00,,1.00,,3.00,
Klejdi Lamo,191608,Shop-Rite(A) Netcong,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/20/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/19/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190216,House of Wine & Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/24/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191713,Stanhope Liquors,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/7/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/27/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190207,Liquor Outlet,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/22/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/7/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/27/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/19/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190705,Rockaway W/L,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/29/2026,1.00,,1.00,,3.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/14/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/20/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190304,Shoppers Disc Liquor,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/22/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191713,Stanhope Liquors,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/11/2026,,1.00,,1.00,,2.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/24/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/27/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/1/2026,1.00,,1.00,,3.00,
Klejdi Lamo,190207,Liquor Outlet,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/22/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190705,Rockaway W/L,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/17/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191803,Kingston Liquors,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,8/7/2026,,1.00,,1.00,,3.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/28/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/23/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190216,House of Wine & Liquor,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/11/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/1/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190304,Shoppers Disc Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/26/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190804,Midtown Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190216,House of Wine & Liquor,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/20/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/17/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190705,Rockaway W/L,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/2/2026,1.00,,1.00,,4.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/18/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/17/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/17/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/9/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191713,Stanhope Liquors,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/20/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190207,Liquor Outlet,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/6/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191713,Stanhope Liquors,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/5/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/11/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191608,Shop-Rite(A) Netcong,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/8/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/3/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/13/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/27/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191713,Stanhope Liquors,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/2/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190101,Montville Wine & Spirits,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/5/2026,,1.00,,1.00,,1.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/16/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191608,Shop-Rite(A) Netcong,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/1/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/2/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/5/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/25/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190804,Midtown Liq,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/1/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190207,Liquor Outlet,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/6/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190804,Midtown Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/13/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/26/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190804,Midtown Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,8/3/2026,,1.00,,1.00,,4.00
Klejdi Lamo,191518,3 IN 1 LIQUORS INC,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/26/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190207,Liquor Outlet,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/8/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/15/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/29/2026,1.00,,1.00,,2.00,
Klejdi Lamo,190208,Boonton Liquor Locker,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/31/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191803,Kingston Liquors,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/15/2026,1.00,,1.00,,2.00,
Klejdi Lamo,191210,Milton Inn,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,8/11/2026,,1.00,,1.00,,2.00
Klejdi Lamo,190208,Boonton Liquor Locker,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/8/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190705,Rockaway W/L,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/2/2026,1.00,,1.00,,1.00,
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/29/2026,1.00,,1.00,,1.00,
Klejdi Lamo,191606,Quick Check Liquor (A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/17/2026,1.00,,1.00,,1.00,
Matt Powierski,77007,Wine Land,12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/3/2026,1.00,,1.00,,1.00,
Matt Powierski,32014,Wine Liquor Shop,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/4/2026,1.00,,1.00,,3.00,
Matt Powierski,77007,Wine Land,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/6/2026,1.00,,1.00,,1.00,
Matt Powierski,37006,Garfield Discount Liquors,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/24/2026,1.00,,1.00,,2.00,
