Sales Rep Assigned,Customer Num,Customer Name,Product Num,Product Name,Product Type,Package,Brand Family,Date,Buyer Count   5/1/2026 - 7/31/2026,Buyer Count   8/1/2026 - 8/31/2026,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Units   5/1/2026 - 7/31/2026,Units   8/1/2026 - 8/31/2026
Brian Sengebush,190601,Thatcher Mcghee's (A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,6/1/2026,1.00,,1.00,,0.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,5/12/2026,1.00,,1.00,,1.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,5/4/2026,1.00,,1.00,,0.00,
Brian Sengebush,191521,Patricks Pub (P),12150,Dogfish Head Grateful Dead Juicy Pale Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,5/8/2026,1.00,,1.00,,1.00,
Brian Sengebush,191510,Lola's Restaurant,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,6/1/2026,1.00,,1.00,,0.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,6/16/2026,1.00,,1.00,,1.00,
Brian Sengebush,190220,Reservoir Tavern(A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/8/2026,1.00,,1.00,,2.00,
Brian Sengebush,1017,Millers Ale House Rockawa,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,8/3/2026,,1.00,,1.00,,0.00
Brian Sengebush,1017,Millers Ale House Rockawa,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,6/1/2026,1.00,,1.00,,0.00,
Brian Sengebush,191510,Lola's Restaurant,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,6/22/2026,1.00,,1.00,,1.00,
Brian Sengebush,1017,Millers Ale House Rockawa,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,5/5/2026,1.00,,1.00,,1.00,
Brian Sengebush,231717,Culver Liquor and Bar,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,8/11/2026,,1.00,,1.00,,2.00
Brian Sengebush,231717,Culver Liquor and Bar,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/2/2026,1.00,,1.00,,2.00,
Brian Sengebush,190214,Johnnie's Tavern,12150,Dogfish Head Grateful Dead Juicy Pale Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/6/2026,1.00,,1.00,,1.00,
Brian Sengebush,1017,Millers Ale House Rockawa,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,6/23/2026,1.00,,1.00,,1.00,
Brian Sengebush,1024,Buffalo Wild Wings (Rockaway),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,8/3/2026,,1.00,,1.00,,0.00
Brian Sengebush,191510,Lola's Restaurant,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/3/2026,1.00,,1.00,,1.00,
Brian Sengebush,191510,Lola's Restaurant,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,6/5/2026,1.00,,1.00,,1.00,
Brian Sengebush,1017,Millers Ale House Rockawa,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,6/2/2026,1.00,,1.00,,1.00,
Brian Sengebush,1017,Millers Ale House Rockawa,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,7/1/2026,1.00,,1.00,,0.00,
Brian Sengebush,191521,Patricks Pub (P),12150,Dogfish Head Grateful Dead Juicy Pale Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,8/3/2026,,1.00,,1.00,,0.00
Brian Sengebush,1017,Millers Ale House Rockawa,8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,6/30/2026,1.00,,1.00,,1.00,
Brian Sengebush,1017,Millers Ale House Rockawa,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/1/2026,1.00,,1.00,,0.00,
Brian Sengebush,1017,Millers Ale House Rockawa,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/9/2026,1.00,,1.00,,1.00,
Brian Sengebush,191009,Mason Street Grille,12150,Dogfish Head Grateful Dead Juicy Pale Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,8/3/2026,,1.00,,1.00,,0.00
Brian Sengebush,190220,Reservoir Tavern(A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,5/14/2026,1.00,,1.00,,2.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,5/6/2026,1.00,,1.00,,1.00,
Brian Sengebush,1024,Buffalo Wild Wings (Rockaway),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,8/5/2026,,1.00,,1.00,,1.00
Brian Sengebush,1017,Millers Ale House Rockawa,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,5/4/2026,1.00,,1.00,,0.00,
Brian Sengebush,190220,Reservoir Tavern(A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,8/6/2026,,1.00,,1.00,,2.00
Brian Sengebush,191510,Lola's Restaurant,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/29/2026,1.00,,1.00,,1.00,
Brian Sengebush,231717,Culver Liquor and Bar,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/26/2026,1.00,,1.00,,3.00,
Brian Sengebush,230405,Sheridan Lodge (P),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,5/4/2026,1.00,,1.00,,0.00,
Brian Sengebush,231717,Culver Liquor and Bar,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/12/2026,1.00,,1.00,,2.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,6/9/2026,1.00,,1.00,,1.00,
Brian Sengebush,190214,Johnnie's Tavern,12150,Dogfish Head Grateful Dead Juicy Pale Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,8/3/2026,,1.00,,1.00,,0.00
Brian Sengebush,190601,Thatcher Mcghee's (A),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,7/7/2026,1.00,,1.00,,1.00,
Brian Sengebush,191008,Jefferson Diner & Tav(P),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,5/13/2026,1.00,,1.00,,1.00,
Brian Sengebush,190601,Thatcher Mcghee's (A),12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,7/1/2026,1.00,,1.00,,0.00,
Brian Sengebush,1024,Buffalo Wild Wings (Rockaway),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,6/2/2026,1.00,,1.00,,1.00,
Chris Payton,35002,Woodridge Wines & Liq(A),12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/5/2026,1.00,,1.00,,1.00,
Chris Payton,76018,Krauszer Liquor,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/16/2026,1.00,,1.00,,2.00,
Chris Payton,50016,Teaneck Quickshop(P)Conv,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/3/2026,1.00,,1.00,,1.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/26/2026,1.00,,1.00,,2.00,
Chris Payton,50020,Wineland,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/15/2026,1.00,,1.00,,5.00,
Chris Payton,79007,Maywood Market(A),12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/8/2026,1.00,,1.00,,1.00,
Chris Payton,38040,Buy Rite Discount Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/13/2026,1.00,,1.00,,1.00,
Chris Payton,38017,Quick Stop Food & Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/1/2026,1.00,,1.00,,1.00,
Chris Payton,34009,The Wine Rack Hasbrouck Hts,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/30/2026,1.00,,1.00,,2.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/16/2026,1.00,,1.00,,3.00,
Chris Payton,50016,Teaneck Quickshop(P)Conv,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/16/2026,1.00,,1.00,,2.00,
Chris Payton,35002,Woodridge Wines & Liq(A),12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/13/2026,1.00,,1.00,,1.00,
Chris Payton,76010,Usa Wine Traders Club (Saddle Brook),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/26/2026,1.00,,1.00,,1.00,
Chris Payton,38008,Shop Rite Liq.(A)Lodi,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/11/2026,1.00,,1.00,,3.00,
Chris Payton,38007,Garden Liquors (P),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/22/2026,1.00,,1.00,,2.00,
Chris Payton,50020,Wineland,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/15/2026,1.00,,1.00,,2.00,
Chris Payton,38021,Buy Rite Of Main St Lodi,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/14/2026,1.00,,1.00,,1.00,
Chris Payton,47005,Exquisite W & L (A),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/15/2026,1.00,,1.00,,5.00,
Chris Payton,34007,Liquor Masters (P),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/6/2026,1.00,,1.00,,3.00,
Chris Payton,79007,Maywood Market(A),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/8/2026,1.00,,1.00,,1.00,
Chris Payton,76018,Krauszer Liquor,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/5/2026,1.00,,1.00,,3.00,
Chris Payton,76018,Krauszer Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/5/2026,1.00,,1.00,,1.00,
Chris Payton,34007,Liquor Masters (P),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/6/2026,1.00,,1.00,,3.00,
Chris Payton,76015,Discount Liq & Bar,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/15/2026,1.00,,1.00,,3.00,
Chris Payton,47005,Exquisite W & L (A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/21/2026,1.00,,1.00,,5.00,
Chris Payton,76015,Discount Liq & Bar,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/13/2026,1.00,,1.00,,3.00,
Chris Payton,47011,Ridgefield Deli & Liq,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/18/2026,1.00,,1.00,,1.00,
Chris Payton,38040,Buy Rite Discount Liquor,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/11/2026,1.00,,1.00,,1.00,
Chris Payton,50020,Wineland,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/29/2026,1.00,,1.00,,3.00,
Chris Payton,34007,Liquor Masters (P),12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/18/2026,1.00,,1.00,,1.00,
Chris Payton,81011,Radburn Liquors (A,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/24/2026,1.00,,1.00,,1.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/18/2026,1.00,,1.00,,3.00,
Chris Payton,50016,Teaneck Quickshop(P)Conv,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/3/2026,1.00,,1.00,,1.00,
Chris Payton,76010,Usa Wine Traders Club (Saddle Brook),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,7/1/2026,1.00,,1.00,,0.00,
Chris Payton,47011,Ridgefield Deli & Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/1/2026,1.00,,1.00,,2.00,
Chris Payton,78013,J R W & Liq (A),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/23/2026,1.00,,1.00,,3.00,
Chris Payton,47011,Ridgefield Deli & Liq,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/10/2026,1.00,,1.00,,3.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/9/2026,1.00,,1.00,,3.00,
Chris Payton,38001,JR Sports Bar & Liquors(Z),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/9/2026,1.00,,1.00,,1.00,
Chris Payton,35002,Woodridge Wines & Liq(A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/9/2026,1.00,,1.00,,2.00,
Chris Payton,38007,Garden Liquors (P),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/8/2026,1.00,,1.00,,1.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/14/2026,1.00,,1.00,,3.00,
Chris Payton,38007,Garden Liquors (P),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/22/2026,1.00,,1.00,,1.00,
Chris Payton,78013,J R W & Liq (A),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/30/2026,1.00,,1.00,,1.00,
Chris Payton,47005,Exquisite W & L (A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/7/2026,1.00,,1.00,,5.00,
Chris Payton,38001,JR Sports Bar & Liquors(Z),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/4/2026,1.00,,1.00,,1.00,
Chris Payton,50020,Wineland,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/4/2026,1.00,,1.00,,1.00,
Chris Payton,76010,Usa Wine Traders Club (Saddle Brook),8101,Angry Orchard Crisp Apple 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Angry Orchard,6/27/2026,1.00,,1.00,,1.00,
Chris Payton,38040,Buy Rite Discount Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/7/2026,,1.00,,1.00,,1.00
Chris Payton,38007,Garden Liquors (P),12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/26/2026,1.00,,1.00,,2.00,
Chris Payton,81012,Dutch House,12013,Dogfish 60 Minute IPA 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Dogfish Head Beer,8/5/2026,,1.00,,1.00,,1.00
Chris Payton,38019,Circle Liquors,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/5/2026,1.00,,1.00,,1.00,
Chris Payton,38019,Circle Liquors,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/5/2026,1.00,,1.00,,2.00,
Chris Payton,38008,Shop Rite Liq.(A)Lodi,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/29/2026,1.00,,1.00,,2.00,
Chris Payton,79007,Maywood Market(A),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/8/2026,1.00,,1.00,,1.00,
Chris Payton,38040,Buy Rite Discount Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/11/2026,1.00,,1.00,,1.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,8/4/2026,,1.00,,1.00,,3.00
Chris Payton,50020,Wineland,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/16/2026,1.00,,1.00,,5.00,
Chris Payton,81011,Radburn Liquors (A,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/8/2026,1.00,,1.00,,2.00,
Chris Payton,34009,The Wine Rack Hasbrouck Hts,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/30/2026,1.00,,1.00,,1.00,
Chris Payton,79007,Maywood Market(A),12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/8/2026,1.00,,1.00,,1.00,
Chris Payton,79007,Maywood Market(A),12152,Dogfish Head Grateful Dead Juicy Pale Ale 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/8/2026,1.00,,1.00,,1.00,
Chris Payton,23006,46 Discount Liquor Store,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/1/2026,1.00,,1.00,,3.00,
Chris Payton,38040,Buy Rite Discount Liquor,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,8/7/2026,,1.00,,1.00,,1.00
Chris Payton,38008,Shop Rite Liq.(A)Lodi,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/17/2026,1.00,,1.00,,3.00,
Chris Payton,50020,Wineland,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/20/2026,1.00,,1.00,,1.00,
Chris Payton,47011,Ridgefield Deli & Liq,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/8/2026,1.00,,1.00,,1.00,
Chris Payton,76018,Krauszer Liquor,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,5/5/2026,1.00,,1.00,,3.00,
Chris Payton,50020,Wineland,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/7/2026,,1.00,,1.00,,1.00
Chris Payton,79004,Coronet Variety,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/29/2026,1.00,,1.00,,1.00,
Chris Payton,79002,Hollywd Liq&Deli (A),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/24/2026,1.00,,1.00,,3.00,
Chris Payton,76018,Krauszer Liquor,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/16/2026,1.00,,1.00,,1.00,
Chris Payton,35002,Woodridge Wines & Liq(A),12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/13/2026,1.00,,1.00,,2.00,
Chris Payton,47011,Ridgefield Deli & Liq,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/5/2026,1.00,,1.00,,1.00,
Chris Payton,50020,Wineland,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,6/4/2026,1.00,,1.00,,3.00,
Chris Payton,78013,J R W & Liq (A),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/25/2026,1.00,,1.00,,3.00,
Chris Payton,79002,Hollywd Liq&Deli (A),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,8/6/2026,,1.00,,1.00,,3.00
Chris Payton,47005,Exquisite W & L (A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/23/2026,1.00,,1.00,,5.00,
Chris Payton,50020,Wineland,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/15/2026,1.00,,1.00,,1.00,
Chris Payton,50020,Wineland,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,7/30/2026,1.00,,1.00,,1.00,
Chris Payton,38017,Quick Stop Food & Liq,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,7/1/2026,1.00,,1.00,,4.00,
Chris Payton,50020,Wineland,12014,Dogfish Head 60 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,8/7/2026,,1.00,,1.00,,3.00
Dan Lagala,43013,Buy Rite Of Fairview,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,8/10/2026,,1.00,,1.00,,1.00
Dan Lagala,48005,Leonia Wine & Spirits,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/22/2026,1.00,,1.00,,3.00,
Dan Lagala,44010,Garden State Food&Liq (P),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/26/2026,1.00,,1.00,,3.00,
Dan Lagala,44010,Garden State Food&Liq (P),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/11/2026,1.00,,1.00,,3.00,
Dan Lagala,43013,Buy Rite Of Fairview,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,6/25/2026,1.00,,1.00,,1.00,
Dan Lagala,43013,Buy Rite Of Fairview,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/25/2026,1.00,,1.00,,1.00,
Dan Lagala,44049,Rome Liquor (Cliffside Park),8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,6/18/2026,1.00,,1.00,,2.00,
Dave Ehlers,40010,Hackensack Liquors,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,5/26/2026,1.00,,1.00,,1.00,
Dave Ehlers,40017,Essex St Liquor and Wine,12048,Dogfish Head 90 Minute IPA 1/12/19.2 oz Can,Case Beer,12/19.2oz Can,Dogfish Head Beer,7/2/2026,1.00,,1.00,,1.00,
Dave Ehlers,41005,George's Liq,8154,Angry Orchard Crisp Apple 1/12/19.2 oz Can,Case Beer,1/12/19.2oz,Angry Orchard,8/7/2026,,1.00,,1.00,,1.00
Dave Ehlers,57003,Joes Beer Wine & Spirits,8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,8/7/2026,,1.00,,1.00,,1.00
Dave Ehlers,39012,Wine And Liq Depot(A),8153,Angry Orchard Crisp Imperial 1/12/19.2 oz Can,Case Cider,1/12/19.2 oz Can,Angry Orchard,5/6/2026,1.00,,1.00,,2.00,
