Sales Rep Assigned,Customer Num & Company,On-Off Premise,Product Num & Name,Package,Date,Buyer Count   9/1/2026 - 10/31/2026,Units   9/1/2026 - 10/31/2026
Jim Heaney,25008 Clifton Commons S & W,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Jim Heaney,30005 Rutherford Wine (A),Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Jim Heaney,30005 Rutherford Wine (A),Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
John O'Donoghue,190111 Bottle King Morris Plains,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190228 Midtown Wine Merchant(A),Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190616 Partners Discount Liquors,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
John O'Donoghue,191826 Bottle King (Z) Chatham,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
John O'Donoghue,190500 Wine & Whisky Country,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,191849 Mansfield Bottle King,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,191849 Mansfield Bottle King,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
John O'Donoghue,61001 Haworth Fine Wine/Spirits,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,190027 Wegmans,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
John O'Donoghue,190228 Midtown Wine Merchant(A),Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
John O'Donoghue,190500 Wine & Whisky Country,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190650 Shop Rite Wines & Spirits of Roxbury#832,Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
John O'Donoghue,190111 Bottle King Morris Plains,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190228 Midtown Wine Merchant(A),Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
John O'Donoghue,190228 Midtown Wine Merchant(A),Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
John O'Donoghue,190070 Hickory Wine Cellar,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,191826 Bottle King (Z) Chatham,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,190711 Shop Rite Liquors,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,2.00
John O'Donoghue,190027 Wegmans,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
John O'Donoghue,190027 Wegmans,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
John O'Donoghue,190711 Shop Rite Liquors,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
John O'Donoghue,63001 X Plor Wine,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,190711 Shop Rite Liquors,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,2.00
John O'Donoghue,191826 Bottle King (Z) Chatham,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,190070 Hickory Wine Cellar,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,190070 Hickory Wine Cellar,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
John O'Donoghue,191849 Mansfield Bottle King,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190228 Midtown Wine Merchant(A),Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
John O'Donoghue,190616 Partners Discount Liquors,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190711 Shop Rite Liquors,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,2.00
John O'Donoghue,190228 Midtown Wine Merchant(A),Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
John O'Donoghue,190650 Shop Rite Wines & Spirits of Roxbury#832,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
Klejdi Lamo,191812 Patel Liqr & Gro(P),Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,3.00
Klejdi Lamo,191812 Patel Liqr & Gro(P),Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,3.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,5.00
Klejdi Lamo,190603 Denville W & L,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Klejdi Lamo,191518 3 IN 1 LIQUORS INC,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13409 Other Half Green Flowers DDH West Coast IPA 5.2 Gal Keg,5.2 Gal Keg,9/2/2026,1.00,1.00
Klejdi Lamo,190917 Shop Rite Liq (A)Wharton,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,3.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,3.00
Klejdi Lamo,190603 Denville W & L,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Klejdi Lamo,191518 3 IN 1 LIQUORS INC,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13403 Other Half Green City DDH Hazy IPA 5.2 Gal Keg,1/4 BBL Keg (7.75 Gal),9/2/2026,1.00,1.00
Klejdi Lamo,190603 Denville W & L,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Klejdi Lamo,190603 Denville W & L,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Klejdi Lamo,190207 Liquor Outlet,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,5.00
Klejdi Lamo,190917 Shop Rite Liq (A)Wharton,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,3.00
Klejdi Lamo,191518 3 IN 1 LIQUORS INC,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Klejdi Lamo,191812 Patel Liqr & Gro(P),Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Klejdi Lamo,190917 Shop Rite Liq (A)Wharton,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,3.00
Klejdi Lamo,190917 Shop Rite Liq (A)Wharton,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Michael Harboy,150004 Merit (P),Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,2.00
Michael Harboy,11001 Lincoln Center Liq,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,1.00
Michael Harboy,6004 Kinnelon Country Wine & Liquor,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Michael Harboy,150042 St Cloud Liquors,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
Michael Harboy,150042 St Cloud Liquors,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
Michael Harboy,151023 Grove Liquors,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Michael Harboy,11001 Lincoln Center Liq,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,1.00
Michael Harboy,150004 Merit (P),Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Michael Harboy,150005 The Bottle Stop (Caldwell),Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,2.00
Michael Harboy,6004 Kinnelon Country Wine & Liquor,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
Michael Harboy,150040 Krauser's Liquor Locker,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Michael Harboy,151023 Grove Liquors,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Michael Harboy,11001 Lincoln Center Liq,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,1.00
Michael Harboy,11001 Lincoln Center Liq,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,2.00
Michael Harboy,150005 The Bottle Stop (Caldwell),Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,3.00
Michael Harboy,150042 St Cloud Liquors,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Michael Harboy,6004 Kinnelon Country Wine & Liquor,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
Michael Harboy,150004 Merit (P),Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Michael Harboy,150005 The Bottle Stop (Caldwell),Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,3.00
Michael Harboy,151023 Grove Liquors,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
Michael Harboy,150040 Krauser's Liquor Locker,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Michael Harboy,150004 Merit (P),Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Michael Harboy,150040 Krauser's Liquor Locker,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Mike Ast,96002 Wine & Spirit World(W),Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Mike Ast,96002 Wine & Spirit World(W),Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Mike Ast,81006 Fair Lawn Wine & Spirits,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,3.00
Mike Ast,81006 Fair Lawn Wine & Spirits,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,3.00
Mike Ast,93006 Mahwah Wine & Liquor (A),Off Premise,13406 Other Half Forever Ever DDH Hazy IPA 5.2 Gal Keg,5.2 Gal Keg,9/3/2026,1.00,1.00
Mike Ast,96002 Wine & Spirit World(W),Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Mike Ast,96002 Wine & Spirit World(W),Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Mike Ast,81006 Fair Lawn Wine & Spirits,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,1.00
Mike Ast,81006 Fair Lawn Wine & Spirits,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,3.00
Mike Ast,19008 Hawthorne Liq (A),Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/4/2026,1.00,1.00
Mike Ast,94001 Long Hill Liquors (A),Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Phil Ernst,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
Phil Ernst,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Shane Barreca,73008 Shop Rite Liq (A)Hillsdal,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,62009 Gary's Wine & Marketplace (Closter),Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Shane Barreca,74009 Westwood Wine and Liquors,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Shane Barreca,70001 Montvale Wine/Liq & Beer,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,2.00
Shane Barreca,74009 Westwood Wine and Liquors,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Shane Barreca,73008 Shop Rite Liq (A)Hillsdal,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,74009 Westwood Wine and Liquors,Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Shane Barreca,62009 Gary's Wine & Marketplace (Closter),Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,1.00
Shane Barreca,74009 Westwood Wine and Liquors,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Shane Barreca,62009 Gary's Wine & Marketplace (Closter),Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,3.00
Shane Barreca,74005 Winemart Discount,Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,73008 Shop Rite Liq (A)Hillsdal,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,62009 Gary's Wine & Marketplace (Closter),Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,2.00
Shane Barreca,74005 Winemart Discount,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,74005 Winemart Discount,Off Premise,13416 Other Half Snaps Lager 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,74005 Winemart Discount,Off Premise,13410 Other Half All Citra Everything DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,74005 Winemart Discount,Off Premise,13401 Other Half Green City DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,74009 Westwood Wine and Liquors,Off Premise,13413 Other Half Broccoli DDH Imperial IPA 6/4/16 oz Can,6/4/16oz Can,9/2/2026,1.00,1.00
Shane Barreca,74005 Winemart Discount,Off Premise,13407 Other Half Green Flowers DDH West Coast IPA 6/4/16 oz Can,6/4/16oz Can,9/1/2026,1.00,1.00
Shane Barreca,62009 Gary's Wine & Marketplace (Closter),Off Premise,13404 Other Half Forever Ever DDH Hazy IPA 6/4/16 oz Can,6/4/16oz Can,9/3/2026,1.00,3.00
