Sales Rep Assigned,Customer Num,Customer Name,Product Num,Product Name,Product Type,Package,Brand Family,Date,Buyer Count   8/1/2026 - 8/31/2026,Placement Count   8/1/2026 - 8/31/2026,Case Equivalents   8/1/2026 - 8/31/2026,Units   8/1/2026 - 8/31/2026
Dave Ehlers,58001,Total Wine & More (River Edge),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/7/2026,1.00,1.00,25.22,27.00
Dave Ehlers,40010,Hackensack Liquors,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/4/2026,1.00,1.00,5.00,5.00
Dave Ehlers,40022,Buy Rite Of Hackensack,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/12/2026,1.00,1.00,5.00,5.00
Dave Ehlers,14007,Total Wine & More (Totowa),8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/19/2026,1.00,1.00,16.00,12.00
Dave Ehlers,58001,Total Wine & More (River Edge),11665,Southern Tier Maple Warlock Imperial Pumpkin Stout 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/4/2026,1.00,1.00,10.00,10.00
Dave Ehlers,58001,Total Wine & More (River Edge),11639,Southern Tier Harvest Autumn IPA 4/6/12 oz Can,Case Beer,4/6/12oz Can,Southern Tier,8/7/2026,1.00,1.00,15.00,15.00
Dave Ehlers,14007,Total Wine & More (Totowa),13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/26/2026,1.00,1.00,5.00,5.00
Dave Ehlers,40010,Hackensack Liquors,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/18/2026,1.00,1.00,1.00,1.00
Dave Ehlers,40010,Hackensack Liquors,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/25/2026,1.00,1.00,2.00,2.00
Dave Ehlers,58001,Total Wine & More (River Edge),13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/4/2026,1.00,1.00,7.00,7.00
Dave Ehlers,14007,Total Wine & More (Totowa),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/12/2026,1.00,1.00,10.00,10.00
Dave Ehlers,14007,Total Wine & More (Totowa),4785,Yuengling Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Yuengling Oktoberfest,8/26/2026,1.00,1.00,13.00,13.00
Dave Ehlers,14007,Total Wine & More (Totowa),13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/5/2026,1.00,1.00,8.00,8.00
Dave Ehlers,58001,Total Wine & More (River Edge),11640,Victory FestBier 4/6/12 oz Can,Case Beer,4/6/12oz Can,Victory,8/4/2026,1.00,1.00,5.00,5.00
Dave Ehlers,14007,Total Wine & More (Totowa),11640,Victory FestBier 4/6/12 oz Can,Case Beer,4/6/12oz Can,Victory,8/5/2026,1.00,1.00,6.00,6.00
Dave Ehlers,56007,Portland Wine & Liquor,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/24/2026,1.00,1.00,3.00,3.00
Dave Ehlers,14007,Total Wine & More (Totowa),10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/5/2026,1.00,1.00,4.67,5.00
Dave Ehlers,58001,Total Wine & More (River Edge),10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/4/2026,1.00,1.00,14.01,15.00
Dave Ehlers,57003,Joes Beer Wine & Spirits,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/19/2026,1.00,1.00,1.87,2.00
Dave Ehlers,58001,Total Wine & More (River Edge),3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/11/2026,1.00,1.00,28.19,20.00
Dave Ehlers,14007,Total Wine & More (Totowa),13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/5/2026,1.00,1.00,15.00,15.00
Dave Ehlers,40022,Buy Rite Of Hackensack,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/12/2026,1.00,1.00,2.00,2.00
Dave Ehlers,58001,Total Wine & More (River Edge),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/7/2026,1.00,1.00,15.00,15.00
Dave Ehlers,58001,Total Wine & More (River Edge),4748,Yuengling Oktoberfest 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Yuengling Oktoberfest,8/7/2026,1.00,1.00,9.00,9.00
Dave Ehlers,58001,Total Wine & More (River Edge),13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/4/2026,1.00,1.00,10.00,10.00
Dave Ehlers,58001,Total Wine & More (River Edge),4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/4/2026,1.00,1.00,15.00,15.00
Dave Ehlers,57003,Joes Beer Wine & Spirits,12142,Dogfish Head Punkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Dogfish Head Beer,8/21/2026,1.00,1.00,4.00,4.00
Dave Ehlers,14007,Total Wine & More (Totowa),4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/5/2026,1.00,1.00,15.00,15.00
Dave Ehlers,14007,Total Wine & More (Totowa),10407,Paulaner Oktoberfest Bier 2/12/11.2 oz Btl,Case Beer,2/12/11.2oz NR,Paulaner,8/5/2026,1.00,1.00,14.94,16.00
Dave Ehlers,58001,Total Wine & More (River Edge),4785,Yuengling Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Yuengling Oktoberfest,8/4/2026,1.00,1.00,15.00,15.00
Dave Ehlers,14007,Total Wine & More (Totowa),10418,Paulaner Oktoberfest Marzen 2/12/11.2 oz Btl,Case Beer,2/12/11.2oz NR,Paulaner,8/5/2026,1.00,1.00,9.34,10.00
Dave Ehlers,57003,Joes Beer Wine & Spirits,11639,Southern Tier Harvest Autumn IPA 4/6/12 oz Can,Case Beer,4/6/12oz Can,Southern Tier,8/19/2026,1.00,1.00,3.00,3.00
Dave Ehlers,14007,Total Wine & More (Totowa),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/14/2026,1.00,1.00,10.00,10.00
Dave Ehlers,14007,Total Wine & More (Totowa),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/5/2026,1.00,1.00,15.00,15.00
Dave Ehlers,40010,Hackensack Liquors,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/11/2026,1.00,1.00,4.67,5.00
Dave Ehlers,14007,Total Wine & More (Totowa),11640,Victory FestBier 4/6/12 oz Can,Case Beer,4/6/12oz Can,Victory,8/12/2026,1.00,1.00,6.00,6.00
Dave Ehlers,14007,Total Wine & More (Totowa),4748,Yuengling Oktoberfest 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Yuengling Oktoberfest,8/5/2026,1.00,1.00,17.00,17.00
Dave Ehlers,58001,Total Wine & More (River Edge),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/4/2026,1.00,1.00,14.01,15.00
Dave Ehlers,52015,Shop Rite Liq (A)Englewd,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/7/2026,1.00,1.00,3.00,3.00
Dave Ehlers,14007,Total Wine & More (Totowa),4785,Yuengling Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Yuengling Oktoberfest,8/5/2026,1.00,1.00,15.00,15.00
Dave Ehlers,58001,Total Wine & More (River Edge),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/4/2026,1.00,1.00,10.00,10.00
Dave Ehlers,40010,Hackensack Liquors,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/20/2026,1.00,1.00,1.00,1.00
Dave Ehlers,14007,Total Wine & More (Totowa),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/26/2026,1.00,1.00,9.34,10.00
Dave Ehlers,14007,Total Wine & More (Totowa),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/7/2026,1.00,1.00,15.00,15.00
Dave Ehlers,58001,Total Wine & More (River Edge),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/4/2026,1.00,1.00,15.00,15.00
Dave Ehlers,58001,Total Wine & More (River Edge),10407,Paulaner Oktoberfest Bier 2/12/11.2 oz Btl,Case Beer,2/12/11.2oz NR,Paulaner,8/4/2026,1.00,1.00,9.34,10.00
Dave Ehlers,40022,Buy Rite Of Hackensack,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/12/2026,1.00,1.00,1.87,2.00
Dave Ehlers,14007,Total Wine & More (Totowa),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/5/2026,1.00,1.00,15.00,15.00
Dave Ehlers,58001,Total Wine & More (River Edge),4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/4/2026,1.00,1.00,15.00,15.00
Dave Ehlers,58001,Total Wine & More (River Edge),4785,Yuengling Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Yuengling Oktoberfest,8/7/2026,1.00,1.00,9.00,9.00
Dave Ehlers,57003,Joes Beer Wine & Spirits,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/19/2026,1.00,1.00,1.00,1.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/19/2026,1.00,1.00,3.00,3.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/24/2026,1.00,1.00,10.00,10.00
Derrick Laws,23004,Shop Rite Wines/Spirits,4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/28/2026,1.00,1.00,3.00,3.00
Derrick Laws,23004,Shop Rite Wines/Spirits,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/21/2026,1.00,1.00,0.93,1.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/19/2026,1.00,1.00,5.00,5.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/5/2026,1.00,1.00,2.67,2.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/12/2026,1.00,1.00,9.34,10.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/12/2026,1.00,1.00,3.00,3.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/12/2026,1.00,1.00,4.67,5.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/12/2026,1.00,1.00,2.00,2.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/12/2026,1.00,1.00,5.60,6.00
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,4748,Yuengling Oktoberfest 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Yuengling Oktoberfest,8/19/2026,1.00,1.00,10.00,10.00
Dylan Rubino,170169,Buy Rite North Bergen,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/13/2026,1.00,1.00,2.00,2.00
Dylan Rubino,170151,Cool Vines,11640,Victory FestBier 4/6/12 oz Can,Case Beer,4/6/12oz Can,Victory,8/5/2026,1.00,1.00,2.00,2.00
Dylan Rubino,170146,Jenny's Liq,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/25/2026,1.00,1.00,0.93,1.00
Dylan Rubino,170151,Cool Vines,11665,Southern Tier Maple Warlock Imperial Pumpkin Stout 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/5/2026,1.00,1.00,2.00,2.00
Dylan Rubino,170194,Overlook Wine & Spirits,11665,Southern Tier Maple Warlock Imperial Pumpkin Stout 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/19/2026,1.00,1.00,1.00,1.00
Dylan Rubino,170151,Cool Vines,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/5/2026,1.00,1.00,1.87,2.00
Dylan Rubino,170013,Universal Liquors (A),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/17/2026,1.00,1.00,1.00,1.00
Dylan Rubino,171402,Liberty Wine (P) & Deli,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/6/2026,1.00,1.00,1.00,1.00
Dylan Rubino,170185,Pastore's Wine & Liquor,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/25/2026,1.00,1.00,5.00,5.00
Dylan Rubino,170151,Cool Vines,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/5/2026,1.00,1.00,5.00,5.00
Dylan Rubino,170169,Buy Rite North Bergen,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/20/2026,1.00,1.00,1.87,2.00
Dylan Rubino,171405,Waterfront Wine & Liq(P),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/12/2026,1.00,1.00,4.67,5.00
Dylan Rubino,170151,Cool Vines,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/12/2026,1.00,1.00,1.87,2.00
Dylan Rubino,170151,Cool Vines,8219,Doc's Pumpkin 1/12/22 oz Btl,Case Cider,12/22oz NR,Doc's,8/5/2026,1.00,1.00,0.92,1.00
Dylan Rubino,171402,Liberty Wine (P) & Deli,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/20/2026,1.00,1.00,0.93,1.00
Dylan Rubino,170194,Overlook Wine & Spirits,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/19/2026,1.00,1.00,9.00,9.00
Dylan Rubino,170046,Palisade Wine & Liquor,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/7/2026,1.00,1.00,5.00,5.00
Dylan Rubino,170013,Universal Liquors (A),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/17/2026,1.00,1.00,1.00,1.00
Dylan Rubino,178000,Wine Spot,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/17/2026,1.00,1.00,0.93,1.00
Dylan Rubino,178000,Wine Spot,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/17/2026,1.00,1.00,1.00,1.00
Dylan Rubino,171402,Liberty Wine (P) & Deli,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/6/2026,1.00,1.00,3.00,3.00
Dylan Rubino,170909,A2Z Wine Club,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/13/2026,1.00,1.00,3.74,4.00
Dylan Rubino,170046,Palisade Wine & Liquor,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/25/2026,1.00,1.00,3.00,3.00
Dylan Rubino,171402,Liberty Wine (P) & Deli,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/6/2026,1.00,1.00,1.00,1.00
Dylan Rubino,170909,A2Z Wine Club,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,3.00,3.00
Dylan Rubino,170151,Cool Vines,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/12/2026,1.00,1.00,2.00,2.00
Dylan Rubino,171402,Liberty Wine (P) & Deli,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/13/2026,1.00,1.00,2.80,3.00
Dylan Rubino,170144,Hudson Wine Co (P),10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/25/2026,1.00,1.00,1.87,2.00
Dylan Rubino,170144,Hudson Wine Co (P),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/25/2026,1.00,1.00,1.87,2.00
Dylan Rubino,170364,Red Feast W & L (A),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/20/2026,1.00,1.00,5.00,5.00
Dylan Rubino,170909,A2Z Wine Club,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/13/2026,1.00,1.00,2.80,3.00
Dylan Rubino,170144,Hudson Wine Co (P),3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/25/2026,1.00,1.00,4.72,4.00
Dylan Rubino,170364,Red Feast W & L (A),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/20/2026,1.00,1.00,3.00,3.00
Dylan Rubino,178000,Wine Spot,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/17/2026,1.00,1.00,0.93,1.00
Hakan Sadik,150055,Bottle King Livingston,10407,Paulaner Oktoberfest Bier 2/12/11.2 oz Btl,Case Beer,2/12/11.2oz NR,Paulaner,8/13/2026,1.00,1.00,4.67,5.00
Hakan Sadik,150654,Joe Canals,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/20/2026,1.00,1.00,0.93,1.00
Hakan Sadik,150624,Wine Barrel (P),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/13/2026,1.00,1.00,2.00,2.00
Hakan Sadik,150089,Buy Rite Wine & Liquor,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/18/2026,1.00,1.00,3.00,3.00
Hakan Sadik,150624,Wine Barrel (P),10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/7/2026,1.00,1.00,1.87,2.00
Hakan Sadik,150624,Wine Barrel (P),5607,Flying Fish Oktoberfish 4/6/12 oz Can,Case Beer,4/6/12oz Can,Flying Fish,8/13/2026,1.00,1.00,1.00,1.00
Hakan Sadik,150624,Wine Barrel (P),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/7/2026,1.00,1.00,3.00,3.00
Hakan Sadik,150624,Wine Barrel (P),11665,Southern Tier Maple Warlock Imperial Pumpkin Stout 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/7/2026,1.00,1.00,1.00,1.00
Hakan Sadik,150055,Bottle King Livingston,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,5.00,5.00
Hakan Sadik,150055,Bottle King Livingston,10522,Weihenstephan Festbier 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Weihenstephaner,8/13/2026,1.00,1.00,4.67,5.00
Hakan Sadik,150173,Bloomfield Buyrite,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/4/2026,1.00,1.00,0.93,1.00
Hakan Sadik,150654,Joe Canals,5607,Flying Fish Oktoberfish 4/6/12 oz Can,Case Beer,4/6/12oz Can,Flying Fish,8/20/2026,1.00,1.00,2.00,2.00
Hakan Sadik,150624,Wine Barrel (P),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,10.00,10.00
Hakan Sadik,150620,Maplewood Wine & Liquor,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/4/2026,1.00,1.00,0.93,1.00
Hakan Sadik,150173,Bloomfield Buyrite,5607,Flying Fish Oktoberfish 4/6/12 oz Can,Case Beer,4/6/12oz Can,Flying Fish,8/11/2026,1.00,1.00,1.00,1.00
Hakan Sadik,150173,Bloomfield Buyrite,11640,Victory FestBier 4/6/12 oz Can,Case Beer,4/6/12oz Can,Victory,8/25/2026,1.00,1.00,1.00,1.00
Hakan Sadik,150173,Bloomfield Buyrite,11639,Southern Tier Harvest Autumn IPA 4/6/12 oz Can,Case Beer,4/6/12oz Can,Southern Tier,8/18/2026,1.00,1.00,1.00,1.00
Hakan Sadik,150173,Bloomfield Buyrite,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/18/2026,1.00,1.00,3.00,3.00
Hakan Sadik,150173,Bloomfield Buyrite,11665,Southern Tier Maple Warlock Imperial Pumpkin Stout 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/18/2026,1.00,1.00,3.00,3.00
Hakan Sadik,150185,Redds Biergarten,675,Montauk Pumpkin Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Montauk,8/14/2026,1.00,1.00,13.78,2.00
Hakan Sadik,150173,Bloomfield Buyrite,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/18/2026,1.00,1.00,4.00,4.00
Hakan Sadik,150055,Bottle King Livingston,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/13/2026,1.00,1.00,4.67,5.00
Hakan Sadik,150624,Wine Barrel (P),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/7/2026,1.00,1.00,10.00,10.00
Hakan Sadik,150055,Bottle King Livingston,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/13/2026,1.00,1.00,4.67,5.00
Hakan Sadik,150624,Wine Barrel (P),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/7/2026,1.00,1.00,10.00,10.00
Hakan Sadik,150055,Bottle King Livingston,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,20.00,20.00
Hakan Sadik,150185,Redds Biergarten,10408,Paulaner Oktoberfest Bier 13.2 Gal Keg,Keg Beer,50 Liter Keg (13.2 Gal),Paulaner,8/5/2026,1.00,1.00,11.74,2.00
Jaime Colonna,170008,Zeppelin Hall (Z),3304,Hofbrau Oktoberfest 13.2 Gal Keg,Keg Beer,50 Liter Keg (13.2 Gal),Hofbrau Usa,8/13/2026,1.00,1.00,17.61,3.00
Jaime Colonna,170255,Liquor House,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/21/2026,1.00,1.00,0.93,1.00
Jaime Colonna,170132,Cork City Pub,5805,Point Whole Hog Pumpkin Ale 7.75 Gal Keg,Keg Beer,1/4 BBL Keg (7.75 Gal),Whole Hog,8/13/2026,1.00,1.00,6.89,2.00
Jaime Colonna,170132,Cork City Pub,5213,Great Lakes Oktoberfest Keg 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Great Lakes,8/13/2026,1.00,1.00,6.89,1.00
Jaime Colonna,170137,Giannone Wine & Liq(#2),4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/21/2026,1.00,1.00,5.00,5.00
Jaime Colonna,170021,Jersey City Buy Rite (A),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/12/2026,1.00,1.00,10.00,10.00
Jaime Colonna,170132,Cork City Pub,4378,Southern Tier Pumking Imperial Pumpkin Ale 5.2 Gal Keg,Keg Beer,1/6 BBL Keg (5.2 Gal),Southern Tier,8/13/2026,1.00,1.00,4.63,2.00
Jaime Colonna,170018,ShopRite Wines & Spirits of Hoboken,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/12/2026,1.00,1.00,10.00,10.00
Jaime Colonna,170008,Zeppelin Hall (Z),3304,Hofbrau Oktoberfest 13.2 Gal Keg,Keg Beer,50 Liter Keg (13.2 Gal),Hofbrau Usa,8/3/2026,1.00,1.00,0.00,0.00
Jaime Colonna,170021,Jersey City Buy Rite (A),10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/4/2026,1.00,1.00,4.67,5.00
