Sales Rep Assigned,Customer Num,Customer Name,Product Num,Product Name,Product Type,Package,Brand Family,Date,Buyer Count   8/1/2026 - 8/31/2026,Placement Count   8/1/2026 - 8/31/2026,Case Equivalents   8/1/2026 - 8/31/2026,Units   8/1/2026 - 8/31/2026
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/26/2026,1.00,1.00,3.00,3.00
John O'Donoghue,190018,Big Ed's (Circle Bowl),5213,Great Lakes Oktoberfest Keg 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Great Lakes,8/7/2026,1.00,1.00,13.78,2.00
John O'Donoghue,190112,Hoovers Tavern,7709,Evil Genius Trick Or Treat Chocolate Pumpkin Porter 5.2 Gal Keg,Keg Beer,1/6 BBL Keg (5.2 Gal),Evil Genius,8/19/2026,1.00,1.00,2.31,1.00
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,7766,Evil Genius Trick or Treat Chocolate Pumpkin Porter 4/6/12 oz Can,Case Beer,4/6/12oz Can,Evil Genius,8/26/2026,1.00,1.00,2.00,2.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/7/2026,1.00,1.00,4.67,5.00
John O'Donoghue,190711,Shop Rite Liquors,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/7/2026,1.00,1.00,6.54,7.00
John O'Donoghue,190711,Shop Rite Liquors,3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/12/2026,1.00,1.00,9.87,7.00
John O'Donoghue,190711,Shop Rite Liquors,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/7/2026,1.00,1.00,5.00,5.00
John O'Donoghue,191835,The Village Liquor Store_2,3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/27/2026,1.00,1.00,3.54,3.00
John O'Donoghue,190711,Shop Rite Liquors,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/24/2026,1.00,1.00,0.93,1.00
John O'Donoghue,190224,Stirling Fine Wines,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/4/2026,1.00,1.00,1.87,2.00
John O'Donoghue,250001,Vine Republik (Mountainside),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/3/2026,1.00,1.00,9.34,10.00
John O'Donoghue,190022,Bottle Republic (Randolph),8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/18/2026,1.00,1.00,2.67,2.00
John O'Donoghue,190018,Big Ed's (Circle Bowl),5214,Great Lakes Oktoberfest 5.2 Gal Keg,Keg Beer,1/6 BBL Keg (5.2 Gal),Great Lakes,8/7/2026,1.00,1.00,4.63,2.00
John O'Donoghue,190001,Gary's Wine & Marketplace (Madison),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,5.00,5.00
John O'Donoghue,190001,Gary's Wine & Marketplace (Madison),3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/13/2026,1.00,1.00,8.46,6.00
John O'Donoghue,190651,Bottle King (A) Ledgewood,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/20/2026,1.00,1.00,2.67,2.00
John O'Donoghue,250044,Vine Republic (Berkeley Height),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/13/2026,1.00,1.00,14.01,15.00
John O'Donoghue,190035,Revolution Bar,5213,Great Lakes Oktoberfest Keg 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Great Lakes,8/21/2026,1.00,1.00,6.89,1.00
John O'Donoghue,190070,Hickory Wine Cellar,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/18/2026,1.00,1.00,1.87,2.00
John O'Donoghue,190652,Shop Rite W & S Chester,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/7/2026,1.00,1.00,10.00,10.00
John O'Donoghue,190657,Shay's Liquors_2,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/14/2026,1.00,1.00,3.00,3.00
John O'Donoghue,191826,Bottle King (Z) Chatham,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/18/2026,1.00,1.00,10.00,10.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/7/2026,1.00,1.00,4.00,4.00
John O'Donoghue,250001,Vine Republik (Mountainside),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/14/2026,1.00,1.00,8.00,8.00
John O'Donoghue,190027,Wegmans,5292,Great Lakes Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Great Lakes,8/11/2026,1.00,1.00,3.00,3.00
John O'Donoghue,191827,Best Cellars(Ledgewood),3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/12/2026,1.00,1.00,2.80,3.00
John O'Donoghue,190001,Gary's Wine & Marketplace (Madison),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,25.00,25.00
John O'Donoghue,190509,Krauszers (Long Valley),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/12/2026,1.00,1.00,1.00,1.00
John O'Donoghue,190224,Stirling Fine Wines,3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/25/2026,1.00,1.00,2.36,2.00
John O'Donoghue,191826,Bottle King (Z) Chatham,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/11/2026,1.00,1.00,1.87,2.00
John O'Donoghue,190651,Bottle King (A) Ledgewood,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/13/2026,1.00,1.00,4.67,5.00
John O'Donoghue,190652,Shop Rite W & S Chester,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/7/2026,1.00,1.00,10.00,10.00
John O'Donoghue,250044,Vine Republic (Berkeley Height),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,10.00,10.00
John O'Donoghue,190111,Bottle King Morris Plains,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/13/2026,1.00,1.00,3.74,4.00
John O'Donoghue,190112,Hoovers Tavern,5214,Great Lakes Oktoberfest 5.2 Gal Keg,Keg Beer,1/6 BBL Keg (5.2 Gal),Great Lakes,8/19/2026,1.00,1.00,2.31,1.00
John O'Donoghue,191835,The Village Liquor Store_2,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,2.00,2.00
John O'Donoghue,191826,Bottle King (Z) Chatham,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/11/2026,1.00,1.00,3.00,3.00
John O'Donoghue,190112,Hoovers Tavern,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/19/2026,1.00,1.00,1.00,1.00
John O'Donoghue,150031,Fairfield Wine Cellar,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/13/2026,1.00,1.00,1.87,2.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/7/2026,1.00,1.00,1.33,1.00
John O'Donoghue,190711,Shop Rite Liquors,3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/24/2026,1.00,1.00,2.82,2.00
John O'Donoghue,190224,Stirling Fine Wines,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/25/2026,1.00,1.00,1.00,1.00
John O'Donoghue,190504,El Dorado Wine House,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/7/2026,1.00,1.00,3.00,3.00
John O'Donoghue,190657,Shay's Liquors_2,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/14/2026,1.00,1.00,1.87,2.00
John O'Donoghue,190035,Revolution Bar,8222,Doc's Pumpkin 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Doc's,8/21/2026,1.00,1.00,6.89,1.00
John O'Donoghue,190711,Shop Rite Liquors,3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/12/2026,1.00,1.00,3.54,3.00
John O'Donoghue,250044,Vine Republic (Berkeley Height),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/13/2026,1.00,1.00,10.00,10.00
John O'Donoghue,190035,Revolution Bar,675,Montauk Pumpkin Ale 15.5 Gal Keg,Keg Beer,15.5 Gal Keg,Montauk,8/21/2026,1.00,1.00,6.89,1.00
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/14/2026,1.00,1.00,17.71,15.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/7/2026,1.00,1.00,15.00,15.00
John O'Donoghue,150031,Fairfield Wine Cellar,4376,Southern Tier Pumking Imperial Pumpkin Ale 6/4/12 oz Btl,Case Beer,6/4/12oz NR,Southern Tier,8/13/2026,1.00,1.00,3.00,3.00
John O'Donoghue,190650,Shop Rite Wines & Spirits of Roxbury#832,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/26/2026,1.00,1.00,2.00,2.00
John O'Donoghue,190027,Wegmans,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/11/2026,1.00,1.00,5.00,5.00
John O'Donoghue,190018,Big Ed's (Circle Bowl),8223,Doc's Pumpkin 5.2 Gal Keg,Keg Cider,1/6 BBL Keg (5.2 Gal),Doc's,8/26/2026,1.00,1.00,2.31,1.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/20/2026,1.00,1.00,1.00,1.00
John O'Donoghue,190651,Bottle King (A) Ledgewood,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,8.00,8.00
John O'Donoghue,190711,Shop Rite Liquors,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/7/2026,1.00,1.00,8.00,8.00
John O'Donoghue,250001,Vine Republik (Mountainside),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/14/2026,1.00,1.00,3.00,3.00
John O'Donoghue,191838,Village Wine & Liquors,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/17/2026,1.00,1.00,3.00,3.00
John O'Donoghue,192158,Weis Market,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/21/2026,1.00,1.00,5.00,5.00
John O'Donoghue,190001,Gary's Wine & Marketplace (Madison),3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/13/2026,1.00,1.00,11.81,10.00
John O'Donoghue,190670,Wine World (A),674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/12/2026,1.00,1.00,2.00,2.00
John O'Donoghue,190112,Hoovers Tavern,5805,Point Whole Hog Pumpkin Ale 7.75 Gal Keg,Keg Beer,1/4 BBL Keg (7.75 Gal),Whole Hog,8/19/2026,1.00,1.00,3.44,1.00
John O'Donoghue,190711,Shop Rite Liquors,7766,Evil Genius Trick or Treat Chocolate Pumpkin Porter 4/6/12 oz Can,Case Beer,4/6/12oz Can,Evil Genius,8/12/2026,1.00,1.00,2.00,2.00
John O'Donoghue,190006,Main St Wines & Liq,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/7/2026,1.00,1.00,1.33,1.00
John O'Donoghue,190111,Bottle King Morris Plains,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,5.00,5.00
John O'Donoghue,191835,The Village Liquor Store_2,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/20/2026,1.00,1.00,2.80,3.00
John O'Donoghue,150031,Fairfield Wine Cellar,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,5.00,5.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),8219,Doc's Pumpkin 1/12/22 oz Btl,Case Cider,12/22oz NR,Doc's,8/7/2026,1.00,1.00,0.92,1.00
John O'Donoghue,191835,The Village Liquor Store_2,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/27/2026,1.00,1.00,1.33,1.00
John O'Donoghue,190711,Shop Rite Liquors,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/12/2026,1.00,1.00,5.00,5.00
John O'Donoghue,250044,Vine Republic (Berkeley Height),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,12.00,12.00
John O'Donoghue,190651,Bottle King (A) Ledgewood,5214,Great Lakes Oktoberfest 5.2 Gal Keg,Keg Beer,1/6 BBL Keg (5.2 Gal),Great Lakes,8/13/2026,1.00,1.00,4.63,2.00
John O'Donoghue,190018,Big Ed's (Circle Bowl),8222,Doc's Pumpkin 15.5 Gal Keg,Keg Cider,15.5 Gal Keg,Doc's,8/21/2026,1.00,1.00,6.89,1.00
John O'Donoghue,190655,Sandy's Wine & Spirits (Flanders),5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/7/2026,1.00,1.00,3.00,3.00
John O'Donoghue,190027,Wegmans,3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/11/2026,1.00,1.00,7.05,5.00
John O'Donoghue,190512,Omg Burger & Brew,7709,Evil Genius Trick Or Treat Chocolate Pumpkin Porter 5.2 Gal Keg,Keg Beer,1/6 BBL Keg (5.2 Gal),Evil Genius,8/14/2026,1.00,1.00,2.31,1.00
John O'Donoghue,190657,Shay's Liquors_2,3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/14/2026,1.00,1.00,2.36,2.00
John O'Donoghue,190111,Bottle King Morris Plains,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/13/2026,1.00,1.00,5.00,5.00
John O'Donoghue,190651,Bottle King (A) Ledgewood,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/13/2026,1.00,1.00,5.00,5.00
John O'Donoghue,191835,The Village Liquor Store_2,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/27/2026,1.00,1.00,2.80,3.00
John O'Donoghue,190670,Wine World (A),5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/12/2026,1.00,1.00,3.00,3.00
John O'Donoghue,190224,Stirling Fine Wines,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/25/2026,1.00,1.00,1.87,2.00
John O'Donoghue,190017,Wine & Whiskey Country Morris Plains,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/10/2026,1.00,1.00,2.00,2.00
John O'Donoghue,190055,Ridgedale Wine & Liq,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/25/2026,1.00,1.00,5.00,5.00
John O'Donoghue,150031,Fairfield Wine Cellar,10417,Paulaner Oktoberfest Marzen 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Paulaner,8/13/2026,1.00,1.00,2.80,3.00
John O'Donoghue,190652,Shop Rite W & S Chester,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/21/2026,1.00,1.00,7.00,7.00
Klejdi Lamo,191608,Shop-Rite(A) Netcong,13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/5/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190101,Montville Wine & Spirits,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/26/2026,1.00,1.00,5.00,5.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/20/2026,1.00,1.00,12.00,12.00
Klejdi Lamo,190804,Midtown Liq,12142,Dogfish Head Punkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Dogfish Head Beer,8/17/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190804,Midtown Liq,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/17/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,191210,Milton Inn,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/18/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190207,Liquor Outlet,12142,Dogfish Head Punkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Dogfish Head Beer,8/17/2026,1.00,1.00,10.00,10.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/10/2026,1.00,1.00,8.00,6.00
Klejdi Lamo,191210,Milton Inn,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/11/2026,1.00,1.00,13.00,13.00
Klejdi Lamo,190101,Montville Wine & Spirits,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/12/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190207,Liquor Outlet,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/12/2026,1.00,1.00,10.00,10.00
Klejdi Lamo,190101,Montville Wine & Spirits,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/12/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190207,Liquor Outlet,5805,Point Whole Hog Pumpkin Ale 7.75 Gal Keg,Keg Beer,1/4 BBL Keg (7.75 Gal),Whole Hog,8/14/2026,1.00,1.00,10.33,3.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/20/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190207,Liquor Outlet,5830,Point Whole Hog Pumpkin Ale 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Whole Hog,8/14/2026,1.00,1.00,20.00,20.00
Klejdi Lamo,190804,Midtown Liq,3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/17/2026,1.00,1.00,1.41,1.00
Klejdi Lamo,190207,Liquor Outlet,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/17/2026,1.00,1.00,6.67,5.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/26/2026,1.00,1.00,2.36,2.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/13/2026,1.00,1.00,7.05,5.00
Klejdi Lamo,191608,Shop-Rite(A) Netcong,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/14/2026,1.00,1.00,3.00,3.00
Klejdi Lamo,190705,Rockaway W/L,4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/20/2026,1.00,1.00,10.00,10.00
Klejdi Lamo,191803,Kingston Liquors,13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/21/2026,1.00,1.00,1.00,1.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,3330,Hofbrau Oktoberfest 2/5 L Keg Can,Case Beer,2/5 Liter Keg,Hofbrau Usa,8/13/2026,1.00,1.00,9.44,8.00
Klejdi Lamo,190603,Denville W & L,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/24/2026,1.00,1.00,3.00,3.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,3336,Hofbrau Oktoberfest 6/4/16.9 oz Can,Case Beer,6/4/16.9oz Can,Hofbrau Usa,8/13/2026,1.00,1.00,8.46,6.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,8235,Doc's Pumpkin Cider (Fall) 6/4/16 oz Can,Case Cider,6/4/16oz Can,Doc's,8/20/2026,1.00,1.00,10.67,8.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/20/2026,1.00,1.00,6.00,6.00
Klejdi Lamo,190101,Montville Wine & Spirits,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/26/2026,1.00,1.00,4.67,5.00
Klejdi Lamo,190804,Midtown Liq,13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/17/2026,1.00,1.00,1.00,1.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),4748,Yuengling Oktoberfest 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Yuengling Oktoberfest,8/3/2026,1.00,1.00,15.00,15.00
Klejdi Lamo,191210,Milton Inn,4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/18/2026,1.00,1.00,6.00,6.00
Klejdi Lamo,190207,Liquor Outlet,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/19/2026,1.00,1.00,10.00,10.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),4505,Sierra Nevada Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Sierra Nevada,8/26/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/13/2026,1.00,1.00,6.00,6.00
Klejdi Lamo,190207,Liquor Outlet,8219,Doc's Pumpkin 1/12/22 oz Btl,Case Cider,12/22oz NR,Doc's,8/14/2026,1.00,1.00,1.83,2.00
Klejdi Lamo,191213,Island Of Spirits (P),4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/12/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,4785,Yuengling Oktoberfest 2/12/12 oz Can,Case Beer,2/12/12oz Can,Yuengling Oktoberfest,8/10/2026,1.00,1.00,40.00,40.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,674,Montauk Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Montauk,8/14/2026,1.00,1.00,2.00,2.00
Klejdi Lamo,190603,Denville W & L,3320,Hofbrau Oktoberfest 4/6/11.2 oz Btl,Case Beer,4/6/11.2oz NR,Hofbrau Usa,8/24/2026,1.00,1.00,4.67,5.00
Klejdi Lamo,190101,Montville Wine & Spirits,13134,Cape May Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/26/2026,1.00,1.00,1.00,1.00
Klejdi Lamo,191210,Milton Inn,4699,Sierra Nevada Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Sierra Nevada,8/18/2026,1.00,1.00,1.00,1.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,13137,Cape May Pick of The Batch Pumpkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Cape May,8/20/2026,1.00,1.00,8.00,8.00
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),12142,Dogfish Head Punkin Ale 4/6/12 oz Can,Case Beer,4/6/12oz Can,Dogfish Head Beer,8/18/2026,1.00,1.00,6.00,6.00
Klejdi Lamo,191608,Shop-Rite(A) Netcong,4748,Yuengling Oktoberfest 4/6/12 oz Btl,Case Beer,4/6/12oz NR,Yuengling Oktoberfest,8/19/2026,1.00,1.00,10.00,10.00
Klejdi Lamo,190804,Midtown Liq,5324,Great Lakes Oktoberfest 4/6/12 oz Can,Case Beer,4/6/12oz Can,Great Lakes,8/17/2026,1.00,1.00,3.00,3.00
