cust,name,rep,premise,city,brand,package,prog_cases,post_cases,rebuys
80035,Arcola Country C.,Chris Payton,On Premise,Paramus,Coors Light,30/12oz Can,5,25,2
80035,Arcola Country C.,Chris Payton,On Premise,Paramus,Lite,30/12oz Can,2,5,2
80035,Arcola Country C.,Chris Payton,On Premise,Paramus,Peroni,4/6/11.2oz Can,5,0,0
80053,Paramus Courtyard,Chris Payton,On Premise,Paramus,Coors Light,4/6/12oz NR,2,2,1
80053,Paramus Courtyard,Chris Payton,On Premise,Paramus,Lite,24/12oz NR,4,1,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors,2/12/12oz NR,4,2,2
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors,2/12/12oz Can,5,5,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors,30/12oz Can,7,5,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors,1/12/24oz Can,10,10,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors Light,4/6/12oz NR,4,3,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors Light,2/12/12oz NR,26,14,3
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors Light,2/12/12oz Can,30,30,2
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors Light,30/12oz Can,58,60,2
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors Light,1/12/24oz Can,40,40,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Coors Light,15/16oz Btl,35,14,3
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Lite,4/6/12oz NR,5,5,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Lite,2/12/12oz NR,10,0,0
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Lite,15/16oz Btl,15,5,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Lite,2/12/12oz Can,45,30,2
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Lite,30/12oz Can,28,26,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Lite,1/12/24oz Can,10,14,3
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Peroni,2/12/11.2oz NR,5,10,1
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Peroni,4/6/11.2oz NR,4,10,2
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Peroni,1/12/24oz Can,1,0,0
81001,B & B Liquors (Fair Lawn),Chris Payton,Off Premise,Fair Lawn,Peroni,4/6/11.2oz NR,10,6,3
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Coors Light,4/6/12oz NR,5,0,0
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Coors Light,2/12/12oz Can,39,25,3
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Coors Light,18/16oz Btl,7,4,2
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Coors Light,24/16oz Btl,9,6,2
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Coors Light,36/12oz Can,11,15,2
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Lite,2/12/12oz Can,32,23,3
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Lite,30/12oz Can,7,24,4
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Lite,1/12/24oz Can,6,3,2
81010,Morlot W & L (A),Chris Payton,Off Premise,Fair Lawn,Peroni,4/6/11.2oz NR,5,5,1
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors,4/6/12oz NR,2,2,2
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors,2/12/12oz Can,8,5,4
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors,30/12oz Can,3,1,1
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors,1/12/24oz Can,6,12,2
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,4/6/12oz NR,3,2,2
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,2/12/12oz Can,30,20,5
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,18/12oz Can,22,11,4
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,4/6/16oz Can,5,0,0
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,18/16oz Btl,8,6,2
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,18/16oz Can,104,58,8
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,1/12/24oz Can,39,38,2
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Coors Light,36/12oz Can,8,10,4
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Lite,4/6/12oz NR,4,2,2
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Lite,2/12/12oz Can,28,11,3
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Lite,18/12oz Can,26,8,3
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Lite,1/12/24oz Can,7,5,3
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Lite,36/12oz Can,13,6,3
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Peroni,4/6/11.2oz NR,6,0,0
81011,Radburn Liquors (A,Chris Payton,Off Premise,Fair Lawn,Peroni,4/6/11.2oz NR,2,2,1
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Coors,24/12oz NR,1,0,0
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Coors Light,4/6/12oz NR,5,0,0
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Coors Light,24/12oz NR,32,15,3
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Lite,4/6/12oz NR,5,0,0
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Lite,24/12oz NR,40,31,5
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Lite,2/12/12oz NR,5,0,0
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Lite,30/12oz Can,8,7,2
81012,Dutch House,Chris Payton,On Premise,Fair Lawn,Peroni,2/12/11.2oz NR,1,0,0
81017,JJ's Pub,Chris Payton,On Premise,Fair Lawn,Coors Light,4/6/7oz NR,25,5,1
81017,JJ's Pub,Chris Payton,On Premise,Fair Lawn,Coors Light,24/12oz NR,75,25,1
81017,JJ's Pub,Chris Payton,On Premise,Fair Lawn,Lite,24/12oz NR,100,40,2
81018,B R C Catering (P),Chris Payton,On Premise,Fair Lawn,Peroni,1/4 BBL Keg (7.75 Gal),34,11,4
43002,Checo Supermarket,Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,25,10,1
43002,Checo Supermarket,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz NR,8,3,1
43002,Checo Supermarket,Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,95,40,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors,4/6/12oz NR,9,7,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,24,12,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/7oz NR,20,7,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz NR,8,3,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz NR,16,8,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,24/12oz NR,47,12,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz Can,35,35,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,1/24/12oz Can,15,15,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/16oz Can,15,15,3
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,18/16oz Btl,6,2,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,24/16oz Btl,6,3,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,12/40oz NR,1,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,324,88,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,36/12oz Can,128,60,4
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,18/16oz Can,1,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,4/6/12oz NR,4,2,2
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,2/12/12oz NR,5,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,2/12/12oz Can,8,5,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,30/12oz Can,1,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,1/24/12oz Can,8,10,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,18/12oz Can,1,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,4/6/12oz Can,1,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,4/6/16oz Can,1,2,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,1/12/24oz Can,34,10,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Lite,36/12oz Can,10,0,0
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Peroni,4/6/11.2oz NR,10,3,1
43004,Boulevard Liq.(Fairview),Dan Lagala,Off Premise,Fairview,Peroni,1/12/24oz Can,2,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,75,50,3
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz NR,10,10,2
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz NR,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,24/12oz NR,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz Can,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz Can,5,10,1
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,30/12oz Can,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,1/24/12oz Can,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,18/12oz Can,10,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/16oz Can,5,5,1
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,24/16oz Btl,25,10,1
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,18/16oz Can,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,210,89,3
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Coors Light,36/12oz Can,3,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Lite,24/16oz Btl,2,1,1
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Lite,2/12/12oz Can,1,10,3
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Lite,4/6/16oz Can,1,2,1
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Lite,1/12/24oz Can,1,10,2
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Peroni,4/6/11.2oz NR,6,10,2
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Peroni,2/12/11.2oz Can,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Peroni,1/12/24oz Can,1,0,0
43005,Rome Liquors (Fairview),Dan Lagala,Off Premise,Fairview,Peroni,4/6/11.2oz NR,2,3,1
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,40,24,2
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz NR,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz NR,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz Can,25,19,2
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,30/12oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,18/12oz Can,40,55,3
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,4/6/16oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,18/16oz Btl,20,10,1
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,24/16oz Btl,40,30,3
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,260,175,2
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Lite,2/12/12oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Lite,30/12oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Lite,18/12oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Lite,4/6/12oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Lite,1/12/24oz Can,10,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Lite,2/12/16oz Can,1,0,0
43006,Fairview Liq & Groc.(A),Dan Lagala,Off Premise,Fairview,Peroni,1/12/24oz Can,1,0,0
43007,American Classic Liq,Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,68,35,4
43007,American Classic Liq,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz NR,1,0,0
43007,American Classic Liq,Dan Lagala,Off Premise,Fairview,Coors Light,18/12oz Can,15,10,2
43007,American Classic Liq,Dan Lagala,Off Premise,Fairview,Coors Light,24/16oz Btl,4,0,0
43007,American Classic Liq,Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,425,174,4
43007,American Classic Liq,Dan Lagala,Off Premise,Fairview,Lite,1/12/24oz Can,5,5,1
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors,30/12oz Can,7,0,0
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,16,7,2
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/7oz NR,4,3,2
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/8oz Can,2,9,2
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/12oz NR,10,7,6
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz NR,17,12,5
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,24/12oz NR,272,151,7
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,2/12/12oz Can,47,21,5
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,30/12oz Can,25,0,0
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,1/24/12oz Can,1,0,0
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,18/12oz Can,1,0,0
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/16oz Can,10,5,1
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,18/16oz Btl,11,7,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,24/16oz Btl,73,49,8
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,139,93,2
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Coors Light,36/12oz Can,228,120,7
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,4/6/12oz NR,4,5,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,24/12oz NR,36,33,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,2/12/12oz NR,8,6,2
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,24/16oz Btl,32,21,5
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,18/16oz Btl,13,3,1
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,2/12/12oz Can,14,13,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,1/24/12oz Can,1,0,0
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,18/12oz Can,1,0,0
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Lite,36/12oz Can,63,32,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Peroni,2/12/11.2oz NR,36,23,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Peroni,4/6/11.2oz NR,14,7,3
43013,Buy Rite Of Fairview,Dan Lagala,Off Premise,Fairview,Peroni,4/6/11.2oz NR,4,2,1
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Coors,2/12/12oz Can,1,0,0
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Coors,1/12/24oz Can,20,0,0
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/8oz Can,20,10,2
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Coors Light,1/24/12oz Can,23,15,1
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Coors Light,4/6/16oz Can,15,25,4
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Coors Light,1/12/24oz Can,399,140,1
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Peroni,4/6/11.2oz NR,5,0,0
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Peroni,6/4/16oz Can,6,0,0
43015,Kikos Liquors Ii,Dan Lagala,Off Premise,Fairview,Peroni,1/12/24oz Can,6,5,1
43022,C & C Bar Factory,Dan Lagala,On Premise,Fairview,Lite,4/6/12oz NR,3,0,0
43031,La Fortuna (P),Dan Lagala,On Premise,Fairview,Coors Light,24/12oz NR,25,25,1
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Coors Light,2/12/12oz Can,10,15,2
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/24/12oz Can,5,0,0
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/16oz Can,15,0,0
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/12/24oz Can,50,50,1
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Coors Light,36/12oz Can,5,5,1
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Lite,1/12/24oz Can,5,5,1
44002,Wine And Food Mart (Z),Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz NR,2,0,0
44005,Winston Wine & Liq,Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/16oz Can,1,2,2
44005,Winston Wine & Liq,Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/12/24oz Can,15,6,3
44005,Winston Wine & Liq,Dan Lagala,Off Premise,Cliffside Park,Lite,2/12/12oz Can,2,0,0
44005,Winston Wine & Liq,Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz NR,5,6,3
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/7oz NR,5,5,1
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/8oz Can,10,0,0
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/12oz NR,5,5,1
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,2/12/12oz NR,15,10,2
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,2/12/12oz Can,49,30,3
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/16oz Can,40,20,4
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/12/24oz Can,45,30,2
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Lite,4/6/12oz NR,13,10,2
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Lite,2/12/12oz Can,5,4,1
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Lite,4/6/16oz Can,4,10,2
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Lite,1/12/24oz Can,5,0,0
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Lite,4/6/7oz NR,9,7,2
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz NR,10,5,1
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Peroni,1/12/24oz Can,1,0,0
44009,Metro Liquor (Cliffside Park),Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz NR,2,0,0
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors,2/12/12oz Can,3,2,1
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors,30/12oz Can,2,0,0
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors,1/12/24oz Can,18,27,3
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/12oz NR,3,3,2
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,2/12/12oz NR,16,15,5
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,2/12/12oz Can,23,8,1
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,30/12oz Can,11,8,1
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/24/12oz Can,8,6,2
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,18/12oz Can,22,13,1
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,24/16oz Btl,24,14,4
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/12/24oz Can,187,126,3
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Lite,2/12/12oz Can,8,13,5
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Lite,30/12oz Can,1,2,1
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Lite,1/12/24oz Can,23,23,5
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Lite,2/12/16oz Can,1,0,0
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz NR,6,3,2
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz Can,2,5,2
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Peroni,2/12/11.2oz Can,5,7,1
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Peroni,6/4/16oz Can,1,0,0
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Peroni,1/12/24oz Can,2,0,0
44010,Garden State Food&Liq (P),Dan Lagala,Off Premise,Cliffside Park,Peroni,4/6/11.2oz NR,2,0,0
44012,690 Park,Dan Lagala,On Premise,Cliffside Park,Coors Light,4/6/12oz NR,6,9,2
44012,690 Park,Dan Lagala,On Premise,Cliffside Park,Coors Light,24/12oz NR,5,0,0
44012,690 Park,Dan Lagala,On Premise,Cliffside Park,Lite,4/6/12oz NR,5,2,1
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Coors Light,2/12/12oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Coors Light,1/24/12oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Coors Light,4/6/16oz Can,5,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Coors Light,36/12oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Lite,2/12/12oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Lite,30/12oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Lite,4/6/12oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Lite,4/6/16oz Can,1,0,0
44014,Campbell's Wines & Liquor,Dan Lagala,Off Premise,Cliffside Park,Lite,1/12/24oz Can,1,0,0
44016,Liquor City(A)Cliffside,Dan Lagala,Off Premise,Cliffside Park,Coors,4/6/12oz NR,2,5,2
44016,Liquor City(A)Cliffside,Dan Lagala,Off Premise,Cliffside Park,Coors,2/12/12oz Can,7,8,3
44016,Liquor City(A)Cliffside,Dan Lagala,Off Premise,Cliffside Park,Coors,30/12oz Can,15,12,3
44016,Liquor City(A)Cliffside,Dan Lagala,Off Premise,Cliffside Park,Coors,1/12/24oz Can,28,5,1
44016,Liquor City(A)Cliffside,Dan Lagala,Off Premise,Cliffside Park,Coors,15/16oz Btl,2,0,0
44016,Liquor City(A)Cliffside,Dan Lagala,Off Premise,Cliffside Park,Coors,18/16oz Btl,5,0,0
