customer_num,name,premise,address,county,area,rep,dm
171342,Starting Point Bar & Gril,On,2 Avenue A,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
171346,Crown Liquor,Off,428 32nd St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171347,Fuerte Liquors,Off,518 32nd St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171348,Los Laureles Liq (Z),Off,4625 Broadway,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171349,Payano Liquors,Off,1411 Summit Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171352,Urban Tandoor,On,206 Harrison Ave,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
171353,Fork Hill Kitchen,On,201 16th Street,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171359,Tros Greek Street Food,On,811 Frank E Rodgers Blvd S,Hudson,Sales,Alisa Acciardi,Mike Kennedy
171360,Keeper's,On,1100 S 5th St.,Hudson,Sales,Alisa Acciardi,Mike Kennedy
171400,Newport Spirits (P),Off,111 River Dr. South,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171402,Liberty Wine (P) & Deli,Off,200 Washington St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171403,ShopRite Wines & Spirits of Bayonne,Off,567 Avenue C,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
171404,Massarelli's Liquors,Off,403 Broadway,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
171405,Waterfront Wine & Liq(P),Off,81 Montgomery Street,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171410,Times Square Liq,Off,891 Broadway,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
171411,Stanley's Liq Store (P),Off,732 Broadway,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
171412,Left Bank Burger Bar (A),On,194 Newark Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
171413,Green Rock Tap & Grill,On,70 Hudson St.,Hudson,Hudson,Jaime Colonna,Mike Kennedy
172015,Daniels Wine And Liq,Off,87 Garden St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
172016,Karma Kafe,On,505 Washington St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
172048,Cragie On Park,Off,5102 Park Avenue,Hudson,Hudson,Dylan Rubino,Mike Kennedy
172049,Z & M Liquors,Off,1165 Summit Avenue,Hudson,Hudson,Dylan Rubino,Mike Kennedy
172050,Bar Sagua,On,6501 Dewey Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
172051,WNY Liquors,Off,6007 Bergenline Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
173015,Madd Hatter,On,221 Washington St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173031,Sparrow's Wine & Liq(P) (1224 Hoboken),Off,1224 Shipyard Lane,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173032,Sparrows Wine & Liq (P) (126 Hoboken),Off,126 Washington St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173033,Royal Liquors & Deli,Off,730 Bergen Avenue,Hudson,Hudson,Dylan Rubino,Mike Kennedy
173036,Monroes Hoboken,On,36-42 Newark St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173037,Hudson Golf - Hoboken,On,16 Hudson Place,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173039,The Brass Rail Restaurant,On,135 Washington St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173041,Blue Ribbon Wine/Liq/Groc,Off,450 1st St.,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173042,EMPYREAN INDIAN KITCHEN,On,20 HUDSON PL.,Hudson,Sales,Jaime Colonna,Mike Kennedy
173043,The Shannon,On,106 1st Street,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173053,Finnegans,On,734 Willow Ave,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173054,10th & Willow Bar & Grill,On,935 Willow Ave,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173055,Hoboken Vine,Off,400 Newark St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173056,Garden Wine & Liq (P),Off,700 Park Avenue,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173058,Ottomanelli's Liquor Store,Off,422 Monroe St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173059,The Stewed Cow,On,400 Adams St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173060,8th Street Tavern,On,800 Washington St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173061,City Line Liquors (Hoboken),Off,211 Washington St.,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173062,Liberty Liquors,Off,255 Monmouth Street,Hudson,Sales,Dylan Rubino,Mike Kennedy
173064,The Thirsty Quaker (P),Off,492 Monmouth St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173068,The Hutten Tavern,On,225 Hutten St,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173069,Curry On,On,765 Newark Ave,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173072,Rasoi Restaurant,On,810 Newark Ave,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173073,Corkscrew Bar,On,61 Congress St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
173077,Podewitz Liquor & Deli,Off,400 Central Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
173078,Cheese+Wine,On,720 Monroe St C102,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173079,Snack Bar,On,520 Adams ST,Hudson,Hudson,Jaime Colonna,Mike Kennedy
173900,Otaiko Hibachi & Sushi,On,125 Lefante Way,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
174001,Shorty's,On,279 Broadway,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
174102,The Galaxy Drug Store,Off,7000 Jfk Blvd East,Hudson,Hudson,Dylan Rubino,Mike Kennedy
174150,Bayonne Patio Bar & Grill,On,31 Cottage St,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
174151,Eddy's Bar & Liquor,On,504 Kennedy Blvd,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
174153,OTS BY LLC (Aqua),On,54 Flagship St.,Hudson,Hudson,Alisa Acciardi,Mike Kennedy
178000,Wine Spot,Off,2321 Kennedy Blvd,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178001,Tonnelle Wine & Liq,Off,8516 Tonnelle Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178002,Boulevard W & L (P),Off,9236 Kennedy Blvd,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178003,Park Ave Wine & Liq Gros.,Off,4204 Park Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178005,Best Liquors & Deli,Off,901 76th St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178009,Heaven Liquors,Off,3700 Park Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178010,Weehawken Deli & Liquor,Off,3500 Park Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178011,The Highwood,On,500 Ave @ Port Imperial,Hudson,Hudson,Jaime Colonna,Mike Kennedy
178013,Hudson Blue,On,4800 Ave @ Port Imperial,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178014,Best Liquors (P),Off,4100 Park Ave(Store 12),Hudson,Hudson,Dylan Rubino,Mike Kennedy
178015,Noble Discount Liquors,Off,4702 Park Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178018,Rancho Mateo,On,9011 Palisade Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178020,STOP & GO LIQUORS,Off,8101 Tonnelle Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178021,Five Corner Liquor Store,Off,121 Maple St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178100,Broadway Wine & Liquor,Off,7425 Broadway,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178101,Sals Deli,Off,4510 Bergen Turnpike,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178104,Asian Grill & Sushi,On,7827 Bergenline Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178105,Harry's Food & Drink,On,8101 Bergenline Ave,Hudson,Hudson,Dylan Rubino,Mike Kennedy
178107,Empyrean Bistro & Bar,On,800 Jackson Street,Hudson,Hudson,Jaime Colonna,Mike Kennedy
179012,Plank Road Inn (A),On,1538 Paterson Plank Road,Hudson,Hudson,Jaime Colonna,Mike Kennedy
179013,Dublin Yard,On,146 Front St,Hudson,Hudson,Dylan Rubino,Mike Kennedy
179014,Krauszers (Secaucus),Off,40 Meadowlands Pkwy,Hudson,Hudson,Dylan Rubino,Mike Kennedy
179018,Te-Amo,On,1299 Paterson Plank Rd,Hudson,Hudson,Dylan Rubino,Mike Kennedy
180020,Costco Of Edison,Off,2210 Rt 27 North,Middlesex,Middlesex not in use,John Neukum,Mike Engel
190001,Gary's Wine & Marketplace (Madison),Off,121 Main Street,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190003,Thomas Liq,Off,26 S Morris St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190004,54 Main Cafe,On,54 Main St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190005,Rose City Liquors,Off,84 Main St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190006,Main St Wines & Liq,Off,300 Main St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190012,Joe Canal's Disc Liq,Off,799 Us-46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190015,Buyrite Of Chatham,Off,650 Shunpike Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190016,12 Islands Greek Taverna,On,1255 Valley Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190017,Wine & Whiskey Country Morris Plains,Off,16 Burnham Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190018,Big Ed's (Circle Bowl),On,1107 Route 46 W,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190021,Randolph Diner,On,517 New Jersey 10,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190022,Bottle Republic (Randolph),Off,140 NJ-10W STE 6,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190024,Jt Mcq's Sports Bar (P),On,540 NJ-10,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190027,Wegmans,Off,34-A Sylvan Way,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190030,Florham Park Liquors,Off,184 Columbia Turnpike,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190032,The Thirsty Turtle (Florham Park),On,186 Columbia Turnpike,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190035,Revolution Bar,On,9 South Street,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190036,Wine Cellar Of Morristown,Off,163 South Street,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190037,Office Beer Bar & Grill,On,3 South St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190038,Famished Frog,On,18 Washington St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190040,Four Seasons Wine & Liq,Off,131 Morris St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190042,Dublin Pub (A),On,4 Pine Street,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190045,Tavern Off The Green,On,127 Morris St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190055,Ridgedale Wine & Liq,Off,480 Ridgedale Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190059,Capital Craft,On,137 Rt. 10,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190060,The Wine Cellar,Off,1194 Sussex Turnpike,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190068,River Grille,On,34 River Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190070,Hickory Wine Cellar,Off,641 Shunpike Road,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190072,Laundromat,On,4 Dehart St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190080,Archer Hotel-Florham Pk.,On,130 Park Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190101,Montville Wine & Spirits,Off,223 Changebridge Road,Morris,Morris 1,Klejdi Lamo,Paul Deady
190102,Lake Valhalla Club (P),On,13 Vista Rd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190104,Black Rabbit Saloon LLC,On,8 Main Rd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190106,Rails Steakhouse (A),On,10 Whitehall Road,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190107,Wine & Whiskey Country Pine Brook,Off,36 Rt 46 West,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190108,Harrigan's Rest. (P),On,144 Main Rd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190111,Bottle King Morris Plains,Off,246 Littleton Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190112,Hoovers Tavern,On,960 Tabor Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190201,Boonton Station 1904,On,202 Myrtle Ave,Morris,Morris 1,Klejdi Lamo,Paul Deady
190202,Boonton Elks,On,125 Cornelia St,Morris,Morris 1,Robin Feldman,Chris McCrohan
190203,Boonton Lanes,On,720 Myrtle Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190205,Sharky's West (P),On,108 Boonton Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190206,Ombra,On,516 Main St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190207,Liquor Outlet,Off,289 Myrtle Ave,Morris,Morris 1,Klejdi Lamo,Paul Deady
190208,Boonton Liquor Locker,Off,119 Hawkins Pl,Morris,Morris 1,Klejdi Lamo,Paul Deady
190210,Matta Donna (Z),On,304 Myrtle Ave,Morris,Morris 1,Robin Feldman,Chris McCrohan
190214,Johnnie's Tavern,On,301 Boonton Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190216,House of Wine & Liquor - Boonton,Off,308 E Wootton St,Morris,Morris 1,Klejdi Lamo,Paul Deady
190217,Nostrana Ristorante,On,91 Elcock Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190219,Columbia Inn,On,29 Main Rd.,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190220,Reservoir Tavern(A),On,92 Parsippany Blvd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190222,Green Hill Liquors (A),Off,168 Parsippany Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190224,Stirling Fine Wines,Off,1168 Valley Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190228,Midtown Wine Merchant(A),Off,168 Speedwell Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190230,Stirling Hotel,On,227 Main Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190299,Vintage Tavern,On,342 Valley Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190300,Gillette Liquor,Off,399 Valley Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190301,American Lgn Lake Hiawath,On,91 N Beverwyck Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
190302,Basket Of Cheer Ii (Lake Hiawatha),Off,149 N Beverwyck Rd,Morris,Morris 1,Klejdi Lamo,Paul Deady
190304,Shoppers Disc Liquor,Off,65-69 N Beverwyck Rd,Morris,Morris 1,Klejdi Lamo,Paul Deady
190306,Lena y Carbon VII Parsippany,On,450 N Beverwyck Rd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190309,Shop Rite Liq Parsippany,Off,808 Us-46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190312,The Knoll Country Club & Catering,On,12 Knoll Lane,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190313,Convenience Liquors,Off,1129 Us-46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190323,Morris Wine & Liquor,Off,636 Speedwell Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190324,Powder Mill Plaza Liquors,Off,28 Gibralter Dr,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190326,Cambridge Wines (191 Morristown),Off,191 E Hanover Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190328,Tiff's Grill & Ale House,On,231 Speedwell Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190329,Horseshoe Tavern,On,36 Speedwell Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190330,Parkside Tavern,On,9 Speedwell Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190350,Wooden Keg Wine,Off,173 Washington St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190351,Super Saver Disc. Liq,Off,191 Speedwell Avenue,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190429,Sheraton Parsippany Hotel,On,199 Smith Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190431,SOCIAL HUB BY DHABA,On,1735 RT 46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190500,Wine & Whisky Country,Off,"350 Rte 24, Chester, NJ 07930",Morris,Morris 2,John O'Donoghue,Mike Kennedy
190501,Mountain Lakes Wine & Liquor,Off,3 Romaine Rd,Morris,Morris 1,Klejdi Lamo,Paul Deady
190503,The Station,On,99 Midvale Rd.,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190504,El Dorado Wine House,Off,340 Us-46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190505,Old Mill Tavern,On,55 Rte 24,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190509,Krauszers (Long Valley),Off,67 East Mill Road,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190512,Omg Burger & Brew,On,141 Schooley's Mtn. Rd,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190513,Redwoods Bar & Grill,On,459 Main St.,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190601,Thatcher Mcghee's (A),On,53 Broadway,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190603,Denville W & L,Off,43 Broadway,Morris,Morris 1,Klejdi Lamo,Paul Deady
190605,Hunan Taste (Z),On,67 Bloomfield Ave,Morris,Morris 1,Robin Feldman,Chris McCrohan
190606,Peace Pipe Cc (P),On,1 Lee Road,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190607,Rockaway River Cc(P),On,39 Pocono Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
190608,Cedar Lake Club,On,134 Cedar Lake E,Morris,Morris 1,Robin Feldman,Chris McCrohan
190613,Rock Ridge Community,On,55 Entrance Way,Morris,Morris 1,Robin Feldman,Chris McCrohan
190615,The Second Half On Main,On,5 E Main St Ste 15,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190616,Partners Discount Liquors,Off,123 E Main St # 2,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190618,Sogo,On,248 Rt 46 West,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190650,Shop Rite Wines & Spirits of Roxbury#832,Off,281-8 NJ-10,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190651,Bottle King (A) Ledgewood,Off,260 NJ-10,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190652,Shop Rite W & S Chester,Off,120 Us-206,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190655,Sandy's Wine & Spirits (Flanders),Off,293 Us-206,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190656,"Kenvil Liquor,Wine & Food",Off,601 Us-46 West,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190657,Shay's Liquors_2,Off,286 Us-206,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190670,Wine World (A),Off,1001 Valley Road,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190671,Country Farms,Off,87 Division Ave,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190702,Smith's Tavern,On,175 E Main St,Morris,Morris 1,Klejdi Lamo,Paul Deady
190704,Tavern On The Rocks,On,9 Wall St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190705,Rockaway W/L,Off,73 W Main St,Morris,Morris 1,Klejdi Lamo,Paul Deady
190706,Mill Lane Tavern,On,8 Mill Lane,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190707,The Exchange,On,160 E Main St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190708,American Lgn Rockaway,On,210 Chestnut Terr,Morris,Morris 1,Robin Feldman,Chris McCrohan
190709,Adams (P),On,123 Hibernia Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190710,Hilton Garden Inn Rockaway,On,375 Mt Hope Ave,Morris,Morris 1,Robin Feldman,Chris McCrohan
190711,Shop Rite Liquors,Off,437 Rt 46 E,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190712,White Meadow Lake Cc,On,100 White Meadow Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
190714,Green Pond Yacht Club (Z),On,7 Dawson Drive,Morris,Morris 1,Robin Feldman,Chris McCrohan
190716,Lake Telemark Country Clu,On,38 Telemark Road,Morris,Morris 1,Robin Feldman,Chris McCrohan
190717,Luzzi's (Z),On,439 Green Pond Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
190718,Marcella Community Club,On,831 Greenpond Road,Morris,Morris 1,Robin Feldman,Chris McCrohan
190719,Red Robin Gourmet Burger (Rockaway),On,301 Mt Hope Avenue,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190721,Liquor Point,On,260 RT 46 East,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190723,Muldoon's Steak & Pub,On,301 Mt Hope Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190724,PF Changs,On,375 mountain ave rockaway mall,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190796,The Office Bar/Los Arrieros,On,34 West Clinton St.,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190797,Basket Of Cheer (Dover),Off,331 Us Hwy 46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190798,Dover Liquors,Off,10 W Blackwell St,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190801,Neighborhood Liquors,Off,263 E Blackwell St # 1,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190802,Sam's Liq Wine (P),Off,325 W Clinton St,Morris,Morris 1,Klejdi Lamo,Paul Deady
190803,Germania Park,On,56 Conger St.,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190804,Midtown Liq,Off,101 White Meadow Rd,Morris,Morris 1,Klejdi Lamo,Paul Deady
190807,The Club (NAFIB4-22-A-0036),On,Picatinny Arsenal 121 buffington road,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190809,Picatinny Main Exch,Off,Bldg 3324 Belt Road,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190813,Picatinney Golf(NAFIB4-22-A-0036),On,Bldg 121b,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190815,Sam Adam's Pub (NAFIB4-22-A-0036),On,Bldg 121a,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190901,Berkshire(P) Bot. Shop,Off,915 Berkshire Valley Rd,Morris,Morris 1,Klejdi Lamo,Paul Deady
190902,Betsy Ross Diner,On,5708 Berkshire Valley Rd,Morris,Morris 1,Anthony Palmisano,Chris McCrohan
190903,Taphouse 15,On,75 NJ-15,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190905,Elevengreen,On,11 Greenpond Rd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190907,Wharton Liquor Store,Off,41 N Main St,Morris,Morris 1,Klejdi Lamo,Paul Deady
190908,4 Seasons Restaurant,On,322 S Main St,Morris,Morris 3,Robin Feldman,Chris McCrohan
190910,NORTE 175,On,175 N Main St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190913,Main Street Liquor,Off,340 S Main St,Morris,Morris 1,Klejdi Lamo,Paul Deady
190914,Colossal Restaurant,On,392 N Main St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190916,Mama's Gastro Pub,Off,350 N.Main St.,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190917,Shop Rite Liq (A)Wharton,Off,306 NJ-15,Morris,Morris 3,Klejdi Lamo,Paul Deady
190918,Luna Restaurant & Bar,On,42 N Main St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190919,Amer Lgn Of Wharton 91,On,99 N Main St,Morris,Morris 1,Robin Feldman,Chris McCrohan
190921,White Owl Tavern,On,17 Fern Ave,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190923,Knotty Pine Pub (P),On,242 E Union Turnpike,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190925,Olive Garden Rockaway,On,323 Mt Hope Ave.,Morris,Morris 1,Brian Sengebush,Chris McCrohan
190929,L & L Package Store,Off,264 Us-46,Morris,Morris 2,John O'Donoghue,Mike Kennedy
190931,Costco 315 Wharton (NA),Off,315 Rt. 15 North,Morris,Bergen,John Neukum,Mike Engel
191001,Stone Water,On,125 New Jersey 181,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191003,Chabons Ii Liq/Bar (A),Off,138 Esponong Rd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191004,Club 15(P),On,619 NJ-15,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191006,Gatwyns II (P),On,900 Route 15 North,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191007,Charley's Tavern,On,57 NJ-181,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191008,Jefferson Diner & Tav(P),On,5 Bowling Green Parkway,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191009,Mason Street Grille,On,24 Mason St,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191010,Liquor Factory II Jefferson,Off,725 NJ-15,Morris,Morris 1,Jayson Romine,Paul Deady
191103,Whistle Stop (P),On,2775 Route 23 S,Morris,Passaic,Anthony Palmisano,Chris McCrohan
191104,Chapala Grill - Lake Hopatcong,On,161 NJ-181,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191202,Casa Bianca (P),On,5266 Berkshire Valley Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
191203,American Lgn Oak Ridge Post 423,On,28 Legion Road,Morris,Morris 1,Robin Feldman,Chris McCrohan
191206,Bella Vista,On,11 Moquis Trail,Morris,Morris 1,Robin Feldman,Chris McCrohan
191207,Daily Planet (A),On,526 Roosevelt Ave,Morris,Morris 1,Anthony Palmisano,Chris McCrohan
191208,The Grill Room,On,53 Schoolhouse Road,Morris,Morris 1,Anthony Palmisano,Chris McCrohan
191209,Valley Tavern,On,5604 Berkshire Valley Rd,Morris,Morris 1,Anthony Palmisano,Chris McCrohan
191210,Milton Inn,Off,3 Ridge Rd & Berkshire,Morris,Morris 1,Klejdi Lamo,Paul Deady
191213,Island Of Spirits (P),Off,3025 Rt 23 N,Passaic,Passaic,Klejdi Lamo,Paul Deady
191215,Blini Restaurant,On,216 Cahill Cross Rd,Passaic,Passaic-FF,Anthony Palmisano,Chris McCrohan
191219,Berkshire Valley Gc,On,28 Cozy Lake Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
191301,Lake Hopatcong Yacht Club,On,75 N Bertrand Rd,Morris,Morris 1,Robin Feldman,Chris McCrohan
191302,Liquor Factory I Landing,Off,175 Lakeside Blvd # 9,Morris,Morris 1,Jayson Romine,Paul Deady
191305,Chapala Mexican Grill 4,On,25 Lakeside Blvd,Sussex,Sales,Brian Sengebush,Chris McCrohan
191306,Shore Hills Country Club,On,Vail Rd And Morse Pl,Morris,Morris 1,Robin Feldman,Chris McCrohan
191403,Davy's Dogs,On,14 Howard Blvd,Morris,Morris 1,Robin Feldman,Chris McCrohan
191405,Pat's Bar (P),On,390 Howard Blvd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
191406,Courtyard Marriott Mt Arl,On,15 Howard Blvd,Morris,Morris 1,Robin Feldman,Chris McCrohan
191407,Pub 199,On,199 Howard Blvd,Morris,Morris 1,Brian Sengebush,Chris McCrohan
