Supplier,Product Num & Name,Min Purchase Qty,Case Unit Price,Deal Start Date,Deal End Date,Cases,FOB,Tax,Participation,Laid-in Cost,Gross,Margin %
Red Bull,8710 Red Bull 1/24/8.4 oz Can,0,$41.50,8/3/2026,8/3/2026,5,$32.84,$0.00,$3.75,$29.09,$62.05,29.90%
Sapporo,10337 Sapporo Premium 5.2 Gal Keg,10,$60.00,8/3/2026,8/3/2026,3,$38.70,$0.62,$0.00,$39.32,$62.03,34.46%
Sapporo,10335 Sapporo Black 1/12/22 oz Can,0,$35.00,8/14/2026,8/28/2026,5,$22.35,$0.25,$0.00,$22.60,$62.01,35.44%
Sixpoint Brewing,10926 Sixpoint Resin Double IPA 5.2 Gal Keg,10,$96.00,8/3/2026,8/3/2026,2,$64.49,$0.62,$0.00,$65.11,$61.78,32.18%
Constellation Brands,2652 Victoria 2/12/12 oz Can,3,$30.00,8/17/2026,8/28/2026,9,$22.88,$0.27,$0.00,$23.15,$61.65,22.83%
Sierra Nevada Brewing Company,4532 Sierra Nevada Hazy Little Thing IPA 4/6/12 oz Can,3,$39.50,8/5/2026,8/27/2026,5,$26.90,$0.27,$0.00,$27.17,$61.65,31.22%
Total Beverage Solutions,5960 Shipyard Smashed Pumpkin 6/4/16 oz Can,4,$66.00,8/21/2026,8/27/2026,3,$45.75,$0.36,$0.00,$45.49,$61.53,31.07%
New Belgium Brewing Company,16708 New Belgium House Hazy IPA 15.5 Gal Keg,0,$182.00,8/4/2026,8/4/2026,1,$118.63,$1.86,$0.00,$120.49,$61.51,33.80%
Cape May,13163 Cape May Coastal Evacuation Double IPA 1/12/19.2 oz Can,5,$31.00,8/4/2026,8/26/2026,7,$22.00,$0.22,$0.00,$22.22,$61.49,28.34%
Emergent Beverage Partners,94094 Boldt THC Black Cherry 10 MG 6/4/12 oz Can,2,$81.00,8/6/2026,8/17/2026,2,$50.00,$0.27,$0.00,$50.27,$61.46,37.94%
Boston Beer Company,200639 Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,3,$42.00,8/13/2026,8/13/2026,3,$21.54,$0.00,$0.00,$21.54,$61.38,48.71%
Boston Beer Company,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,4,$52.00,8/20/2026,8/20/2026,2,$21.37,$0.00,$0.00,$21.37,$61.26,58.90%
Boston Beer Company,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,3,$52.00,8/7/2026,8/21/2026,2,$21.37,$0.00,$0.00,$21.37,$61.26,58.90%
Boston Beer Company,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,3,$52.00,8/7/2026,8/21/2026,2,$21.37,$0.00,$0.00,$21.37,$61.26,58.90%
Boston Beer Company,200676 Sun Cruiser Blueberry Lemonade 3/8/12 oz Can,2,$52.00,8/18/2026,8/18/2026,2,$21.37,$0.00,$0.00,$21.37,$61.26,58.90%
Boston Beer Company,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,2,$52.00,8/21/2026,8/21/2026,2,$21.37,$0.00,$0.00,$21.37,$61.26,58.90%
Sixpoint Brewing,10936 Sixpoint The Pursuit IPA 4/6/12 oz Can,0,$35.85,8/5/2026,8/27/2026,5,$23.36,$0.27,$0.00,$23.63,$61.10,34.09%
Sixpoint Brewing,10916 Sixpoint Resin Double IPA 4/6/12 oz Can,15,$42.05,8/6/2026,8/17/2026,5,$29.86,$0.27,$0.30,$29.83,$61.10,29.06%
Stone Brewing,13219 Stone Delicious Mixed 2/12/12 oz Can,0,$32.40,8/12/2026,8/27/2026,6,$21.95,$0.27,$0.00,$22.22,$61.08,31.42%
Lagunitas Brewing Co,12910 Lagunitas IPA 1/12/19.2 oz Can,3,$35.00,8/7/2026,8/25/2026,5,$22.58,$0.22,$0.00,$22.80,$61.02,34.87%
Boston Beer Company,8371 Twisted Tea Original 15.5 Gal Keg,5,$175.00,8/3/2026,8/3/2026,1,$112.25,$1.86,$0.00,$114.11,$60.89,34.79%
Victory Brewing Company,4878 Victory Golden Monkey Belgian-Style Tripel Keg 15.5 Gal Keg,10,$197.00,8/3/2026,8/3/2026,1,$134.25,$1.86,$0.00,$136.11,$60.89,30.91%
Warwick Valley,8204 Doc's Pear 5.2 Gal Keg,10,$61.00,8/3/2026,8/3/2026,4,$45.00,$0.78,$0.00,$45.78,$60.88,24.95%
MolsonCoors Beverage Company,622 Keystone Ice 1/12/24 oz Can,5,$10.80,8/4/2026,8/31/2026,91,$10.35,$0.27,$0.00,$10.13,$60.87,6.19%
Boston Beer Company,8377 Twisted Tea Pineapple 1/12/24 oz Can,3,$29.00,8/4/2026,8/18/2026,8,$21.38,$0.27,$0.25,$21.40,$60.80,26.21%
Red Bull,8715 Red Bull Yellow Edition 1/24/8.4 oz Can,0,$41.25,8/7/2026,8/28/2026,5,$32.84,$0.00,$3.75,$29.09,$60.80,29.48%
Red Bull,8710 Red Bull 1/24/8.4 oz Can,0,$42.50,8/3/2026,8/3/2026,5,$32.84,$0.00,$2.50,$30.34,$60.80,28.61%
Red Bull,8715 Red Bull Yellow Edition 1/24/8.4 oz Can,0,$45.00,8/5/2026,8/27/2026,5,$32.84,$0.00,$0.00,$32.84,$60.80,27.02%
Total Beverage Solutions,8850 Magners Hard Cider Original Keg 15.5 Gal Keg,0,$195.00,8/3/2026,8/28/2026,1,$132.00,$2.33,$0.00,$134.33,$60.68,31.12%
Boston Beer Company,4054 Sam Adams Cherry Bomb 1/12/19.2 oz Can,5,$28.10,8/13/2026,8/20/2026,8,$20.30,$0.22,$0.00,$20.52,$60.67,26.99%
MolsonCoors Beverage Company,420 High Life 2/12/12 oz Can,0,$21.25,8/11/2026,8/25/2026,10,$14.92,$0.27,$0.00,$15.19,$60.56,28.50%
Mark Anthony,200283 Dillon's Gin Cocktails Variety 3/8/12 oz Can,0,$60.00,8/5/2026,8/5/2026,2,$29.75,$0.00,$0.00,$29.75,$60.50,50.42%
Total Beverage Solutions,5948 Shipyard Pumpkin Head 5.2 Gal Keg,0,$88.00,8/7/2026,8/13/2026,2,$55.00,$0.62,$0.00,$57.76,$60.49,34.37%
Dad Grass,94021 Dad Grass THC Jalapeno Lime Leisure Drink 6/4/12 oz Can,2,$83.00,8/19/2026,8/19/2026,2,$52.50,$0.27,$0.00,$52.77,$60.46,36.42%
Vermont Hard Cider,8062 Woodchuck Hard Cider Amber 4/6/12 oz Can,3,$35.00,8/5/2026,8/31/2026,6,$23.92,$0.34,$1.00,$24.93,$60.44,28.78%
Vermont Hard Cider,8094 Woodchuck Granny Smith 4/6/12 oz Can,3,$35.00,8/20/2026,8/31/2026,6,$23.92,$0.34,$1.00,$24.93,$60.44,28.78%
Paulaner,10413 Paulaner Hefe-Weizen 13.2 Gal Keg,10,$170.00,8/3/2026,8/3/2026,1,$108.00,$1.59,$0.00,$109.59,$60.41,35.54%
Paulaner,10442 Paulaner Pils 13.2 Gal Keg,10,$170.00,8/3/2026,8/3/2026,1,$108.00,$1.59,$0.00,$109.59,$60.41,35.54%
Mark Anthony,86004 Mike's Hard Pink Lemonade 4/6/12 oz Can,5,$33.00,8/14/2026,8/21/2026,6,$22.67,$0.27,$0.00,$22.94,$60.36,30.48%
Constellation Brands,2427 Corona Sunbrew 2/12/12 oz Btl,25,$31.00,8/12/2026,8/21/2026,7,$23.86,$0.27,$1.75,$22.38,$60.34,27.81%
Famosa,3726 Famosa 2/12/12 oz Btl,12,$26.00,8/7/2026,8/31/2026,13,$21.10,$0.27,$0.00,$21.37,$60.19,17.81%
MolsonCoors Beverage Company,720 Miller Genuine Draft 2/12/12 oz Can,50,$24.60,8/4/2026,8/25/2026,9,$17.65,$0.27,$0.00,$17.92,$60.13,27.16%
Pabst Brewing Company,7315 Pabst 4/6/12 oz Btl,0,$21.40,8/3/2026,8/27/2026,10,$14.84,$0.27,$0.00,$15.39,$60.05,28.06%
Athletic Brewing Company,9478 Athletic Upside Dawn Golden Ale Non-Alcoholic 4/6/12 oz Can,0,$36.00,8/14/2026,8/28/2026,5,$24.00,$0.00,$0.00,$24.00,$60.00,33.33%
Noca Beverages,6040 Noca Too Turnt Daddy 1/12/24 oz Can,10,$29.50,8/4/2026,8/28/2026,7,$20.68,$0.27,$0.00,$20.95,$59.85,28.98%
DG Yuengling Inc,4717 Yuengling Lager 4/6/16 oz Can,0,$27.25,8/5/2026,8/28/2026,7,$17.83,$0.36,$0.00,$18.70,$59.83,31.37%
Constellation Brands,2511 Corona Light 1/24/12 oz Loose Can,3,$32.50,8/20/2026,8/28/2026,6,$22.28,$0.27,$0.00,$22.55,$59.70,30.62%
US Beverage,2311 Sagres 4/6/11.2 oz Btl,3,$32.00,8/20/2026,8/27/2026,6,$21.80,$0.25,$0.00,$22.05,$59.69,31.09%
Newburgh Brewing,6488 Newburgh Megaboss IPA 6/4/16 oz Can,0,$70.00,8/5/2026,8/18/2026,3,$49.75,$0.36,$0.00,$50.11,$59.67,28.41%
Athletic Brewing Company,9486 Athletic Free Wave Hazy IPA Non-Alcoholic 2/12/12 oz Can,3,$31.00,8/3/2026,8/20/2026,7,$22.50,$0.00,$0.00,$22.50,$59.50,27.42%
New Belgium Brewing Company,6727 New Belgium Voodoo Ranger Juicy Haze IPA 4/6/12 oz Can,3,$40.10,8/5/2026,8/20/2026,5,$27.93,$0.27,$0.00,$28.20,$59.50,29.68%
MolsonCoors Beverage Company,9011 Coors Edge Non-Alcoholic 4/6/12 oz Btl,0,$22.50,8/5/2026,8/28/2026,9,$15.89,$0.00,$0.00,$15.89,$59.48,29.37%
Crescent Canna,9498 Crescent 9 THC Sour Watermelon 10 MG 6/4/12 oz Can,0,$70.00,8/18/2026,8/26/2026,2,$40.00,$0.27,$0.00,$40.27,$59.46,42.47%
Great Lakes,94114 Float Shoppe THC Orange Creamsicle 10MG 6/4/12 oz Can,2,$80.00,8/27/2026,8/27/2026,2,$50.00,$0.27,$0.00,$50.27,$59.46,37.16%
Mark Anthony,8559 Cayman Jack Margarita Variety 2/12/12 oz Can,168,$29.40,8/6/2026,8/6/2026,10,$23.20,$0.27,$0.00,$23.47,$59.30,20.17%
Pabst Brewing Company,7304 Pabst Light 1/30/12 oz Can,5,$19.50,8/21/2026,8/31/2026,13,$16.17,$0.34,$1.75,$14.94,$59.22,23.36%
Constellation Brands,2401 Corona Extra 15.5 Gal Keg,0,$162.00,8/27/2026,8/27/2026,1,$101.06,$1.86,$0.00,$102.92,$59.08,36.47%
Constellation Brands,2801 Modelo Negra 15.5 Gal Keg,0,$162.00,8/26/2026,8/26/2026,1,$101.06,$1.86,$0.00,$102.92,$59.08,36.47%
MolsonCoors Beverage Company,215 Coors Light 1/18/12 oz Btl,5,$17.60,8/14/2026,8/28/2026,12,$12.73,$0.20,$0.25,$12.68,$59.02,27.95%
Tilray Alternative Beverage,9467 Fizzy Jane THC Blood Orange 5 MG 6/4/12 oz Can,0,$75.00,8/14/2026,8/26/2026,2,$45.30,$0.27,$0.00,$45.57,$58.86,39.24%
Tilray Alternative Beverage,94060 Fizzy Jane THC Lemon Lime 10 MG 6/4/12 oz Can,0,$85.00,8/10/2026,8/21/2026,2,$55.32,$0.27,$0.00,$55.59,$58.82,34.60%
Sapporo,10335 Sapporo Black 1/12/22 oz Can,35,$29.75,8/13/2026,8/18/2026,7,$22.35,$0.25,$1.25,$21.35,$58.82,28.24%
Constellation Brands,2828 Modelo Chelada Limon y Sal 2/12/12 oz Can,216,$30.00,8/20/2026,8/20/2026,10,$23.86,$0.27,$0.00,$24.13,$58.70,19.57%
Mark Anthony,8621 White Claw Peach 4/6/12 oz Can,91,$34.65,8/4/2026,8/31/2026,6,$26.22,$0.27,$1.60,$24.89,$58.56,28.17%
Mark Anthony,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,91,$34.65,8/4/2026,8/27/2026,6,$26.22,$0.27,$1.60,$24.89,$58.56,28.17%
DG Yuengling Inc,4753 Yuengling Golden Pilsner 4/6/12 oz Btl,2,$27.50,8/3/2026,8/26/2026,7,$18.30,$0.27,$0.00,$19.16,$58.41,30.34%
Harpoon Brewery,7621 Long Trail Vermont IPA 5.2 Gal Keg,2,$73.00,8/24/2026,8/24/2026,2,$43.18,$0.62,$0.00,$43.80,$58.39,39.99%
Boston Beer Company,4031 Sam Adams Juicy IPA 2/12/12 oz Can,5,$34.80,8/18/2026,8/18/2026,5,$23.36,$0.27,$0.50,$23.13,$58.35,33.53%
Stone Brewing,13218 Stone Double Delicious IPA 1/12/19.2 oz Can,5,$25.55,8/7/2026,8/26/2026,7,$18.00,$0.22,$1.00,$17.22,$58.34,32.62%
MolsonCoors Beverage Company,712 Miller Genuine Draft 2/12/12 oz Btl,5,$25.25,8/7/2026,8/19/2026,8,$17.70,$0.27,$0.00,$17.97,$58.26,28.84%
US Beverage,7240 Estrella Damm 30 L Keg (7.9 Gal),10,$87.00,8/3/2026,8/3/2026,3,$73.14,$0.95,$6.50,$67.59,$58.24,22.31%
DG Yuengling Inc,4719 Yuengling Black & Tan 2/12/12 oz Btl,15,$24.60,8/3/2026,8/14/2026,8,$16.45,$0.27,$0.00,$17.32,$58.22,29.58%
Constellation Brands,2815 Modelo Especial 2/12/12 oz Btl,0,$33.73,8/5/2026,8/27/2026,6,$23.86,$0.27,$0.00,$24.04,$58.14,28.73%
MolsonCoors Beverage Company,507 Miller Lite 2/12/7.5 oz Can,10,$14.25,8/3/2026,8/26/2026,15,$10.89,$0.17,$0.68,$10.38,$58.05,27.16%
Pabst Brewing Company,7314 Pabst 2/12/12 oz Btl,10,$18.85,8/7/2026,8/26/2026,11,$14.21,$0.27,$1.20,$13.58,$58.02,27.98%
New Belgium Brewing Company,6834 New Belgium Fat Tire 4/6/12 oz Can,0,$38.60,8/14/2026,8/27/2026,5,$26.73,$0.27,$0.00,$27.00,$58.00,30.05%
FIFCO,11106 Genesee Ice 1/12/24 oz Can,2,$10.85,8/4/2026,8/31/2026,21,$8.12,$0.27,$0.30,$8.09,$57.96,25.44%
Mark Anthony,8428 Mikes Limonada Fresca Variety 2/12/12 oz Can,10,$30.00,8/4/2026,8/20/2026,7,$23.20,$0.27,$1.75,$21.72,$57.96,27.60%
Boston Beer Company,200639 Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,5,$34.00,8/6/2026,8/10/2026,4,$21.54,$0.00,$2.00,$19.54,$57.84,42.53%
Heineken USA,1804 Heineken 4/6/7 oz Btl,0,$23.00,8/4/2026,8/28/2026,9,$16.42,$0.16,$0.00,$16.58,$57.80,27.92%
Heineken USA,1910 Heineken Light 2/12/12 oz Btl,15,$32.00,8/6/2026,8/6/2026,7,$23.48,$0.27,$0.00,$23.75,$57.75,25.78%
Total Beverage Solutions,8850 Magners Hard Cider Original Keg 15.5 Gal Keg,5,$192.00,8/3/2026,8/3/2026,1,$132.00,$2.33,$0.00,$134.33,$57.68,30.04%
MolsonCoors Beverage Company,422 High Life 1/18/12 oz Can,5,$14.70,8/3/2026,8/18/2026,15,$11.53,$0.20,$0.88,$10.86,$57.61,26.13%
MolsonCoors Beverage Company,527 Miller Lite 1/12/24 oz Can,3,$19.00,8/4/2026,8/27/2026,12,$14.92,$0.27,$0.98,$14.21,$57.48,25.21%
Paulaner,10434 Paulaner Hefe-Weizen 6/4/16.9 oz Can,0,$46.00,8/6/2026,8/20/2026,4,$31.25,$0.38,$0.00,$31.63,$57.48,31.24%
Flying Fish,5574 Flying Fish Hazy Bones Hazy IPA 4/6/12 oz Can,3,$38.75,8/17/2026,8/28/2026,5,$25.50,$0.27,$0.00,$27.26,$57.46,29.66%
Constellation Brands,2827 Modelo Chelada Pina Picante 1/12/24 oz Can,3,$32.25,8/4/2026,8/25/2026,6,$22.41,$0.27,$0.00,$22.68,$57.43,29.68%
Phusion Projects,7939 Four Loko Jackpot 1/12/23.5 oz Can,0,$30.00,8/7/2026,8/31/2026,6,$20.09,$0.26,$0.00,$20.44,$57.37,31.87%
Total Beverage Solutions,10601 Carib Ginger Shandy 4/6/12 oz Btl,0,$41.00,8/5/2026,8/25/2026,4,$26.40,$0.27,$0.00,$26.67,$57.32,34.95%
MolsonCoors Beverage Company,7149 Pilsner Urquell 13.2 Gal Keg,10,$161.00,8/3/2026,8/3/2026,1,$106.61,$1.59,$4.50,$103.69,$57.31,35.59%
Boston Beer Company,200606 Dogfish Head Strawberry Honeyberry Vodka Lemonade 6/4/12 oz Can,3,$65.00,8/11/2026,8/11/2026,2,$36.37,$0.00,$0.00,$36.37,$57.26,44.05%
Boston Beer Company,200628 Dogfish Head Blueberry Lemondrop 6/4/12 oz Can,3,$65.00,8/6/2026,8/11/2026,2,$36.37,$0.00,$0.00,$36.37,$57.26,44.05%
Boston Beer Company,8121 Angry Orchard Crisp 2/12/12 oz Can,3,$38.50,8/21/2026,8/21/2026,4,$23.85,$0.34,$0.00,$24.19,$57.25,37.18%
Constellation Brands,2614 Pacifico 1/24/7 oz Btl,25,$21.40,8/12/2026,8/21/2026,10,$15.53,$0.16,$0.00,$15.69,$57.13,26.69%
Mark Anthony,8639 White Claw Pineapple 4/6/12 oz Can,5,$36.00,8/12/2026,8/27/2026,6,$26.22,$0.27,$0.00,$26.49,$57.06,26.42%
Famosa,3722 Famosa 1/12/24 oz Can,20,$23.73,8/12/2026,8/12/2026,9,$18.90,$0.00,$1.50,$17.40,$56.97,26.68%
Boston Beer Company,4030 Sam Adams Juicy IPA 4/6/12 oz Can,5,$36.80,8/3/2026,8/3/2026,5,$25.16,$0.27,$0.00,$25.43,$56.85,30.90%
Mark Anthony,8534 White Claw Surge Pineapple 1/12/19.2 oz Can,3,$30.00,8/6/2026,8/26/2026,8,$22.68,$0.22,$0.00,$22.90,$56.83,23.68%
Mark Anthony,8625 White Claw Surge 8% Natural Lime 19.2 oz Can,3,$30.00,8/6/2026,8/31/2026,8,$22.68,$0.22,$0.00,$22.90,$56.83,23.68%
Forged Irish Stout,1053 Forged Irish Stout 5.2 Gal Keg,5,$89.00,8/3/2026,8/3/2026,2,$60.00,$0.62,$0.00,$60.62,$56.76,31.89%
Sierra Nevada Brewing Company,60019 Sierra Nevada Pils 5 Gal Keg,2,$76.00,8/12/2026,8/12/2026,2,$47.00,$0.62,$0.00,$47.62,$56.76,37.34%
Mark Anthony,8509 Mike's Chillin & Grillin Variety 1/24/12 oz Loose Can,10,$27.00,8/31/2026,8/31/2026,10,$21.06,$0.27,$0.00,$21.33,$56.70,21.00%
Boston Beer Company,8326 Twisted Tea Orig 5.2 Gal Keg,5,$58.00,8/3/2026,8/3/2026,3,$47.50,$0.62,$9.00,$39.12,$56.63,32.54%
Flying Fish,12709 Flying Fish Blueberry Braggot 6/4/16 oz Can,5,$66.50,8/4/2026,8/28/2026,3,$45.50,$0.36,$0.00,$47.64,$56.59,28.36%
Mark Anthony,8639 White Claw Pineapple 4/6/12 oz Can,0,$37.80,8/4/2026,8/26/2026,5,$26.22,$0.27,$0.00,$26.49,$56.55,29.92%
Athletic Brewing Company,9486 Athletic Free Wave Hazy IPA Non-Alcoholic 2/12/12 oz Can,0,$33.80,8/6/2026,8/20/2026,5,$22.50,$0.00,$0.00,$22.50,$56.50,33.43%
Athletic Brewing Company,9477 Athletic Upside Dawn Golden Ale Non-Alcoholic 2/12/12 oz Can,0,$33.80,8/4/2026,8/25/2026,5,$22.50,$0.00,$0.00,$22.50,$56.50,33.43%
Paulaner,10412 Paulaner Salvator Dark 4/6/11.2 oz Btl,2,$38.00,8/20/2026,8/27/2026,4,$25.13,$0.25,$1.50,$23.88,$56.47,37.15%
Phusion Projects,7935 Four Loko 14% USA 1/12/23.5 oz Can,0,$30.00,8/5/2026,8/24/2026,6,$20.09,$0.26,$0.00,$20.60,$56.43,31.35%
Boston Beer Company,83004 Hard Mountain Dew Original 1/12/24 oz Can,4,$28.00,8/17/2026,8/31/2026,8,$20.68,$0.27,$0.00,$20.95,$56.40,25.18%
Sixpoint Brewing,10918 Sixpoint Resin Double IPA 1/15/19.2 oz Can,2,$33.50,8/5/2026,8/28/2026,6,$23.85,$0.27,$0.00,$24.12,$56.28,28.00%
MolsonCoors Beverage Company,762 Miller Extra Light 1/18/12 oz Can,5,$17.60,8/4/2026,8/19/2026,12,$12.96,$0.20,$0.25,$12.91,$56.23,26.62%
Evil Genius,7724 Evil Genius #Adulting Guava IPA Keg 15.5 Gal Keg,0,$190.00,8/14/2026,8/14/2026,1,$132.00,$1.86,$0.00,$133.86,$56.14,29.55%
Lagunitas Brewing Co,12943 Lagunitas Hazy IPA 15.5 Gal Keg,10,$165.00,8/3/2026,8/3/2026,1,$110.53,$1.86,$3.50,$108.89,$56.11,34.01%
Lagunitas Brewing Co,12943 Lagunitas Hazy IPA 15.5 Gal Keg,2,$165.00,8/25/2026,8/25/2026,1,$110.53,$1.86,$3.50,$108.89,$56.11,34.01%
Lagunitas Brewing Co,12911 Lagunitas IPA 15.5 Gal Keg,2,$165.00,8/25/2026,8/25/2026,1,$110.53,$1.86,$3.50,$108.89,$56.11,34.01%
Hofbrauhaus USA,3330 Hofbrau Oktoberfest 2/5 L Keg Can,0,$50.00,8/11/2026,8/12/2026,3,$31.00,$0.32,$0.00,$31.32,$56.04,37.36%
Constellation Brands,2416 Corona Familiar 1/12/32 oz Btl,3,$37.50,8/4/2026,8/26/2026,5,$25.93,$0.36,$0.00,$26.29,$56.04,29.89%
MolsonCoors Beverage Company,421 High Life 1/30/12 oz Can,5,$24.00,8/20/2026,8/25/2026,9,$18.00,$0.34,$0.56,$17.78,$55.94,25.90%
Boston Beer Company,3918 Sam Adams Octoberfest 2/12/12 oz Btl,5,$34.53,8/27/2026,8/27/2026,5,$23.36,$0.00,$0.00,$23.36,$55.85,32.35%
Boston Beer Company,4038 Sam Adams Jack-O Pumpkin 2/12/12 oz Can,5,$34.80,8/6/2026,8/7/2026,5,$23.36,$0.27,$0.00,$23.63,$55.85,32.10%
Pabst Brewing Company,7371 Colt 45 High Gravity 1/15/25 oz Can,5,$18.75,8/4/2026,8/20/2026,11,$13.13,$0.35,$0.00,$13.68,$55.82,27.07%
Evil Genius,7707 Evil Genius Stacy's Mom Citra IPA 5.2 Gal Keg,0,$93.00,8/3/2026,8/26/2026,2,$64.50,$0.62,$0.00,$65.12,$55.75,29.97%
Boston Beer Company,200615 Dogfish Head Tropical Crush Variety 3/8/12 oz Can,2,$48.00,8/11/2026,8/19/2026,3,$29.42,$0.00,$0.00,$29.42,$55.74,38.71%
Southern Tier Distilling Company,200518 Southern Tier Cinnamon Candy Apple Whiskey 6/750 mL Btl,0,$118.00,8/31/2026,8/31/2026,1,$14.17,$1.09,$0.00,$1.09,$55.73,94.46%
Montauk Brewing Co,675 Montauk Pumpkin Ale 15.5 Gal Keg,0,$184.00,8/21/2026,8/21/2026,1,$126.42,$1.86,$0.00,$128.28,$55.72,30.28%
Flying Fish,12722 Flying Fish Sentinel Series: Escape DIPA 5.2 Gal Keg,10,$95.00,8/3/2026,8/3/2026,2,$64.00,$0.62,$0.00,$67.15,$55.70,29.32%
Beak & Skiff,9145 1911 Variety 3/8/12 oz Can,0,$43.00,8/4/2026,8/21/2026,4,$28.80,$0.34,$0.00,$29.14,$55.45,32.24%
Boston Beer Company,8339 Twisted Tea Original Cardboard Bag n' Box 4/5 L Btl,15,$54.00,8/4/2026,8/17/2026,4,$43.02,$0.16,$3.00,$40.18,$55.30,25.60%
MolsonCoors Beverage Company,980 Leinenkugel Summer Shandy 1/12/19.2 oz,2,$23.30,8/3/2026,8/28/2026,10,$19.41,$0.22,$1.85,$17.77,$55.27,23.72%
Forged Irish Stout,1052 Forged Irish Stout 15.5 Gal Keg,5,$189.00,8/3/2026,8/3/2026,1,$132.00,$1.86,$0.00,$133.86,$55.14,29.17%
Forged Irish Stout,1052 Forged Irish Stout 15.5 Gal Keg,10,$189.00,8/3/2026,8/3/2026,1,$132.00,$1.86,$0.00,$133.86,$55.14,29.17%
Boston Beer Company,200675 Sun Cruiser Lemonade Iced Tea 1/12/19.2 oz Can,208,$32.00,8/18/2026,8/24/2026,4,$18.25,$0.00,$0.00,$18.25,$55.00,42.97%
Boston Beer Company,200673 Sun Cruiser Pink Lemonade 1/12/19.2 oz Can,20,$32.00,8/5/2026,8/7/2026,4,$18.25,$0.00,$0.00,$18.25,$55.00,42.97%
Boston Beer Company,200677 Sun Cruiser Blueberry Lemonade 1/12/19.2 oz Can,4,$32.00,8/12/2026,8/27/2026,4,$18.25,$0.00,$0.00,$18.25,$55.00,42.97%
DG Yuengling Inc,4736 Yuengling Light Lager 4/6/12 oz Btl,6,$27.00,8/5/2026,8/31/2026,7,$18.30,$0.27,$0.00,$19.17,$54.83,29.01%
Tilray Alternative Beverage,94060 Fizzy Jane THC Lemon Lime 10 MG 6/4/12 oz Can,3,$83.00,8/7/2026,8/28/2026,2,$55.32,$0.27,$0.00,$55.59,$54.82,33.02%
Sierra Nevada Brewing Company,60007 Sierra Nevada Trail Pass Non-Alcoholic Variety 2/12/12 oz Can,3,$28.00,8/3/2026,8/14/2026,7,$22.65,$0.27,$2.75,$20.17,$54.81,27.96%
Pabst Brewing Company,7366 Colt 45 1/12/40 oz Btl,5,$24.00,8/4/2026,8/21/2026,9,$17.30,$0.45,$0.30,$17.91,$54.77,25.36%
MolsonCoors Beverage Company,424 High Life 1/12/24 oz Can,10,$15.10,8/5/2026,8/13/2026,15,$12.19,$0.27,$1.00,$11.46,$54.63,24.12%
Mark Anthony,8481 Mikes Harder Lemonade 1/12/23.5 oz Can,0,$32.00,8/4/2026,8/20/2026,6,$22.64,$0.26,$0.00,$22.90,$54.57,28.42%
MolsonCoors Beverage Company,7157 Peroni 1/12/24 oz Can,5,$30.50,8/5/2026,8/25/2026,6,$21.15,$0.27,$0.00,$21.42,$54.49,29.77%
Bell's,10702 Bell's Two Hearted 2/12/12 oz Can,3,$36.40,8/7/2026,8/26/2026,4,$22.51,$0.27,$0.00,$22.78,$54.48,37.42%
Bell's,10755 Bell's Variety 2/12/12 oz Can,3,$36.40,8/27/2026,8/27/2026,4,$22.51,$0.27,$0.00,$22.78,$54.48,37.42%
Vermont Hard Cider,8063 Woodchuck Blueberry 4/6/12 oz Can,5,$33.00,8/3/2026,8/28/2026,6,$23.92,$0.34,$2.00,$23.93,$54.44,27.49%
Pabst Brewing Company,7416 Schlitz Malt 4/6/16 oz Can,5,$15.75,8/13/2026,8/27/2026,14,$11.43,$0.36,$0.13,$11.88,$54.23,24.60%
DG Yuengling Inc,4711 Yuengling Lager 1/24/12 oz Loose Btl,6,$24.00,8/12/2026,8/12/2026,7,$15.41,$0.27,$0.00,$16.26,$54.17,32.24%
Victory Brewing Company,4923 Victory Summer Love Golden Ale 2/12/12 oz Can,5,$27.50,8/7/2026,8/24/2026,7,$21.30,$0.27,$1.80,$19.77,$54.11,28.11%
Total Beverage Solutions,10509 Weihenstephan Hefe-Weiss 13.2 Gal Keg,5,$182.00,8/3/2026,8/3/2026,1,$126.50,$1.59,$0.00,$128.09,$53.91,29.62%
Pabst Brewing Company,7445 Jack Daniel's Country Cocktail Bolder 8% Southern Peach 1/12/23.5 oz Can,2,$26.00,8/5/2026,8/28/2026,11,$18.70,$0.26,$0.00,$21.10,$53.88,18.84%
Sixpoint Brewing,10912 Sixpoint Stooper Hazy IPA 5.2 Gal Keg,0,$78.00,8/3/2026,8/26/2026,2,$50.49,$0.62,$0.00,$51.11,$53.78,34.48%
Montauk Brewing Co,692 Montauk Wave Chaser IPA 1/15/19.2 oz Can,15,$34.50,8/6/2026,8/21/2026,5,$24.24,$0.27,$0.75,$23.76,$53.70,31.13%
Heineken USA,1824 Heineken 2/5 L Keg Can,60,$27.00,8/24/2026,8/31/2026,7,$19.02,$0.32,$0.00,$19.34,$53.63,28.38%
