account,product_num,cases
5,101,-1
5,127,2
5,201,-11
5,202,-1
5,206,2
5,209,333
5,220,1
5,221,-87
5,227,-2
5,324,80
5,401,1
5,424,-2
5,425,2
5,501,9
5,502,2
5,508,-3
5,514,-100
5,521,-56
5,591,1
5,654,-2
5,669,1
5,671,19
5,676,1
5,693,187
5,694,2
5,802,-1
5,810,1
5,905,9
5,937,69
5,948,5
5,1006,-1
5,1053,-1
5,1209,-52
5,1263,1
5,1265,1
5,1402,-4
5,1510,-4
5,1511,16
5,1776,-104
5,1794,-42
5,1803,-1
5,1812,4
5,1817,-73
5,1831,2
5,2131,1
5,2330,-2
5,2423,336
5,2425,-56
5,2602,-7
5,2803,-1
5,2804,-1
5,2811,5
5,2831,1
5,2974,64
5,3060,-1
5,3172,-1
5,3302,1
5,3304,1
5,3413,-62
5,3730,128
5,3802,1
5,3804,2
5,3808,2
5,3813,-1
5,3821,-5
5,3860,-2
5,3866,-3
5,4032,-1
5,4381,8
5,4504,7
5,4533,-3
5,4534,2
5,4620,4
5,4677,-1
5,4701,2
5,4703,1
5,4706,-1
5,4713,-35
5,4769,-1
5,4876,2
5,4889,2
5,4891,6
5,4906,1
5,4909,-58
5,4910,5
5,4919,100
5,5002,-2
5,5008,2
5,5030,1
5,5035,2
5,5155,1
5,5167,5
5,5207,3
5,5209,-2
5,5303,-1
5,5390,-2
5,5409,-4
5,5524,11
5,5537,-6
5,5556,3
5,5605,7
5,5607,1
5,5830,-1
5,5948,1
5,6435,1
5,6450,1
5,6462,5
5,6608,3
5,6646,-4
5,6647,1
5,6797,-100
5,6983,-2
5,6988,4
5,6993,-5
5,7140,-1
5,7141,-1
5,7143,1
5,7144,-1
5,7150,1
5,7170,-4
5,7174,4
5,7179,-4
5,7301,-2
5,7401,1
5,7402,-1
5,7417,25
5,7418,-30
5,7598,-2
5,7602,-6
5,7621,6
5,7701,-1
5,7705,-1
5,7707,3
5,7789,3
5,7974,61
5,7975,108
5,7976,140
5,7977,47
5,8101,-1
5,8102,1
5,8110,-2
5,8124,-3
5,8201,-1
5,8202,1
5,8205,3
5,8223,1
5,8339,1
5,8373,5.5
5,8379,-1
5,8525,-2
5,8583,-4
5,8588,4
5,8591,-14
5,8594,-19
5,8597,-3
5,8607,1
5,8711,-9
5,8850,-13
5,9053,17
5,9063,1
