account,product_num,cases
5,123,-4
5,212,5
5,524,-2
5,665,-1
5,699,1
5,810,1
5,811,5
5,979,-1
5,1531,1
5,1537,-1
5,1808,10
5,1816,13
5,1834,-2
5,1906,4
5,2116,-1
5,2320,-2
5,2405,-2
5,2409,19
5,2414,44
5,2445,-1
5,2511,-1
5,2807,25
5,2808,94
5,2809,-93
5,2811,82
5,2814,15
5,2836,-1
5,2983,2
5,3320,5
5,3720,-1
5,3862,-1
5,4053,0.33
5,4602,-2
5,4626,1
5,4765,1
5,4769,1
5,4914,-1
5,5756,22
5,5762,1
5,8148,3
5,8375,9
5,8577,5
5,8628,-5
5,9479,24
5,10515,2
5,10806,7
5,10809,3
5,10904,7
5,10922,-7
5,11227,1
5,12803,2
5,12825,1
5,12937,3
5,13115,-1
5,13231,8
5,94097,1
5,200311,-4
5,200312,-34
5,200313,-25
5,200314,4
5,200403,3
5,200503,8
5,200529,-8
6,111,2
6,228,2
6,515,3
6,1151,1
6,1172,1
6,2806,5
6,4026,1
6,4048,1
6,8142,1
6,8345,1
6,12155,1
6,200271,3
6,200272,1
6,200273,1
6,200274,1
6,200276,1
6,200634,1
6,200641,1
6,200664,2
6,200665,1
7,101,1
7,111,6
7,112,4
7,113,7
7,118,23
7,120,1
7,121,18
7,123,14
7,124,1
7,127,1
7,201,1
7,202,4
7,206,10
7,209,3
7,212,11
7,213,5
7,214,104
7,215,4
7,218,1
7,220,131
7,221,188
7,222,25
7,223,36
7,226,15
7,227,4
7,228,11
7,231,6
7,232,2
7,234,64
7,235,5
7,249,8
7,410,1
7,411,7
7,413,3
7,420,6
7,421,5
7,424,18
7,425,3
7,501,5
7,502,2
7,508,2
7,510,13
7,511,91
7,512,14
7,513,4
7,514,5
7,515,1
7,516,1
7,520,45
7,521,104
7,522,6
7,523,20
7,526,4
7,527,5
7,529,1
7,534,9
7,535,1
7,562,2
7,563,1
7,572,1
7,590,1
7,591,1
7,593,1
7,618,4
7,650,2
7,653,6
7,663,2
7,664,1
7,665,1
7,669,2
7,677,13
7,679,1
7,692,1
7,693,2
7,710,6
7,720,1
7,721,1
7,727,1
7,763,3
7,811,3
7,814,1
7,905,1
7,937,3
7,972,4
7,1022,3
7,1153,1
7,1154,29
7,1155,5
7,1157,1
7,1160,2
7,1162,4
7,1163,1
7,1164,6
7,1165,1
7,1166,1
7,1168,2
7,1170,1
7,1172,1
7,1173,1
7,1178,2
7,1180,3
7,1181,4
7,1201,2
7,1202,15
7,1205,1
7,1209,3
7,1210,10
7,1222,3
7,1223,4
7,1224,3
7,1232,2
7,1263,6
7,1265,11
7,1266,6
7,1320,1
7,1410,1
7,1412,1
7,1510,2
7,1537,1
7,1551,1
7,1552,1
7,1612,2
7,1622,1
7,1632,2
7,1643,4
7,1680,3
7,1770,2
7,1771,8
7,1772,6
7,1779,1
7,1796,2
7,1804,43
7,1805,1
7,1806,50
7,1808,29
7,1812,22
7,1813,4
7,1814,4
7,1816,31
7,1817,54
7,1818,6
7,1820,39
7,1822,19
7,1828,16
7,1831,1
7,1834,2
7,1870,12
7,1871,1
7,1872,4
7,1873,5
7,1906,2
7,1908,5
7,1910,6
7,1916,20
7,2006,2
7,2008,2
7,2010,2
7,2012,2
7,2110,2
7,2111,8
7,2112,1
7,2115,1
7,2131,5
7,2132,2
7,2138,2
7,2180,7
7,2183,1
7,2210,3
7,2265,4
7,2320,4
7,2330,1
7,2331,2
7,2350,11
7,2370,4
7,2403,10
7,2404,14
7,2405,56
7,2407,21
7,2408,2
7,2409,165
7,2410,79
7,2412,155
7,2413,4
7,2414,9
7,2415,33
7,2416,17
7,2417,1
7,2418,15
7,2420,4
7,2423,5
7,2425,19
7,2426,3
7,2427,1
7,2428,12
7,2440,3
7,2441,4
7,2442,7
7,2443,1
7,2445,2
7,2446,5
7,2507,2
7,2509,10
7,2510,18
7,2512,3
7,2609,2
7,2610,20
7,2611,1
7,2612,2
7,2613,8
7,2650,40
7,2651,8
7,2652,7
7,2653,1
7,2654,5
7,2655,4
7,2804,1
7,2805,1
7,2806,5
7,2807,20
7,2808,36
7,2809,197
7,2811,149
7,2812,8
7,2813,5
7,2814,123
7,2815,54
7,2816,55
7,2817,9
7,2818,8
7,2821,22
7,2824,3
7,2825,15
7,2826,8
7,2827,11
7,2828,14
7,2829,1
7,2830,2
7,2831,3
7,2832,5
7,2833,1
7,2834,4
7,2835,2
7,2836,1
7,2838,5
7,2839,8
7,2840,2
7,2841,2
7,2911,1
7,2913,5
7,2973,1
7,2982,1
7,2983,9
7,2987,3
7,3062,2
7,3173,55
7,3174,4
7,3176,1
7,3314,1
7,3316,1
7,3320,1
7,3324,2
7,3410,5
7,3411,1
7,3461,1
7,3539,2
7,3540,1
7,3632,1
7,3633,7
7,3634,1
7,3636,2
7,3637,1
7,3720,3
7,3722,7
7,3723,3
7,3724,5
7,3726,2
7,3807,2
7,3813,4
7,3815,1
7,3817,3
7,3818,6
7,3821,1
7,3826,4
7,3827,1
7,3862,4
7,3907,1
7,3944,1
7,4013,8
7,4016,1
7,4039,2
7,4047,5
7,4048,5
7,4049,10
7,4335,1
7,4378,1
7,4499,1
7,4525,1
7,4532,1
7,4533,1
7,4608,1
7,4616,4
7,4642,1
7,4643,4
7,4656,2
7,4701,1
7,4703,1
7,4710,23
7,4711,31
7,4712,8
7,4713,31
7,4716,9
7,4717,6
7,4719,2
7,4720,1
7,4722,1
7,4723,5
7,4731,1
7,4734,9
7,4739,1
7,4742,1
7,4754,2
7,4755,3
7,4766,5
7,4770,3
7,4780,2
7,4782,1
7,4784,2
7,4812,1
7,4900,1
7,4908,1
7,4909,6
7,4910,3
7,4914,8
7,4919,3
7,4965,2
7,4981,1
7,5094,1
7,5135,1
7,5136,3
7,5223,1
7,5315,4
7,5370,4
7,5371,2
7,5389,2
7,5574,1
7,5653,1
7,5656,1
7,6488,2
7,6653,1
7,6727,3
7,6728,1
7,6729,4
7,6731,4
7,6749,1
7,6755,1
7,6762,2
7,6764,5
7,6777,5
7,6778,16
7,6791,3
7,6792,1
7,6834,1
7,6981,12
7,6984,5
7,6989,2
7,6991,2
7,6994,1
7,7101,15
7,7110,5
7,7115,6
7,7118,2
7,7127,3
7,7140,1
7,7141,1
7,7142,9
7,7143,4
7,7144,3
7,7147,5
7,7148,4
7,7152,2
7,7153,1
7,7154,2
7,7160,34
7,7162,4
7,7163,2
7,7164,2
7,7171,5
7,7174,6
7,7179,2
7,7180,13
7,7182,2
7,7210,5
7,7230,3
7,7241,3
7,7270,2
7,7271,2
7,7272,2
7,7301,16
7,7303,3
7,7304,2
7,7305,2
7,7310,15
7,7312,13
7,7313,48
7,7314,1
7,7315,2
7,7317,14
7,7326,2
7,7332,13
7,7336,4
7,7337,51
7,7339,3
7,7341,4
7,7362,4
7,7364,1
7,7370,24
7,7371,35
7,7372,1
7,7389,8
7,7394,7
7,7402,1
7,7404,3
7,7415,5
7,7416,8
7,7419,16
7,7421,7
7,7424,1
7,7425,2
7,7431,3
7,7436,1
7,7444,2
7,7445,2
7,7449,2
7,7531,2
7,7557,12
7,7595,1
7,7630,1
7,7649,4
7,7802,3
7,7811,3
7,7812,1
7,7814,1
7,7905,18
7,7910,4
7,7916,1
7,7923,3
7,7925,6
7,7931,2
7,7935,2
7,7937,2
7,7938,6
7,8022,1
7,8054,1
7,8063,1
7,8094,3
7,8101,1
7,8107,1
7,8110,6
7,8111,2
7,8116,1
7,8121,4
7,8143,4
7,8148,2
7,8151,2
7,8153,2
7,8211,3
7,8212,1
7,8213,3
7,8216,1
7,8231,3
7,8236,1
7,8237,3
7,8239,22
7,8240,1
7,8241,1
7,8329,7
7,8330,3
7,8332,3
7,8333,2
7,8336,4
7,8337,2
7,8340,5
7,8341,3
7,8345,2
7,8348,5
7,8349,1
7,8351,1
7,8373,2
7,8378,1
7,8410,6
7,8414,1
7,8420,4
7,8431,3
7,8438,1
7,8450,3
7,8454,6
7,8456,1
7,8466,2
7,8476,1
7,8481,3
7,8504,1
7,8511,1
7,8515,1
7,8527,2
7,8531,2
7,8532,4
7,8539,1
7,8545,1
7,8550,5
7,8551,1
7,8557,4
7,8559,2
7,8560,3
7,8565,4
7,8566,2
7,8577,3
7,8580,5
7,8581,7
7,8583,24
7,8585,10
7,8586,7
7,8587,2
7,8588,11
7,8589,7
7,8591,4
7,8592,4
7,8595,1
7,8596,5
7,8597,12
7,8600,10
7,8603,1
7,8607,1
7,8612,2
7,8619,3
7,8621,1
7,8622,3
7,8623,1
7,8624,4
7,8625,4
7,8626,2
7,8627,2
7,8628,6
7,8631,3
7,8632,1
7,8633,2
7,8634,11
7,8635,1
7,8636,6
7,8637,2
7,8648,2
7,8664,2
7,8674,5
7,8676,1
7,8692,3
7,8693,1
7,8699,1
7,8700,1
7,8710,75
7,8715,1
7,8720,1
7,8851,23
7,8852,2
7,9011,3
7,9018,1
7,9019,7
7,9053,2
7,9054,2
7,9068,1
7,9076,1
7,9077,1
7,9081,1
7,9083,5
7,9092,3
7,9118,5
7,9120,2
7,9121,3
7,9122,2
7,9124,1
7,9125,6
7,9126,2
7,9127,2
7,9143,1
7,9161,2
7,9421,1
