account,product_num,cases
5,39,4
5,121,15
5,206,1
5,212,1
5,213,-2
5,214,12
5,215,1
5,220,25
5,221,39
5,228,-2
5,229,1
5,234,28
5,249,2
5,422,-1
5,501,-1
5,502,-1
5,510,3
5,511,-32
5,512,6
5,513,2
5,520,21
5,523,4
5,526,12
5,527,6
5,533,-1
5,535,2
5,564,1
5,653,1
5,659,-2
5,660,2
5,694,2
5,720,3
5,762,2
5,804,1
5,814,2
5,937,-1
5,969,-1
5,981,4
5,1051,1
5,1151,-31
5,1160,-1
5,1161,-1
5,1164,-1
5,1174,6
5,1201,-3
5,1202,1
5,1210,8
5,1222,-2
5,1259,1
5,1402,-1
5,1410,15
5,1610,-1
5,1620,-1
5,1622,-1
5,1640,-1
5,1680,0.5
5,1772,10
5,1776,2
5,1790,-1
5,1796,0.5
5,1806,24
5,1808,-27
5,1814,3
5,1817,-1
5,1833,1
5,1834,-4
5,1870,1
5,1881,-1
5,1906,-8
5,1916,3
5,2210,12
5,2320,-2
5,2403,4
5,2404,10
5,2405,-5
5,2407,3
5,2409,41
5,2410,1
5,2440,67
5,2443,12
5,2609,-1
5,2650,8
5,2806,-5
5,2808,24
5,2811,11
5,2813,1
5,2818,2
5,2821,36
5,2829,-2
5,2830,3
5,2838,-11
5,2913,-2
5,2982,-8
5,2985,2
5,2987,6
5,3197,-1
5,3322,-7
5,3323,4
5,3324,4
5,3336,1
5,3410,-6
5,3538,-5
5,3632,1
5,3633,1
5,3634,1
5,3635,-1
5,3637,1
5,3720,4
5,3724,-1
5,3731,-6
5,3813,-3
5,3817,20
5,3842,10
5,3843,4
5,3844,12
5,3907,12
5,3908,10
5,4016,10
5,4030,4
5,4051,-2
5,4376,2
5,4426,-2
5,4532,-2
5,4602,2
5,4642,-4
5,4643,-3
5,4701,-3
5,4703,-3
5,4711,15
5,4712,20
5,4713,20
5,4753,-2
5,4784,-9
5,4833,1
5,4908,2
5,4921,-4
5,5098,3
5,5118,1
5,5119,-1
5,5272,1
5,5281,3
5,5313,1
5,5318,1
5,5325,-4
5,5326,-2
5,5336,3
5,5337,-6
5,5659,-2
5,5830,-2
5,6481,-9
5,6490,-6
5,6650,-2
5,6653,-6
5,6755,-1
5,6777,-4
5,6786,-3
5,6834,-1
5,7110,-1
5,7142,-9
5,7143,3
5,7144,4
5,7147,-15
5,7148,32
5,7157,-1
5,7162,-2
5,7224,4
5,7230,7
5,7231,1
5,7295,-1
5,7304,1
5,7305,-6
5,7312,2
5,7313,7
5,7314,2
5,7332,-1
5,7344,5
5,7364,-1
5,7372,4.5
5,7401,-1
5,7402,2
5,7403,-3
5,7415,-95
5,7416,-9
5,7421,4
5,7423,4
5,7424,4
5,7425,4
5,7446,-1
5,7448,-1
5,7449,4
5,7534,1
