account,product_num,cases
5,39,-4
5,101,1
5,118,3
5,121,-5
5,201,9
5,202,5
5,206,-2
5,212,33
5,213,1
5,214,7
5,220,127
5,221,-201
5,234,-56
5,501,23
5,502,3
5,511,-1
5,512,2
5,521,1
5,534,1
5,658,-6
5,673,7
5,674,-3
5,684,1
5,692,-6
5,693,14
5,694,-18
5,697,-1
5,698,-12
5,712,-1
5,761,1
5,801,3
5,805,1
5,809,1
5,812,2
5,945,14
5,946,6
5,948,-10
5,969,-8
5,979,-1
5,1021,10
5,1022,-10
5,1051,2
5,1052,-3
5,1202,4
5,1205,1
5,1209,-2
5,1548,1
5,1549,2
5,1687,7
5,1694,-1
5,1776,3
5,1779,-1
5,1790,5
5,1793,1
5,1796,-1
5,1806,1
5,1812,1
5,1822,-99
5,1834,-6
5,1870,5
5,1916,16
5,2401,2
5,2405,70
5,2407,56
5,2409,1367
5,2410,375
5,2412,138
5,2416,-86
5,2425,90
5,2428,5
5,2440,-1
5,2441,14
5,2442,5
5,2507,6
5,2652,-1
5,2655,14
5,2808,601
5,2809,1416
5,2811,221
5,2815,119
5,2816,96
5,2912,1
5,2974,-1
5,3174,-2
5,3176,3
5,3304,1
5,3310,-3
5,3320,3
5,3321,-54
5,3330,-3
5,3413,1
5,3720,18
5,3727,-1
5,3815,3
5,3818,5
5,3821,1
5,3823,-1
5,3829,7.5
5,3842,7
5,3843,10
5,3854,-4
5,3860,1
5,3907,-2
5,3908,-5
5,3921,-13
5,3944,1
5,3953,-1
5,3954,7
5,4031,2
5,4037,2
5,4038,2
5,4039,-4
5,4042,1
5,4044,-17
5,4045,5
5,4046,-2
5,4250,-2
5,4378,1
5,4426,34
5,4505,3
5,4525,-1
5,4532,-3
5,4641,-2
5,4642,-10
5,4643,6
5,4656,1
5,4701,14
5,4703,1
5,4710,-1
5,4712,10
5,4716,-10
5,4764,1
5,4782,3
5,4824,5
5,4869,1
5,4921,-1
5,4926,-1
5,4980,-5
5,4981,-9
5,5071,2
5,5075,-4
5,5234,1
5,5281,-2
5,5288,-1
5,5306,-2
5,5324,6
5,5326,-2
5,5329,5
5,5330,-1
5,5379,1
5,5520,-1
5,5597,-1
5,5795,1
5,5996,-5
5,6361,2
5,6368,10
5,6650,-5
5,6749,-1
5,6755,-17
5,6983,1
5,6989,-86
5,6993,-3
5,7107,-1
5,7115,1
5,7126,1
5,7140,1
5,7142,1
5,7143,2
5,7146,-1
5,7152,8
5,7153,-8
5,7170,2
5,7174,1
5,7295,616
5,7304,2
5,7305,3
5,7310,-41
5,7313,-7
5,7318,-33
5,7332,-1
5,7364,7
5,7380,-13
5,7392,4
5,7417,40
5,7418,-5
5,7429,1
5,7436,-8
5,7534,2
5,7552,-8
5,7556,-1
5,7557,14
5,7577,-11
5,7580,2
5,7584,1
5,7810,1
5,7976,-1
5,8058,-2
5,8064,2
5,8095,1
5,8102,1
5,8111,8
5,8116,6
5,8120,-1
5,8124,3
5,8134,4
5,8142,-5
5,8143,-3
5,8148,8
5,8212,2
5,8219,-1
5,8223,1
5,8231,1
5,8235,3
5,8236,-64
5,8323,3
5,8326,2
5,8329,-2
5,8330,8
5,8332,3
5,8334,-1
5,8336,-2
5,8337,1
5,8339,1
5,8340,-4
5,8341,-12.5
5,8342,5
5,8343,-10
5,8344,1
5,8345,-8
5,8348,5
5,8349,13.5
5,8351,7
5,8360,7
5,8369,-3
5,8373,-2.5
5,8377,4
5,8384,1
5,8386,1
5,8481,-11
5,8511,-26
5,8583,1
5,8588,6
5,8589,2
5,8596,8
5,8602,-1
5,8609,-2
5,8621,49
5,8634,-46
5,8637,5
5,8646,2
5,8660,-1
5,8671,5
5,8672,1
5,8692,1
5,8709,-3
5,8716,-1
5,8910,-3
5,8911,-1
5,8914,-4
5,8922,-6
5,9021,2
5,9026,4
5,9027,13
5,9062,-17
5,9065,12
5,9091,8
5,9141,-1
5,9142,12
5,9161,2
5,9467,-1
5,9475,-12
5,9476,17
5,9485,1
5,10253,1
5,10334,-91
5,10337,1
5,10341,-1
5,10403,1
5,10406,11
5,10438,-1
5,10444,-4
5,10448,2
5,10507,3
5,10509,2
5,10530,-3
5,10601,-8
5,10779,-1
5,10802,-3
5,10808,-1
5,10912,1
5,10937,1
5,11055,2
5,11056,3
5,11057,-3
5,11121,-1
5,11176,-13
5,11223,2
5,11224,2
5,11228,1
5,11233,1
5,11234,4
5,11258,-5
5,11262,-1
5,11265,1
5,11266,1
5,11269,4
5,11270,3
5,11302,-2
5,11316,-13
5,11329,-1
5,11330,-1
5,11406,-1
5,11407,2
5,11508,-1
5,11538,1
5,11561,-1
5,11565,-1
5,11636,11.5
5,11637,5
5,11638,-10
5,11663,-1
5,11711,13
5,11712,-7
5,11815,2
5,11820,6
5,12010,1
5,12015,-1
5,12019,2
5,12020,-21
5,12045,3
5,12057,-1
5,12099,6
5,12123,-4
5,12130,7
5,12137,4
5,12142,5
5,12144,-1
5,12148,-5
5,12149,2
5,12155,1
5,12508,8
5,12705,1
5,12713,-8
5,12813,1
5,12816,3
5,12826,-2
5,12903,-1
5,12904,1
5,12913,-1
5,12918,-37
5,12938,-6
5,13104,1
5,13114,1
5,13145,-2
5,13146,-3
5,13149,5
5,13151,-4
5,13153,2
5,13220,-1
5,16706,4
5,16709,2
5,16713,-6
5,20202,-1
5,60012,-1
5,60015,2
5,77008,-1
5,94031,4
5,94059,1
5,94087,5
5,94089,5
5,94091,5
5,94092,5
5,200203,7
5,200272,-1
5,200274,-1
5,200374,-1
5,200410,-1
5,200613,10
5,200631,5
5,200632,10
5,200633,10
5,200634,2
5,200635,-2
5,200636,3
5,200642,8
5,200657,7
5,200659,8
5,200663,1
5,200664,20
5,200666,-9
5,200731,-1
5,200732,-1
5,200733,-1
5,200805,5
5,200900,-5
5,200901,2
5,200903,4
5,200904,1
5,200906,2
5,200907,5
6,2410,2
6,2442,2
6,2512,1
6,2611,1
6,2839,1
6,3410,5
6,3919,15
6,9492,1
6,9493,1
6,9495,1
6,10332,1
6,10434,2
6,10435,1
6,13203,1
6,94015,1
6,94038,1
6,94039,1
6,200271,3
6,200272,1
6,200273,1
6,200274,2
6,200275,2
6,200771,3
