Customer Num,Customer Name,Area,Shipping Address,City,Date,Sales Rep Name,District Manager Name,Brand,Brand Family,Supplier,Units   2026
171340,PF Changs China Bistro (West NY),Hudson,10 Port Imperial Blvd,West New York,7/9/2026,Dylan Rubino,Mike Kennedy,Sapporo Premium,Sapporo,Sapporo,1.00
44027,354 Steakhouse (A),Bergen,354 Lawton Ave,Cliffside Park,7/9/2026,Dan Lagala,Mike Engel,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
3011,Flip's Bar (P),Passaic-FF,18 Railroad Ave,Wanaque,7/9/2026,Anthony Palmisano,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
44047,Sedona Tap House,Bergen,679 Anderson Ave,Cliffside Park,7/9/2026,Dan Lagala,Mike Engel,Narrangansett Lager,Narragansett,Narragansett,1.00
15004,Blackjack Mulligan's Public House,Passaic,1145 Mcbride Ave,Woodland Park,7/9/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
230119,Smokey's Brick Oven Tav.,Sussex,2 Vernon Crossing Road,Glenwood,7/9/2026,Anthony Palmisano,Chris McCrohan,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada,Sierra Nevada Brewing Company,1.00
25078,The Shannon Rose (A),Passaic,98 Kingsland Rd,Clifton,7/9/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
190704,Tavern On The Rocks,Morris 1,9 Wall St,Rockaway,7/9/2026,Brian Sengebush,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
250013,Deutscher Club Of Clark,Union,787 Featherbed Lane,Clark,7/9/2026,Andrew Lundy,Mike Kennedy,STIEGL KEG,Stiegl,Global Beer,1.00
69003,Edgewood Country Club,Bergen,449 Rivervale Rd,Rivervale,7/9/2026,Paul Mclaughlin,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
30026,Simulcast,Bergen,1 Racetrack Drive,East Rutherford,7/9/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
38020,Lodi Lanes (A),Bergen,58 Terhune Ave,Lodi,7/9/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
25077,Chevy's Fresh Mex (A)Clif,Passaic,365 Rte 3 East,Clifton,7/9/2026,Allison Scott,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
32005,Biggies (A),Bergen,430 Rte 17 So,Carlstadt,7/9/2026,Nick Melissari,Chris McCrohan,Heineken,Heineken USA,Heineken USA,1.00
44031,Viva La Margarita Cliffside Park,Bergen,790 Anderson Ave,Cliffside Park,7/9/2026,Dan Lagala,Mike Engel,Pacifico,Pacifico,Constellation Brands,1.00
92012,The Shannon Rose/Ramsey,Bergen,1200 Rt 17 N,Ramsey,7/9/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
231713,Flatbrook Tap House (P),Sussex,180 Us-206,Branchville,7/9/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
15004,Blackjack Mulligan's Public House,Passaic,1145 Mcbride Ave,Woodland Park,7/9/2026,Allison Scott,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
1023,The New Jessies Kettle(P),Passaic-FF,1555 Greenwood Lk Tpke,Hewitt,7/9/2026,Anthony Palmisano,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,2.00
70008,Hearth & Tap Co.,Bergen,125 N Kndrkmk Rd,Montvale,7/9/2026,Paul Mclaughlin,Chris McCrohan,Narrangansett Lager,Narragansett,Narragansett,1.00
73002,The Cornerstone (P),Bergen,84 Broadway,Hillsdale,7/9/2026,Paul Mclaughlin,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
40025,Pf Changs China Bis(A) (Hackensack),Bergen,50 Riverside Square Mall,Hackensack,7/9/2026,Nick Melissari,Chris McCrohan,New Belgium Ha Chi,New Belgium Brewing Company,New Belgium Brewing Company,1.00
38020,Lodi Lanes (A),Bergen,58 Terhune Ave,Lodi,7/9/2026,Nick Melissari,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
41033,Applebee's (A) Hackensack,Bergen,450 Hackensack Ave.,Hackensack,7/9/2026,Nick Melissari,Chris McCrohan,Heineken,Heineken USA,Heineken USA,1.00
191009,Mason Street Grille,Morris 1,24 Mason St,Lake Hopatcong,7/9/2026,Brian Sengebush,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,2.00
71004,Four Leaves,Sales,146 Kinderkamack Road,Park Ridge,7/9/2026,Paul Mclaughlin,Chris McCrohan,Victory Prima Pils,Victory,Victory Brewing Company,1.00
230915,Crystal Sprs/Wild Turkey,Sussex,123 Crystal Springs Rd,Hamburg,7/9/2026,Anthony Palmisano,Chris McCrohan,Cape May IPA,Cape May,Cape May,1.00
37047,Dp's Pub & Seafood Grill,Bergen,732 River Dr,Garfield,7/9/2026,Matt Powierski,Denise Montes,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
191510,Lola's Restaurant,Sussex,300 Lakeside Ave,Hopatcong,7/9/2026,Brian Sengebush,Chris McCrohan,Pacifico,Pacifico,Constellation Brands,1.00
44047,Sedona Tap House,Bergen,679 Anderson Ave,Cliffside Park,7/9/2026,Dan Lagala,Mike Engel,Peroni,Peroni,MolsonCoors Beverage Company,1.00
41026,Amc- Shops @ Riverside P,Bergen,390 Hackensack Ave,Hackensack,7/9/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
93004,Mahwah B & G (A),Bergen,2 Island Rd,Mahwah,7/9/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,2.00
190708,American Lgn Rockaway,Morris 1,210 Chestnut Terr,Rockaway,7/9/2026,Robin Feldman,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
41016,Cheesecake Fact (A)Hacken,Bergen,197 Riverside Square Mall,Hackensack,7/9/2026,Nick Melissari,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
41016,Cheesecake Fact (A)Hacken,Bergen,197 Riverside Square Mall,Hackensack,7/9/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
191719,American Lgn Stanhope,Sussex,119 NJ-183,Stanhope,7/9/2026,Brian Sengebush,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
92012,The Shannon Rose/Ramsey,Bergen,1200 Rt 17 N,Ramsey,7/9/2026,Nick Melissari,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
34000,Holiday Inn (Hasbrook Height),Bergen,283 Route 17 South,Hasbrouck Heights,7/9/2026,Robin Feldman,Chris McCrohan,Samuel Adams Cold Snap,Samuel Adams,Boston Beer Company,1.00
92014,Ramsey Country Clb,Bergen,105 Lakeside Dr,Ramsey,7/9/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,2.00
77031,Parkway Lanes,Bergen,200 Rt 46 East,Elmwood Park,7/9/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
190923,Knotty Pine Pub (P),Morris 1,242 E Union Turnpike,Wharton,7/9/2026,Brian Sengebush,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
49072,JJ Dak,Bergen,144 Main St,Fort Lee,7/9/2026,Dan Lagala,Mike Engel,George Killian's Irish Red,George Killian's,MolsonCoors Beverage Company,1.00
190807,The Club (NAFIB4-22-A-0036),Morris 1,Picatinny Arsenal 121 buffington road,Picatinny,7/9/2026,Brian Sengebush,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,3.00
150146,Bello's,Essex,376 Market St,Newark,7/9/2026,Alisa Acciardi,Mike Kennedy,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,0.00
190807,The Club (NAFIB4-22-A-0036),Morris 1,Picatinny Arsenal 121 buffington road,Picatinny,7/9/2026,Brian Sengebush,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,2.00
1023,The New Jessies Kettle(P),Passaic-FF,1555 Greenwood Lk Tpke,Hewitt,7/9/2026,Anthony Palmisano,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
7005,Chili's (Riverdale),Morris 3,58 NJ-23,Riverdale,7/9/2026,Allison Scott,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
73002,The Cornerstone (P),Bergen,84 Broadway,Hillsdale,7/9/2026,Paul Mclaughlin,Chris McCrohan,Samuel Adams Boston Lager,Samuel Adams,Boston Beer Company,1.00
34000,Holiday Inn (Hasbrook Height),Bergen,283 Route 17 South,Hasbrouck Heights,7/9/2026,Robin Feldman,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
231307,Skylands Wine& Beer Garden,Sussex,447 Rt 284,Wantage,7/9/2026,Anthony Palmisano,Chris McCrohan,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada,Sierra Nevada Brewing Company,1.00
230915,Crystal Sprs/Wild Turkey,Sussex,123 Crystal Springs Rd,Hamburg,7/9/2026,Anthony Palmisano,Chris McCrohan,Peroni,Peroni,MolsonCoors Beverage Company,1.00
41026,Amc- Shops @ Riverside P,Bergen,390 Hackensack Ave,Hackensack,7/9/2026,Nick Melissari,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
44047,Sedona Tap House,Bergen,679 Anderson Ave,Cliffside Park,7/9/2026,Dan Lagala,Mike Engel,Montauk Wave Chaser IPA,Montauk,Montauk Brewing Co,1.00
29021,Uncle Vinnys Bar & Grill,Bergen,37 Ridge Road,Lyndhurst,7/9/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,2.00
191507,The Windlass Rest (A),Morris 1,45 Nolans Point Park Rd,Lake Hopatcong,7/9/2026,Brian Sengebush,Chris McCrohan,Leinenkugel's Summer Shandy,Leinenkugel,MolsonCoors Beverage Company,1.00
32005,Biggies (A),Bergen,430 Rte 17 So,Carlstadt,7/9/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,2.00
81005,The Craftsman,Sales,6-18 Maple Ave,Fair Lawn,7/9/2026,Robin Feldman,Chris McCrohan,Angry Orchard Crisp Apple,Angry Orchard,Boston Beer Company,1.00
92012,The Shannon Rose/Ramsey,Bergen,1200 Rt 17 N,Ramsey,7/9/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
230915,Crystal Sprs/Wild Turkey,Sussex,123 Crystal Springs Rd,Hamburg,7/9/2026,Anthony Palmisano,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,6.00
3002,The Celtic Knot,Passaic-FF,72 Haskell Ave,Haskell,7/9/2026,Allison Scott,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
190708,American Lgn Rockaway,Morris 1,210 Chestnut Terr,Rockaway,7/9/2026,Robin Feldman,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,2.00
39017,Bj's Rest & Brewhouse(A),Bergen,21 Teterboro Landing Dr,Teterboro,7/8/2026,Nick Melissari,Chris McCrohan,BJ'S Piranha Pale Ale,BJ'S Private Label Brewa,BJ'S Private Label Brew,1.00
59005,Hackensack Golf (A),Bergen,880 Soldier Hill Rd,Oradell,7/8/2026,Paul Mclaughlin,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
230405,Sheridan Lodge (P),Sussex,631 Limecrest Rd,Newton,7/8/2026,Brian Sengebush,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
69009,Rivervale Country Club,Bergen,660 Rivervale Road,Rivervale,7/8/2026,Paul Mclaughlin,Chris McCrohan,Montauk Wave Chaser IPA,Montauk,Montauk Brewing Co,1.00
94012,Holiday Bowl,Bergen,29 Spruce St,Oakland,7/8/2026,Nick Melissari,Chris McCrohan,Montauk Juicy IPA,Montauk,Montauk Brewing Co,2.00
150305,Six Points Pub,Essex,574 Bloomfield Ave,Bloomfield,7/8/2026,Alisa Acciardi,Mike Kennedy,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,2.00
25051,Portuguese Tavern Steak House,Passaic,507 Crooks Ave,Clifton,7/8/2026,Pablo Lopez,Denise Montes,Modelo Especial,Modelo Especial,Constellation Brands,1.00
231211,Tony's Pizza (P),Sussex,2771 NJ-23,Stockholm,7/8/2026,Anthony Palmisano,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
20081,Hacienda (P),Passaic,102 Mclean Blvd,Paterson,7/8/2026,Pablo Lopez,Denise Montes,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
71001,Peppercorn's,Bergen,176 Colony Ave,Park Ridge,7/8/2026,Paul Mclaughlin,Chris McCrohan,Ithaca Flower Power,Ithaca,Ithaca,1.00
84022,Park West Tavern,Bergen,30 Oak Street,Ridgewood,7/8/2026,Mike Ast,Paul Deady,Pacifico,Pacifico,Constellation Brands,1.00
56016,Chapala Grill - Bergenfield,Bergen,52 S Washington Ave,Bergenfield,7/8/2026,Paul Mclaughlin,Chris McCrohan,Pacifico,Pacifico,Constellation Brands,1.00
28020,Tejo Bar & Rest,Bergen,318 Belleville Tpke,North Arlington,7/8/2026,Nick Melissari,Chris McCrohan,Sam Adams Juicy IPA,Samuel Adams,Boston Beer Company,2.00
39017,Bj's Rest & Brewhouse(A),Bergen,21 Teterboro Landing Dr,Teterboro,7/8/2026,Nick Melissari,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
85001,Eleven Central,Bergen,11 Central Ave,Midland Park,7/8/2026,Paul Mclaughlin,Chris McCrohan,Sixpoint Stooper,Sixpoint,Sixpoint Brewing,1.00
150185,Redds Biergarten,Essex,216-220 Market St,Newark,7/8/2026,Hakan Sadik,Mike Kennedy,Doc's Apple,Doc's,Warwick Valley,2.00
230405,Sheridan Lodge (P),Sussex,631 Limecrest Rd,Newton,7/8/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
24026,Rock Bar,Passaic,414 Main Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Peroni,Peroni,MolsonCoors Beverage Company,1.00
1010,Jimmy Geez(North)Bar/Gril,Passaic,3219 Rt 23 South,Oak Ridge,7/8/2026,Anthony Palmisano,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
39017,Bj's Rest & Brewhouse(A),Bergen,21 Teterboro Landing Dr,Teterboro,7/8/2026,Nick Melissari,Chris McCrohan,WYDER'S,Wyder's,Vermont Hard Cider,1.00
1024,Buffalo Wild Wings (Rockaway),Morris 1,343 Mount Hope Ave,Rockaway,7/8/2026,Brian Sengebush,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
24026,Rock Bar,Passaic,414 Main Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Pacifico,Pacifico,Constellation Brands,2.00
61003,White Beeches Golf Club,Bergen,70 Haworth Dr,Haworth,7/8/2026,Paul Mclaughlin,Chris McCrohan,Peroni,Peroni,MolsonCoors Beverage Company,1.00
28008,Tavern On Ridge,Sales,14 Ridge Road,North Arlington,7/8/2026,Nick Melissari,Chris McCrohan,Angry Orchard Crisp Apple,Angry Orchard,Boston Beer Company,1.00
31043,House of Que (East Rutherford),Bergen,1 American Dream Way,East Rutherford,7/8/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
83009,Jalapeno Mex. Grille(A),Bergen,930 Prospect St,Glen Rock,7/8/2026,Mike Ast,Paul Deady,Dos Equis Lager Especial,Dos Equis,Heineken USA,1.00
150611,Jim Dandy's,Essex,563 Franklin Ave,Nutley,7/8/2026,Alisa Acciardi,Mike Kennedy,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,2.00
12043,Outback Stkhse(P)Wayne,Passaic,189 Berdan Avenue,Wayne,7/8/2026,Allison Scott,Chris McCrohan,Dogfish Head 60 Minute IPA,Dogfish Head Beer,Boston Beer Company,1.00
61003,White Beeches Golf Club,Bergen,70 Haworth Dr,Haworth,7/8/2026,Paul Mclaughlin,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
170128,Dear Maud,Hudson,205 1st Street,Hoboken,7/8/2026,Jaime Colonna,Mike Kennedy,Victory Prima Pils,Victory,Victory Brewing Company,1.00
24031,Tommy's Tavern & Tap (Clifton),Passaic,826 Route 3 Clifton Nj,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,2.00
170266,San Patricios Jersey City,Hudson,8 Erie St A,Jersey City,7/8/2026,Dylan Rubino,Mike Kennedy,Magners Original,Magners,Total Beverage Solutions,2.00
49004,Dino's Bar & Grill,Bergen,1466 River Rd,Edgewater,7/8/2026,Nick Melissari,Chris McCrohan,Sierra Nevada Hazy Little Thing IPA,Sierra Nevada,Sierra Nevada Brewing Company,1.00
150185,Redds Biergarten,Essex,216-220 Market St,Newark,7/8/2026,Hakan Sadik,Mike Kennedy,Flying Fish Hazy Bones,Flying Fish,Flying Fish,2.00
25052,Uno Chicago Grl (A)Clifto,Passaic,426 Rt 3 W.River Frontcnt,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
8004,The Side Door (P),Passaic,33 Colfax Ave,Pompton Lakes,7/8/2026,Allison Scott,Chris McCrohan,New Belgium Voodoo Ranger IPA,Voodoo Family,New Belgium Brewing Company,1.00
24031,Tommy's Tavern & Tap (Clifton),Passaic,826 Route 3 Clifton Nj,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,2.00
230929,Airport Pub & Pkg,Sussex,65 County Rd 639,Sussex,7/8/2026,Anthony Palmisano,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
84022,Park West Tavern,Bergen,30 Oak Street,Ridgewood,7/8/2026,Mike Ast,Paul Deady,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
56022,Elks Post 1477,Bergen,40 W Church St,Bergenfield,7/8/2026,Robin Feldman,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
80007,The Orange Lantern,Bergen,15 E Firehouse Lane,Paramus,7/8/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
8015,Thatcher Mc Ghees (A),Passaic-FF,6 Wanaque Ave,Pompton Lakes,7/8/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
69009,Rivervale Country Club,Bergen,660 Rivervale Road,Rivervale,7/8/2026,Paul Mclaughlin,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
230424,Moose Lodge 432,Sussex,214 Co Rd 622,Fredon Township,7/8/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
88002,Nellie's Place (P),Bergen,9 Franklin Tpk,Waldwick,7/8/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
191505,Mckenna's Pub (P),Morris 1,260 Espanong Rd,Lake Hopatcong,7/8/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
49076,Raku Izakaya (Z),Bergen,209 Main Street,Fort Lee,7/8/2026,Dan Lagala,Mike Engel,New Belgium Voodoo Ranger IPA,Voodoo Family,New Belgium Brewing Company,1.00
24026,Rock Bar,Passaic,414 Main Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
76005,Midland Brewhouse (A),Bergen,374 North Midland Ave,Saddle Brook,7/8/2026,Paul Mclaughlin,Chris McCrohan,Montauk Wave Chaser IPA,Montauk,Montauk Brewing Co,1.00
76005,Midland Brewhouse (A),Bergen,374 North Midland Ave,Saddle Brook,7/8/2026,Paul Mclaughlin,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
230428,O'reilly Pub (P),Sussex,271 Spring St,Newton,7/8/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,3.00
150305,Six Points Pub,Essex,574 Bloomfield Ave,Bloomfield,7/8/2026,Alisa Acciardi,Mike Kennedy,Radeberger Pilsner,Radeberger,Radeberger USA,1.00
28008,Tavern On Ridge,Sales,14 Ridge Road,North Arlington,7/8/2026,Nick Melissari,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
77013,William J. Mulligan VFW Post 281,Bergen,6 Veterans Pl,Elmwood Park,7/8/2026,Robin Feldman,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,1.00
76005,Midland Brewhouse (A),Bergen,374 North Midland Ave,Saddle Brook,7/8/2026,Paul Mclaughlin,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
150014,Tierney's Tavern(A),Essex,138 Valley Road,Montclair,7/8/2026,Paul Mclaughlin,Chris McCrohan,Sixpoint Crisp,Sixpoint,Sixpoint Brewing,0.00
89002,Allendale Bar & Grill,Bergen,67 Allendale Ave,Allendale,7/8/2026,Nick Melissari,Chris McCrohan,Pabst Blue Ribbon,Pabst Blue Ribbon,Pabst Brewing Company,2.00
71001,Peppercorn's,Bergen,176 Colony Ave,Park Ridge,7/8/2026,Paul Mclaughlin,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
24025,The Clif (P),Passaic,605 Clifton Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Dogfish Head Grateful Dead Juicy Pale Ale,Dogfish Head Beer,Boston Beer Company,1.00
170266,San Patricios Jersey City,Hudson,8 Erie St A,Jersey City,7/8/2026,Dylan Rubino,Mike Kennedy,Hofbrau Original,Hofbrau Usa,Hofbrauhaus USA,-1.00
150619,Grasshopper Cedar Grove,Essex,292 Grove Ave,Cedar Grove,7/8/2026,Michael Harboy,Mike Kennedy,1911 Honey Crisp,1911 Hard Cider,Beak & Skiff,3.00
24019,Sharky's Wings(P),Passaic,545 Highland Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Heineken,Heineken USA,Heineken USA,1.00
191715,Shakey Jake's (P),Sussex,134 NJ-183,Stanhope,7/8/2026,Brian Sengebush,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
24025,The Clif (P),Passaic,605 Clifton Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
84022,Park West Tavern,Bergen,30 Oak Street,Ridgewood,7/8/2026,Mike Ast,Paul Deady,Dogfish Head Grateful Dead Juicy Pale Ale,Dogfish Head Beer,Boston Beer Company,1.00
12037,Maggies Town Tavern Ii,Passaic,1082 Hamburg Turnpike,Wayne,7/8/2026,Allison Scott,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
191715,Shakey Jake's (P),Sussex,134 NJ-183,Stanhope,7/8/2026,Brian Sengebush,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
76005,Midland Brewhouse (A),Bergen,374 North Midland Ave,Saddle Brook,7/8/2026,Paul Mclaughlin,Chris McCrohan,New Belgium Fat Tire Amber Ale,Fat Tire Family,New Belgium Brewing Company,1.00
8015,Thatcher Mc Ghees (A),Passaic-FF,6 Wanaque Ave,Pompton Lakes,7/8/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
8004,The Side Door (P),Passaic,33 Colfax Ave,Pompton Lakes,7/8/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
29035,Marty Gra's (A),Bergen,601 Schuyler Ave,Lyndhurst,7/8/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,10.00
56022,Elks Post 1477,Bergen,40 W Church St,Bergenfield,7/8/2026,Robin Feldman,Chris McCrohan,Coors Light,Coors Light,MolsonCoors Beverage Company,1.00
65006,Gerry's Place,Bergen,595 Broadway,Norwood,7/8/2026,Paul Mclaughlin,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,2.00
80007,The Orange Lantern,Bergen,15 E Firehouse Lane,Paramus,7/8/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
31043,House of Que (East Rutherford),Bergen,1 American Dream Way,East Rutherford,7/8/2026,Nick Melissari,Chris McCrohan,Modelo Especial,Modelo Especial,Constellation Brands,3.00
8004,The Side Door (P),Passaic,33 Colfax Ave,Pompton Lakes,7/8/2026,Allison Scott,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,1.00
85001,Eleven Central,Bergen,11 Central Ave,Midland Park,7/8/2026,Paul Mclaughlin,Chris McCrohan,Corona Light,Corona Light,Constellation Brands,1.00
1033,D'Boathaus Restaurant,Passaic-FF,322 Lakeside Road,Hewitt,7/8/2026,Anthony Palmisano,Chris McCrohan,Samuel Adams Summer Ale Beer,Samuel Adams,Boston Beer Company,1.00
39018,Texas Roadhouse,Bergen,20 Teterboro Landing Dr.,Teterboro,7/8/2026,Nick Melissari,Chris McCrohan,Yuengling Lager,Yuengling Lager,DG Yuengling Inc,2.00
39017,Bj's Rest & Brewhouse(A),Bergen,21 Teterboro Landing Dr,Teterboro,7/8/2026,Nick Melissari,Chris McCrohan,Angry Orchard Crisp Apple,Angry Orchard,Boston Beer Company,1.00
89002,Allendale Bar & Grill,Bergen,67 Allendale Ave,Allendale,7/8/2026,Nick Melissari,Chris McCrohan,STIEGL KEG,Stiegl,Global Beer,2.00
150300,Obals Inn,Essex,439 Broad St,Bloomfield,7/8/2026,Alisa Acciardi,Mike Kennedy,Victory Lager,Victory,Victory Brewing Company,1.00
89002,Allendale Bar & Grill,Bergen,67 Allendale Ave,Allendale,7/8/2026,Nick Melissari,Chris McCrohan,Miller Lite,Lite,MolsonCoors Beverage Company,1.00
190712,White Meadow Lake Cc,Morris 1,100 White Meadow Rd,Rockaway,7/8/2026,Robin Feldman,Chris McCrohan,Cape May Coastal Evacuation,Cape May,Cape May,2.00
24026,Rock Bar,Passaic,414 Main Ave,Clifton,7/8/2026,Allison Scott,Chris McCrohan,Blue Moon Belgian White Ale,Blue Moon,MolsonCoors Beverage Company,1.00
31052,Mozzarella Bar,Bergen,1 American Dream Way,East Rutherford,7/8/2026,Nick Melissari,Chris McCrohan,Sam Adams Juicy IPA,Samuel Adams,Boston Beer Company,2.00
