Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Cases   2026
Dylan Rubino,170103,Heaven's Liquor & Deli,529 Newark Ave,Jersey City,Hudson,Hudson,1.00,166.00
Alisa Acciardi,170004,Liquor Warehouse,300-306 Passaic Ave,East Newark,Hudson,Hudson,1.00,165.00
Hakan Sadik,150669,A-1 Payless Liquors,1045 Stuyvesant Ave,Irvington,Essex,Essex,1.00,165.00
Dylan Rubino,170188,Market Liquors,68 Bergen Avenue,Jersey City,Hudson,Hudson,1.00,165.00
Dylan Rubino,170096,Union City Liquors,4122 Bergenline Avenue,Union City,Hudson,Hudson,1.00,164.00
Dylan Rubino,178101,Sals Deli,4510 Bergen Turnpike,North Bergen,Hudson,Hudson,1.00,164.00
Dylan Rubino,170168,Discount Wine & Spirits,5000 Park Ave,Weehawken,Hudson,Hudson,1.00,164.00
Alisa Acciardi,170123,City Line Liquors (P),1347 Kennedy Blvd,Bayonne,Hudson,Hudson,1.00,164.00
Alisa Acciardi,170056,Golden Beer & Liquor,614 Harrison Avenue,Harrison,Hudson,Hudson,1.00,161.00
Dylan Rubino,178001,Tonnelle Wine & Liq,8516 Tonnelle Ave,North Bergen,Hudson,Hudson,1.00,158.00
Michael Harboy,150108,Caggiano Liquors,65-67 Glenridge Ave,Montclair,Essex,Essex,1.00,158.00
Dylan Rubino,170080,J&R Liquors & Deli,217 Martin Luther King,Jersey City,Hudson,Hudson,1.00,158.00
Dylan Rubino,170230,Aivan Liq (P),112 Tonnelle Ave,Jersey City,Hudson,Hudson,1.00,156.00
Alex Rodriguez,250070,Pereira's Liquor,318 Morris Ave,Elizabeth,Union,Union,1.00,152.00
Alex Rodriguez,250130,Westminster Liquors,404 N Broad St,Elizabeth,Union,Union,1.00,150.00
Alex Rodriguez,250153,T & J Liquor,1201 E St George Ave,Roselle,Union,Union,1.00,149.00
Hakan Sadik,150607,Angel Liquors,634 Dr. Mlk Jr. Blvd,Newark,Essex,Essex,1.00,147.00
Alisa Acciardi,171304,Sun Liquors & Grocery,12 Kearny Avenue,Kearny,Hudson,Hudson,1.00,147.00
Alex Rodriguez,250053,Liquor Basics,585 Raritan Road,Roselle,Union,Union,1.00,147.00
Alex Rodriguez,250131,Liquor Gallery (Elizabeth),131 Elmora Ave,Elizabeth,Union,Union,1.00,146.00
Dylan Rubino,170178,Reuben Liq (Uc) (P),2117 Summit Ave,Union City,Hudson,Hudson,1.00,145.00
Hakan Sadik,150604,Royal Liquors,363 South Orange Ave,Newark,Essex,Essex,1.00,145.00
Michael Harboy,150192,South End Liquors,310 Orange Rd,Montclair,Essex,Essex,1.00,142.00
Dylan Rubino,170088,Sip Discount Liq (A),433 Sip Ave,Jersey City,Hudson,Hudson,1.00,142.00
Dylan Rubino,170181,Power Liquors,1001 Bergenline Avenue,Union City,Hudson,Hudson,1.00,141.00
Dylan Rubino,170250,American Liquor,509 Westside Ave,Jersey City,Hudson,Hudson,1.00,140.00
Hakan Sadik,152019,New Silver Key Iii,343 Avon Ave,Newark,Essex,Essex,1.00,140.00
Andrew Lundy,250138,Wine Anthology,1985 Rt.22 West,Scotch Plains,Union,Union,1.00,140.00
Dylan Rubino,170081,A & S Liquors,14a Rose Avenue,Jersey City,Hudson,Hudson,1.00,140.00
Hakan Sadik,150220,New JD Liquors,506 Prospect St,East Orange,Essex,Essex,1.00,139.00
Dylan Rubino,178005,Best Liquors & Deli,901 76th St,North Bergen,Hudson,Hudson,1.00,136.00
Dylan Rubino,170146,Jenny's Liq,6108 Palisades Ave,West New York,Hudson,Hudson,1.00,135.00
Alex Rodriguez,150153,Wine Depot Of Livingston,603 S Livingston Ave,Livingston,Essex,Essex,1.00,131.33
Alex Rodriguez,250129,Super Value Liquors,224 Rahway Ave,Elizabeth,Union,Union,1.00,131.00
Dylan Rubino,170252,Baldwin W & L,51 St Pauls Ave,Jersey City,Hudson,Hudson,1.00,129.00
Dylan Rubino,170097,Discount Liquor,555 Tonnelle Ave,Jersey City,Hudson,Hudson,1.00,129.00
Jaime Colonna,170090,Bauers Wine & Liquor,739 West Side Avenue,Jersey City,Hudson,Hudson,1.00,129.00
Hakan Sadik,150665,Madison Liquor Superette,378 Stuyvesant Ave,Irvington,Essex,Essex,1.00,129.00
Dylan Rubino,170041,Binny's Liquors (306 Jersey City),306 Newark Avenue,Jersey City,Hudson,Hudson,1.00,128.00
Alisa Acciardi,150098,Lisbon Wines & Liquors,114 Ferry St,Newark,Essex,Essex,1.00,128.00
Hakan Sadik,150147,Irvington Liquors,1394 Springfield Ave,Irvington,Essex,Essex,1.00,127.00
Alisa Acciardi,150106,Iron Bound Wines & Spirit,124 Adams St.,Newark,Essex,Essex,1.00,125.00
Michael Harboy,150042,St Cloud Liquors,533 Northfield Avenue,West Orange,Essex,Essex,1.00,124.00
Dylan Rubino,170024,Manhatten Liquors,3300 Kennedy Blvd.,Jersey City,Hudson,Hudson,1.00,124.00
Hakan Sadik,150169,Pueblo Liquor,880 Mt. Prospect Ave #2,Newark,Essex,Essex,1.00,124.00
Andrew Lundy,250801,Main Street Spirits,1537 Main St,Rahway,Union,Union,1.00,123.00
Alex Rodriguez,250315,Cantinho Liquors,1041 North Ave,Elizabeth,Union,Union,1.00,122.00
Andrew Lundy,250115,Food Express,202 Broad St,Summit,Union,Union,1.00,120.00
Dylan Rubino,170084,K O P Liquors (P),444 Ocean Avenue,Jersey City,Hudson,Hudson,1.00,120.00
Alex Rodriguez,250059,Payless Liquor,1041 Elizabeth Ave,Elizabeth,Union,Union,1.00,119.00
Andrew Lundy,250040,Fanwood Liquors(A),61 South Ave.,Fanwood,Union,Union,1.00,119.00
Andrew Lundy,250112,Ever Blue Liquors,431 N Wood Ave,Linden,Union,Union,1.00,119.00
Dylan Rubino,170286,West Side Liquors (358 Jersey City),358 West Side Ave.,Jersey City,Hudson,Hudson,1.00,118.00
Dylan Rubino,170077,Moon Liquors (P),6906 Bergenline Ave,Guttenberg,Hudson,Hudson,1.00,116.00
Andrew Lundy,250169,The Westfield Liquor Loft,22 Elm St,Westfield,Union,Union,1.00,112.00
Jaime Colonna,170158,Sunset wine & spirits,702 Washington St,Hoboken,Hudson,Hudson,1.00,110.00
Jaime Colonna,171013,Hoboken Liquor & Grocery,98 Willow Avenue,Hoboken,Hudson,Hudson,1.00,109.00
Alex Rodriguez,250147,Rye House Spirits,1472 East Front Rd,Plainfield,Union,Union,1.00,109.00
Alisa Acciardi,171333,Family Convenience & Liq_2,180 Kearny Ave,Kearny,Hudson,Hudson,1.00,108.00
Alex Rodriguez,250191,Roselle Park Liquors,117 W. Colfax Ave,Roselle Park,Union,Union,1.00,107.00
Hakan Sadik,150667,Jason Liquors,762-764 Chancellor Ave,Irvington,Essex,Essex,1.00,105.00
Hakan Sadik,150402,Coolvines Newark,625 Broad St. Ste 110,Newark,Essex,Essex,1.00,104.00
Hakan Sadik,150644,Fox's Liquor,164 Irvine Turner Blvd,Newark,Essex,Essex,1.00,104.00
Andrew Lundy,250037,Beno's Liq (A),102 North Wood Ave,Linden,Union,Union,1.00,103.17
Hakan Sadik,150068,Rajashree Wine & Liq,751 Lyons Ave,Irvington,Essex,Essex,1.00,103.00
Alisa Acciardi,170108,J & V Liquors,169 Broadway,Bayonne,Hudson,Hudson,1.00,103.00
Jaime Colonna,172015,Daniels Wine And Liq,87 Garden St,Hoboken,Hudson,Hudson,1.00,102.00
Dylan Rubino,170047,Crescent Wines & Liq (P),381 Ocean Avenue A,Jersey City,Hudson,Hudson,1.00,102.00
Alex Rodriguez,250302,New Silver Key Liquor 4,594 Pennsylvania Ave,Elizabeth,Union,Union,1.00,102.00
Dylan Rubino,178010,Weehawken Deli & Liquor,3500 Park Ave,Weehawken,Hudson,Hudson,1.00,102.00
Dylan Rubino,170062,Sparrow Hill Market &Liq (Jersey City),3190 John F. Kennedy Blvd,Jersey City,Hudson,Hudson,1.00,101.00
Hakan Sadik,150222,Tremont Liquors,272 Sanford St,East Orange,Essex,Essex,1.00,101.00
Alex Rodriguez,250157,Skylark Discount Liquors,350 West 1st Ave,Roselle,Union,Union,1.00,101.00
Dylan Rubino,178021,Five Corner Liquor Store,121 Maple St,Weehawken,Hudson,Hudson,1.00,100.00
Hakan Sadik,150672,Muellers Star Liquors,1050 Clinton Ave,Irvington,Essex,Essex,1.00,98.00
Dylan Rubino,170222,E & E Wine & Liq (P),114 Old Bergen Road,Jersey City,Hudson,Hudson,1.00,97.00
Alex Rodriguez,250080,Crown Liquors,711 E. 1st Ave,Roselle,Union,Union,1.00,97.00
Dylan Rubino,170107,Central Wine And Liquors,601 Central Avenue,Union City,Hudson,Hudson,1.00,93.00
Dylan Rubino,170127,Fragoso Liquors,2613 Bergenline Ave,Union City,Hudson,Hudson,1.00,93.00
Dylan Rubino,170102,L&T Liquors,116 Ocean Avenue,Jersey City,Hudson,Hudson,1.00,91.00
Alisa Acciardi,170058,Alex Liquors & Deli,200 Grant Ave,Harrison,Hudson,Hudson,1.00,91.00
Dylan Rubino,170224,Bond Drugs,371 Central Ave,Jersey City,Hudson,Hudson,1.00,91.00
Dylan Rubino,170074,Webster Liquors,4 Webster Avenue,Jersey City,Hudson,Hudson,1.00,90.00
Alex Rodriguez,250193,Bella Wine and Spirits,122 E Westfield Ave,Roselle Park,Union,Union,1.00,90.00
Andrew Lundy,250442,Liquor Rangers,206 North Wood Ave,Linden,Union,Union,1.00,89.00
Andrew Lundy,250028,Beechwood Wine & Liq,1 Beechwood Road,Summit,Union,Union,1.00,89.00
Dylan Rubino,178002,Boulevard W & L (P),9236 Kennedy Blvd,North Bergen,Hudson,Hudson,1.00,87.00
Alisa Acciardi,150086,Cordes Wine & Liquor,370 Broad St,Bloomfield,Essex,Essex,1.00,86.00
Alex Rodriguez,250188,Second Street Liquors,261 2nd St,Elizabeth,Union,Union,1.00,85.00
Andrew Lundy,250075,Cap N Cork Liquors,1344 Stuyvesant Ave,Union,Union,Union,1.00,85.00
Hakan Sadik,152031,Edwin Liquors,207 South 11th St,Newark,Essex,Essex,1.00,85.00
Dylan Rubino,170199,H & H Discount Liq (P),3505 Kennedy Blvd.,Jersey City,Hudson,Hudson,1.00,83.00
Dylan Rubino,170195,Pena Liquor (P),960 Summit Avenue,Jersey City,Hudson,Hudson,1.00,83.00
Hakan Sadik,150623,Village Wine Shop,163 Maplewood Avenue,Maplewood,Essex,Essex,1.00,83.00
Michael Harboy,150078,Tory Corner Liquors (P),261 Main St,West Orange,Essex,Essex,1.00,82.00
Hakan Sadik,150177,Tonys Liquor Store,572 Broadway,Newark,Essex,Essex,1.00,82.00
Alisa Acciardi,171411,Stanley's Liq Store (P),732 Broadway,Bayonne,Hudson,Hudson,1.00,81.00
Hakan Sadik,150163,Colony Liquors,322 Central Ave,Orange,Essex,Essex,1.00,80.00
Michael Harboy,150126,Valley Liquors,426 Valley Rd,West Orange,Essex,Essex,1.00,79.00
Alisa Acciardi,152026,Mulberry Liquors,327 Mulberry St,Newark,Essex,Essex,1.00,79.00
Jaime Colonna,173056,Garden Wine & Liq (P),700 Park Avenue,Hoboken,Hudson,Hudson,1.00,78.00
Dylan Rubino,170299,E-Z Market & Liq (P),185 Mallory Ave,Jersey City,Hudson,Hudson,1.00,78.00
Alisa Acciardi,171332,Seabra Liquor,180 Schuyler Ave,Kearny,Hudson,Hudson,1.00,77.00
Alisa Acciardi,170035,Steves Liquors (P),219 Harrison Avenue,Harrison,Hudson,Hudson,1.00,77.00
Alex Rodriguez,250305,Valenca Rest & Liquor,665 Monroe Ave,Elizabeth,Union,Union,1.00,76.00
Dylan Rubino,170119,Hudson Wine & Liq (P),5600 Hudson Avenue,West New York,Hudson,Hudson,1.00,75.00
Hakan Sadik,152012,Oasis Liquors & Bar,284 Lyons Ave,Newark,Essex,Essex,1.00,75.00
Alex Rodriguez,250152,C & B Liquors,221 Sheridan Ave,Roselle,Union,Union,1.00,74.00
Andrew Lundy,251010,Triangle Liquors,1406 Burnet Ave,Union,Union,Union,1.00,73.00
Dylan Rubino,178100,Broadway Wine & Liquor,7425 Broadway,North Bergen,Hudson,Hudson,1.00,72.00
Dylan Rubino,170233,Five Star Liquors,238 New York Ave,Jersey City,Hudson,Hudson,1.00,70.00
Alex Rodriguez,250151,Paul & Joe Deli And Liq,500 Chandler Ave,Roselle,Union,Union,1.00,69.00
Michael Harboy,150101,Party Liquors,469 Mt.Pleasant Ave,West Orange,Essex,Essex,1.00,69.00
Alisa Acciardi,170140,Midland Dairy (A),170 Midland Ave,Kearny,Hudson,Hudson,1.00,67.00
Dylan Rubino,170187,325 Bergen Liquor,325 Bergen Avenue,Jersey City,Hudson,Hudson,1.00,66.00
Alisa Acciardi,150033,Discount Liquors Bloomfield,24 1st Avenue,Bloomfield,Essex,Essex,1.00,66.00
Alisa Acciardi,171328,Kearny Wine & Liquor,818 Kearny Ave,Kearny,Hudson,Hudson,1.00,65.00
Alex Rodriguez,250132,Butlers Liquor Store,182 Elmora Ave,Elizabeth,Union,Union,1.00,65.00
Hakan Sadik,152038,Norfolk Liquors,137 Norfork St,Newark,Essex,Essex,1.00,64.00
Dylan Rubino,170082,Larry's Liquors,29 Martin Luther King Blv,Jersey City,Hudson,Hudson,1.00,60.00
Hakan Sadik,150064,New Silver Key Liquor,250 Broadway,Newark,Essex,Essex,1.00,58.00
Andrew Lundy,250003,Breen's Wines & Liquors,21 N Union Ave,Cranford,Union,Union,1.00,58.00
Andrew Lundy,250062,Aarti's World Disc Liq,1675 Rte 22 West,Union,Union,Union,1.00,53.00
Dylan Rubino,170109,Kraemer's Liquor Store (P),4601 Bergenline Avenue,Union City,Hudson,Hudson,1.00,53.00
Alex Rodriguez,250137,Elmora Liquors,615 Westfield Ave,Elizabeth,Union,Union,1.00,51.00
Dylan Rubino,170039,Downtown Liquor,405 5th Street,Union City,Hudson,Hudson,1.00,50.00
Hakan Sadik,152027,Roseville Liquors & Wines,335 Roseville Ave,Newark,Essex,Essex,1.00,50.00
Andrew Lundy,250101,Luis Liquors,1317 Liberty Ave,Hillside,Union,Union,1.00,50.00
Dylan Rubino,170106,Paulino Liquors,643 Newark Ave,Jersey City,Hudson,Hudson,1.00,49.00
Alex Rodriguez,250054,Marte Liq Warehouse,929 Elizabeth Ave,Elizabeth,Union,Union,1.00,49.00
Dylan Rubino,171347,Fuerte Liquors,518 32nd St,Union City,Hudson,Hudson,1.00,48.00
Hakan Sadik,150067,T&T Liquors (A),759 Broadway,Newark,Essex,Essex,1.00,46.00
Hakan Sadik,150671,Al - Liquors,1117 Grove St,Irvington,Essex,Essex,1.00,45.00
Hakan Sadik,152009,Family Liquors,1112 Broad St,Newark,Essex,Essex,1.00,44.00
Dylan Rubino,170073,Kings Liquor,205 Sip Ave,Jersey City,Hudson,Hudson,1.00,44.00
Dylan Rubino,174102,The Galaxy Drug Store,7000 Jfk Blvd East,Guttenberg,Hudson,Hudson,1.00,44.00
Dylan Rubino,172049,Z & M Liquors,1165 Summit Avenue,Jersey City,Hudson,Hudson,1.00,44.00
Andrew Lundy,250005,Wine List Of Summit,417 Springfield Ave,Summit,Union,Union,1.00,43.00
Andrew Lundy,250057,Rahway Discount Liquors (A),736 W Grand Ave,Rahway,Union,Union,1.00,43.00
Dylan Rubino,173077,Podewitz Liquor & Deli,400 Central Ave,Jersey City,Hudson,Hudson,1.00,41.00
Hakan Sadik,150164,Best Quality Liquor,138 South Essex Ave,Orange,Essex,Essex,1.00,40.00
Dylan Rubino,170071,West Side Liquors,870 West Side Avenue,Jersey City,Hudson,Hudson,1.00,40.00
Michael Harboy,150202,Brinks Wine & Liquors,39 Harrison Ave,West Orange,Essex,Essex,1.00,40.00
Hakan Sadik,152030,Austin Liquor,324a Mt.Prospect Ave,Newark,Essex,Essex,1.00,39.00
Alisa Acciardi,171341,Irv's Wines & Liquors(P),1099 Avenue C,Bayonne,Hudson,Hudson,1.00,38.00
Alisa Acciardi,150176,Lou's Corner,168 Van Buren St,Newark,Essex,Essex,1.00,38.00
Dylan Rubino,170182,Binnys Liquors (1062 Jersey City),1062 Westside Avenue,Jersey City,Hudson,Hudson,1.00,36.00
Alex Rodriguez,250156,Alman Liquors,111 East 2nd Ave,Roselle,Union,Union,1.00,34.00
Hakan Sadik,150188,Gigantes Liquor,605 Broadway,Newark,Essex,Essex,1.00,34.00
Andrew Lundy,250035,Wine Zone (P),1601 W. Edgar Rd,Linden,Union,Union,1.00,32.00
Alisa Acciardi,171331,New Bergen Liquors (P),230 Kearny Ave,Kearny,Hudson,Hudson,1.00,32.00
Dylan Rubino,170089,New Orient Liquor,663 Ocean Avenue,Jersey City,Hudson,Hudson,1.00,31.00
Jaime Colonna,17029,Wine Dad's - Summit Ave Jersey City,425 Summit Ave,Jersey City,Hudson,Hudson,1.00,29.00
Jaime Colonna,170007,Augie's Wine & Liq (P),419 Adams Street,Hoboken,Hudson,Hudson,1.00,28.00
Hakan Sadik,150650,Lum's Cellars,1718 Springfield Ave,Maplewood,Essex,Essex,1.00,27.00
Michael Harboy,150058,Fairchilds Market Place,171 Eagle Rock Ave,Roseland,Essex,Essex,1.00,25.00
Dylan Rubino,170917,Regal Secaucus ShowPlace14,650 Plaza Dr,Secaucus,Hudson,Hudson,1.00,24.00
Alisa Acciardi,150026,FERRY WINE & LIQUOR STOP,178 Ferry St,Newark,Essex,Essex,1.00,23.00
Alisa Acciardi,171319,John's Liq & Deli,83 Devon St,Kearny,Hudson,Hudson,1.00,23.00
Alisa Acciardi,150090,Olshins Pharmacy,114 Congress St,Newark,Essex,Essex,1.00,20.00
Jaime Colonna,173061,City Line Liquors (Hoboken),211 Washington St.,Hoboken,Hudson,Hudson,1.00,20.00
Alisa Acciardi,171410,Times Square Liq,891 Broadway,Bayonne,Hudson,Hudson,1.00,20.00
Alisa Acciardi,150171,21 Plaza Wine & Liquor,1411 Mccarter Hwy,Newark,Essex,Essex,1.00,20.00
Alisa Acciardi,150175,Primavera Liquor,49 Pacific St,Newark,Essex,Essex,1.00,19.00
Dylan Rubino,172048,Cragie On Park,5102 Park Avenue,West New York,Hudson,Hudson,1.00,17.00
Andrew Lundy,250139,Providence Liquors,598 Central Ave,New Providence,Union,Union,1.00,16.00
Dylan Rubino,170262,Blarney Pub,1135 Summit Ave,Jersey City,Hudson,Hudson,1.00,16.00
Hakan Sadik,150061,Heller & Heller (East Orange),39 4th Ave,East Orange,Essex,Essex,1.00,14.00
Dylan Rubino,170093,Riverview Wine & Spirits,43 Bowers St,Jersey City,Hudson,Hudson,1.00,14.00
Alisa Acciardi,150073,Oasis Liquor & Deli,521 Ferry St,Newark,Essex,Essex,1.00,14.00
Dylan Rubino,170105,Mars Deli & Liquor,152 Chestnut Avenue,Jersey City,Hudson,Hudson,1.00,13.00
Dylan Rubino,170400,Yugs Liquors,113 Mallory Ave,Jersey City,Hudson,Hudson,1.00,10.00
Alisa Acciardi,170206,Lito's Liquor (P),220 Harrison Ave,Harrison,Hudson,Hudson,1.00,10.00
Alisa Acciardi,171306,Mira Sol,32 Davis Avenue,Kearny,Hudson,Hudson,1.00,10.00
Michael Harboy,150271,Cedar Hill Golf/Cc,100 Walnut St,Livingston,Essex,Essex,1.00,9.00
Hakan Sadik,150606,Skyline Liquors,735 Martin L.King Blvd,Newark,Essex,Essex,1.00,6.00
