Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Cases   2026
Phil Ernst,83010,Bottle King (A) Glen Rock,909 Prospect St,Glen Rock,Bergen,Bergen,1.00,34861.00
Chris Payton,25045,Clifton Disc Liq (A),73 Ackerman Ave Botony Pl,Clifton,Passaic,Passaic,1.00,34517.50
Jim Heaney,24011,Shoppers Vineyard (A),875 Bloomfield Ave,Clifton,Passaic,Passaic,1.00,34288.00
Klejdi Lamo,190917,Shop Rite Liq (A)Wharton,306 NJ-15,Wharton,Morris,Morris 3,1.00,33283.00
Jim Heaney,24015,Allwood Liquor Store,60 Market St,Clifton,Passaic,Passaic,1.00,32609.34
Klejdi Lamo,190207,Liquor Outlet,289 Myrtle Ave,Boonton,Morris,Morris 1,1.00,31126.50
Dan Lagala,46008,Bella Wine & Liquor,331 Broad Ave.,Palisades Park,Bergen,Bergen,1.00,30851.43
Pablo Lopez,15030,EL BOHEMIO 2 LIQUOR STORE & BAR,92 Belmont Ave,Paterson,Passaic,Passaic,1.00,29864.40
Dan Lagala,49055,Edgewater Liquor (A),547 River Road,Edgewater,Bergen,Bergen,1.00,29281.88
Jim Heaney,29011,World of Wine & Liquor,419 Valley Brook Ave.,Lyndhurst,Bergen,Bergen,1.00,28658.08
Klejdi Lamo,190501,Mountain Lakes Wine & Liquor,3 Romaine Rd,Mountain Lakes,Morris,Morris 1,1.00,28534.50
Derrick Laws,13001,Shop Rite Liq (A)Littlefl,171 Browertown Rd,Little Falls,Passaic,Passaic,1.00,28486.00
Dave Ehlers,52015,Shop Rite Liq (A)Englewd,53 Nathaniel Pl,Englewood,Bergen,Bergen,1.00,28132.00
Matt Powierski,27031,Home Wine Liquor (Passaic),593 Main Ave,Passaic,Passaic,Passaic,1.00,28031.00
Derrick Laws,21033,The Liquor Shop,498 E 30th Street,Paterson,Passaic,Passaic,1.00,27097.00
Derrick Laws,22022,C Town (A),680 Main Street,Paterson,Passaic,Passaic,1.00,26134.73
Shane Barreca,67004,Beverage Barn (A),224 Livingston St,Northvale,Bergen,Bergen,1.00,24857.00
Shane Barreca,92008,Ramsey Wine & Liquor,47 W Main St,Ramsey,Bergen,Bergen,1.00,24068.00
Dave Ehlers,40022,Buy Rite Of Hackensack,410 River St,Hackensack,Bergen,Bergen,1.00,22991.83
Pablo Lopez,25015,Limonta Liqs (A),293 Vernon Ave,Clifton,Passaic,Passaic,1.00,22880.94
Jayson Romine,231316,Patricks Wine Barn,38 Hamburg Ave,Sussex,Sussex,Sussex,1.00,22162.00
Klejdi Lamo,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,Stanhope,Sussex,Sussex,1.00,21764.00
Derrick Laws,20037,The Point Liquor & Bar,620 Main Street,Paterson,Passaic,Passaic,1.00,21665.53
Shane Barreca,70001,Montvale Wine/Liq & Beer,110 Farm View,Montvale,Bergen,Bergen,1.00,21475.00
Jayson Romine,230412,USA Wine Traders Club Of Newton (A),17 Hampton House Road,Newton,Sussex,Sussex,1.00,21030.00
Jayson Romine,230105,ShopRite Wines & Spirits of Sparta,16 North Village Blvd,Sparta,Sussex,Sussex,1.00,20657.00
Dave Ehlers,57001,Barrel & Brew Bar & Liq,868-872 River Rd,New Milford,Bergen,Bergen,1.00,20580.20
Klejdi Lamo,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,Budd Lake,Morris,Morris 1,1.00,19983.00
Shane Barreca,73003,Bottle King (A) Hillsdale,381 Washington Ave,Hillsdale,Bergen,Bergen,1.00,19774.00
Klejdi Lamo,191210,Milton Inn,3 Ridge Rd & Berkshire,Oak Ridge,Morris,Morris 1,1.00,19754.00
Javier Melo,27002,President Liqrs (A),158 President St,Passaic,Passaic,Passaic,1.00,19683.05
Mike Ast,88005,Waldwick Wine/Spirits,23 Wyckoff Ave,Waldwick,Bergen,Bergen,1.00,19439.05
Dan Lagala,43013,Buy Rite Of Fairview,201 Broad Ave,Fairview,Bergen,Bergen,1.00,19436.00
Alisa Acciardi,29010,Paradise Liquors,500 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,1.00,19143.58
Chris Payton,38007,Garden Liquors (P),300 Harrison Ave,Lodi,Bergen,Bergen,1.00,19064.33
Pablo Lopez,15034,Allen's Liquors,209 Mcbride Ave,Paterson,Passaic,Passaic,1.00,18920.15
Derrick Laws,22032,Economy Liquors,186 5th Ave,Paterson,Passaic,Passaic,1.00,18898.00
Anthony Palmisano,1031,Highland Wine&Liquor Inc,1926 Union Valley Rd K,Hewitt,Passaic,Passaic-FF,1.00,18415.15
Jayson Romine,230114,Liquor Factory III Sparta,41 Woodport Road,Sparta,Sussex,Sussex,1.00,18253.83
Shane Barreca,67005,Shoprite Liq (A)Northvle,254 F Livingston St.,Northvale,Bergen,Bergen,1.00,18009.00
Phil Ernst,78008,Shop Rite Liq(A) Roch Pk,220 W Passaic St,Rochelle Park,Bergen,Bergen,1.00,17977.00
Chris Payton,50020,Wineland,247 Degraw Ave,Teaneck,Bergen,Bergen,1.00,17843.00
Mike Ast,81006,Fair Lawn Wine & Spirits,21-00 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,17532.82
