Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,County,City,Area,Premise,Buyer Count   2026,Cases   2026
Alisa Acciardi,170101,High Spirits Of Bayonne,816-818 Broadway,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,1491.00
Alisa Acciardi,170108,J & V Liquors,169 Broadway,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,103.00
Alisa Acciardi,170117,Thai O'brien (P),478 Avenue E.,Hudson,Hudson,Bayonne,Hudson,On Premise,1.00,6.00
Alisa Acciardi,170123,City Line Liquors (P),1347 Kennedy Blvd,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,164.00
Alisa Acciardi,170140,Midland Dairy (A),170 Midland Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,67.00
Alisa Acciardi,170205,Buy-Rite Liquors,220 Harrison Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,1045.00
Alisa Acciardi,170206,Lito's Liquor (P),220 Harrison Ave,Hudson,Hudson,Harrison,Hudson,Off Premise,1.00,10.00
Alisa Acciardi,170210,Eddy's Wine & Liq,490 Avenue C,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,239.00
Alisa Acciardi,170229,Joia Restaurant,1100 Frank E. Rogers Blvd,Hudson,Hudson,Harrison,Hudson,On Premise,1.00,10.00
Alisa Acciardi,170239,Brothers Supermarket,311 Harrison Ave,Hudson,Hudson,Harrison,Hudson,Off Premise,1.00,184.00
Alisa Acciardi,170240,The Greenroom,203 Frank E. Rodgers Blvd,Hudson,Hudson,Harrison,Hudson,On Premise,1.00,91.00
Alisa Acciardi,170243,Hendrick's Corner,671 Broadway,Hudson,Hudson,Bayonne,Hudson,On Premise,1.00,46.00
Alisa Acciardi,171001,Bridgeview Liquors,300 Rte 440 South,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,1264.00
Alisa Acciardi,171002,Spirits Of Kearny,426 Kearny Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,515.00
Alisa Acciardi,171004,Donegal Saloon,337 Kearny Ave,Hudson,Hudson,Kearny,Hudson,On Premise,1.00,122.00
Alisa Acciardi,171016,Wine Warehouse (P) (Bayonne),1 Le Fante Way,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,3143.00
Alisa Acciardi,171303,Drink Rite Liquor,315 Kearny Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,184.00
Alisa Acciardi,171304,Sun Liquors & Grocery,12 Kearny Avenue,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,147.00
Alisa Acciardi,171305,Liquoram Of Kearny,386 Belleville Tpke,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,329.00
Alisa Acciardi,171306,Mira Sol,32 Davis Avenue,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,10.00
Alisa Acciardi,171308,Hook And Reel,200 Passaic Ave Unit 6,Hudson,Hudson,Kearny,Hudson,On Premise,1.00,3.00
Alisa Acciardi,171309,KPot Korean BBQ & Hot Pot,200 Passaic Ave,Hudson,Hudson,Kearny,Hudson,On Premise,1.00,14.00
Alisa Acciardi,171312,Shop Rite Wine & Spirits Kearny,98 Passaic Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,946.00
Alisa Acciardi,171318,Kearny Plaza Discount Liq,190 Passaic Ave #3,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,616.00
Alisa Acciardi,171319,John's Liq & Deli,83 Devon St,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,23.00
Alisa Acciardi,171328,Kearny Wine & Liquor,818 Kearny Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,65.00
Alisa Acciardi,171331,New Bergen Liquors (P),230 Kearny Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,32.00
Alisa Acciardi,171332,Seabra Liquor,180 Schuyler Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,77.00
Alisa Acciardi,171333,Family Convenience & Liq_2,180 Kearny Ave,Hudson,Hudson,Kearny,Hudson,Off Premise,1.00,108.00
Alisa Acciardi,171341,Irv's Wines & Liquors(P),1099 Avenue C,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,38.00
Alisa Acciardi,171352,Urban Tandoor,206 Harrison Ave,Hudson,Hudson,Harrison,Hudson,On Premise,1.00,10.00
Alisa Acciardi,171403,ShopRite Wines & Spirits of Bayonne,567 Avenue C,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,739.00
Alisa Acciardi,171404,Massarelli's Liquors,403 Broadway,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,184.00
Alisa Acciardi,171410,Times Square Liq,891 Broadway,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,20.00
Alisa Acciardi,171411,Stanley's Liq Store (P),732 Broadway,Hudson,Hudson,Bayonne,Hudson,Off Premise,1.00,81.00
Alisa Acciardi,173900,Otaiko Hibachi & Sushi,125 Lefante Way,Hudson,Hudson,Bayonne,Hudson,On Premise,1.00,135.00
Alisa Acciardi,174001,Shorty's,279 Broadway,Hudson,Hudson,Bayonne,Hudson,On Premise,1.00,39.00
Alisa Acciardi,174151,Eddy's Bar & Liquor,504 Kennedy Blvd,Hudson,Hudson,Bayonne,Hudson,On Premise,1.00,45.00
Alisa Acciardi,174153,OTS BY LLC (Aqua),54 Flagship St.,Hudson,Hudson,Bayonne,Hudson,On Premise,1.00,3.00
Alisa Acciardi,24057,Mighty Quinns Bbq,850 Rte 3 West (Ste 115),Passaic,Passaic,Clifton,Passaic,On Premise,1.00,43.00
Alisa Acciardi,250171,Tankys Bar & Grill,330 Long Ave,Union,Union,Hillside,Union,On Premise,1.00,20.00
Alisa Acciardi,29010,Paradise Liquors,500 Stuyvesant Ave,Bergen,Bergen,Lyndhurst,Bergen,Off Premise,1.00,19143.58
Alisa Acciardi,78002,Super K Food (A) Store,190 W Passaic St,Bergen,Bergen,Rochelle Park,Bergen,Off Premise,1.00,1534.00
Allison Scott,10001,cherry's,23 NJ-23,Morris 3,Morris,Pequannock,Morris 3,On Premise,1.00,267.00
Allison Scott,10007,Bardis (P),149 Newark Pompton Tpke,Morris 3,Morris,Pequannock,Morris 3,On Premise,1.00,8110.82
Allison Scott,10010,Sunset Valley G C (A),47 W Sunset Road,Morris 3,Morris,Pompton Plains,Morris 3,On Premise,1.00,331.00
Allison Scott,1005,Grasshopper Irish Pub (A),2891 Route 23,Passaic,Passaic,Newfoundland,Passaic,On Premise,1.00,960.17
Allison Scott,11007,Meadows Golf Club(P),79 2 Bridges Rd,Morris 3,Morris,Lincoln Park,Morris 3,On Premise,1.00,521.00
Allison Scott,11011,Sunset Pub & Grill(Z),425 Beaverbrook Rd,Morris 3,Morris,Lincoln Park,Morris 3,On Premise,1.00,747.50
Allison Scott,12001,T Bowl Tavern (Z),300 Preakness Shop Ctr,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,283.00
Allison Scott,12008,North Jersey C C,594 Hamburg Turnpike,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,167.00
Allison Scott,12013,Jalapenos Mexican Grill,142 Ryerson Ave.,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,2270.20
Allison Scott,12014,Olive Garden (A) Wayne,83 Route 23 South,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,94.00
Allison Scott,12015,Izumi Hibachi Steak House,517 NJ-23,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,163.00
Allison Scott,12018,KRIOS Prime,344 French Hill Road,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,63.00
Allison Scott,12020,Lakeside Drive Tavern,56 Lake Drive West,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,180.00
Allison Scott,12022,Grasshopper Too (A),26 Erie Ave,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,843.17
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,949.00
Allison Scott,12032,Casa Don Manuel,1292 Alps Rd,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,573.67
Allison Scott,12034,"Dave & Buster's Nj, Inc",310 Willowbrook Mall,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,685.00
Allison Scott,12035,Preakness Hills (A) cc,1050 Ratzer Road,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,193.00
Allison Scott,12036,Brokedown Palace,95 Mountainview Blvd,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,367.17
Allison Scott,12037,Maggies Town Tavern Ii,1082 Hamburg Turnpike,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,381.00
Allison Scott,12038,Tommy's Tavern + Tap (Wayne),71 NJ-23,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,456.00
Allison Scott,12040,NYX,24 Galesi Drive,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,0.00
Allison Scott,12041,Cheesecake Fact (A)Wayne,1700 Willowbrook Mall,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,331.00
Allison Scott,12043,Outback Stkhse(P)Wayne,189 Berdan Avenue,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,183.00
Allison Scott,12048,Anthonys CF Pizza (Wayne),1600 NJ-23,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,143.00
Allison Scott,12049,Aramark Educational Services@WPU,300 Pompton Road,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,14.00
Allison Scott,12051,Packanack Golf (P),7 Osborne Terrace,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,243.00
Allison Scott,12054,Red Lobster 225 Wayne,520 Us-46,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,96.00
Allison Scott,12056,PF Changs China Bistro (Wayne),1900 Willowbrook Blvd,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,116.00
Allison Scott,12061,Raeya's,37 Berdan Ave,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,45.00
Allison Scott,12064,In The Drink@Passaic Gc,209 Totowa Rd,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,585.00
Allison Scott,12065,"Buffalo Wild Wings - Wayne, NJ",1400 Willowbrook Mall,Passaic,Passaic,Wayne,Passaic,On Premise,1.00,141.00
Allison Scott,13002,The Little Falls Tavern,131 Newark Pompton Turnpike,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,486.00
Allison Scott,13003,Maggie's Town Tav.(P),10 Van Ness Ave,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,642.17
Allison Scott,13005,Sear,1 Route 23 South,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,149.00
Allison Scott,13013,Amer Lgn L Falls (Z),55 Van Ness Ave,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,123.00
Allison Scott,13015,Rare The Steakhouse (Z),440 Main Street,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,451.00
Allison Scott,13018,Chili's Little Falls,1165 Rte 46 East,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,209.00
Allison Scott,14002,Applebee's (Totowa) (A),465 Rt 46 West,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,404.00
Allison Scott,14003,Murph's Bar & Liquor,375 Union Blvd,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,1844.00
Allison Scott,14004,Sushi Lounge,235 Us-46,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,176.00
Allison Scott,14005,The Grand,38 Lackwanna Av,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,507.00
Allison Scott,14006,46 Lounge (P),300 Us-46,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,5173.80
Allison Scott,14008,The Barnyard and Carriage House,754 Totowa Road,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,329.00
Allison Scott,14010,Uncorked (P),650 Union Blvd,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,339.33
Allison Scott,14016,JINYA Ramen Bar,465 Rt 46 West,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,58.00
Allison Scott,14017,The Chariot,555 Preakness Ave,Passaic,Passaic,Totowa,Passaic,On Premise,1.00,1038.10
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Passaic,Passaic,Woodland Park,Passaic,On Premise,1.00,1172.02
Allison Scott,15006,Great Notch Inn(Z),400 Us 46 West,Passaic,Passaic,Little Falls,Passaic,On Premise,1.00,373.17
Allison Scott,15036,River Terrace Inn(P),36 Totowa Ave,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,734.00
Allison Scott,15048,D'carbon Restaurant,491 Mcbride Ave,Passaic,Passaic,West Paterson,Passaic,On Premise,1.00,176.00
Allison Scott,15067,Naxos Estiatorio,1738 Rt 46 W,Passaic,Passaic,Woodland Park,Passaic,On Premise,1.00,316.00
Allison Scott,15070,Brownstone House,351 W Broadway,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,262.00
Allison Scott,15074,Bask 46,1530 Rt 46 West,Passaic,Passaic,Woodland Park,Passaic,On Premise,1.00,683.50
Allison Scott,17001,Underdog Lounge(P),4 Church Street,Passaic,Passaic,Haledon,Passaic,On Premise,1.00,223.00
Allison Scott,17003,D'CARBON BAR AND GRILL haledon,529 Belmont Ave,Passaic,Passaic,Haledon,Passaic,On Premise,1.00,229.00
Allison Scott,17006,The Yard,289 Belmont Ave,Passaic,Passaic,Haledon,Passaic,On Premise,1.00,428.00
Allison Scott,17009,Jimmy Geez (P),436 Belmont Ave,Passaic,Passaic,Haledon,Passaic,On Premise,1.00,520.00
Allison Scott,19002,Puzo's Pizza,4 Garfield Ave,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,82.00
Allison Scott,19004,Shortways' Barn (A),991 Goffle Road,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,1427.00
Allison Scott,19005,Celtic Corner,312 Lafayette Ave,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,516.00
Allison Scott,19011,Las Maravillas Restaurant,410 Wagaraw Road,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,331.00
Allison Scott,19012,Bottagra Rest (P),80 Wagaraw Road,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,370.17
Allison Scott,19016,Jiggle's,105 Mohawk Ave,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,480.00
Allison Scott,19021,The Front Porch (Z),217 Wagaraw Road,Passaic,Passaic,Hawthorne,Passaic,On Premise,1.00,212.00
Allison Scott,20010,Riverside Grill(D'carbon),855 River Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,469.00
Allison Scott,21043,Duffy's Tavern (Z),856 River Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,18188.72
Allison Scott,22004,Neighbors,329 Trenton Avenue,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,1125.00
Allison Scott,22016,Johnny A's (P) Hitchn Pos,95 Barclay Street,Passaic,Passaic,Paterson,Passaic,On Premise,1.00,2260.00
Allison Scott,23001,Bogey's Sport Bar,103 Valley Road,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,608.00
Allison Scott,23013,Vfw 7165 (P),491 Valley Rd,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,232.00
Allison Scott,23020,Clifton City Tavern(P),709 Van Houten Avenue,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,423.00
Allison Scott,24006,The Grand Saloon,940 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,162.00
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,1251.67
Allison Scott,24022,Applebee's Clifton,375 Rte 3 E,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,513.00
Allison Scott,24025,The Clif (P),605 Clifton Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,1201.00
Allison Scott,24026,Rock Bar,414 Main Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,1755.00
Allison Scott,24027,Mario's Rest,710 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,88.00
Allison Scott,24029,Dingo's Den (P),615 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,1879.17
Allison Scott,24031,Tommy's Tavern & Tap (Clifton),826 Route 3 Clifton Nj,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,976.00
Allison Scott,24038,J. Alexander's Restaurant,405 Allwood Road,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,244.00
Allison Scott,24039,Veterans Post (9),147 Huron Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,248.00
Allison Scott,24045,Red Robin Gourmet Burger (Clifton),265 Rt 3 East,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,3.00
Allison Scott,24048,Dante's,955 Valley Rd,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,221.00
Allison Scott,24054,Upper Montclair Cc (A),177 Hepburn Rd,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,354.67
Allison Scott,24056,Jaime's (A),915 Bloomfield Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,275.00
Allison Scott,24060,Clifton Billiards (Z),1158 Main Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,676.00
Allison Scott,24061,Breaker Billiards,1142 US-46,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,579.00
Allison Scott,25004,Matthews Italian Rest,1131 Bloomfield Avenue,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,97.00
Allison Scott,25009,Spuntino Wine Bar/Italian,70 Kingsland Rd,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,187.00
Allison Scott,25011,Kashan Indian Kitchen & Ber,50 Market St,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,29.00
Allison Scott,25027,Sportzone B&G (P),593 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,320.00
Allison Scott,25036,Dingbatz (P),620 Van Houten Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,716.00
Allison Scott,25049,Yesterdays (P),70 Main Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,766.00
Allison Scott,25052,Uno Chicago Grl (A)Clifto,426 Rt 3 W.River Frontcnt,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,228.00
Allison Scott,25056,Emerald Corner (Z),12 Oak St,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,3191.96
Allison Scott,25077,Chevy's Fresh Mex (A)Clif,365 Rte 3 East,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,347.00
Allison Scott,25078,The Shannon Rose (A),98 Kingsland Rd,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,385.00
Allison Scott,25082,Crab Island Cajun Seafood & Bar,1016 Main Ave,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,321.00
Allison Scott,25083,Rutt's Hut (A),417 River Rd,Passaic,Passaic,Clifton,Passaic,On Premise,1.00,511.83
Allison Scott,3002,The Celtic Knot,72 Haskell Ave,Passaic-FF,Passaic,Haskell,Passaic-FF,On Premise,1.00,4231.09
Allison Scott,3007,Kitchen & Beer Bar,1093 Ringwood Ave,Passaic-FF,Passaic,Haskell,Passaic-FF,On Premise,1.00,71.00
Allison Scott,5002,100 Proof Bar & Bites,227 Main Street,Morris 3,Morris,Butler,Morris 3,On Premise,1.00,158.00
Allison Scott,5003,Applebee's (A)Butler,1200 NJ-23,Morris 3,Morris,Butler,Morris 3,On Premise,1.00,214.00
Allison Scott,5004,Outback,1538 NJ-23,Morris 3,Morris,Butler,Morris 3,On Premise,1.00,109.00
Allison Scott,5008,Celtic Crossings,1248 NJ-23,Morris 3,Morris,Butler,Morris 3,On Premise,1.00,751.00
Allison Scott,58005,Feathers (A),77 Kinderkamack Rd,Bergen,Bergen,River Edge,Bergen,On Premise,1.00,567.00
Allison Scott,7003,Blu Ale House,92 NJ-23,Morris 3,Morris,Riverdale,Morris 3,On Premise,1.00,609.67
Allison Scott,7005,Chili's (Riverdale),58 NJ-23,Morris 3,Morris,Riverdale,Morris 3,On Premise,1.00,172.00
Allison Scott,8004,The Side Door (P),33 Colfax Ave,Passaic,Passaic,Pompton Lakes,Passaic,On Premise,1.00,966.33
Allison Scott,8006,pompton crafthouse,23 Wanaque Ave,Passaic-FF,Passaic,Pompton Lakes,Passaic-FF,On Premise,1.00,251.67
Allison Scott,8014,Macks American Bar/Grill,300 Wanaque Ave,Passaic,Passaic,Pompton Lakes,Passaic,On Premise,1.00,227.00
Allison Scott,8015,Thatcher Mc Ghees (A),6 Wanaque Ave,Passaic-FF,Passaic,Pompton Lakes,Passaic-FF,On Premise,1.00,1852.17
Allison Scott,9002,Tavern 5_2,710 Newark Pompton Turnpi,Morris 3,Morris,Pompton Plains,Morris 3,On Premise,1.00,265.00
Allison Scott,9005,The Legacy Castle,141 NJ-23,Morris 3,Morris,Pompton Plains,Morris 3,On Premise,1.00,225.00
Andrew Lundy,120079,U S 1 Buy Rite (A),771-773 Edgar Rd,Union,Union,Elizabeth,Union,Off Premise,1.00,796.00
Andrew Lundy,150133,The Wine Rack Millburn,186 Essex St,Essex,Essex,Millburn,Essex,Off Premise,1.00,216.00
Andrew Lundy,150249,Millburn Standard,42 Main St,Essex,Essex,Millburn,Essex,On Premise,1.00,52.00
Andrew Lundy,250003,Breen's Wines & Liquors,21 N Union Ave,Union,Union,Cranford,Union,Off Premise,1.00,58.00
Andrew Lundy,250005,Wine List Of Summit,417 Springfield Ave,Union,Union,Summit,Union,Off Premise,1.00,43.00
Andrew Lundy,250006,Dittrick's W&L (A),2 North Ave,Union,Union,Garwood,Union,Off Premise,1.00,691.00
Andrew Lundy,250011,Shop Rite of Westfield,333 South Ave E,Union,Union,Westfield,Union,Off Premise,1.00,1175.00
Andrew Lundy,250012,Peterson's Wine Unltd,1120 South Ave W,Union,Union,Westfield,Union,Off Premise,1.00,837.00
Andrew Lundy,250013,Deutscher Club Of Clark,787 Featherbed Lane,Union,Union,Clark,Union,On Premise,1.00,28.00
Andrew Lundy,250015,Butcher Block,209 Centennial Ave,Union,Union,Cranford,Union,Off Premise,1.00,519.00
Andrew Lundy,250016,Buy Rite Liq (A),1448 Morris Ave,Union,Union,Union,Union,Off Premise,1.00,352.00
Andrew Lundy,250023,Bottle King Springfield,155 US-22,Union,Union,Springfield,Union,Off Premise,1.00,590.00
Andrew Lundy,250024,Best Cellars (Summit),23 Summit Avenue,Union,Union,Summit,Union,Off Premise,1.00,609.00
Andrew Lundy,250025,Abigails Cafe (Z),804 W.Elizabeth Ave,Union,Union,Linden,Union,On Premise,1.00,8.00
Andrew Lundy,250027,Wine Anthology (A),1075 Raritan Rd,Union,Union,Clark,Union,Off Premise,1.00,690.00
Andrew Lundy,250028,Beechwood Wine & Liq,1 Beechwood Road,Union,Union,Summit,Union,Off Premise,1.00,89.00
Andrew Lundy,250032,Rotondo's Liquor,1040 Lake Ave,Union,Union,Clark,Union,Off Premise,1.00,341.00
Andrew Lundy,250033,The Station Bar & Grill,99 Center Street,Union,Union,Garwood,Union,On Premise,1.00,34.00
Andrew Lundy,250035,Wine Zone (P),1601 W. Edgar Rd,Union,Union,Linden,Union,Off Premise,1.00,32.00
Andrew Lundy,250037,Beno's Liq (A),102 North Wood Ave,Union,Union,Linden,Union,Off Premise,1.00,103.17
Andrew Lundy,250038,Home Wine & Liquors (1850 Union),1850 Morris Ave.,Union,Union,Union,Union,Off Premise,1.00,349.00
Andrew Lundy,250040,Fanwood Liquors(A),61 South Ave.,Union,Union,Fanwood,Union,Off Premise,1.00,119.00
Andrew Lundy,250042,Pied Piper Liquor,613a W.Edgar Rd.,Union,Union,Linden,Union,Off Premise,1.00,342.00
Andrew Lundy,250046,Pregame Liquors,355 W. St.Georges Ave,Union,Union,Linden,Union,Off Premise,1.00,192.00
Andrew Lundy,250048,Park Beverage,1923 Westfield Ave,Union,Union,Scotch Plains,Union,Off Premise,1.00,1156.00
Andrew Lundy,250057,Rahway Discount Liquors (A),736 W Grand Ave,Union,Union,Rahway,Union,Off Premise,1.00,43.00
Andrew Lundy,250060,La Bamba,446 Elizabeth Ave,Union,Union,Elizabeth,Union,Off Premise,1.00,356.00
Andrew Lundy,250062,Aarti's World Disc Liq,1675 Rte 22 West,Union,Union,Union,Union,Off Premise,1.00,53.00
Andrew Lundy,250064,America Liquors,503 Elizabeth Ave,Union,Union,Elizabeth,Union,Off Premise,1.00,358.00
Andrew Lundy,250066,Fenrose Wine & Liq,431 W. Front St,Union,Union,Plainfield,Union,Off Premise,1.00,701.00
Andrew Lundy,250069,Mega Liquors,67 Orchard St,Union,Union,Elizabeth,Union,Off Premise,1.00,437.00
Andrew Lundy,250071,Total Wine & More (Union),950 Springfield Rd,Union,Union,Union,Union,Off Premise,1.00,3258.00
Andrew Lundy,250075,Cap N Cork Liquors,1344 Stuyvesant Ave,Union,Union,Union,Union,Off Premise,1.00,85.00
Andrew Lundy,250077,Linwood Inn Tap House,15 So Wood Ave,Union,Union,Linden,Union,On Premise,1.00,8.00
Andrew Lundy,250078,Milton Liquors,223 Morris Ave,Union,Union,Springfield,Union,Off Premise,1.00,255.00
