Sales Rep Assigned,Brand Family,Customer Num,Customer Name,Date,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Cases   5/1/2026 - 7/31/2026,Cases   8/1/2026 - 8/31/2026
Paul Mclaughlin,Coors,41010,Lenoras Bar (P),8/7/2026,,1.00,,2.00
Nick Melissari,Peroni,40024,Maggiano's Little(A)Italy,8/7/2026,,1.00,,6.00
Nick Melissari,Peroni,94003,Segovia Tavern,8/7/2026,,1.00,,2.00
Paul Mclaughlin,Peroni,86002,Doghouse Saloon (Z),8/7/2026,,1.00,,1.00
Allison Scott,Peroni,24026,Rock Bar,8/7/2026,,1.00,,1.00
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,8/7/2026,,1.00,,1.00
Paul Mclaughlin,Peroni,61004,Andiamo,8/7/2026,,1.00,,1.00
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,8/7/2026,,1.00,,2.00
Robin Feldman,Coors,1030,Elks Post 2236 (P),8/7/2026,,1.00,,4.00
Derrick Laws,Coors,20058,Krystal Bar(P) & Liqs.,8/7/2026,,1.00,,10.00
Anthony Palmisano,Coors,231303,The Sussex Saloon,8/7/2026,,1.00,,1.00
Robin Feldman,Peroni,73007,Bensi (P),8/7/2026,,1.00,,1.00
Allison Scott,Coors,15006,Great Notch Inn(Z),8/7/2026,,1.00,,5.00
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),8/6/2026,,2.00,,3.00
Matt Powierski,Coors,36025,Karol's Pub (A),8/6/2026,,1.00,,4.00
Allison Scott,Peroni,12008,North Jersey C C,8/6/2026,,1.00,,2.00
Allison Scott,Peroni,15004,Blackjack Mulligan's Public House,8/6/2026,,1.00,,-1.00
Anthony Palmisano,Coors,191207,Daily Planet (A),8/6/2026,,1.00,,3.00
Nick Melissari,Peroni,94002,Trovato's Due (Z),8/6/2026,,1.00,,1.00
Nick Melissari,Peroni,94013,Portobello Feasts,8/6/2026,,2.00,,4.00
Anthony Palmisano,Coors,230930,Brick & Brew,8/6/2026,,1.00,,2.00
Nick Melissari,Peroni,31013,Elia Restaurant,8/6/2026,,1.00,,5.00
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,8/6/2026,,1.00,,2.00
Allison Scott,Peroni,14008,The Barnyard and Carriage House,8/6/2026,,2.00,,3.00
Anthony Palmisano,Coors,230917,Doc's Place (P),8/6/2026,,1.00,,3.00
Brian Sengebush,Peroni,190219,Columbia Inn,8/6/2026,,1.00,,2.00
Jim Heaney,Peroni,30030,Sonoma Bistro,8/6/2026,,1.00,,1.00
Brian Sengebush,Peroni,190220,Reservoir Tavern(A),8/6/2026,,1.00,,1.00
Allison Scott,Peroni,10010,Sunset Valley G C (A),8/6/2026,,1.00,,2.00
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),8/6/2026,,1.00,,3.00
Robin Feldman,Peroni,15049,Francesco's In The Park,8/6/2026,,2.00,,4.00
Robin Feldman,Peroni,230118,Lake Mohawk (P) Golf Club,8/6/2026,,1.00,,1.00
Brian Sengebush,Coors,191508,Elks Post 782 (Z),8/6/2026,,1.00,,1.00
Allison Scott,Peroni,13002,The Little Falls Tavern,8/6/2026,,1.00,,1.00
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),8/6/2026,,1.00,,2.00
Chris Politano,Peroni,31037,Delaware North Met Life Stadium,8/6/2026,,1.00,,4.00
Allison Scott,Coors,23013,Vfw 7165 (P),8/6/2026,,1.00,,1.00
Allison Scott,Coors,12036,Brokedown Palace,8/6/2026,,1.00,,1.00
Robin Feldman,Peroni,49067,Taverna Veranda,8/5/2026,,2.00,,12.00
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),8/5/2026,,1.00,,1.00
Chris Payton,Coors,45005,Colonial Bar,8/5/2026,,1.00,,2.00
Nick Melissari,Peroni,94005,Cenzino's (P),8/5/2026,,1.00,,6.00
Dan Lagala,Peroni,44025,Rudys (A),8/5/2026,,2.00,,5.00
Office Tell Sell,Peroni,49025,Flemings Stkhse (P),8/5/2026,,1.00,,2.00
Nick Melissari,Peroni,88002,Nellie's Place (P),8/5/2026,,1.00,,1.00
Anthony Palmisano,Coors,191209,Valley Tavern,8/5/2026,,1.00,,2.00
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,8/5/2026,,1.00,,1.00
Allison Scott,Peroni,24048,Dante's,8/5/2026,,1.00,,3.00
Nick Melissari,Coors,39018,Texas Roadhouse,8/5/2026,,1.00,,1.00
Allison Scott,Peroni,19012,Bottagra Rest (P),8/5/2026,,2.00,,5.00
Paul Mclaughlin,Peroni,67002,Brady's Fox Hunt Inn,8/5/2026,,1.00,,1.00
Nick Melissari,Peroni,31048,Song'E Napule,8/5/2026,,2.00,,10.00
Paul Mclaughlin,Peroni,62011,Sear House (A),8/5/2026,,1.00,,4.00
Allison Scott,Peroni,13005,Sear,8/5/2026,,1.00,,3.00
Nick Melissari,Peroni,31028,The Union Bar & Provisions,8/5/2026,,1.00,,1.00
Dan Lagala,Peroni,49034,In Napoli (A),8/5/2026,,1.00,,2.00
Brian Sengebush,Coors,230103,St.Moritz Grill & Bar,8/4/2026,,1.00,,1.00
Paul Mclaughlin,Peroni,62003,Stern And Bow,8/4/2026,,1.00,,1.00
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),8/4/2026,,1.00,,2.00
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),8/4/2026,,1.00,,1.00
Allison Scott,Peroni,12026,WAYNE ALE HOUSE & PIZZA,8/4/2026,,1.00,,1.00
Allison Scott,Coors,7003,Blu Ale House,8/4/2026,,1.00,,1.00
Nick Melissari,Peroni,37022,Ceviche Peruvian Cuisine,8/4/2026,,1.00,,3.00
Paul Mclaughlin,Coors,41023,The Whiskey Priest (Hackensack),8/4/2026,,1.00,,2.00
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),8/4/2026,,1.00,,1.00
Robin Feldman,Coors,40027,Cigarro Bar and Lounge,8/4/2026,,1.00,,1.00
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),8/4/2026,,1.00,,1.00
Mike Ast,Peroni,84007,Steel Wheel Tavern,8/4/2026,,1.00,,3.00
Nick Melissari,Peroni,80018,Millers Paramus Ale House,8/4/2026,,1.00,,1.00
Paul Mclaughlin,Peroni,81027,RP Prime Steakhouse,8/4/2026,,1.00,,3.00
Derrick Laws,Peroni,15008,Westmount Country Club,8/4/2026,,1.00,,4.00
Paul Mclaughlin,Peroni,62002,Rudy's Pizzeria (P),8/4/2026,,1.00,,3.00
Allison Scott,Peroni,15004,Blackjack Mulligan's Public House,8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,57004,River & Henley,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,14003,Murph's Bar & Liquor,8/3/2026,,1.00,,0.00
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,8/3/2026,,1.00,,2.00
Paul Mclaughlin,Peroni,62003,Stern And Bow,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,96007,The Original Barn,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,7003,Blu Ale House,8/3/2026,,1.00,,0.00
Anthony Palmisano,Peroni,231213,The Kites (P),8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,73007,Bensi (P),8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,31022,Candlewick,8/3/2026,,1.00,,0.00
Brian Sengebush,Peroni,190102,Lake Valhalla Club (P),8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,32005,Biggies (A),8/3/2026,,1.00,,1.00
Allison Scott,Coors,14003,Murph's Bar & Liquor,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,78007,Woodstone Pizza B & G,8/3/2026,,1.00,,1.00
Allison Scott,Peroni,10001,cherry's,8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,3012,Tree Tavern (A),8/3/2026,,1.00,,2.00
Nick Melissari,Coors,80018,Millers Paramus Ale House,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,13002,The Little Falls Tavern,8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,24026,Rock Bar,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),8/3/2026,,1.00,,0.00
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,49022,El asadero Mexican Grill (Fort Lee),8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,28017,Lassoni Ristorante(P),8/3/2026,,1.00,,10.00
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,190710,Hilton Garden Inn Rockaway,8/3/2026,,1.00,,1.00
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,8/3/2026,,1.00,,0.00
Nick Melissari,Coors,32005,Biggies (A),8/3/2026,,1.00,,1.00
Robin Feldman,Peroni,93018,Courtyard Mahwah,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,88003,W's Village Grille,8/3/2026,,1.00,,0.00
Brian Sengebush,Peroni,190601,Thatcher Mcghee's (A),8/3/2026,,1.00,,0.00
Anthony Palmisano,Coors,230119,Smokey's Brick Oven Tav.,8/3/2026,,1.00,,1.00
Nick Melissari,Peroni,31039,Yard House 8390,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),8/3/2026,,1.00,,0.00
Allison Scott,Peroni,19004,Shortways' Barn (A),8/3/2026,,1.00,,0.00
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,52018,Aumm Aumm @The Brownstone,8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,93004,Mahwah B & G (A),8/3/2026,,1.00,,0.00
Chris Payton,Peroni,81018,B R C Catering (P),8/3/2026,,1.00,,5.00
Nick Melissari,Peroni,31056,H Mart Inc (Space A103),8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,71004,Four Leaves,8/3/2026,,1.00,,3.00
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),8/3/2026,,1.00,,0.00
Allison Scott,Peroni,17009,Jimmy Geez (P),8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,71001,Peppercorn's,8/3/2026,,1.00,,0.00
Nick Melissari,Coors,92007,Brady's At(A)The Station,8/3/2026,,1.00,,3.00
Brian Sengebush,Peroni,190707,The Exchange,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),8/3/2026,,1.00,,0.00
Nick Melissari,Peroni,29014,Bar 503,8/3/2026,,1.00,,0.00
Allison Scott,Peroni,12057,YARD HOUSE 8384,8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,86002,Doghouse Saloon (Z),8/3/2026,,1.00,,0.00
Allison Scott,Peroni,15074,Bask 46,8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,192156,Hapgoods Restaurant,8/3/2026,,1.00,,0.00
Robin Feldman,Peroni,9009,Cedar Crest Village(607),8/3/2026,,1.00,,0.00
Matt Powierski,Peroni,42014,Segovia Steak House(A),8/3/2026,,1.00,,0.00
Brian Sengebush,Coors,190214,Johnnie's Tavern,8/3/2026,,1.00,,1.00
Dan Lagala,Peroni,44047,Sedona Tap House,8/3/2026,,1.00,,0.00
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,8/3/2026,,1.00,,0.00
Anthony Palmisano,Coors,231305,Early American Tavern,8/3/2026,,1.00,,2.00
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,7/31/2026,1.00,,1.00,
Matt Powierski,Peroni,37047,Dp's Pub & Seafood Grill,7/31/2026,1.00,,2.00,
Robin Feldman,Peroni,9001,Pompton Queen (P),7/31/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,40038,Forte Ristorante,7/31/2026,1.00,,1.00,
Allison Scott,Peroni,15004,Blackjack Mulligan's Public House,7/31/2026,1.00,,1.00,
Matt Powierski,Peroni,37001,Good Fella's (Z) Rest.,7/31/2026,1.00,,3.00,
Nick Melissari,Peroni,88003,W's Village Grille,7/31/2026,1.00,,1.00,
Brian Sengebush,Coors,230122,Krogh's Restaurant & Brew Pub,7/31/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,52003,Cassies (A),7/31/2026,1.00,,1.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),7/31/2026,1.00,,1.00,
Nick Melissari,Peroni,93002,Roxanne's A),7/31/2026,1.00,,3.00,
Nick Melissari,Coors,31059,Apres Cafe,7/31/2026,1.00,,2.00,
Nick Melissari,Peroni,96005,The Brick House (P),7/31/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,71001,Peppercorn's,7/31/2026,1.00,,1.00,
Dan Lagala,Peroni,49048,River Palm (A),7/31/2026,2.00,,4.00,
Brian Sengebush,Peroni,190921,White Owl Tavern,7/31/2026,1.00,,1.00,
Nick Melissari,Peroni,89001,Savini Rest (A),7/31/2026,1.00,,5.00,
Anthony Palmisano,Peroni,231213,The Kites (P),7/31/2026,1.00,,1.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),7/31/2026,1.00,,3.00,
Nick Melissari,Peroni,80063,Eddie V's,7/31/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),7/31/2026,1.00,,1.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,7/31/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,7/31/2026,2.00,,5.00,
Dan Lagala,Peroni,49072,JJ Dak,7/31/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,74010,Osteria Crescendo,7/30/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,65005,Dimora Ristorante (P),7/30/2026,1.00,,10.00,
Paul Mclaughlin,Peroni,62008,Bareburger (Closter),7/30/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,54001,Tenafly Pizza (Z),7/30/2026,1.00,,1.00,
Javier Melo,Coors,20061,Seguidilla 56 Lounge & Liquors,7/30/2026,1.00,,10.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,7/30/2026,1.00,,1.00,
Robin Feldman,Coors,1030,Elks Post 2236 (P),7/30/2026,1.00,,5.00,
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),7/30/2026,1.00,,3.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),7/30/2026,1.00,,1.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,7/30/2026,1.00,,1.00,
Nick Melissari,Coors,41026,Amc- Shops @ Riverside P,7/30/2026,1.00,,1.00,
Anthony Palmisano,Peroni,231302,Thirsty Farmer,7/30/2026,1.00,,2.00,
Chris Politano,Peroni,31037,Delaware North Met Life Stadium,7/30/2026,1.00,,2.00,
Allison Scott,Coors,21043,Duffy's Tavern (Z),7/30/2026,1.00,,5.00,
Anthony Palmisano,Coors,231302,Thirsty Farmer,7/30/2026,1.00,,6.00,
Robin Feldman,Peroni,12006,Novelli (P),7/30/2026,1.00,,2.00,
Brian Sengebush,Peroni,190925,Olive Garden Rockaway,7/30/2026,1.00,,1.00,
Dan Lagala,Peroni,44047,Sedona Tap House,7/30/2026,1.00,,1.00,
Brian Sengebush,Coors,191505,Mckenna's Pub (P),7/29/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,62011,Sear House (A),7/29/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,59001,ORA,7/29/2026,1.00,,2.00,
Allison Scott,Coors,5008,Celtic Crossings,7/29/2026,1.00,,1.00,
Allison Scott,Peroni,12035,Preakness Hills (A) cc,7/29/2026,1.00,,2.00,
Allison Scott,Peroni,14010,Uncorked (P),7/29/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,61004,Andiamo,7/29/2026,1.00,,1.00,
Anthony Palmisano,Peroni,231309,The Stuffed Olive_2,7/29/2026,1.00,,1.00,
Allison Scott,Peroni,15074,Bask 46,7/29/2026,1.00,,1.00,
Anthony Palmisano,Coors,1010,Jimmy Geez(North)Bar/Gril,7/29/2026,1.00,,1.00,
Mike Ast,Peroni,95001,Pazza,7/29/2026,1.00,,2.00,
Allison Scott,Peroni,24056,Jaime's (A),7/29/2026,1.00,,3.00,
Mike Ast,Peroni,84022,Park West Tavern,7/29/2026,1.00,,3.00,
Anthony Palmisano,Coors,1035,Old School Pub P),7/29/2026,1.00,,3.00,
Pablo Lopez,Peroni,25040,Palenque Bar & Grill(A),7/29/2026,1.00,,1.00,
Mike Ast,Peroni,84011,The Madison Rose,7/29/2026,1.00,,8.00,
Anthony Palmisano,Coors,1028,J & S Roadhouse,7/29/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,7/29/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,41020,Lidos Restaurant (P),7/29/2026,1.00,,1.00,
Nick Melissari,Peroni,30032,Panebianco Cucina Italiana,7/28/2026,1.00,,5.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),7/28/2026,1.00,,1.00,
Paul Mclaughlin,Coors,86002,Doghouse Saloon (Z),7/28/2026,1.00,,1.00,
Robin Feldman,Peroni,73007,Bensi (P),7/28/2026,1.00,,2.00,
Allison Scott,Coors,24019,Sharky's Wings(P),7/28/2026,1.00,,1.00,
Brian Sengebush,Peroni,190220,Reservoir Tavern(A),7/28/2026,1.00,,2.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),7/28/2026,1.00,,1.00,
Brian Sengebush,Coors,231715,Gyp's Tavern,7/28/2026,1.00,,3.00,
Nick Melissari,Peroni,93007,Rp Prime Restaurant,7/28/2026,1.00,,3.00,
Nick Melissari,Coors,92005,Kinchley's,7/28/2026,1.00,,2.00,
Brian Sengebush,Coors,190709,Adams (P),7/28/2026,1.00,,6.00,
Nick Melissari,Coors,80018,Millers Paramus Ale House,7/28/2026,1.00,,1.00,
Robin Feldman,Coors,12046,Packanack Lake Comm Asso,7/28/2026,1.00,,-1.00,
Allison Scott,Coors,7003,Blu Ale House,7/28/2026,1.00,,2.00,
Allison Scott,Coors,8006,pompton crafthouse,7/27/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,51014,Marriott (A) Teaneck,7/27/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),7/27/2026,1.00,,2.00,
Nick Melissari,Peroni,19006,Blackjack Mulligans (Hawthorne),7/24/2026,1.00,,1.00,
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,7/24/2026,1.00,,3.00,
Nick Melissari,Coors,19006,Blackjack Mulligans (Hawthorne),7/24/2026,1.00,,2.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,7/24/2026,1.00,,4.00,
Paul Mclaughlin,Coors,60012,Grant Street Cafe (A),7/24/2026,1.00,,3.00,
Robin Feldman,Peroni,73007,Bensi (P),7/24/2026,1.00,,1.00,
Allison Scott,Peroni,12020,Lakeside Drive Tavern,7/24/2026,1.00,,1.00,
Robin Feldman,Coors,12046,Packanack Lake Comm Asso,7/24/2026,1.00,,2.00,
Allison Scott,Coors,21043,Duffy's Tavern (Z),7/24/2026,1.00,,2.00,
Robin Feldman,Peroni,12058,Sports Friends Soccer (A),7/24/2026,1.00,,3.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,7/24/2026,1.00,,3.00,
Allison Scott,Peroni,12061,Raeya's,7/24/2026,1.00,,3.00,
Dan Lagala,Peroni,49048,River Palm (A),7/24/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,54011,Knickerbocker Golf (P),7/24/2026,1.00,,5.00,
Dan Lagala,Peroni,44025,Rudys (A),7/24/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,7/24/2026,1.00,,1.00,
Robin Feldman,Peroni,11004,Arca,7/24/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,74021,Bar Mutz,7/24/2026,1.00,,9.00,
Derrick Laws,Coors,20058,Krystal Bar(P) & Liqs.,7/24/2026,1.00,,10.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,7/24/2026,1.00,,1.00,
Mike Ast,Peroni,87006,Hohokus Inn & Tavern,7/24/2026,1.00,,2.00,
Nick Melissari,Peroni,30031,Paisano's,7/24/2026,1.00,,5.00,
Allison Scott,Peroni,10001,cherry's,7/23/2026,1.00,,1.00,
Brian Sengebush,Peroni,190707,The Exchange,7/23/2026,1.00,,1.00,
Robin Feldman,Peroni,230126,Hudson Farm Club,7/23/2026,1.00,,1.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),7/23/2026,1.00,,1.00,
Brian Sengebush,Peroni,190910,NORTE 175,7/23/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),7/23/2026,1.00,,2.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,7/23/2026,1.00,,1.00,
Allison Scott,Coors,12036,Brokedown Palace,7/23/2026,1.00,,2.00,
Brian Sengebush,Coors,190923,Knotty Pine Pub (P),7/23/2026,1.00,,2.00,
Allison Scott,Peroni,25004,Matthews Italian Rest,7/23/2026,1.00,,10.00,
Brian Sengebush,Coors,230702,Hyde-Away Rest & Tap Room,7/23/2026,1.00,,1.00,
Nick Melissari,Peroni,29036,Mr.Bruno's,7/23/2026,1.00,,1.00,
Allison Scott,Peroni,25009,Spuntino Wine Bar/Italian,7/23/2026,1.00,,9.00,
Paul Mclaughlin,Peroni,63002,Alpine C.C. (Z),7/23/2026,1.00,,4.00,
Anthony Palmisano,Peroni,3014,Il Palazzo (Z),7/23/2026,1.00,,2.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),7/23/2026,1.00,,2.00,
Anthony Palmisano,Coors,231304,The Lamp Post Inn,7/23/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,74010,Osteria Crescendo,7/23/2026,1.00,,1.00,
Allison Scott,Peroni,13015,Rare The Steakhouse (Z),7/23/2026,1.00,,1.00,
Anthony Palmisano,Coors,231207,Great Gorge Golf (A) Club,7/23/2026,1.00,,4.00,
Office Tell Sell,Peroni,52038,Grissini's Restaurant,7/23/2026,1.00,,6.00,
Mike Ast,Peroni,95001,Pazza,7/23/2026,2.00,,3.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,7/23/2026,1.00,,1.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,7/23/2026,1.00,,1.00,
Robin Feldman,Peroni,191524,GRIFFIN & HOWE,7/23/2026,1.00,,5.00,
Brian Sengebush,Peroni,230402,Bella Italio Rest.(P),7/23/2026,1.00,,1.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),7/23/2026,1.00,,1.00,
Nick Melissari,Coors,32005,Biggies (A),7/23/2026,1.00,,1.00,
Anthony Palmisano,Peroni,6001,Cafe' Chameleon,7/23/2026,1.00,,3.00,
Nick Melissari,Peroni,32005,Biggies (A),7/23/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52018,Aumm Aumm @The Brownstone,7/23/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,7/22/2026,1.00,,1.00,
Nick Melissari,Peroni,85003,Arturo's Restaurnt,7/22/2026,1.00,,1.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,7/22/2026,1.00,,1.00,
Anthony Palmisano,Coors,230929,Airport Pub & Pkg,7/22/2026,1.00,,5.00,
Paul Mclaughlin,Coors,60002,QB's Bar and Grill,7/22/2026,1.00,,2.00,
Anthony Palmisano,Coors,1035,Old School Pub P),7/22/2026,1.00,,3.00,
Allison Scott,Peroni,19021,The Front Porch (Z),7/22/2026,1.00,,1.00,
Nick Melissari,Peroni,80042,Olive Garden Paramus,7/22/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),7/22/2026,1.00,,1.00,
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),7/22/2026,1.00,,2.00,
Nick Melissari,Peroni,93007,Rp Prime Restaurant,7/22/2026,1.00,,3.00,
Anthony Palmisano,Coors,231303,The Sussex Saloon,7/22/2026,1.00,,1.00,
Allison Scott,Peroni,12008,North Jersey C C,7/22/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,57004,River & Henley,7/22/2026,1.00,,1.00,
Chris Payton,Peroni,81018,B R C Catering (P),7/22/2026,1.00,,5.00,
Dan Lagala,Coors,44035,O'Malleys Pub LLC DBA Blackbird Pub,7/22/2026,1.00,,1.00,
Robin Feldman,Coors,231314,Elks Lodge 2288,7/22/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,68003,Aurora Restaurant,7/22/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,62011,Sear House (A),7/22/2026,1.00,,5.00,
Anthony Palmisano,Coors,1214,Whiskey Wolf Tavern (P),7/22/2026,1.00,,3.00,
Anthony Palmisano,Coors,230119,Smokey's Brick Oven Tav.,7/22/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,40026,Brooklyn's (A),7/21/2026,1.00,,3.00,
Nick Melissari,Peroni,49047,LaNoma Italian Steakhouse,7/21/2026,1.00,,8.00,
Brian Sengebush,Peroni,190601,Thatcher Mcghee's (A),7/21/2026,1.00,,1.00,
Javier Melo,Coors,20055,Paruta's (A),7/21/2026,1.00,,10.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),7/21/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,59001,ORA,7/21/2026,1.00,,2.00,
Dan Lagala,Peroni,45015,Tivoli Restaurant,7/21/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,52030,Sofia,7/21/2026,1.00,,4.00,
Mike Ast,Peroni,83011,Stone & Rail,7/21/2026,1.00,,2.00,
Derrick Laws,Peroni,20038,Patsy's (A) Tavern,7/21/2026,1.00,,1.00,
Allison Scott,Peroni,7003,Blu Ale House,7/21/2026,1.00,,1.00,
Robin Feldman,Peroni,1032,Prime 374 - Seafood & Steak,7/21/2026,1.00,,3.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,7/21/2026,1.00,,1.00,
Brian Sengebush,Coors,231715,Gyp's Tavern,7/21/2026,1.00,,5.00,
Mike Ast,Peroni,84007,Steel Wheel Tavern,7/21/2026,1.00,,3.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),7/21/2026,1.00,,1.00,
Nick Melissari,Peroni,29014,Bar 503,7/21/2026,1.00,,2.00,
Nick Melissari,Peroni,96007,The Original Barn,7/21/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,7/20/2026,1.00,,1.00,
Nick Melissari,Peroni,80011,Casa De Montecristo,7/20/2026,1.00,,2.00,
Paul Mclaughlin,Coors,60012,Grant Street Cafe (A),7/20/2026,1.00,,3.00,
Allison Scott,Peroni,15036,River Terrace Inn(P),7/20/2026,1.00,,10.00,
