Sales Rep Assigned,Brand Family,Customer Num,Customer Name,Date,Placement Count   5/1/2026 - 7/31/2026,Placement Count   8/1/2026 - 8/31/2026,Cases   5/1/2026 - 7/31/2026,Cases   8/1/2026 - 8/31/2026
Allison Scott,Peroni,12036,Brokedown Palace,7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,45020,Tutto A Modo Mio,7/1/2026,1.00,,6.00,
Nick Melissari,Peroni,93005,Mason Jar Restaurant,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,12057,YARD HOUSE 8384,7/1/2026,1.00,,0.00,
Allison Scott,Peroni,13005,Sear,7/1/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,71001,Peppercorn's,7/1/2026,1.00,,0.00,
Brian Sengebush,Peroni,190707,The Exchange,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,7/1/2026,1.00,,1.00,
Brian Sengebush,Coors,1017,Millers Ale House Rockawa,7/1/2026,1.00,,0.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),7/1/2026,1.00,,2.00,
Nick Melissari,Peroni,94013,Portobello Feasts,7/1/2026,1.00,,0.00,
Paul Mclaughlin,Peroni,52018,Aumm Aumm @The Brownstone,6/30/2026,1.00,,2.00,
Nick Melissari,Peroni,31048,Song'E Napule,6/30/2026,1.00,,10.00,
Brian Sengebush,Coors,231714,Mountain House Tav & Gril,6/30/2026,1.00,,1.00,
Nick Melissari,Coors,80007,The Orange Lantern,6/30/2026,1.00,,2.00,
Allison Scott,Coors,7003,Blu Ale House,6/30/2026,1.00,,1.00,
Robin Feldman,Peroni,190607,Rockaway River Cc(P),6/30/2026,1.00,,3.00,
Nick Melissari,Peroni,31039,Yard House 8390,6/30/2026,1.00,,3.00,
Anthony Palmisano,Peroni,231213,The Kites (P),6/30/2026,1.00,,1.00,
Nick Melissari,Peroni,80018,Millers Paramus Ale House,6/30/2026,1.00,,1.00,
Brian Sengebush,Coors,230405,Sheridan Lodge (P),6/30/2026,1.00,,1.00,
Nick Melissari,Peroni,31049,Marcus Live Bar & Grille,6/30/2026,1.00,,2.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),6/30/2026,1.00,,1.00,
Robin Feldman,Coors,231708,American Lgn Branchville,6/30/2026,1.00,,2.00,
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),6/30/2026,3.00,,2.00,
Allison Scott,Peroni,12057,YARD HOUSE 8384,6/30/2026,1.00,,1.00,
Anthony Palmisano,Coors,230930,Brick & Brew,6/30/2026,1.00,,2.00,
Brian Sengebush,Coors,231715,Gyp's Tavern,6/30/2026,1.00,,5.00,
Paul Mclaughlin,Coors,60012,Grant Street Cafe (A),6/29/2026,1.00,,3.00,
Anthony Palmisano,Coors,231206,Vfw 8441 Vernon,6/29/2026,1.00,,3.00,
Allison Scott,Peroni,12018,KRIOS Prime,6/29/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,54001,Tenafly Pizza (Z),6/29/2026,1.00,,2.00,
Nick Melissari,Peroni,31056,H Mart Inc (Space A103),6/29/2026,1.00,,10.00,
Nick Melissari,Peroni,31049,Marcus Live Bar & Grille,6/29/2026,1.00,,3.00,
Matt Powierski,Peroni,37047,Dp's Pub & Seafood Grill,6/27/2026,2.00,,7.00,
Chris Payton,Peroni,76014,Que Pasta (A),6/27/2026,1.00,,1.00,
Allison Scott,Peroni,12026,WAYNE ALE HOUSE & PIZZA,6/27/2026,1.00,,1.00,
Nick Melissari,Peroni,49022,El asadero Mexican Grill (Fort Lee),6/27/2026,1.00,,1.00,
Nick Melissari,Peroni,28027,Roma Rest. (P),6/27/2026,1.00,,1.00,
Anthony Palmisano,Peroni,230921,ACQUAVIVA RESTAURANT,6/27/2026,1.00,,1.00,
Dan Lagala,Peroni,49048,River Palm (A),6/27/2026,2.00,,7.00,
Mike Ast,Peroni,95001,Pazza,6/27/2026,2.00,,5.00,
Brian Sengebush,Coors,191706,Freddy's Lake House Bar And Grill,6/27/2026,1.00,,2.00,
Robin Feldman,Peroni,12006,Novelli (P),6/27/2026,1.00,,2.00,
Phil Ernst,Peroni,76021,Saddle Brook Liquor & Bar,6/27/2026,1.00,,2.00,
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,6/27/2026,1.00,,2.00,
Nick Melissari,Peroni,32005,Biggies (A),6/26/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),6/26/2026,1.00,,1.00,
Brian Sengebush,Peroni,190102,Lake Valhalla Club (P),6/26/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,69007,Florentine Garden,6/26/2026,1.00,,2.00,
Allison Scott,Coors,8004,The Side Door (P),6/26/2026,1.00,,2.00,
Nick Melissari,Coors,32005,Biggies (A),6/26/2026,1.00,,1.00,
Robin Feldman,Peroni,31009,Vesta Wood Fired Pizza,6/26/2026,1.00,,2.00,
Nick Melissari,Peroni,85003,Arturo's Restaurnt,6/26/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,56004,Jack E Pooh's,6/26/2026,1.00,,1.00,
Nick Melissari,Peroni,40024,Maggiano's Little(A)Italy,6/26/2026,1.00,,3.00,
Robin Feldman,Coors,1030,Elks Post 2236 (P),6/26/2026,1.00,,2.00,
Anthony Palmisano,Coors,230917,Doc's Place (P),6/26/2026,1.00,,1.00,
Dan Lagala,Coors,44035,O'Malleys Pub LLC DBA Blackbird Pub,6/26/2026,1.00,,1.00,
Nick Melissari,Peroni,30031,Paisano's,6/26/2026,1.00,,5.00,
Brian Sengebush,Peroni,190925,Olive Garden Rockaway,6/26/2026,1.00,,1.00,
Nick Melissari,Peroni,89001,Savini Rest (A),6/26/2026,1.00,,5.00,
Robin Feldman,Coors,1026,American Legion Post 289 (A) West Milford,6/26/2026,1.00,,4.00,
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),6/26/2026,1.00,,3.00,
Mike Ast,Peroni,87006,Hohokus Inn & Tavern,6/26/2026,1.00,,1.00,
Anthony Palmisano,Coors,1014,Chido Mexican Kitchen,6/26/2026,1.00,,1.00,
Anthony Palmisano,Coors,230119,Smokey's Brick Oven Tav.,6/26/2026,1.00,,1.00,
Nick Melissari,Peroni,29014,Bar 503,6/26/2026,1.00,,1.00,
Anthony Palmisano,Coors,230915,Crystal Sprs/Wild Turkey,6/25/2026,1.00,,-1.00,
Derrick Laws,Peroni,15008,Westmount Country Club,6/25/2026,1.00,,4.00,
Allison Scott,Coors,25083,Rutt's Hut (A),6/25/2026,1.00,,3.00,
Robin Feldman,Peroni,30017,Renaissance Meadowlands,6/25/2026,1.00,,3.00,
Nick Melissari,Peroni,80042,Olive Garden Paramus,6/25/2026,1.00,,1.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,6/25/2026,1.00,,1.00,
Robin Feldman,Peroni,49067,Taverna Veranda,6/25/2026,2.00,,6.00,
Brian Sengebush,Coors,231703,AG Pizza and Restaurant (Branchville),6/25/2026,1.00,,2.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,6/25/2026,2.00,,-4.00,
Allison Scott,Peroni,12020,Lakeside Drive Tavern,6/25/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,72002,Bareburger (Woodcliff Lake),6/25/2026,1.00,,1.00,
Brian Sengebush,Coors,190704,Tavern On The Rocks,6/25/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,6/25/2026,1.00,,1.00,
Nick Melissari,Peroni,94013,Portobello Feasts,6/25/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,62008,Bareburger (Closter),6/25/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),6/25/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),6/25/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,81029,Cosmo Club (Z),6/25/2026,1.00,,2.00,
Nick Melissari,Coors,80018,Millers Paramus Ale House,6/25/2026,1.00,,1.00,
Nick Melissari,Peroni,94002,Trovato's Due (Z),6/25/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,57004,River & Henley,6/25/2026,1.00,,1.00,
Allison Scott,Coors,15004,Blackjack Mulligan's Public House,6/25/2026,1.00,,1.00,
Jim Heaney,Peroni,30030,Sonoma Bistro,6/25/2026,1.00,,1.00,
Anthony Palmisano,Coors,230930,Brick & Brew,6/25/2026,1.00,,2.00,
Brian Sengebush,Peroni,190217,Nostrana Ristorante,6/25/2026,2.00,,10.00,
Allison Scott,Peroni,12014,Olive Garden (A) Wayne,6/25/2026,1.00,,1.00,
Brian Sengebush,Peroni,190220,Reservoir Tavern(A),6/25/2026,1.00,,2.00,
Allison Scott,Peroni,13005,Sear,6/25/2026,1.00,,3.00,
Allison Scott,Peroni,14010,Uncorked (P),6/25/2026,1.00,,2.00,
Robin Feldman,Peroni,73007,Bensi (P),6/24/2026,1.00,,2.00,
Mike Ast,Peroni,84007,Steel Wheel Tavern,6/24/2026,1.00,,2.00,
Nick Melissari,Peroni,93007,Rp Prime Restaurant,6/24/2026,1.00,,5.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),6/24/2026,1.00,,1.00,
Mike Ast,Peroni,84011,The Madison Rose,6/24/2026,2.00,,5.00,
Anthony Palmisano,Coors,1035,Old School Pub P),6/24/2026,1.00,,3.00,
Mike Ast,Peroni,84022,Park West Tavern,6/24/2026,1.00,,3.00,
Nick Melissari,Peroni,49043,De Novo European Pub,6/24/2026,1.00,,1.00,
Allison Scott,Peroni,7003,Blu Ale House,6/24/2026,1.00,,1.00,
Allison Scott,Peroni,15074,Bask 46,6/24/2026,1.00,,1.00,
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),6/24/2026,1.00,,1.00,
Allison Scott,Coors,21043,Duffy's Tavern (Z),6/24/2026,1.00,,5.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),6/24/2026,1.00,,1.00,
Allison Scott,Coors,24019,Sharky's Wings(P),6/24/2026,1.00,,1.00,
Robin Feldman,Peroni,190908,4 Seasons Restaurant,6/24/2026,1.00,,1.00,
Allison Scott,Peroni,17009,Jimmy Geez (P),6/24/2026,1.00,,1.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),6/24/2026,1.00,,1.00,
Anthony Palmisano,Coors,231207,Great Gorge Golf (A) Club,6/24/2026,1.00,,2.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,6/24/2026,1.00,,1.00,
Nick Melissari,Coors,93005,Mason Jar Restaurant,6/24/2026,1.00,,3.00,
Robin Feldman,Peroni,9001,Pompton Queen (P),6/24/2026,1.00,,2.00,
Brian Sengebush,Peroni,190601,Thatcher Mcghee's (A),6/24/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,6/24/2026,1.00,,1.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),6/24/2026,1.00,,1.00,
Robin Feldman,Peroni,32020,Il Villaggio Rest,6/23/2026,1.00,,5.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),6/23/2026,1.00,,2.00,
Brian Sengebush,Coors,1017,Millers Ale House Rockawa,6/23/2026,1.00,,1.00,
Nick Melissari,Peroni,29014,Bar 503,6/23/2026,2.00,,2.00,
Allison Scott,Peroni,12026,WAYNE ALE HOUSE & PIZZA,6/23/2026,1.00,,1.00,
Nick Melissari,Peroni,31029,Annabella's House Of Mozz,6/23/2026,2.00,,12.00,
Nick Melissari,Peroni,31039,Yard House 8390,6/23/2026,1.00,,2.00,
Nick Melissari,Peroni,31056,H Mart Inc (Space A103),6/23/2026,1.00,,4.00,
Allison Scott,Peroni,12008,North Jersey C C,6/23/2026,1.00,,2.00,
Paul Mclaughlin,Coors,70008,Hearth & Tap Co.,6/23/2026,1.00,,-7.00,
Nick Melissari,Coors,39018,Texas Roadhouse,6/23/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,6/23/2026,1.00,,1.00,
Nick Melissari,Peroni,31017,Victory Sports Bar,6/23/2026,1.00,,24.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),6/23/2026,1.00,,2.00,
Robin Feldman,Peroni,12025,Vila Verde (P) Rest.,6/23/2026,2.00,,6.00,
Robin Feldman,Coors,230433,Stillwater Area Vol Fire,6/23/2026,1.00,,2.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,6/22/2026,2.00,,8.00,
Allison Scott,Coors,11007,Meadows Golf Club(P),6/22/2026,1.00,,5.00,
Anthony Palmisano,Coors,230915,Crystal Sprs/Wild Turkey,6/22/2026,1.00,,4.00,
Nick Melissari,Peroni,93008,Nonna's Pizza,6/22/2026,1.00,,1.00,
Nick Melissari,Peroni,78007,Woodstone Pizza B & G,6/22/2026,1.00,,1.00,
Nick Melissari,Coors,80018,Millers Paramus Ale House,6/22/2026,1.00,,1.00,
Anthony Palmisano,Coors,2004,Sam's Bar and Grill,6/19/2026,1.00,,10.00,
Robin Feldman,Peroni,31009,Vesta Wood Fired Pizza,6/19/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,86007,Bacari,6/19/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,74021,Bar Mutz,6/19/2026,1.00,,7.00,
Paul Mclaughlin,Peroni,57007,New Bridge Inn(A),6/19/2026,1.00,,2.00,
Allison Scott,Peroni,12061,Raeya's,6/19/2026,2.00,,4.00,
Allison Scott,Peroni,24026,Rock Bar,6/19/2026,1.00,,1.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,6/19/2026,1.00,,-3.00,
Paul Mclaughlin,Peroni,39006,Fat Bastard & Sons,6/19/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,71011,Marriott (P) Park Ridge,6/19/2026,1.00,,1.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,6/19/2026,1.00,,3.00,
Dan Lagala,Peroni,49048,River Palm (A),6/19/2026,2.00,,7.00,
Paul Mclaughlin,Peroni,52030,Sofia,6/19/2026,1.00,,3.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,6/19/2026,1.00,,1.00,
Brian Sengebush,Peroni,190219,Columbia Inn,6/19/2026,1.00,,1.00,
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,6/19/2026,1.00,,2.00,
Nick Melissari,Peroni,96005,The Brick House (P),6/19/2026,1.00,,2.00,
Dan Lagala,Peroni,44025,Rudys (A),6/19/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,6/19/2026,1.00,,1.00,
Anthony Palmisano,Coors,230917,Doc's Place (P),6/19/2026,1.00,,3.00,
Allison Scott,Peroni,25009,Spuntino Wine Bar/Italian,6/19/2026,1.00,,4.00,
Paul Mclaughlin,Coors,60012,Grant Street Cafe (A),6/18/2026,1.00,,3.00,
Anthony Palmisano,Peroni,230915,Crystal Sprs/Wild Turkey,6/18/2026,1.00,,1.00,
Robin Feldman,Peroni,230126,Hudson Farm Club,6/18/2026,1.00,,4.00,
Robin Feldman,Peroni,88009,Matthew Colonial Rest(A),6/18/2026,1.00,,2.00,
Allison Scott,Peroni,12048,Anthonys CF Pizza (Wayne),6/18/2026,1.00,,1.00,
Nick Melissari,Peroni,28008,Tavern On Ridge,6/18/2026,1.00,,2.00,
Nick Melissari,Coors,32005,Biggies (A),6/18/2026,1.00,,1.00,
Robin Feldman,Peroni,11004,Arca,6/18/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,81029,Cosmo Club (Z),6/18/2026,1.00,,2.00,
Nick Melissari,Peroni,31028,The Union Bar & Provisions,6/18/2026,1.00,,1.00,
Nick Melissari,Peroni,88007,Charlie's Place,6/18/2026,1.00,,6.00,
Anthony Palmisano,Peroni,231210,Bally Owen Golf Club,6/18/2026,1.00,,1.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,6/18/2026,1.00,,1.00,
Matt Powierski,Peroni,42014,Segovia Steak House(A),6/18/2026,1.00,,1.00,
Office Tell Sell,Peroni,42016,Palermo Cafe (A),6/18/2026,1.00,,1.00,
Robin Feldman,Peroni,12006,Novelli (P),6/18/2026,1.00,,2.00,
Robin Feldman,Coors,71015,Park Ridge Vol Fire Dept,6/18/2026,1.00,,4.00,
Anthony Palmisano,Coors,1023,The New Jessies Kettle(P),6/18/2026,2.00,,6.00,
Allison Scott,Coors,15004,Blackjack Mulligan's Public House,6/18/2026,1.00,,1.00,
Allison Scott,Peroni,12008,North Jersey C C,6/18/2026,1.00,,3.00,
Anthony Palmisano,Coors,191207,Daily Planet (A),6/18/2026,1.00,,5.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),6/18/2026,1.00,,2.00,
Anthony Palmisano,Coors,230930,Brick & Brew,6/18/2026,1.00,,1.00,
Nick Melissari,Peroni,31017,Victory Sports Bar,6/18/2026,1.00,,49.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,6/17/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,81024,Anthony's Coal Fired Pizza (Fair Lawn),6/17/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,69012,449 Prime @ Edgewood Country Club,6/17/2026,2.00,,4.00,
Paul Mclaughlin,Peroni,56001,Tony's Italian Cuisine,6/17/2026,1.00,,2.00,
Brian Sengebush,Coors,231714,Mountain House Tav & Gril,6/17/2026,1.00,,2.00,
Nick Melissari,Peroni,31056,H Mart Inc (Space A103),6/17/2026,1.00,,6.00,
Paul Mclaughlin,Peroni,61004,Andiamo,6/17/2026,1.00,,1.00,
Brian Sengebush,Coors,190709,Adams (P),6/17/2026,1.00,,3.00,
Mike Ast,Peroni,84007,Steel Wheel Tavern,6/17/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,62011,Sear House (A),6/17/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,62002,Rudy's Pizzeria (P),6/17/2026,1.00,,2.00,
Mike Ast,Peroni,84022,Park West Tavern,6/17/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,59001,ORA,6/17/2026,1.00,,5.00,
Robin Feldman,Coors,1030,Elks Post 2236 (P),6/17/2026,1.00,,4.00,
Anthony Palmisano,Coors,231302,Thirsty Farmer,6/17/2026,1.00,,5.00,
Robin Feldman,Peroni,66001,Montammy Golf Club (P),6/17/2026,2.00,,4.00,
Anthony Palmisano,Peroni,231309,The Stuffed Olive_2,6/17/2026,1.00,,1.00,
Brian Sengebush,Coors,191722,Jeffrey A Miller Catering,6/17/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,81002,Shoti Bread House,6/17/2026,1.00,,2.00,
Nick Melissari,Peroni,96010,Aldo's Italian Rest(Z),6/17/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,65003,Verana,6/17/2026,1.00,,5.00,
Allison Scott,Peroni,12037,Maggies Town Tavern Ii,6/17/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,65007,86 and Vine,6/17/2026,1.00,,1.00,
Dan Lagala,Peroni,44027,354 Steakhouse (A),6/17/2026,1.00,,2.00,
Anthony Palmisano,Coors,231303,The Sussex Saloon,6/17/2026,1.00,,1.00,
Dave Ehlers,Peroni,52013,Lulu Lounge,6/17/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,62003,Stern And Bow,6/17/2026,1.00,,1.00,
Allison Scott,Peroni,12038,Tommy's Tavern + Tap (Wayne),6/16/2026,1.00,,1.00,
Allison Scott,Peroni,24031,Tommy's Tavern & Tap (Clifton),6/16/2026,2.00,,2.00,
Javier Melo,Coors,20055,Paruta's (A),6/16/2026,1.00,,10.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),6/16/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,70013,Flemings Prime Steakhouse and Wine Bar,6/16/2026,1.00,,3.00,
Allison Scott,Peroni,11011,Sunset Pub & Grill(Z),6/16/2026,1.00,,1.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,6/16/2026,1.00,,10.00,
Paul Mclaughlin,Peroni,61004,Andiamo,6/16/2026,1.00,,1.00,
Nick Melissari,Peroni,96001,Wyckoff Tavern Kitchen and Bar,6/16/2026,1.00,,1.00,
Allison Scott,Coors,7003,Blu Ale House,6/16/2026,1.00,,1.00,
Mike Ast,Coors,83008,Glen Rock Ac Clb(P),6/16/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,39007,Club Flamingo (A),6/16/2026,1.00,,2.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,6/16/2026,1.00,,1.00,
Robin Feldman,Peroni,73007,Bensi (P),6/16/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,40026,Brooklyn's (A),6/16/2026,1.00,,4.00,
Dan Lagala,Peroni,49034,In Napoli (A),6/16/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,52030,Sofia,6/16/2026,1.00,,4.00,
Allison Scott,Coors,5008,Celtic Crossings,6/16/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,61003,White Beeches Golf Club,6/16/2026,1.00,,1.00,
Anthony Palmisano,Coors,231207,Great Gorge Golf (A) Club,6/16/2026,1.00,,4.00,
Paul Mclaughlin,Peroni,68003,Aurora Restaurant,6/15/2026,2.00,,7.00,
Paul Mclaughlin,Peroni,52018,Aumm Aumm @The Brownstone,6/15/2026,1.00,,1.00,
Robin Feldman,Peroni,9009,Cedar Crest Village(607),6/15/2026,1.00,,1.00,
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,6/15/2026,1.00,,3.00,
Allison Scott,Peroni,23001,Bogey's Sport Bar,6/12/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,54001,Tenafly Pizza (Z),6/12/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,39006,Fat Bastard & Sons,6/12/2026,1.00,,1.00,
Robin Feldman,Peroni,12019,In The Crease (P),6/12/2026,1.00,,2.00,
Robin Feldman,Peroni,11004,Arca,6/12/2026,1.00,,2.00,
Nick Melissari,Peroni,94004,Hansil's Bar (P),6/12/2026,1.00,,1.00,
Allison Scott,Peroni,19002,Puzo's Pizza,6/12/2026,1.00,,1.00,
Nick Melissari,Peroni,32008,Steve's Bar & Grill (A),6/12/2026,1.00,,2.00,
Nick Melissari,Coors,19006,Blackjack Mulligans (Hawthorne),6/12/2026,1.00,,3.00,
Anthony Palmisano,Peroni,6001,Cafe' Chameleon,6/12/2026,1.00,,3.00,
Anthony Palmisano,Coors,1035,Old School Pub P),6/12/2026,1.00,,3.00,
Allison Scott,Peroni,14003,Murph's Bar & Liquor,6/12/2026,1.00,,5.00,
Allison Scott,Peroni,12026,WAYNE ALE HOUSE & PIZZA,6/12/2026,1.00,,2.00,
Derrick Laws,Coors,20058,Krystal Bar(P) & Liqs.,6/12/2026,1.00,,10.00,
Paul Mclaughlin,Peroni,81027,RP Prime Steakhouse,6/12/2026,1.00,,4.00,
Nick Melissari,Peroni,93002,Roxanne's A),6/12/2026,1.00,,3.00,
Paul Mclaughlin,Coors,40032,Side Bar,6/12/2026,1.00,,2.00,
Mike Ast,Peroni,95001,Pazza,6/12/2026,1.00,,3.00,
Nick Melissari,Peroni,49085,Tommy's Tavern + Tap (Edgewater),6/12/2026,1.00,,1.00,
Nick Melissari,Peroni,28027,Roma Rest. (P),6/12/2026,1.00,,1.00,
Anthony Palmisano,Coors,231305,Early American Tavern,6/12/2026,1.00,,2.00,
Nick Melissari,Peroni,40024,Maggiano's Little(A)Italy,6/12/2026,1.00,,3.00,
Chris Payton,Peroni,81018,B R C Catering (P),6/12/2026,1.00,,3.00,
Paul Mclaughlin,Peroni,52003,Cassies (A),6/12/2026,1.00,,1.00,
Allison Scott,Peroni,15067,Naxos Estiatorio,6/12/2026,1.00,,1.00,
Nick Melissari,Peroni,80063,Eddie V's,6/12/2026,1.00,,2.00,
Dan Lagala,Coors,44035,O'Malleys Pub LLC DBA Blackbird Pub,6/12/2026,1.00,,1.00,
Allison Scott,Peroni,12064,In The Drink@Passaic Gc,6/12/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,70004,Davey's Locker (A),6/12/2026,1.00,,1.00,
Pablo Lopez,Peroni,25040,Palenque Bar & Grill(A),6/12/2026,1.00,,1.00,
Nick Melissari,Peroni,31013,Elia Restaurant,6/12/2026,1.00,,4.00,
Allison Scott,Coors,12026,WAYNE ALE HOUSE & PIZZA,6/12/2026,1.00,,1.00,
Dan Lagala,Peroni,49072,JJ Dak,6/11/2026,1.00,,3.00,
Brian Sengebush,Coors,191508,Elks Post 782 (Z),6/11/2026,1.00,,3.00,
Nick Melissari,Peroni,96005,The Brick House (P),6/11/2026,1.00,,5.00,
Derrick Laws,Peroni,15008,Westmount Country Club,6/11/2026,1.00,,2.00,
Allison Scott,Peroni,12013,Jalapenos Mexican Grill,6/11/2026,1.00,,1.00,
Nick Melissari,Peroni,94002,Trovato's Due (Z),6/11/2026,1.00,,1.00,
Robin Feldman,Coors,230934,Wallkill Golf Club,6/11/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,59005,Hackensack Golf (A),6/11/2026,2.00,,2.00,
Paul Mclaughlin,Peroni,71005,Park Steakhouse,6/11/2026,1.00,,2.00,
Anthony Palmisano,Peroni,231302,Thirsty Farmer,6/11/2026,1.00,,2.00,
Nick Melissari,Peroni,29028,Angelo's Restaurant,6/11/2026,1.00,,7.00,
Robin Feldman,Coors,12023,The Village Inn,6/11/2026,1.00,,1.00,
Brian Sengebush,Peroni,190219,Columbia Inn,6/11/2026,1.00,,1.00,
Nick Melissari,Peroni,29045,Teros Snack Bar,6/11/2026,1.00,,1.00,
Nick Melissari,Peroni,32005,Biggies (A),6/11/2026,1.00,,2.00,
Brian Sengebush,Coors,190923,Knotty Pine Pub (P),6/11/2026,1.00,,2.00,
Allison Scott,Peroni,22016,Johnny A's (P) Hitchn Pos,6/11/2026,1.00,,2.00,
Brian Sengebush,Coors,1024,Buffalo Wild Wings (Rockaway),6/11/2026,1.00,,1.00,
Robin Feldman,Peroni,9001,Pompton Queen (P),6/11/2026,2.00,,2.00,
Brian Sengebush,Coors,230702,Hyde-Away Rest & Tap Room,6/11/2026,1.00,,1.00,
Allison Scott,Peroni,13005,Sear,6/11/2026,1.00,,4.00,
Robin Feldman,Peroni,191524,GRIFFIN & HOWE,6/11/2026,1.00,,5.00,
Brian Sengebush,Coors,230407,Fountain House (Z),6/11/2026,1.00,,2.00,
Nick Melissari,Peroni,93005,Mason Jar Restaurant,6/11/2026,1.00,,-1.00,
Paul Mclaughlin,Peroni,70008,Hearth & Tap Co.,6/11/2026,1.00,,1.00,
Robin Feldman,Peroni,192156,Hapgoods Restaurant,6/11/2026,1.00,,1.00,
Nick Melissari,Peroni,92002,Anthony's CF Pizza (A) (Ramsey),6/11/2026,2.00,,3.00,
Mike Ast,Peroni,84015,The Office 2131 Ridgewood,6/11/2026,1.00,,1.00,
Office Tell Sell,Peroni,47007,Luigi's Rest (P),6/11/2026,1.00,,1.00,
Allison Scott,Peroni,14010,Uncorked (P),6/11/2026,1.00,,2.00,
Paul Mclaughlin,Peroni,69009,Rivervale Country Club,6/11/2026,1.00,,1.00,
Anthony Palmisano,Coors,3011,Flip's Bar (P),6/11/2026,1.00,,1.00,
Robin Feldman,Peroni,31022,Candlewick,6/11/2026,1.00,,1.00,
Paul Mclaughlin,Peroni,54011,Knickerbocker Golf (P),6/11/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,41020,Lidos Restaurant (P),6/11/2026,1.00,,2.00,
Phil Ernst,Coors,76021,Saddle Brook Liquor & Bar,6/11/2026,1.00,,5.00,
Paul Mclaughlin,Peroni,40008,Tavern 61 (Z),6/10/2026,1.00,,3.00,
