Customer Num,Customer Name,Sales Rep Assigned,City,Route,On-Off Premise
49076,Raku Izakaya (Z),Dan Lagala,Unknown,Unknown,On Premise
45004,Ridgefield Liq (Z),Dan Lagala,Ridgefield,Palisades Park Wed,Off Premise
49048,River Palm (A),Dan Lagala,Unknown,Unknown,On Premise
46006,Rock 21,Dan Lagala,Unknown,Unknown,On Premise
44049,Rome Liquor (Cliffside Park),Dan Lagala,Cliffside Park,10051 Wed,Off Premise
43005,Rome Liquors (Fairview),Dan Lagala,Fairview,Edgewater Fri,Off Premise
44025,Rudys (A),Dan Lagala,Unknown,Unknown,On Premise
44047,Sedona Tap House,Dan Lagala,Unknown,Unknown,On Premise
46010,So Noon Nan Jib,Dan Lagala,Unknown,Unknown,On Premise
49053,Soho (Z),Dan Lagala,Unknown,Unknown,On Premise
44044,Sonsonate Rest(P),Dan Lagala,Unknown,Unknown,On Premise
46014,Soosang Hand Pocha,Dan Lagala,Unknown,Unknown,On Premise
44040,Stop N Go Conven. (P),Dan Lagala,Cliffside Park,Edgewater Thu,Off Premise
54006,Tenafly Fine Wine & Spirits,Dan Lagala,Tenafly,Norwood Wed,Off Premise
46020,Third Floor Cafe,Dan Lagala,Unknown,Unknown,On Premise
45015,Tivoli Restaurant,Dan Lagala,Unknown,Unknown,On Premise
49031,Top Shelf Liquors,Dan Lagala,Unknown,Unknown,Off Premise
49024,Ventana's Restaurant,Dan Lagala,Unknown,Unknown,On Premise
44039,Villa Amalfi,Dan Lagala,Unknown,Unknown,On Premise
44031,Viva La Margarita Cliffside Park,Dan Lagala,Unknown,Unknown,On Premise
49041,WOOGA,Dan Lagala,Unknown,Unknown,On Premise
201096,Whole Foods #10102 (Edgewater),Dan Lagala,Unknown,Unknown,Off Premise
44002,Wine And Food Mart (Z),Dan Lagala,Unknown,Unknown,Off Premise
54007,Wine Ventures,Dan Lagala,Tenafly,Norwood Tue,Off Premise
44005,Winston Wine & Liq,Dan Lagala,Unknown,Unknown,Off Premise
41015,99 Ranch Market,Dave Ehlers,Unknown,Unknown,Off Premise
57001,Barrel & Brew Bar & Liq,Dave Ehlers,New Milford,Woodcliff Lake Wed,Off Premise
56008,Bergenfield Liq & Fw,Dave Ehlers,Bergenfield,Englewood Cliff Fri,Off Premise
40001,Bottle & Cork,Dave Ehlers,Hackensack,South Hackensac Fri,Off Premise
52040,Burgundy Convenience Store,Dave Ehlers,Unknown,Unknown,Off Premise
40022,Buy Rite Of Hackensack,Dave Ehlers,Hackensack,Saddle Brook Thu,Off Premise
58004,Country Wine & Liquors,Dave Ehlers,Unknown,Unknown,Off Premise
41012,Deli Mart (A),Dave Ehlers,Hackensack,10062 Tue,Off Premise
52008,Englewood Liq (A),Dave Ehlers,Unknown,Unknown,Off Premise
52011,Englewood Wine (A),Dave Ehlers,Englewood,Englewood Cliff Thu,Off Premise
52025,Englewood Wine and Spirits,Dave Ehlers,Unknown,Unknown,Off Premise
40017,Essex St Liquor and Wine,Dave Ehlers,Hackensack,Hackensack Wed,Off Premise
51004,Fill Er Up Kosher Wine(P),Dave Ehlers,Teaneck,Teaneck Tue,Off Premise
51013,G & G Liquors,Dave Ehlers,Unknown,Unknown,Off Premise
41005,George's Liq,Dave Ehlers,Hackensack,10068 Thu,Off Premise
52004,Grand Liquor & Delicatesen,Dave Ehlers,Unknown,Unknown,Off Premise
51008,H & R Disc. Liq (P),Dave Ehlers,Teaneck,Teaneck Thu,Off Premise
40010,Hackensack Liquors,Dave Ehlers,Hackensack,10080 Tue,Off Premise
57003,Joes Beer Wine & Spirits,Dave Ehlers,New Milford,Woodcliff Lake Thu,Off Premise
52013,Lulu Lounge,Dave Ehlers,Unknown,Unknown,On Premise
57006,New Milford Liquors,Dave Ehlers,New Milford,Woodcliff Lake Thu,Off Premise
40037,Parisi Deli,Dave Ehlers,Hackensack,10056 Wed,Off Premise
56007,Portland Wine & Liquor,Dave Ehlers,Unknown,Unknown,Off Premise
58002,River Edge Wine & Liquor,Dave Ehlers,Unknown,Unknown,Off Premise
52029,Santa Barbara,Dave Ehlers,Unknown,Unknown,Off Premise
52015,Shop Rite Liq (A)Englewd,Dave Ehlers,Englewood,Teaneck Fri,Off Premise
40004,Simple Simon's (Z),Dave Ehlers,Hackensack,Lodi Fri,Off Premise
51018,Teaneck Discount Liquor,Dave Ehlers,Teaneck,10074 Wed,Off Premise
56013,Time Lounge And Liq (A),Dave Ehlers,Bergenfield,10075 Tue,Off Premise
58001,Total Wine & More (River Edge),Dave Ehlers,River Edge,Box Met Life Tue,Off Premise
14007,Total Wine & More (Totowa),Dave Ehlers,Totowa,Box Glen Rock Fri,Off Premise
56015,VINEYARD,Dave Ehlers,Bergenfield,Englewood Cliff Thu,Off Premise
52019,W E Beverage (A),Dave Ehlers,Unknown,Unknown,Off Premise
50013,Wine & More (P),Dave Ehlers,Unknown,Unknown,Off Premise
39012,Wine And Liq Depot(A),Dave Ehlers,South Hackensac,South Hackensac Wed,Off Premise
12089,FRANKFORD FD / NJ STATE FAIR,Default,Unknown,Unknown,Off Premise
120002,PICNIC,Default,Unknown,Unknown,Off Premise
1001,Watershed Pub & Deli (P),Default,Unknown,Unknown,Off Premise
20030,10th Ave Liq & Food (P),Derrick Laws,Paterson,Paterson 4 Fri,Off Premise
20027,230 Liq & Groc.(A),Derrick Laws,Paterson,10089 Wed,Off Premise
15020,Angel's Wine & Liquors,Derrick Laws,Paterson,10051 Fri,Off Premise
22006,Ant's Bar & Liquors,Derrick Laws,Paterson,Paterson 4 Thu,Off Premise
21031,Broadway Liq (A),Derrick Laws,Paterson,10062 Wed,Off Premise
20127,Brothers A&C Pizza (P),Derrick Laws,Unknown,Unknown,On Premise
22022,C Town (A),Derrick Laws,Unknown,Unknown,Off Premise
20089,Carlitto's Bar(P),Derrick Laws,Unknown,Unknown,On Premise
21045,Dorta Liquor (A),Derrick Laws,Paterson,10061 Thu,Off Premise
20048,Downtown Cafe (P),Derrick Laws,Unknown,Unknown,On Premise
22032,Economy Liquors,Derrick Laws,Paterson,Paterson 4 Mon,Off Premise
20125,El Escondite Bar and Restaurant,Derrick Laws,Unknown,Unknown,On Premise
20131,El Fogon Rest,Derrick Laws,Paterson,Paterson 1 Thu,On Premise
15013,El Oasis,Derrick Laws,Paterson,10064 Mon,Off Premise
21012,Elks Ldge 333 (Z) Pater.,Derrick Laws,Paterson,Hot Shot #9,On Premise
21048,Ferraro's Liquor,Derrick Laws,Paterson,Paterson 4 Wed,Off Premise
22067,Gonzalez Liq & Bar(A),Derrick Laws,Paterson,10055 Fri,Off Premise
20075,Griselda Rest.(A),Derrick Laws,Unknown,Unknown,On Premise
20040,Hiciano Liquor Store,Derrick Laws,Paterson,Paterson 2 Wed,Off Premise
17002,Hillcrest Liqrs (A),Derrick Laws,Paterson,10050 Wed,Off Premise
20028,Integrity Masonic,Derrick Laws,Unknown,Unknown,On Premise
20066,J & B Bar & Liq (Z),Derrick Laws,Paterson,Paterson 2 Tue,Off Premise
20058,Krystal Bar(P) & Liqs.,Derrick Laws,Paterson,Paterson 3 Fri,On Premise
20005,La Sorpresa Liq (P),Derrick Laws,Paterson,Hot Shot #9,Off Premise
20079,Limestone Liquors (A),Derrick Laws,Paterson,100115 Tue,Off Premise
15037,Liquor Gallery (Paterson),Derrick Laws,Paterson,10064 Tue,Off Premise
21035,M & R Disc (A) Liqs.,Derrick Laws,Paterson,10068 Tue,Off Premise
20129,Main Discount (P) Liqs.,Derrick Laws,Paterson,Paterson 3 Wed,Off Premise
20025,Mercer Bar & Liquors,Derrick Laws,Paterson,10096 Thu,Off Premise
15069,Mexico Bar & Grill,Derrick Laws,Unknown,Unknown,On Premise
20076,Moca Liquors Ii,Derrick Laws,Unknown,Unknown,Off Premise
20060,Moya E.Bar&Liq.(Z),Derrick Laws,Unknown,Unknown,Off Premise
15012,Pal's Liquor,Derrick Laws,Paterson,Paterson 1 Fri,Off Premise
20038,Patsy's (A) Tavern,Derrick Laws,Unknown,Unknown,On Premise
21050,Quis Queya Liquor(P),Derrick Laws,Paterson,Paterson 4 Tue,Off Premise
20080,Raphael & Angel Liq (A),Derrick Laws,Paterson,100115 Wed,Off Premise
22053,Rincon Centroamericano,Derrick Laws,Unknown,Unknown,On Premise
21001,Rocky's Liquor Store,Derrick Laws,Paterson,Paterson 2 Thu,Off Premise
15023,Santana's Sport(P)Bella,Derrick Laws,Paterson,Paterson 3 Mon,Off Premise
20126,Scheps Discount Bar/Liq,Derrick Laws,Unknown,Unknown,Off Premise
27027,Shamrock B&G (P),Derrick Laws,Unknown,Unknown,On Premise
13001,Shop Rite Liq (A)Littlefl,Derrick Laws,Little Falls,Totowa Wed,Off Premise
23004,Shop Rite Wines/Spirits,Derrick Laws,Clifton,Box Clifton Wed,Off Premise
21033,The Liquor Shop,Derrick Laws,Paterson,Box NB Liquors Thu,Off Premise
20037,The Point Liquor & Bar,Derrick Laws,Paterson,10052 Mon,Off Premise
15008,Westmount Country Club,Derrick Laws,Unknown,Unknown,On Premise
20041,Yaremy Liquors,Derrick Laws,Paterson,10062 Fri,Off Premise
170187,325 Bergen Liquor,Dylan Rubino,Jersey City,10077 Fri,Off Premise
170081,A & S Liquors,Dylan Rubino,Jersey City,10063 Fri,Off Premise
170186,A&A Liquor (P),Dylan Rubino,Jersey City,10053 Fri,Off Premise
170909,A2Z Wine Club,Dylan Rubino,Secaucus,Secaucus Thu,Off Premise
170230,Aivan Liq (P),Dylan Rubino,Jersey City,Jersey City Mon,Off Premise
170250,American Liquor,Dylan Rubino,Unknown,Unknown,Off Premise
170263,Aramark at Liberty Science Center,Dylan Rubino,Unknown,Unknown,On Premise
178104,Asian Grill & Sushi,Dylan Rubino,Unknown,Unknown,On Premise
170252,Baldwin W & L,Dylan Rubino,Jersey City,Jersey City Tue,Off Premise
172050,Bar Sagua,Dylan Rubino,Unknown,Unknown,On Premise
170277,Bareburger (Jersey City),Dylan Rubino,Unknown,Unknown,On Premise
170261,Bela Wine & Spirits_2,Dylan Rubino,Unknown,Unknown,Off Premise
170190,Belmont Wine & Liquors,Dylan Rubino,Jersey City,Jersey City Tue,Off Premise
170208,Benny's Liq & Deli,Dylan Rubino,Guttenberg,Jersey City Fri,Off Premise
171327,Bergenline Liquor (Z),Dylan Rubino,Unknown,Unknown,Off Premise
178005,Best Liquors & Deli,Dylan Rubino,Unknown,Unknown,Off Premise
178014,Best Liquors (P),Dylan Rubino,Unknown,Unknown,Off Premise
170041,Binny's Liquors (306 Jersey City),Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170182,Binnys Liquors (1062 Jersey City),Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170262,Blarney Pub,Dylan Rubino,Unknown,Unknown,Off Premise
170069,Blvd Liquors (P),Dylan Rubino,Jersey City,10086 Wed,Off Premise
170224,Bond Drugs,Dylan Rubino,Jersey City,Secaucus Wed,Off Premise
170086,Bottles Jersey City,Dylan Rubino,Jersey City,10050 Tue,Off Premise
170063,Boulevard Mart & Liq (A),Dylan Rubino,Jersey City,Secaucus Thu,Off Premise
178002,Boulevard W & L (P),Dylan Rubino,Unknown,Unknown,Off Premise
178100,Broadway Wine & Liquor,Dylan Rubino,Unknown,Unknown,Off Premise
170310,Buy & Savings Ii (P),Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170169,Buy Rite North Bergen,Dylan Rubino,North Bergen,10063 Thu,Off Premise
170163,Buy Rite Union City,Dylan Rubino,Union City,10053 Tue,Off Premise
170107,Central Wine And Liquors,Dylan Rubino,Union City,10052 Fri,Off Premise
170914,Chili's Secaucus,Dylan Rubino,Unknown,Unknown,On Premise
170031,City Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
170099,Columbia Park Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
170043,Communipaw Liqs (P),Dylan Rubino,Unknown,Unknown,Off Premise
170151,Cool Vines,Dylan Rubino,Jersey City,10051 Tue,Off Premise
170023,Corks & Bottles (P),Dylan Rubino,Guttenberg,10077 Thu,Off Premise
173073,Corkscrew Bar,Dylan Rubino,Unknown,Unknown,On Premise
170049,Cosmo Liquors & Grocery,Dylan Rubino,Jersey City,10059 Thu,Off Premise
170916,Courtyard Secaucus Meadowlands,Dylan Rubino,Unknown,Unknown,On Premise
172048,Cragie On Park,Dylan Rubino,Unknown,Unknown,Off Premise
170047,Crescent Wines & Liq (P),Dylan Rubino,Jersey City,Jersey City Wed,Off Premise
171346,Crown Liquor,Dylan Rubino,Union City,Secaucus Mon,Off Premise
170293,Dagda,Dylan Rubino,Unknown,Unknown,On Premise
170097,Discount Liquor,Dylan Rubino,Jersey City,10052 Thu,Off Premise
170027,Discount Liquors West New York,Dylan Rubino,Unknown,Unknown,Off Premise
170168,Discount Wine & Spirits,Dylan Rubino,Unknown,Unknown,Off Premise
170157,Dorrian's Restaurant,Dylan Rubino,Unknown,Unknown,On Premise
170039,Downtown Liquor,Dylan Rubino,Unknown,Unknown,Off Premise
179013,Dublin Yard,Dylan Rubino,Unknown,Unknown,On Premise
170222,E & E Wine & Liq (P),Dylan Rubino,Jersey City,10050 Mon,Off Premise
170299,E-Z Market & Liq (P),Dylan Rubino,Unknown,Unknown,Off Premise
170212,Empire Liq (P),Dylan Rubino,West New York,Secaucus Thu,Off Premise
17027,FOOD BAZAAR,Dylan Rubino,Unknown,Unknown,Off Premise
171320,Figi Wine & Liq (P),Dylan Rubino,Union City,10062 Tue,Off Premise
178021,Five Corner Liquor Store,Dylan Rubino,Unknown,Unknown,Off Premise
170233,Five Star Liquors,Dylan Rubino,Jersey City,Jersey City Tue,Off Premise
171353,Fork Hill Kitchen,Dylan Rubino,Union City,Secaucus Wed,On Premise
170127,Fragoso Liquors,Dylan Rubino,Union City,Secaucus Wed,Off Premise
170430,Franklin Social Club,Dylan Rubino,Jersey City,10068 Wed,On Premise
171347,Fuerte Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
170033,Fulton Liquors (P),Dylan Rubino,Jersey City,Jersey City Fri,Off Premise
170202,Golden Liquors (P),Dylan Rubino,North Bergen,Jersey City Mon,Off Premise
170267,Grace O'malleys,Dylan Rubino,Jersey City,Jersey City Thu,On Premise
170192,Greene Hook Resturant,Dylan Rubino,Unknown,Unknown,On Premise
170199,H & H Discount Liq (P),Dylan Rubino,Unknown,Unknown,Off Premise
170218,HD Liquors,Dylan Rubino,Guttenberg,Secaucus Tue,Off Premise
178009,Heaven Liquors,Dylan Rubino,Weehawken,Secaucus Thu,Off Premise
170103,Heaven's Liquor & Deli,Dylan Rubino,Jersey City,10057 Wed,Off Premise
170198,Heights Liquors,Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170029,Hollywood Liqs (P),Dylan Rubino,Unknown,Unknown,Off Premise
170160,Home Wines & Liquors (North Bergen),Dylan Rubino,Unknown,Unknown,Off Premise
178013,Hudson Blue,Dylan Rubino,Unknown,Unknown,On Premise
170119,Hudson Wine & Liq (P),Dylan Rubino,West New York,10079 Wed,Off Premise
170144,Hudson Wine Co (P),Dylan Rubino,Unknown,Unknown,Off Premise
170291,IKOS Greek Mediterranean,Dylan Rubino,Jersey City,Jersey City Fri,On Premise
170030,International Liqs (P),Dylan Rubino,Union City,Secaucus Wed,Off Premise
171337,J & L Liquors (P),Dylan Rubino,Unknown,Unknown,Off Premise
170312,J B Liquors,Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
28006,J B Liquors_2,Dylan Rubino,Unknown,Unknown,Off Premise
170080,J&R Liquors & Deli,Dylan Rubino,Jersey City,Jersey City Wed,Off Premise
170146,Jenny's Liq,Dylan Rubino,Unknown,Unknown,Off Premise
170072,Jersey Farm & Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
170001,Jersey Wine & Spirits,Dylan Rubino,Unknown,Unknown,Off Premise
170084,K O P Liquors (P),Dylan Rubino,Jersey City,Jersey City Fri,Off Premise
171321,Kikos Liquor (P),Dylan Rubino,Union City,Secaucus Fri,Off Premise
170073,Kings Liquor,Dylan Rubino,Jersey City,10062 Mon,Off Premise
170109,Kraemer's Liquor Store (P),Dylan Rubino,Unknown,Unknown,Off Premise
179014,Krauszers (Secaucus),Dylan Rubino,Unknown,Unknown,Off Premise
170102,L&T Liquors,Dylan Rubino,Jersey City,10066 Fri,Off Premise
170082,Larry's Liquors,Dylan Rubino,Jersey City,10051 Tue,Off Premise
171335,Latino's Liquor (P),Dylan Rubino,West New York,10075 Wed,Off Premise
170121,Lee's Liquor & Grocery Store,Dylan Rubino,Unknown,Unknown,Off Premise
171412,Left Bank Burger Bar (A),Dylan Rubino,Unknown,Unknown,On Premise
173062,Liberty Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
171402,Liberty Wine (P) & Deli,Dylan Rubino,Unknown,Unknown,Off Premise
170138,Light Horse Tavern (A),Dylan Rubino,Unknown,Unknown,On Premise
170122,Liquor Boss,Dylan Rubino,Jersey City,10055 Thu,Off Premise
170087,Liquor Mart (Jersey City),Dylan Rubino,Jersey City,Jersey City Mon,Off Premise
170113,Lira Ii Liquor,Dylan Rubino,Unknown,Unknown,On Premise
171348,Los Laureles Liq (Z),Dylan Rubino,Unknown,Unknown,Off Premise
170040,Los Padrinos,Dylan Rubino,West New York,10077 Thu,Off Premise
170276,Mamak House,Dylan Rubino,Unknown,Unknown,On Premise
170024,Manhatten Liquors,Dylan Rubino,Jersey City,10057 Wed,Off Premise
170188,Market Liquors,Dylan Rubino,Jersey City,10054 Thu,Off Premise
170105,Mars Deli & Liquor,Dylan Rubino,Jersey City,10052 Mon,Off Premise
170193,Mcginley Square Pub,Dylan Rubino,Unknown,Unknown,On Premise
170083,Metro Liquor (69 Jersey City),Dylan Rubino,Jersey City,Jersey City Wed,Off Premise
170034,Metro Liquors (1212 Jersey City),Dylan Rubino,Jersey City,10050 Fri,Off Premise
170183,Mlk Liquor (455 Jersey City),Dylan Rubino,Jersey City,Jersey City Mon,Off Premise
170077,Moon Liquors (P),Dylan Rubino,Unknown,Unknown,Off Premise
170075,New Junction Liquors,Dylan Rubino,Jersey City,Jersey City Tue,Off Premise
170089,New Orient Liquor,Dylan Rubino,Jersey City,10068 Tue,Off Premise
170057,New Town Liquors (P),Dylan Rubino,Jersey City,Jersey City Fri,Off Premise
171400,Newport Spirits (P),Dylan Rubino,Unknown,Unknown,Off Premise
178015,Noble Discount Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
170189,Ocean One Stop Liquor,Dylan Rubino,Jersey City,Jersey City Wed,Off Premise
171340,PF Changs China Bistro (West NY),Dylan Rubino,Unknown,Unknown,On Premise
170094,Palace Drugs (P),Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170046,Palisade Wine & Liquor,Dylan Rubino,Unknown,Unknown,Off Premise
178003,Park Ave Wine & Liq Gros.,Dylan Rubino,Weehawken,10056 Wed,Off Premise
170254,Park Tavern,Dylan Rubino,Unknown,Unknown,On Premise
170185,Pastore's Wine & Liquor,Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170106,Paulino Liquors,Dylan Rubino,Jersey City,10050 Fri,Off Premise
170211,Pavan Liquors (P),Dylan Rubino,West New York,10072 Thu,Off Premise
171349,Payano Liquors,Dylan Rubino,Union City,10062 Fri,Off Premise
170251,Peckmans Pharmacy,Dylan Rubino,Jersey City,10050 Fri,Off Premise
170195,Pena Liquor (P),Dylan Rubino,Unknown,Unknown,Off Premise
173077,Podewitz Liquor & Deli,Dylan Rubino,Unknown,Unknown,Off Premise
170181,Power Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
170367,Punjab Meet House,Dylan Rubino,Unknown,Unknown,On Premise
178018,Rancho Mateo,Dylan Rubino,Unknown,Unknown,On Premise
170364,Red Feast W & L (A),Dylan Rubino,Jersey City,Jersey City Fri,Off Premise
170091,Refined Wine and Spirits,Dylan Rubino,Unknown,Unknown,Off Premise
170917,Regal Secaucus ShowPlace14,Dylan Rubino,Unknown,Unknown,Off Premise
170178,Reuben Liq (Uc) (P),Dylan Rubino,Unknown,Unknown,Off Premise
173033,Royal Liquors & Deli,Dylan Rubino,Jersey City,10055 Tue,Off Premise
178020,STOP & GO LIQUORS,Dylan Rubino,North Bergen,10053 Fri,Off Premise
178101,Sals Deli,Dylan Rubino,North Bergen,Secaucus Wed,Off Premise
170266,San Patricios Jersey City,Dylan Rubino,Jersey City,Hot Shot #8,On Premise
170079,Sigmond Liquors (A),Dylan Rubino,Jersey City,10050 Wed,Off Premise
170088,Sip Discount Liq (A),Dylan Rubino,Jersey City,Jersey City Thu,Off Premise
170062,Sparrow Hill Market &Liq (Jersey City),Dylan Rubino,Unknown,Unknown,Off Premise
179018,Te-Amo,Dylan Rubino,Unknown,Unknown,On Premise
170314,The Brightside Tavern,Dylan Rubino,Unknown,Unknown,On Premise
170915,The Franklin Bar & Restaurant,Dylan Rubino,Secaucus,Secaucus Tue,On Premise
174102,The Galaxy Drug Store,Dylan Rubino,Guttenberg,10065 Mon,Off Premise
178001,Tonnelle Wine & Liq,Dylan Rubino,Unknown,Unknown,Off Premise
170203,Town Beverage,Dylan Rubino,North Bergen,Secaucus Thu,Off Premise
171322,Twin City Liquors,Dylan Rubino,Union City,Secaucus Thu,Off Premise
170015,Twin City Liquors (A),Dylan Rubino,Unknown,Unknown,Off Premise
170096,Union City Liquors,Dylan Rubino,Union City,10061 Tue,Off Premise
171323,Union Liquors,Dylan Rubino,Union City,10052 Fri,Off Premise
170013,Universal Liquors (A),Dylan Rubino,Union City,Secaucus Fri,Off Premise
172051,WNY Liquors,Dylan Rubino,West New York,Secaucus Thu,Off Premise
171405,Waterfront Wine & Liq(P),Dylan Rubino,Unknown,Unknown,Off Premise
170074,Webster Liquors,Dylan Rubino,Unknown,Unknown,Off Premise
178010,Weehawken Deli & Liquor,Dylan Rubino,Unknown,Unknown,Off Premise
170071,West Side Liquors,Dylan Rubino,Jersey City,Jersey City Fri,Off Premise
170286,West Side Liquors (358 Jersey City),Dylan Rubino,Jersey City,10063 Fri,Off Premise
170092,Willies Liq (P),Dylan Rubino,Unknown,Unknown,Off Premise
170012,Wine Outlet,Dylan Rubino,Unknown,Unknown,Off Premise
178000,Wine Spot,Dylan Rubino,North Bergen,10050 Fri,Off Premise
170191,Wine Warehouse (P) (Union City),Dylan Rubino,Union City,Secaucus Tue,Off Premise
170400,Yugs Liquors,Dylan Rubino,Jersey City,10053 Mon,Off Premise
172049,Z & M Liquors,Dylan Rubino,Jersey City,10061 Tue,Off Premise
152015,954 Liquors,Hakan Sadik,Newark,10050 Wed,Off Premise
150669,A-1 Payless Liquors,Hakan Sadik,Irvington,10054 Thu,Off Premise
150671,Al - Liquors,Hakan Sadik,Irvington,Newark Thu,Off Premise
150612,All Brothers Ii (Irvington),Hakan Sadik,Irvington,10051 Tue,Off Premise
152007,All Brothers Liquors #3 (Newark),Hakan Sadik,Newark,Newark Fri,Off Premise
150125,American Whiskey Newark,Hakan Sadik,Unknown,Unknown,On Premise
150607,Angel Liquors,Hakan Sadik,Newark,10055 Wed,Off Premise
152030,Austin Liquor,Hakan Sadik,Newark,10053 Tue,Off Premise
152032,Avenue Liquors,Hakan Sadik,Newark,10068 Tue,Off Premise
150639,Azcona Liquors,Hakan Sadik,Newark,Newark Fri,Off Premise
150134,Bell Liquor,Hakan Sadik,Unknown,Unknown,Off Premise
150645,Best Brother Liquor,Hakan Sadik,Newark,10050 Wed,Off Premise
150164,Best Quality Liquor,Hakan Sadik,Unknown,Unknown,Off Premise
150173,Bloomfield Buyrite,Hakan Sadik,Bloomfield,Montclair Thu,Off Premise
150132,Boot Leggers W/L,Hakan Sadik,East Orange,Montclair Tue,Off Premise
150055,Bottle King Livingston,Hakan Sadik,Unknown,Unknown,Off Premise
150216,Brandy's Lounge & Liquor,Hakan Sadik,Orange,Caldwell Wed,Off Premise
150648,Brick City Liquors,Hakan Sadik,Newark,10054 Tue,Off Premise
150186,Buy And Savings Liquor,Hakan Sadik,Newark,Newark Fri,Off Premise
150089,Buy Rite Wine & Liquor,Hakan Sadik,South Orange,10067 Tue,Off Premise
152013,C & D Liquors,Hakan Sadik,Newark,10050 Wed,Off Premise
150215,Castaway Restaurant,Hakan Sadik,Orange,Caldwell Tue,On Premise
150668,Chancellor Irvington,Hakan Sadik,Irvington,Newark Thu,Off Premise
152008,Chancellor Newark,Hakan Sadik,Newark,Newark Thu,Off Premise
152035,City Line Super Liquor,Hakan Sadik,Newark,10091 Fri,Off Premise
150163,Colony Liquors,Hakan Sadik,Orange,Caldwell Wed,Off Premise
150402,Coolvines Newark,Hakan Sadik,Unknown,Unknown,Off Premise
152048,D & S Liquors,Hakan Sadik,Unknown,Unknown,Off Premise
150136,Double Dee Liquors,Hakan Sadik,Orange,Caldwell Tue,Off Premise
150224,East Orange Liquor,Hakan Sadik,East Orange,10050 Fri,Off Premise
152031,Edwin Liquors,Hakan Sadik,Unknown,Unknown,Off Premise
150170,Express Liquors,Hakan Sadik,Newark,Newark Fri,Off Premise
150113,Express Two Liquors,Hakan Sadik,Orange,Caldwell Fri,Off Premise
150602,Extra Wine & Liquor,Hakan Sadik,Newark,Newark Tue,Off Premise
152009,Family Liquors,Hakan Sadik,Newark,Newark Fri,Off Premise
150640,Firehouse Liquors,Hakan Sadik,Newark,10079 Thu,Off Premise
150644,Fox's Liquor,Hakan Sadik,Newark,10080 Fri,Off Premise
150217,Galaxy Liquor,Hakan Sadik,Orange,Caldwell Mon,Off Premise
150009,Gaslight Brewery & Rest.,Hakan Sadik,Unknown,Unknown,On Premise
150188,Gigantes Liquor,Hakan Sadik,Unknown,Unknown,Off Premise
152014,Haber Liquors,Hakan Sadik,Newark,10061 Tue,Off Premise
150211,Harmony Bar & Liquors,Hakan Sadik,Orange,10081 Thu,Off Premise
152003,Hawthorne Quality Liquors,Hakan Sadik,Newark,Newark Thu,Off Premise
150061,Heller & Heller (East Orange),Hakan Sadik,East Orange,Caldwell Thu,Off Premise
150615,Home Liquors(1277 Irvington),Hakan Sadik,Irvington,10050 Wed,Off Premise
150135,Home Liquors(520 East Orange),Hakan Sadik,East Orange,10063 Tue,Off Premise
150618,Home Liquors(641 Newark),Hakan Sadik,Newark,Newark Wed,Off Premise
150183,Home Liquors(773 Newark),Hakan Sadik,Newark,10064 Tue,Off Premise
150647,Home Town Clinton,Hakan Sadik,Newark,Newark Thu,Off Premise
152002,Home Wine & Liquor (224 Newark),Hakan Sadik,Newark,Newark Wed,Off Premise
150191,Home Wines & Liquors (927 Newark),Hakan Sadik,Newark,10050 Wed,Off Premise
150212,Home Wines & Liquors (Orange),Hakan Sadik,Orange,Caldwell Mon,Off Premise
150149,Homer Liquors,Hakan Sadik,Newark,Newark Fri,Off Premise
150614,International Liquor,Hakan Sadik,Irvington,10084 Wed,Off Premise
150617,Irvington 876,Hakan Sadik,Irvington,Newark Tue,Off Premise
150147,Irvington Liquors,Hakan Sadik,Irvington,Newark Fri,Off Premise
150156,Ivy Plaza Liquors,Hakan Sadik,Newark,Newark Thu,Off Premise
150616,JRC Liquor,Hakan Sadik,Irvington,10050 Wed,Off Premise
150667,Jason Liquors,Hakan Sadik,Irvington,10050 Tue,Off Premise
150654,Joe Canals,Hakan Sadik,Unknown,Unknown,Off Premise
150221,Jonathan's Liquor Store,Hakan Sadik,East Orange,10052 Tue,Off Premise
152018,Kimka Liquors,Hakan Sadik,Newark,Newark Thu,Off Premise
150230,King's W & L,Hakan Sadik,East Orange,Caldwell Wed,Off Premise
150011,Kingdom Liquors (A),Hakan Sadik,Unknown,Unknown,Off Premise
150673,Krauszer's Food & Wines,Hakan Sadik,Irvington,10059 Tue,Off Premise
170070,Levy @ Sports Illustrated Stadium,Hakan Sadik,Unknown,Unknown,On Premise
150245,Levy @ The Prudential Center,Hakan Sadik,Unknown,Unknown,On Premise
